battletag,SR,all_damage_done,armor_packs_created,barrier_damage_done,cards,critical_hit_accuracy,critical_hits,deaths,defensive_assists,eliminations,environmental_kills,final_blows,games_lost,games_played,games_tied,games_won,healing_done,hero_damage_done,medals,medals_-_bronze,medals_-_gold,medals_-_silver,melee_final_blows,molten_core_kills,multikills,objective_kills,objective_time_seconds,offensive_assists,quick_melee_accuracy,shield_generators_destroyed,solo_kills,teleporter_pads_destroyed,time_played_seconds,time_spent_on_fire_seconds,torbjorn_kills,turret_kills,turrets_destroyed,weapon_accuracy,win_percentage
Roen#1152,2169,13776,20,7597,0,0.11,10,5,0,16,0,7,0,1,0,1,0,6134,2,1,0,1,0,3,0,1,10,0,0,0,0,0,420,0,5,14,0,0.21,1.0
MapleD#11610,2233,8541,15,0,1,0.04,6,0,0,17,0,6,0,1,0,1,0,0,3,1,2,0,0,4,0,13,25,0,0,0,1,0,240,73,7,16,0,0.26,1.0
J4MES#21306,4108,16828,37,3425,1,0.08,43,7,0,18,0,10,0,1,0,1,0,13295,2,1,1,0,1,6,0,9,35,0,1,0,1,0,540,395,12,11,0,0.37,0.88
Bornex#21728,2945,29337,71,308,2,0.05,21,10,0,56,0,18,0,2,0,2,0,1396,5,2,3,1,0,8,0,25,84,0,0,0,8,0,1440,214,25,43,2,0.29,0.86
MrNoFairy#1796,1833,2434,4,1205,0,0.01,1,2,0,5,0,2,0,0,0,0,0,1229,1,0,0,0,0,0,0,1,14,0,0,0,1,0,120,0,4,2,0,0.21,0
Draxy#2306,2566,6826,14,3001,0,0.06,6,3,0,7,0,3,1,1,0,0,0,3825,2,1,1,1,0,2,0,4,8,0,0,0,1,0,300,0,2,7,0,0.43,0
Avocat#21511,2896,36491,87,0,2,0.06,62,11,0,70,0,25,0,3,1,2,0,538,9,3,2,4,0,18,0,31,58,0,0,0,5,0,1680,505,26,57,0,0.44,0.65
Goxth#1989,2781,12217,28,4182,0,0.05,3,10,0,20,0,8,1,1,0,0,0,7879,2,1,1,0,0,0,0,10,90,0,0,0,0,0,600,0,9,19,0,0.23,0.2
Sharpshooter#2375,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1.0
Adirha#1301,1364,5024,7,2058,0,0.03,4,3,0,6,0,3,0,0,0,0,0,2967,0,0,0,0,0,0,0,0,6,0,0,0,1,0,240,0,4,4,0,0.2,0.67
Vitrara#11218,2677,27685,65,8202,0,0.08,52,15,0,50,0,19,1,2,1,0,0,18957,7,1,2,4,0,9,0,26,96,0,0,0,3,0,1320,171,24,38,7,0.28,0.17
sugardady#21301,2748,1436,2,84,0,0,0,1,0,0,0,0,0,0,0,0,0,1352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0.16,0
Noot#21858,2592,12649,16,3836,1,0.04,5,3,0,24,0,9,0,1,0,1,0,8812,3,0,3,0,0,4,1,12,11,0,0,0,1,0,420,76,8,17,0,0.25,0.73
ValentinPh#1906,2849,378,0,0,0,0.33,1,1,0,0,0,0,0,0,0,0,0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0.75,0
KesMadgik#2832,2619,46024,49,19133,0,0.06,23,7,0,60,0,22,1,2,0,2,0,26638,8,4,2,2,1,14,0,19,29,0,0,0,4,0,1380,153,26,51,0,0.25,0.69
iDeDaRzZ#2370,3889,1265,10,332,0,0.29,5,13,0,2,0,2,1,1,0,0,0,933,2,1,0,1,0,0,0,0,0,0,1,0,2,0,540,0,2,0,0,0.12,0.05
DIO#1929,1895,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0
GoldGreedy#11609,1189,11921,27,4873,0,0.08,5,6,0,23,0,7,0,1,0,1,0,7043,2,0,1,1,0,2,0,7,13,0,0,0,2,0,540,106,10,20,0,0.11,1.0
TOXIC#12967,1488,30058,53,8200,0,0.08,24,23,0,41,0,16,2,2,0,0,0,21535,6,1,2,2,0,7,0,15,95,0,0,0,5,0,1680,177,22,31,1,0.24,0.11
Ary#11260,2592,14040,18,5260,0,0.07,12,4,0,20,0,9,0,1,0,1,0,8598,2,0,2,0,1,5,0,7,1,0,1,0,4,0,420,102,10,15,0,0.27,1.0
Pandamonium#1615,2596,102945,217,27252,1,0.06,135,31,0,184,0,77,2,7,0,5,0,73917,23,8,8,7,3,25,0,89,203,0,0,0,6,0,3600,433,93,142,1,0.3,0.66
rockleo#11240,2264,14508,50,2746,0,0.13,10,10,0,22,0,6,1,1,0,0,0,11662,4,2,0,2,0,4,0,10,23,0,0,0,1,0,1080,0,4,20,0,0.18,0.25
Adocar#2195,3518,19544,32,4519,2,0.09,35,5,0,36,0,16,0,1,0,1,0,14851,5,1,3,1,0,7,1,15,12,0,1,0,2,0,600,271,23,22,0,0.35,0.81
Tests#11847,2377,31815,54,7159,2,0.05,42,9,0,55,0,22,1,2,0,1,0,24640,7,1,4,2,1,10,0,25,37,0,1,0,0,0,1260,102,33,38,0,0.24,0.63
CHUCHU#21549,3687,1032,1,724,0,0,0,0,0,0,0,0,0,0,0,0,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0.08,0
RUSH#32584,2429,6554,8,1388,0,0.02,4,6,0,5,0,3,0,1,0,0,0,5166,2,0,1,0,0,0,0,0,3,0,0,0,1,0,360,0,3,4,0,0.28,0.58
Sora#13562,3469,2536,3,280,0,0.37,16,2,0,3,0,2,0,0,0,0,0,2256,0,0,0,0,0,1,0,0,0,0,0,0,0,0,120,0,3,1,0,0.35,0
SeasTodd#11338,1401,3410,13,0,0,0.04,1,1,0,9,0,2,0,0,0,0,0,0,2,0,1,0,0,2,0,6,7,0,0,0,0,0,180,31,3,7,0,0.17,0
xNo4h#1229,1882,738,0,533,0,0,0,1,0,1,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,1,0,0.33,0
KallouX#2332,3163,20900,45,8245,1,0.06,34,9,0,30,0,11,1,1,0,0,0,12093,4,1,2,2,0,6,0,13,37,0,0,0,4,0,780,120,22,18,0,0.33,0.39
clip#1709,2983,522,1,168,0,0,0,3,0,0,0,0,0,0,0,0,0,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0.05,0.42
RickyDicks#1969,1731,49757,110,12926,3,0.08,40,24,0,100,0,41,1,5,0,3,0,36400,12,3,4,5,0,14,2,45,82,0,1,0,9,0,2400,211,41,84,0,0.14,0.73
Exeend#2851,2402,28205,46,10457,1,0.04,36,13,0,42,0,22,1,2,0,1,0,17359,6,2,2,2,0,3,1,23,43,0,0,0,3,0,1200,121,23,34,0,0.34,0.44
Kinmo#11888,3019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Zeekster08#1900,3101,3457,7,1754,0,0.25,18,2,0,1,0,1,0,0,0,0,0,1703,1,0,0,1,0,1,0,1,7,0,0,0,0,0,120,0,1,0,0,0.52,0
KoroSensei#21575,2945,31266,49,14183,0,0.13,64,13,0,46,0,19,1,2,0,1,0,16515,7,3,1,3,0,5,0,21,87,0,0,0,2,0,1200,169,28,29,0,0.27,0.66
PAPPY#11250,2481,13868,28,4869,1,0.05,8,2,0,27,0,7,0,1,0,1,0,8736,3,1,2,1,0,4,1,5,6,0,0,0,2,0,480,40,10,19,0,0.27,1.0
Jordan#2803,2011,47479,82,11351,1,0.03,16,34,0,93,0,27,3,4,0,1,0,34602,9,2,2,4,0,11,1,30,131,0,0,0,2,0,2640,64,28,80,3,0.27,0.16
Piterosx#21684,3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1.0
Kharnerus#2281,2665,250,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,250,0,0,0,0,0,0,0,1,3,0,0,0,1,0,18,0,1,1,0,0.45,0
TommyPhoton#1167,2864,18683,45,6152,0,0.1,37,7,0,37,0,13,0,2,0,1,0,12529,3,2,1,1,0,9,1,11,44,0,0,0,0,0,900,4,17,29,0,0.19,0.75
v1rtual#2192,3276,5360,7,714,0,0.09,3,5,0,5,0,3,0,0,0,0,0,4644,1,1,0,1,0,2,0,3,28,0,0,0,1,0,240,0,3,3,0,0.34,0
LAKingsDave#1784,2071,6746,17,1400,0,0.05,7,9,0,5,0,1,0,1,0,0,0,5189,1,0,0,1,0,1,0,3,13,0,0,0,0,0,360,0,2,4,0,0.3,0
Muni#2222,2249,68778,134,16534,4,0.08,77,23,0,132,0,63,1,5,1,3,0,52078,17,2,8,7,0,26,1,68,209,0,0,0,5,0,3120,876,53,108,0,0.27,0.66
Shamisen#1409,3000,9927,15,3162,1,0.03,9,1,0,23,0,9,0,1,0,1,0,6734,3,0,2,2,0,7,0,11,19,0,0,0,2,0,300,184,15,18,0,0.38,1.0
Groscheval#2149,3290,40238,85,5906,3,0.04,26,16,0,73,0,19,1,3,0,2,0,33957,9,1,6,2,0,12,1,31,99,0,0,0,0,0,1680,364,32,61,0,0.2,0.77
flash#25634,3656,1560,3,1285,0,0.04,1,2,0,1,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,1,0,0,0.56,0
Densetsu#11226,2792,11951,25,0,0,0.09,16,7,0,20,0,8,1,1,0,0,0,0,2,1,1,1,0,2,0,10,45,0,0,0,2,0,540,80,8,16,0,0.31,0.35
pokersillo#2587,3659,752,1,0,0,0.15,4,1,0,1,0,0,0,0,0,0,0,752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,1,0,0.31,0
McCree#11389,1422,153760,339,52502,9,0.05,70,73,0,281,0,110,3,14,1,9,0,98780,40,12,12,16,3,39,0,130,280,0,0,0,26,0,7200,1049,137,216,0,0.19,0.73
JTm169#1175,1675,18002,40,4718,0,0.04,5,6,0,41,0,16,0,1,0,1,0,13150,4,2,2,1,0,9,1,22,41,0,0,0,2,0,720,302,14,35,0,0.18,1.0
HelpfulMiner#1448,3531,4284,10,907,0,0.23,16,3,0,3,0,2,0,0,0,0,0,3276,1,0,0,0,0,0,0,1,10,0,0,0,0,0,180,0,2,1,0,0.36,0.56
obsession#21631,3821,22326,41,6612,0,0.07,21,16,0,38,0,10,1,2,0,1,0,15498,5,1,3,1,0,9,0,14,18,0,0,0,0,0,1200,109,17,27,0,0.21,0.37
Flux#22364,2779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
MangoSmoothy#11159,2439,12895,25,6226,1,0.07,19,6,0,14,0,6,0,0,0,0,0,6599,1,0,0,1,0,4,1,9,33,0,0,0,1,0,420,0,8,10,0,0.63,0
NoMoves#1634,2413,86780,178,22382,4,0.06,81,22,0,160,0,69,1,6,0,5,0,63796,18,5,9,4,0,31,3,70,176,0,0,0,8,0,3600,629,88,123,2,0.26,0.9
Nutters#11825,2112,1146,2,439,0,0.14,2,2,0,2,0,1,0,0,0,0,0,707,0,0,0,0,0,0,0,1,5,0,0,0,0,0,60,0,0,2,0,0.17,0
ABodPeach#1650,2237,3738,6,1053,0,0.05,2,1,0,5,0,2,0,0,0,0,0,2685,1,0,0,1,0,1,0,0,2,0,0,0,0,0,120,0,3,5,0,0.15,0
OuttaAmmo#1215,2624,14080,26,2378,0,0.04,12,7,0,17,0,4,0,1,0,1,0,11646,2,1,1,1,0,1,0,7,64,0,0,0,0,0,600,150,8,13,0,0.37,0.63
soysauce#3474,3004,2762,8,336,0,0,0,4,0,7,0,4,0,0,0,0,0,2326,1,0,1,0,0,2,0,4,6,0,0,0,1,0,180,0,4,6,0,0.1,0
PinkiiZ#2470,3181,1719,2,453,0,0.23,9,1,0,2,0,1,0,0,0,0,0,1266,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60,0,2,2,0,0.24,0
ReyPiePiek#1724,1811,46810,106,16180,2,0.09,73,14,0,95,0,40,1,4,0,3,0,30271,11,3,3,4,0,11,1,38,99,0,0,0,12,0,1920,564,45,69,0,0.32,0.75
BouncyBear#212350,2842,70,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0.11,0
Arnold#11292,3024,25157,61,4787,0,0.06,25,12,0,51,0,21,1,3,0,2,0,20180,8,3,2,3,0,5,1,26,43,0,0,0,3,0,1500,71,21,40,0,0.3,0.62
Anthoo17#1311,2226,356,1,126,0,0,0,1,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0
Travissimo#11202,4198,25967,68,8859,2,0.08,28,16,0,42,0,18,1,3,0,2,0,17065,7,4,1,2,0,5,0,21,47,0,0,0,2,0,1380,102,20,30,0,0.3,0.63
saltybird#11127,3518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
pachanga#21138,2373,10401,16,1513,0,0.1,12,10,0,18,0,9,0,1,0,1,0,8856,3,1,1,2,0,6,0,9,12,0,0,0,2,0,600,38,9,13,0,0.17,0.82
Wildblood#2372,3094,886,2,84,0,0,0,1,0,3,0,2,0,0,0,0,0,802,1,0,0,0,0,0,0,1,3,0,0,0,0,0,40,0,1,3,0,0.16,0
Firefoxlarry#1815,2157,25664,60,5374,1,0.04,20,19,0,43,0,19,1,2,0,1,0,20023,5,1,2,2,0,7,2,10,41,0,0,0,3,0,1380,351,13,38,0,0.32,0.51
Mirage#12908,2546,6106,3,647,0,0.08,16,4,0,4,0,0,1,1,0,0,0,355,2,1,0,0,0,0,0,4,24,0,0,0,0,0,180,0,2,4,0,0.37,0
TheRedBandit#11685,2175,1355,3,332,0,0.02,1,3,0,0,0,0,0,0,0,0,0,1023,0,0,0,0,0,0,0,0,12,0,0,0,0,0,60,0,0,0,0,0.54,0
Sayolo#2985,2466,9655,12,3879,0,0.03,5,1,0,14,0,9,0,0,0,0,0,5745,1,0,1,0,0,7,1,2,8,0,0,0,2,0,180,133,6,13,0,0.4,0
sRT#2933,2672,68106,80,0,0,0.04,25,36,0,89,0,35,1,4,2,1,0,0,10,5,3,3,0,15,0,35,107,0,0,0,11,0,2940,55,37,77,0,0.33,0.25
Hawtbox#1929,2446,1253,2,349,0,0,0,2,0,0,0,0,0,0,0,0,0,848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0.09,0
SugarBalls#11250,2601,937,2,322,0,0,0,1,0,0,0,0,0,0,0,0,0,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0.21,0
XxxllLArmy#1120,1975,85900,258,29183,2,0.03,48,56,0,180,0,60,3,7,0,3,0,56041,9,2,3,3,0,24,2,77,288,0,0,0,12,0,3600,465,64,144,0,0.21,0.52
NALS#21962,2915,356,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,1,0,0.06,0
AlainYncaan#2835,1806,3008,13,797,0,0.07,1,5,0,6,0,1,0,0,0,0,0,2210,1,0,1,0,0,0,0,2,1,0,0,0,0,0,240,0,0,6,0,0.12,0
CCCBae#2357,3000,4802,6,0,0,0.03,4,3,0,6,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,1,0,120,0,3,5,0,0.51,1.0
DingleFritzr#1307,2224,2344,5,0,0,0.08,1,2,0,2,0,0,0,0,0,0,0,2329,0,0,0,0,0,0,0,0,1,0,0,0,0,0,120,0,0,2,0,0.21,1.0
Bubbledub#2319,2536,3680,8,756,0,0.16,9,2,0,9,0,4,0,0,0,0,0,2890,0,0,0,0,0,1,0,5,12,0,0,0,1,0,180,0,4,7,0,0.25,0
Fremix#21568,2905,43486,73,10315,1,0.07,52,27,0,59,0,26,1,3,0,2,0,33013,10,4,3,2,0,14,0,14,63,0,0,0,7,0,2040,199,34,46,0,0.3,0.57
Nktama#1707,1663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
wickedmoment#1822,1689,1024,7,147,0,0,0,4,0,1,0,0,0,0,0,0,0,876,0,0,0,0,0,0,0,1,4,0,0,0,0,0,120,0,0,1,0,0.13,0
chip810#2503,2784,1187,1,618,0,0,0,1,0,0,0,0,0,0,0,0,0,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0.03,0
YesVerySo#1304,3118,2163,7,0,0,0,0,0,0,4,0,2,0,0,0,0,0,2087,1,0,0,0,0,2,0,2,9,0,0,0,0,0,120,0,2,4,0,0.2,0
Smolz#11352,2442,1039,0,326,0,0.2,1,1,0,0,0,0,0,0,0,0,0,713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0.26,1.0
Vilink#2374,2976,1001,2,420,0,0,0,1,0,0,0,0,0,0,0,0,0,580,1,0,0,0,0,0,0,0,4,0,0,0,0,0,50,0,0,0,1,0.2,0
LianNotLiam#1539,2561,5589,2,1706,0,0.09,6,7,0,6,0,3,1,1,0,0,0,3883,2,0,1,1,0,0,0,1,8,0,0,0,2,0,300,0,5,3,0,0.26,0.0
Fand#2116,2618,13130,38,1616,1,0.07,18,8,0,28,0,10,1,1,1,0,0,11413,3,1,1,2,0,7,0,10,12,0,0,0,3,0,660,187,16,22,1,0.22,0
Mellch#1552,3127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
TickleTaint#1983,1221,18529,51,7069,0,0.05,5,11,0,35,0,14,0,2,0,1,0,11417,5,1,2,2,0,5,0,15,42,0,0,0,5,0,1020,28,12,29,0,0.17,0.63
Levross#1732,3613,601,2,112,0,0,0,1,0,1,0,1,0,0,0,0,0,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,1,0,0,0.13,0
Xraelum#2402,2772,5526,9,1647,0,0.03,4,4,0,6,0,2,0,0,0,0,0,3879,2,0,0,1,0,1,0,2,26,0,0,0,0,0,180,10,5,1,0,0.38,0
Ainur#2783,1085,1361,4,390,0,0.1,3,4,0,2,0,0,0,0,0,0,0,969,0,0,0,0,0,0,0,0,1,0,0,0,0,0,180,0,2,0,2,0.1,0
Vunts#21239,2954,2964,1,1270,0,0.31,12,6,0,4,0,3,0,0,0,0,0,1694,1,0,0,0,0,0,0,1,2,0,0,0,0,0,240,0,2,4,0,0.13,0
Ethan#22734,2771,53099,75,0,1,0.17,148,35,0,117,0,37,2,5,0,3,0,0,12,5,5,2,0,16,0,38,82,0,0,0,10,0,3120,193,46,92,0,0.37,0.58
Hastor#2591,3000,2104,5,0,0,0.06,3,0,0,7,0,4,0,1,0,1,0,0,3,0,1,2,0,0,0,0,8,0,0,0,1,0,180,32,6,5,0,0.2,1.0
snupet#1668,3164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
rey730#2658,1980,2957,11,747,0,0.17,10,15,0,9,0,3,1,1,0,0,0,2210,0,0,0,0,0,2,0,7,42,0,0,0,0,0,420,34,5,4,0,0.1,0
hotshot#12762,2662,653,2,406,0,0,0,1,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0.11,0
Snazzles#1970,2519,11122,24,2797,1,0.04,5,1,0,26,0,10,0,1,1,0,0,8325,3,0,3,0,0,4,0,19,75,0,0,0,3,0,420,228,17,18,0,0.25,0.99
Brewtalic#2165,3476,23263,48,3509,0,0.08,47,8,0,40,0,19,0,1,0,1,0,18958,5,1,1,3,0,9,0,18,33,0,1,0,5,0,960,278,26,30,2,0.31,0.79
Rocco#12116,2177,2857,12,0,0,0.14,5,1,0,5,0,2,0,0,0,0,0,2857,1,0,0,1,0,0,0,3,0,0,1,0,1,0,240,56,3,4,0,0.18,1.0
GanduPrasad#1977,3370,13081,15,1462,0,0.09,21,3,0,31,0,12,0,1,0,1,0,11519,2,0,2,0,0,7,0,16,53,0,0,0,3,0,480,151,17,25,0,0.3,1.0
commando21#11813,2304,11293,32,3694,0,0.02,3,4,0,16,0,3,0,1,0,0,0,7502,2,1,1,1,0,4,0,12,23,0,0,0,0,0,540,47,6,15,0,0.24,0.51
PURple#22917,3040,2181,2,1737,0,0,0,1,0,0,0,0,0,0,0,0,0,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0.19,0
Uneo7#2332,1764,60371,152,15079,4,0.06,94,37,0,114,0,44,2,5,0,3,0,44536,14,7,4,4,0,19,0,56,163,0,0,0,13,0,3240,238,48,89,0,0.23,0.67
kc1029#1343,2173,560,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0
MatYou#21981,954,521,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,1,0,0.06,0.01
LEGEND#32306,1919,3878,11,314,1,0.04,4,3,0,18,0,10,0,1,0,0,0,3563,2,0,2,0,0,1,0,5,4,0,0,0,3,0,300,0,8,11,0,0.14,0.04
Alecazam#1709,2017,69495,125,25273,2,0.08,87,33,0,96,0,38,1,4,0,3,0,43443,13,4,4,5,1,14,0,28,79,0,0,0,7,0,2760,432,45,75,1,0.26,0.69
Aquasplash57#2315,2736,11699,39,0,1,0.06,5,11,0,25,0,6,0,2,0,2,0,0,6,3,0,3,0,1,0,8,4,0,0,0,1,0,960,43,5,23,0,0.2,0.79
Mrabo3abd#2891,2460,44255,87,13364,3,0.09,49,13,0,94,0,34,0,2,1,1,0,30730,9,1,5,2,2,11,1,29,57,0,1,0,6,0,1800,143,49,64,1,0.21,0.71
Burnershock#1370,2615,28529,47,8000,1,0.06,28,9,0,39,0,19,1,1,0,1,0,20358,4,1,2,1,0,7,1,16,39,0,0,0,3,0,900,305,20,30,0,0.34,0.6
TTKY#1823,2675,45232,79,13638,3,0.06,45,21,0,99,0,38,2,4,0,2,0,31216,12,2,6,4,0,14,0,39,62,0,0,0,8,0,2220,136,52,73,0,0.28,0.56
Alucard#25665,1845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
BigNICK#1232,2857,2468,2,516,0,0.16,11,2,0,1,0,1,0,0,0,0,0,1952,0,0,0,0,0,0,0,0,11,0,0,0,0,0,60,0,1,0,0,0.27,0
FantaSanta#1282,2733,2720,9,1456,0,0,0,3,0,3,0,0,0,0,0,0,0,1263,1,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,1,3,0,0.21,0
HuntressRed#1340,657,114103,194,31127,0,0.04,17,92,0,212,0,76,6,11,1,5,0,81797,18,7,2,9,0,33,3,89,88,0,0,0,17,0,7200,318,65,181,1,0.15,0.43
Luxotrics#2248,3193,17317,30,3092,0,0.12,40,7,0,31,0,12,0,2,0,2,0,14168,4,1,2,1,0,7,0,9,11,0,0,0,4,0,720,4,20,16,0,0.27,0.85
Maltess#2860,3809,346,0,220,0,0,0,1,0,1,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,1,0,0.1,0
NiFFa#1224,2411,26889,58,6241,1,0.06,18,9,0,58,0,19,1,3,1,1,0,20542,9,2,4,4,0,9,1,27,39,0,0,0,1,0,1140,192,19,50,0,0.21,0.47
Koshenko#1167,2860,7247,21,1914,0,0.1,3,3,0,16,0,4,0,0,0,0,0,5184,1,1,0,0,0,1,0,3,2,0,0,0,0,0,480,0,2,15,0,0.15,0
Ruzen#2764,2750,314,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0.86,0
NeoHorus#1614,3321,11945,17,3764,0,0.01,4,5,0,23,0,13,0,1,0,1,0,8111,1,0,0,0,1,5,0,1,1,0,0,0,0,0,360,100,13,19,0,0.3,0.99
Boogerjuice#1945,1027,7554,36,830,0,0.07,6,12,0,28,0,11,1,1,0,1,0,6721,2,0,1,0,0,3,0,13,110,0,0,0,3,0,840,45,8,26,0,0.03,0.53
McLovie#1894,3111,680,2,0,0,0,0,2,0,1,0,1,0,0,0,0,0,680,0,0,0,0,0,0,0,0,4,0,0,0,0,0,60,0,0,1,0,0.18,0
BLUE#14490,2816,3546,13,0,0,0.08,2,2,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,300,0,2,6,0,0.22,0.83
Nom#11678,2591,7715,22,504,0,0.01,1,7,0,9,0,3,1,1,0,0,0,6683,1,1,0,0,0,1,0,3,19,0,0,0,1,0,480,0,3,7,1,0.28,0
kirax#1293,3895,182079,318,63235,3,0.08,193,54,0,292,0,117,2,9,0,7,0,117309,32,6,14,12,3,66,5,136,262,0,0,0,11,0,3600,1346,156,225,0,0.29,0.77
Human#21146,3666,6612,15,1812,0,0.08,9,1,0,9,0,4,0,1,0,1,0,4774,1,1,0,1,0,5,0,7,32,0,0,0,0,0,240,157,6,6,0,0.29,1.0
Crippdex74#1535,2059,4131,19,1860,0,0.05,3,5,0,11,0,2,0,0,0,0,0,2207,1,0,0,0,0,0,1,2,15,0,0,0,1,0,300,0,3,9,0,0.09,0.01
Bosak#11285,3659,2278,3,783,0,0.25,10,0,0,7,0,2,0,0,0,0,0,1494,0,0,0,0,0,0,0,3,7,0,0,0,0,0,60,36,3,7,0,0.4,1.0
stryftek#1721,3025,4862,4,2413,0,0.04,1,2,0,3,0,3,0,0,0,0,0,2449,0,0,0,0,0,1,0,1,3,0,0,0,1,0,120,0,3,2,0,0.1,0.46
Azguard#11970,2520,16489,48,0,0,0.05,16,8,0,35,0,15,0,1,1,0,0,0,2,0,2,0,1,6,0,22,85,0,0,0,3,0,660,261,21,24,0,0.31,0
Arkadia#2126,1509,48809,66,8147,1,0.07,51,40,0,92,0,42,3,4,0,1,0,39071,12,2,4,5,0,19,1,50,184,0,0,0,11,0,2760,182,37,74,7,0.33,0.16
IamVNIE#1696,1482,19655,31,7467,0,0.04,8,10,0,33,0,13,1,2,0,0,0,12061,4,1,1,2,0,7,1,22,39,0,0,0,1,0,900,32,11,33,0,0.22,0.3
ArchAngel#13277,3050,6648,14,967,1,0.05,13,3,0,10,0,4,0,1,0,0,0,5681,2,0,1,1,0,1,0,8,14,0,1,0,0,0,300,0,4,8,0,0.44,0.24
Feuerfrosch#2907,2627,546,0,192,0,0,0,1,0,1,0,0,0,0,0,0,0,354,0,0,0,0,0,0,0,0,1,0,0,0,0,0,47,0,0,1,0,0.3,0
Fjordvald#2958,2050,16542,33,5865,0,0.12,32,4,0,30,0,12,0,1,0,0,0,10672,3,1,0,2,0,5,0,8,15,0,0,0,1,0,660,0,19,21,0,0.31,0.54
RussianMafia#21499,2041,22229,42,5581,0,0.08,15,15,0,34,0,10,1,1,0,1,0,16620,5,1,0,4,0,11,1,18,11,0,0,0,1,0,1020,63,11,30,0,0.14,0.41
Blu3#21544,2881,61171,122,16139,3,0.09,84,23,0,105,0,39,1,4,0,3,0,44385,14,6,6,2,0,23,2,50,102,0,0,0,3,0,2340,365,52,75,0,0.33,0.86
