battletag,SR,all_damage_done,armor_packs_created,barrier_damage_done,cards,critical_hit_accuracy,critical_hits,deaths,defensive_assists,eliminations,environmental_kills,final_blows,games_lost,games_played,games_tied,games_won,healing_done,hero_damage_done,medals,medals_-_bronze,medals_-_gold,medals_-_silver,melee_final_blows,molten_core_kills,multikills,objective_kills,objective_time_seconds,offensive_assists,quick_melee_accuracy,shield_generators_destroyed,solo_kills,teleporter_pads_destroyed,time_played_seconds,time_spent_on_fire_seconds,torbjorn_kills,turret_kills,turrets_destroyed,weapon_accuracy,win_percentage
Noah#13435,3429,1487,1,1218,0,0,0,1,0,1,0,1,0,0,0,0,0,269,1,0,0,1,0,0,0,1,0,0,0,0,0,0,58,0,0,1,0,0.1,0
AionX#11177,2176,18347,36,3449,1,0.08,31,7,0,32,0,12,0,1,0,1,0,14789,2,0,1,1,0,7,0,14,26,0,0,0,3,0,780,111,12,27,0,0.24,0.88
NoodleMCGee#1949,2538,3187,6,1125,0,0.02,1,4,0,4,0,2,0,0,0,0,0,2042,1,0,0,1,0,0,0,1,3,0,0,0,0,0,180,0,4,1,0,0.29,0
Xplode#21163,2897,1249,1,868,0,0,0,1,0,0,0,0,0,0,0,0,0,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0
Nicckz#11300,2780,4134,7,1516,0,0.03,1,0,0,6,0,3,0,0,0,0,0,2518,0,0,0,0,0,1,0,5,11,0,0,0,0,0,120,4,2,6,0,0.19,1.0
Cylian#11134,2101,476,0,98,0,0,0,1,0,0,0,0,0,0,0,0,0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0
MaJJeK#1151,2699,3881,8,1731,0,0,0,2,0,6,0,3,0,0,0,0,0,2108,1,0,0,0,0,0,0,1,0,0,0,0,0,0,180,0,1,5,0,0.19,0.42
Wexar#2121,2824,732,2,238,0,0,0,2,0,0,0,0,0,0,0,0,0,494,0,0,0,0,0,0,0,0,2,0,0,0,0,0,60,0,0,0,0,0.15,0
Jordan#3815,1760,5265,8,0,0,0.09,3,5,0,8,0,4,0,0,0,0,0,0,1,0,0,1,0,1,0,0,10,0,0,0,2,0,300,49,2,8,0,0.14,0.43
Nemesis#14350,1486,30633,102,10070,1,0.08,6,20,0,64,0,22,2,3,0,2,0,20140,10,2,2,6,0,8,1,30,58,0,0,0,7,0,1920,40,11,58,0,0.09,0.46
xlandk1200s#1602,2501,64537,141,18568,1,0.09,93,25,0,126,0,37,1,4,0,3,0,45691,11,5,3,3,0,25,1,58,241,0,0,0,4,0,3120,518,53,98,0,0.28,0.65
DAZZLENOVAK#2354,2953,156871,240,52020,6,0.06,143,51,0,241,0,98,3,11,0,8,0,104481,37,7,15,15,0,55,5,108,273,0,0,1,18,0,3600,690,124,189,0,0.27,0.73
Winter#11110,2506,10328,10,5255,0,0.05,4,3,0,12,0,3,0,1,0,1,0,5073,4,1,2,1,0,2,0,6,10,0,0,0,0,0,240,0,6,10,0,0.29,0.99
Blizzardhate#21570,2066,266653,775,63380,5,0.05,194,143,0,507,0,191,10,24,1,14,0,201059,44,16,12,16,0,112,6,166,103,0,0,0,50,0,14400,992,152,443,8,0.22,0.59
Genji#12837,1824,756,1,161,0,0,0,2,0,0,0,0,0,0,0,0,0,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0.3,0
Lostcoco#21376,2383,6228,6,350,0,0.05,4,6,0,10,0,6,0,0,0,0,0,555,2,1,0,1,0,0,0,1,6,0,0,0,2,0,240,0,7,6,0,0.3,0.26
andrepilli#1650,3677,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0
VesPixX#1117,3413,15580,26,5178,1,0.07,15,5,0,20,0,7,0,1,0,1,0,10355,5,1,2,1,0,1,1,18,22,0,1,0,1,0,540,11,9,14,0,0.25,0.62
CHEN#1440,2152,68840,151,17889,2,0.11,67,25,0,112,0,46,1,5,0,4,0,50765,14,6,4,4,0,20,2,47,127,0,0,0,11,0,3120,334,55,91,4,0.22,0.73
Bwabus#2896,2862,99146,200,30251,1,0.07,88,41,0,124,0,51,2,5,0,3,0,68370,17,5,6,6,0,20,1,60,233,0,0,0,7,0,3600,611,63,103,0,0.34,0.6
ChokeMe#11951,3944,662,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,662,1,0,1,0,0,0,0,1,0,0,0,0,0,0,42,0,2,2,0,0.16,1.0
ZachC#2909,2777,9584,15,3846,0,0.06,4,6,0,10,0,4,0,0,0,0,0,5529,1,0,0,1,0,1,0,3,12,0,0,0,2,0,360,0,5,7,0,0.25,0.37
Bow#11850,3068,1578,2,0,0,0.04,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,59,0,1,3,0,0.48,1.0
Icarus#13322,2641,60376,121,20395,2,0.13,111,33,0,91,0,34,2,4,0,2,0,39627,9,3,2,4,0,19,1,33,65,0,0,0,6,0,2820,226,53,59,0,0.25,0.45
hehexd#21816,2851,12648,22,2758,0,0.08,22,4,0,14,0,6,1,1,0,1,0,9787,4,0,2,1,0,2,1,4,24,0,0,0,1,0,480,49,6,11,0,0.35,0.47
Inglourious#21704,3549,24260,65,7310,2,0.04,18,7,0,49,0,20,0,2,0,2,0,16280,7,2,4,2,0,10,2,23,26,0,0,0,6,0,1080,134,30,33,2,0.32,1.0
TSMLEAVAN#2892,1728,42963,113,0,1,0.09,53,22,0,106,0,51,1,3,1,2,0,0,13,5,5,3,0,22,2,58,75,0,0,0,14,0,2100,161,42,86,0,0.24,0.49
RyuGa#21819,3363,8271,19,1138,0,0.04,6,5,0,10,0,1,0,1,0,1,0,2481,2,1,1,1,0,1,0,3,3,0,0,0,0,0,420,0,3,9,0,0.28,0.82
WeebMaster#2159,2325,2702,5,410,0,0.01,1,1,0,4,0,2,0,0,0,0,0,2155,1,0,0,0,0,1,0,1,6,0,0,0,1,0,60,41,3,4,0,0.39,0
Vodkita#11583,3000,3027,7,985,0,0.02,1,10,0,1,0,1,1,1,0,0,0,2042,2,1,0,1,0,0,0,0,0,0,0,0,0,0,360,0,1,0,0,0.1,0
Reven#1599,3024,63955,129,18102,3,0.07,61,24,0,112,0,46,2,4,1,1,0,45717,14,2,7,5,1,22,0,64,132,0,0,0,4,0,2520,479,64,84,0,0.29,0.37
Agroa#2405,2740,11406,31,3834,0,0.02,4,7,0,15,0,6,1,1,0,0,0,7547,3,2,0,1,0,7,0,10,33,0,0,0,1,0,540,0,8,11,0,0.41,0
niio#21508,3853,3106,4,405,0,0.07,8,1,0,5,0,2,0,0,0,0,0,2699,0,0,0,0,0,1,0,2,4,0,0,0,1,0,60,12,2,5,0,0.53,1.0
Deer#2885,2180,11035,41,1274,0,0.07,5,9,0,25,0,6,0,1,0,0,0,9760,2,1,1,0,0,1,0,13,36,0,0,0,2,0,900,0,9,21,0,0.21,0.4
emil#23737,1695,1733,1,0,0,0.16,1,1,0,2,0,1,0,0,0,0,0,1652,0,0,0,0,0,0,0,1,0,0,0,0,0,0,120,0,0,2,0,0.1,1.0
Chicken#12317,3917,4119,8,1085,0,0.06,4,1,0,11,0,3,0,0,0,0,0,3004,1,0,0,0,0,2,0,8,102,0,0,0,0,0,120,101,5,9,0,0.27,0
Nutttz#11331,3104,3390,16,1029,0,0.09,6,1,0,9,0,3,0,0,0,0,0,2296,1,0,0,0,0,0,0,4,6,0,0,0,1,0,240,2,9,1,0,0.25,1.0
Happyfeet#122661,3208,148333,348,39361,5,0.06,199,74,0,295,0,114,2,9,0,6,0,107975,28,8,12,7,1,59,7,107,254,0,0,0,22,0,3600,1793,174,199,1,0.36,0.72
RICEHARD#1905,2648,70233,178,21598,2,0.06,95,27,0,141,0,60,0,4,0,3,0,48144,10,5,3,2,2,44,4,41,108,0,0,0,14,0,3000,973,87,105,0,0.37,0.96
Alex#239293,2365,8492,7,5019,0,0.22,23,3,0,3,0,2,0,0,0,0,0,3172,2,1,0,1,0,0,0,2,17,0,0,0,0,0,120,0,2,2,0,0.54,0
Flux#11711,2412,6930,4,2253,0,0.02,3,2,0,6,0,3,0,0,0,0,0,4555,1,0,0,0,0,0,0,0,0,0,0,0,1,0,180,0,4,3,0,0.31,0.01
Alex#115598,2473,1786,1,153,0,0.15,3,2,0,2,0,1,0,0,0,0,0,1633,1,0,0,0,0,0,0,0,4,0,0,0,1,0,120,0,1,1,0,0.37,0
PrinceKael#1116,3531,3597,5,1652,0,0.07,2,1,0,8,0,4,0,0,0,0,0,1920,0,0,0,0,0,2,0,3,0,0,0,0,0,0,120,0,2,7,0,0.34,1.0
Alucard#15970,2502,14843,42,1292,0,0.02,3,11,0,20,0,11,2,2,0,1,0,13402,5,3,0,2,0,3,1,5,12,0,1,0,0,0,1140,0,4,17,0,0.22,0.23
Andreya#2441,2327,4947,13,1260,0,0,0,3,0,7,0,2,1,1,0,0,0,3617,1,1,1,0,0,0,0,1,6,0,0,0,0,0,300,0,2,6,0,0.23,0
Skaguy88#1664,2312,661,0,112,0,0,0,1,0,1,0,0,0,0,0,0,0,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,1,0,0.05,0
jc911142#1518,3203,12988,34,2295,0,0.06,15,8,0,27,0,11,0,1,0,1,0,10693,2,1,0,0,1,6,0,8,4,0,0,0,1,0,600,79,14,18,0,0.37,1.0
nines#1240,2456,2489,6,790,0,0.1,4,3,0,3,0,1,0,0,0,0,0,1680,1,0,0,0,0,0,0,0,1,0,0,0,0,0,120,0,2,2,0,0.22,0
TheMexTacos#1468,1864,116,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0
Momario#1746,1967,16113,37,3496,0,0.02,4,16,0,39,0,11,1,2,0,1,0,12289,4,1,1,2,0,4,0,20,24,0,0,0,1,0,1140,4,11,36,1,0.26,0.38
Toxicman#11796,2719,3666,12,1197,0,0.03,2,8,0,3,0,1,0,0,0,0,0,2469,0,0,0,0,0,0,0,1,3,0,0,0,0,0,360,0,1,2,0,0.31,0
Randyotter#2627,2312,35611,102,11217,0,0.06,12,26,0,64,0,20,2,3,0,2,0,24096,4,2,2,1,0,12,1,26,81,0,0,0,7,0,2160,149,23,53,0,0.24,0.47
Illushionzz#1372,3211,34515,50,7059,2,0.05,44,11,0,52,0,30,1,2,0,1,0,26887,6,1,2,3,0,13,1,18,84,0,0,0,3,0,1260,127,29,36,1,0.39,0.66
Satol#4438,3632,20351,30,8235,1,0.03,15,9,0,29,0,18,0,1,0,1,0,12103,6,1,5,0,0,7,0,13,42,0,0,0,6,0,660,161,18,17,0,0.38,0.67
Pentium#11250,2857,74006,142,19688,4,0.08,117,34,0,111,0,56,2,5,1,3,0,53699,14,3,8,4,2,23,0,22,128,0,0,0,6,0,3000,701,70,76,0,0.34,0.63
Wolf#18793,2731,1367,2,0,0,0.11,3,1,0,1,0,1,0,0,0,0,0,1367,0,0,0,0,0,0,0,0,3,0,0,0,0,0,60,0,1,1,0,0.36,0
REAPER#19990,3000,2941,11,748,0,0,0,1,0,8,0,1,0,0,0,0,0,2165,1,0,0,1,0,0,0,1,0,0,0,0,1,0,240,0,3,6,0,0.17,1.0
DePumkin#2738,2212,1296,1,651,0,0.04,1,1,0,0,0,0,0,0,0,0,0,645,0,0,0,0,0,0,0,0,15,0,0,0,0,0,44,0,0,0,0,0.27,0
DvaBorga#2778,2826,12977,18,2327,0,0.04,3,5,0,18,0,8,1,1,0,0,0,10650,2,0,1,1,0,2,0,12,17,0,0,0,0,0,480,19,6,16,0,0.19,0.14
Starlord#22208,2705,4847,12,599,0,0.1,13,5,0,5,0,2,1,1,0,0,0,4192,2,1,1,1,0,0,0,2,6,0,0,0,0,0,240,0,2,4,0,0.35,0
TheRealDust#2551,1897,22882,61,3069,2,0.08,27,8,0,57,0,29,1,2,0,2,0,19713,7,2,2,3,0,13,0,19,31,0,0,0,7,0,1140,398,27,46,0,0.28,0.7
YamiOne#2996,2793,3375,9,597,0,0.1,6,4,0,3,0,1,0,0,0,0,0,2778,1,0,0,0,0,0,0,1,8,0,0,0,0,0,180,0,1,2,0,0.33,0
AIMGOD#1855,3385,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0.08,0
EmeraldDuo#1147,2552,3116,9,476,0,0.06,5,3,0,7,0,1,0,0,0,0,0,2601,1,1,0,0,0,2,0,1,11,0,0,0,0,0,180,0,5,2,0,0.16,0
Mudkipir#1502,3634,2860,7,1270,0,0.04,1,1,0,3,0,1,0,0,0,0,0,1590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,2,2,0,0.17,0
Joerind#21482,2062,7526,24,1612,1,0.07,7,2,0,27,0,10,0,1,0,1,0,5914,1,0,1,0,0,3,1,8,5,0,0,0,2,0,420,163,13,19,0,0.18,0.89
sn3ugl3#2407,1903,5363,12,322,0,0.11,15,2,0,7,0,2,0,0,0,0,0,5041,2,0,1,1,0,0,0,1,19,0,0,0,2,0,180,74,6,6,0,0.31,0
VictorMiles#2377,2654,6586,10,1274,0,0.04,5,2,0,8,0,3,0,0,0,0,0,5311,1,0,1,0,0,2,0,6,24,0,0,0,0,0,180,37,3,7,0,0.42,0
Rhapsodie#11983,3546,8692,17,3406,0,0.03,3,4,0,12,0,4,0,0,0,0,0,5216,1,1,0,0,0,2,0,6,6,0,0,0,0,0,300,20,9,10,0,0.15,0.99
doctorkush#11275,3574,26285,35,6428,1,0.07,53,8,0,46,0,17,1,2,0,0,0,19699,6,0,3,3,0,9,1,21,27,0,0,0,3,0,840,139,26,32,0,0.36,0.27
JujuSneezaer#1832,1817,1007,3,434,0,0,0,2,0,1,0,0,0,0,0,0,0,573,0,0,0,0,0,0,0,0,3,0,0,0,0,0,60,0,0,1,0,0.16,0
Parsley#21842,2863,1219,7,178,0,0.1,2,0,0,6,0,2,0,0,0,0,0,1040,0,0,0,0,0,0,0,3,8,0,0,0,0,0,60,0,2,5,0,0.1,0
ramon#22267,2595,5518,11,1677,0,0.01,2,4,0,11,0,3,0,0,0,0,0,3841,1,0,0,0,0,5,1,10,23,0,0,0,1,0,240,40,5,10,0,0.3,0.48
DaOrgest#1827,2134,3307,2,412,0,0.1,4,3,0,4,0,1,0,0,0,0,0,2895,1,0,0,0,0,1,0,0,0,0,0,0,1,0,120,0,2,4,0,0.24,0
BlondeGetCrz#2194,3200,14354,40,4775,1,0.09,23,17,0,26,0,9,1,1,0,0,0,9580,4,1,1,2,0,3,0,15,81,0,0,0,2,0,900,89,22,13,0,0.22,0.26
JimmyRussell#1271,2572,1375,12,194,0,0,0,5,0,6,0,1,0,0,0,0,0,1142,0,0,0,0,0,0,0,3,63,0,0,0,1,0,240,0,0,6,0,0.16,0
Shadow#113224,3228,1529,4,356,0,0,0,2,0,3,0,0,0,0,0,0,0,1173,0,0,0,0,0,0,0,0,9,0,0,0,0,0,60,0,1,3,0,0.16,1.0
Boring#1535,2575,1804,1,867,0,0,0,2,0,0,0,0,0,0,0,0,0,937,0,0,0,0,0,0,0,0,3,0,0,0,0,0,60,0,0,0,0,0.34,0
Darkxan#2274,1347,11033,18,3262,1,0.06,2,5,0,29,0,11,2,2,0,0,0,7691,3,1,2,1,0,4,0,11,20,0,0,0,3,0,660,44,4,25,0,0.19,0
KingSavage#21955,2929,10629,21,1936,0,0.1,10,5,0,24,0,11,1,1,0,0,0,8557,2,1,0,1,0,6,1,8,3,0,0,0,3,0,480,62,8,23,0,0.33,0.29
iStrykr#1785,3016,819,0,279,0,0.7,7,1,0,0,0,0,0,0,0,0,0,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0.76,0
CharlieMadaB#1310,1358,2931,0,520,0,0.14,7,1,0,2,0,1,0,0,0,0,0,2411,1,0,0,0,0,1,0,0,3,0,0,0,1,0,60,0,1,2,0,0.35,0
TomWang#11814,3000,18010,35,4016,0,0.03,9,11,0,23,0,10,0,2,0,1,0,6948,3,1,1,1,0,3,0,9,70,0,0,0,5,0,960,0,13,18,0,0.36,0.8
ShadowStrike#1895,1546,10975,15,3267,1,0.05,3,3,0,30,0,10,0,1,0,1,0,7493,3,0,3,0,0,6,0,7,6,0,0,0,2,0,540,73,13,25,0,0.11,0.95
THEXX#2777,2548,214991,504,51573,6,0.06,251,89,0,349,0,177,4,13,1,8,0,160916,34,12,10,12,1,80,3,126,307,0,0,0,42,0,7200,2528,191,246,0,0.3,0.65
o5r#1717,3703,7302,5,0,0,0.08,18,3,0,15,0,4,0,0,0,0,0,0,1,0,1,0,0,3,0,8,10,0,0,0,1,0,240,18,9,13,0,0.35,0
Yemenmohi#2176,2843,466,0,70,0,0,0,1,0,0,0,0,0,0,0,0,0,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0.04,1.0
CongPow#1809,2675,883,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,882,0,0,0,0,0,0,0,1,12,0,0,0,0,0,60,0,1,0,0,0.27,0
Crashstingry#1944,2540,15453,33,6957,1,0.06,11,7,0,23,0,10,0,1,0,1,0,8206,4,1,2,2,0,5,0,9,19,0,1,0,1,0,600,26,13,15,0,0.3,0.58
Jeckal#2354,2370,1395,2,238,0,0,0,1,0,1,0,0,0,0,0,0,0,1157,0,0,0,0,0,0,0,1,3,0,0,0,0,0,60,0,0,1,0,0.1,0
Theatrics#11465,1915,2293,4,812,0,0.02,1,1,0,2,0,0,0,0,0,0,0,1425,1,1,0,0,0,0,0,1,1,0,0,0,0,0,60,0,2,1,0,0.47,0
LovePhoton#6159,1646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
Holy#1376,2088,63687,108,0,4,0.05,64,18,0,126,0,56,0,4,1,2,0,0,13,3,7,3,0,30,4,78,150,0,0,0,7,0,2460,783,66,98,0,0.33,0.6
Metsik#1836,1677,797153,1707,238693,20,0.06,801,642,0,1546,0,661,53,85,1,32,0,538155,146,57,39,50,2,278,12,739,3914,0,0,0,198,3,54000,4335,591,1272,78,0.22,0.37
Shiyo#1636,2736,5844,11,1050,0,0.05,7,4,0,9,0,5,0,1,1,0,0,4794,1,1,0,1,0,4,0,4,1,0,0,0,1,0,300,46,4,6,0,0.27,0
GaryNash#1366,1894,2813,8,672,0,0.07,7,2,0,4,0,1,0,0,0,0,0,2141,1,0,0,0,0,0,0,0,7,0,0,0,0,0,120,0,0,4,0,0.44,1.0
Bilibili#11247,3025,8399,14,2680,0,0.03,7,3,0,8,0,3,0,0,0,0,0,5713,1,0,0,1,0,4,0,5,14,0,0,0,0,0,300,18,5,7,0,0.29,0
iser99#2401,3067,2191,3,952,0,0.03,1,1,0,2,0,1,0,0,0,0,0,1239,0,0,0,0,0,0,0,1,3,0,0,0,0,0,60,0,0,2,0,0.18,0
Babaji#1155,2273,8137,28,2400,0,0.04,2,3,0,14,0,8,0,1,0,1,0,5737,2,1,0,1,0,4,0,6,26,0,0,0,2,0,480,76,5,13,0,0.27,0.86
SpeQ#21383,2874,70,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,1,0,0,0
Bewegungslos#21477,1693,3645,12,1684,0,0.07,3,2,0,5,0,2,0,0,0,0,0,1961,0,0,0,0,0,0,0,1,12,0,0,0,1,0,240,0,4,3,0,0.1,0
LucaSilva#1436,2613,4797,8,2048,0,0.17,3,1,0,4,0,2,0,0,0,0,0,2749,1,0,1,0,0,0,0,2,38,0,0,0,0,0,120,68,3,1,0,0.35,0
Sheep#22403,2244,1849,1,280,0,0,0,1,0,1,0,0,0,0,0,0,0,1569,1,0,0,0,0,0,0,0,7,0,0,0,0,0,60,0,0,1,0,0.09,0
Bastion#21936,2058,16485,48,4767,0,0.08,37,12,0,38,0,23,1,1,0,0,0,11463,3,1,1,1,0,8,0,17,26,0,0,0,5,0,840,133,21,28,0,0.34,0.48
TheWorld#3169,3134,16780,58,6361,0,0.06,29,25,0,20,0,7,3,3,0,0,0,10417,3,2,1,1,1,1,0,3,4,0,0,0,3,0,1560,0,14,10,0,0.38,0.1
Chromium#1302,2105,11171,32,1735,0,0.06,9,8,0,30,0,8,0,1,0,1,0,9307,2,1,1,1,1,6,1,11,28,0,1,0,4,0,720,46,14,25,0,0.28,0.61
RedBlaze#2525,3083,3604,2,828,0,0.1,3,4,0,5,0,0,0,0,0,0,0,2776,1,0,0,0,0,0,0,0,6,0,0,0,0,0,180,0,3,4,0,0.27,0.23
HailStone#1417,1980,21247,54,3547,1,0.1,61,12,0,55,0,18,1,2,0,1,0,17533,7,2,3,3,0,5,2,18,60,0,0,0,3,0,1140,272,28,39,0,0.23,0.47
toupix#2856,1346,12223,34,0,0,0.03,9,8,0,17,0,3,0,1,0,1,0,0,4,2,1,1,0,1,0,10,22,0,0,0,0,0,840,0,6,16,0,0.21,1.0
Fa1con#4182,1320,1987,4,182,0,0.33,1,2,0,4,0,0,0,0,0,0,0,1767,1,0,0,1,0,0,0,2,4,0,0,0,0,0,120,0,1,3,0,0.03,0
zaptobond#2389,1726,74535,177,14320,3,0.06,100,49,0,164,0,73,2,6,1,3,0,59376,18,6,4,9,1,29,1,84,220,0,1,0,15,0,3600,1021,72,136,0,0.23,0.59
Dekonado#1569,2238,366,1,0,0,0.1,1,1,0,0,0,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0.28,0
Mannos#21257,2724,23880,44,6258,0,0.05,19,11,0,30,0,16,1,1,0,0,0,17503,5,2,2,1,0,8,0,9,28,0,0,0,3,0,900,135,19,19,0,0.27,0.23
Monox#2622,1717,7487,11,3671,0,0.03,2,6,0,4,0,0,1,1,0,0,0,3817,2,1,0,1,0,1,0,1,9,0,0,0,0,0,360,0,1,4,0,0.16,0.11
Kirai#21184,2723,5314,7,1424,0,0,0,7,0,2,0,2,0,1,0,0,0,3881,1,0,0,0,0,0,0,0,10,0,0,0,0,0,300,0,1,2,0,0.3,0.2
Sevenfan#2320,1827,29044,57,10859,0,0.07,23,16,0,48,0,19,1,2,0,1,0,17955,6,1,2,3,0,4,1,9,17,0,0,0,8,0,1260,141,21,37,0,0.25,0.47
AvenLee#11617,927,2518,3,1118,0,0,0,2,0,3,0,1,0,0,0,0,0,1317,0,0,0,0,0,0,0,1,8,0,0,0,0,0,120,0,1,2,0,0.11,0
KenBrooklyn#2776,2297,3231,4,976,0,0.07,5,2,0,2,0,1,0,0,0,0,0,2255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,2,0,0.3,0.56
Daxxl#1959,1813,1360,0,1133,0,0,0,1,0,0,0,0,0,0,0,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0.72,0
Greedy#21471,2279,867,5,0,0,0,0,2,0,1,0,1,0,0,0,0,0,782,1,0,0,0,0,0,0,1,2,0,0,0,0,0,120,0,1,1,0,0.19,1.0
Fenix#11574,2028,3031,3,0,0,0.06,2,4,0,5,0,2,0,0,0,0,0,2909,2,0,1,1,0,0,0,1,0,0,0,0,0,0,240,0,2,5,1,0.13,0
TheLAW#12991,2301,11935,33,2540,0,0.07,20,5,0,19,0,14,0,1,0,0,0,9393,3,0,1,2,0,5,0,10,32,0,0,0,3,0,480,174,10,10,0,0.32,0
Whisperio#2901,2128,2297,2,210,0,0.05,3,3,0,1,0,0,0,0,0,0,0,2003,1,0,0,0,0,1,0,0,0,0,0,0,0,0,120,0,0,1,0,0.35,0
Tuffeli#2819,2393,55985,131,14696,1,0.04,36,17,0,103,0,33,1,3,0,2,0,41230,8,2,2,3,0,15,0,47,63,0,0,0,2,0,2640,323,43,87,0,0.4,0.6
Lund#1992,2635,22138,21,2796,1,0.14,31,15,0,37,0,16,1,2,0,1,0,18905,6,3,3,0,0,10,0,10,34,0,0,0,7,0,1080,45,18,29,0,0.28,0.39
Aerotank#11921,3321,22564,50,6137,0,0.08,46,12,0,42,0,20,0,1,0,1,0,16397,3,1,1,1,3,8,0,16,43,0,0,0,6,0,1080,83,28,23,0,0.41,0.76
WhereIsMyDad#11911,3407,5072,9,644,0,0.18,13,2,0,5,0,1,0,0,0,0,0,4414,0,0,0,0,0,1,0,2,8,0,0,0,0,0,180,0,1,5,0,0.26,0
DJoTa#2983,2012,18702,30,0,1,0.02,6,12,0,36,0,11,1,2,0,1,0,0,5,0,3,1,0,7,1,18,23,0,0,0,5,0,900,241,20,28,1,0.3,0.66
phynotypeJn#1729,3053,4102,9,936,0,0.1,5,2,0,4,0,3,0,0,0,0,0,3166,0,0,0,0,0,1,0,0,0,0,1,0,0,0,180,0,1,3,0,0.21,0
feruskas#1265,2395,9966,23,3578,0,0.03,4,13,0,7,0,4,1,1,0,0,0,6388,2,1,0,0,0,0,0,1,12,0,0,0,1,0,780,0,5,3,0,0.2,0.32
Gerdy#11378,2320,10470,20,3891,0,0.02,3,4,0,19,0,8,0,0,0,0,0,6542,1,0,1,0,2,7,0,7,22,0,0,0,1,0,360,24,7,16,0,0.3,0.84
Raftel#2980,1976,623,0,294,0,0,0,3,0,1,0,1,0,0,0,0,0,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,1,1,0,0.06,0
AlphaTSG#2376,1822,7710,13,3130,0,0.03,3,7,0,16,0,8,0,0,0,0,0,4580,1,0,0,0,0,1,0,7,22,0,0,0,1,0,300,168,7,14,0,0.32,1.0
hihowareyou#11896,1147,18150,49,0,0,0.08,24,12,0,29,0,11,0,2,1,1,0,0,3,2,0,1,0,2,0,9,21,0,0,0,3,0,1140,20,12,26,0,0.37,0.6
jeninhox#2119,2303,30638,80,5628,2,0.06,26,11,0,66,0,30,1,2,0,1,0,24808,5,2,2,2,0,14,1,22,39,0,0,0,8,0,1620,98,34,48,0,0.26,0.56
SherShow#2140,2575,6061,11,600,0,0.06,10,6,0,10,0,4,0,0,0,0,0,5403,1,1,0,0,0,0,0,2,16,0,0,0,1,0,300,20,7,8,0,0.34,0
Haamuvee#2310,2065,21314,41,6523,0,0.05,13,13,0,28,0,12,1,1,0,0,0,14648,3,1,2,1,0,6,0,16,139,0,0,0,4,0,1020,74,11,20,0,0.29,0.29
Legend#32883,2714,2024,14,84,0,0,0,2,0,8,0,2,0,0,0,0,0,1842,1,1,0,0,0,0,1,2,7,0,0,0,1,0,240,18,2,7,0,0.09,0
Frost#14307,2549,29725,52,11597,0,0.05,12,10,0,50,0,22,0,1,0,1,0,17770,4,1,1,1,0,8,0,27,55,0,0,0,3,0,1020,363,21,48,0,0.23,0.86
Novaprospect#1310,2762,10689,25,4145,0,0.06,22,1,0,17,0,6,0,1,0,1,0,6543,2,0,1,0,0,2,0,4,19,0,0,0,1,0,480,66,12,11,0,0.41,0.77
Siegwardu#2327,3483,7382,18,633,0,0.03,4,6,0,14,0,6,0,1,0,0,0,6523,1,1,0,0,0,1,0,6,13,0,0,0,0,0,420,18,7,8,0,0.23,0.54
legend#13810,1709,14166,16,0,0,0.08,15,9,0,25,0,9,0,1,0,0,0,0,3,1,1,2,0,1,0,13,22,0,0,0,1,0,840,166,9,18,2,0.21,0.48
Ness#11713,1791,16156,20,5873,1,0.06,11,5,0,26,0,6,0,1,0,1,0,10072,3,0,1,1,0,5,0,12,37,0,0,0,1,0,540,307,13,23,0,0.26,0.77
Trilla#1949,1755,863,1,154,0,0,0,1,0,0,0,0,0,0,0,0,0,708,0,0,0,0,0,0,0,0,4,0,0,0,0,0,60,0,0,0,0,0.63,0
