battletag,SR,all_damage_done,barrier_damage_done,cards,critical_hit_accuracy,critical_hits,deaths,defensive_assists,eliminations,environmental_kills,final_blows,games_lost,games_played,games_tied,games_won,healing_done,hero_damage_done,medals,medals_-_bronze,medals_-_gold,medals_-_silver,melee_final_blows,multikills,objective_kills,objective_time_seconds,offensive_assists,quick_melee_accuracy,recon_assists,scoped_accuracy,scoped_critical_hits,shield_generators_destroyed,solo_kills,teleporter_pads_destroyed,time_played_seconds,time_spent_on_fire_seconds,turrets_destroyed,venom_mine_kills,weapon_accuracy,win_percentage
uNBreLLaELLa#1998,2419,4310,1660,0,0.09,5,3,0,2,0,2,1,1,0,0,0,2650,2,1,0,1,0,0,1,0,0,0,1,0.59,3,0,1,0,240,0,0,0,0.37,0
TeamMarco#1650,2516,1046,327,0,0,0,3,0,0,0,0,0,0,0,0,0,718,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,60,0,0,0,0.4,0
FallenLuck#1703,2631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,22,0,0,0,0,1.0
LostKingIX#1119,1781,6333,131,0,0.12,7,7,0,17,0,8,0,1,0,1,0,6054,2,1,0,0,0,0,9,1,0,0,8,0.35,4,0,1,0,660,1,1,1,0.3,0.75
tridium#1759,2112,889,75,0,0.17,6,0,0,3,0,2,0,0,0,0,0,814,0,0,0,0,0,0,1,15,0,0,0,0.46,1,0,0,0,50,0,0,0,0.51,1.0
darkmanmkd#2663,2078,58162,9154,0,0.1,85,61,0,112,0,74,1,4,0,3,0,48310,10,5,2,3,0,1,28,72,0,0,39,0.56,51,0,22,0,3600,421,2,5,0.47,0.64
FrostyDog#213669,2194,120,0,0,0,0,2,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,40,0,0,0,0.12,0
S4ucy#1487,2861,54826,6425,1,0.18,120,59,0,127,0,95,2,5,0,3,0,47924,15,6,6,3,0,0,28,104,0,0,35,0.5,96,0,27,0,3600,232,0,2,0.43,0.59
Sandvaks#2724,2533,107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,35,0,0,0,0.14,0
KRpank#2227,2809,16087,3880,0,0.1,20,18,0,31,0,17,1,1,0,0,0,12206,1,0,0,0,0,0,4,10,0,0,19,0.56,8,0,5,0,1080,18,0,4,0.53,0
ULTKal#1846,3145,2618,819,0,0.16,3,7,0,6,0,3,0,0,0,0,0,1798,1,0,0,0,0,0,1,1,0,0,1,0.6,3,0,3,0,180,16,0,0,0.5,0.82
Thuzzu#2436,2102,4018,2021,0,0.35,7,1,0,2,0,2,0,0,0,0,0,1997,1,0,0,0,0,0,0,0,0,1,1,0.76,5,0,2,0,120,0,0,1,0.43,0
Rianto#11604,2009,10251,1506,0,0.18,21,10,0,29,0,18,1,1,0,0,0,8745,3,0,1,2,0,0,13,11,0,0,11,0.45,15,0,3,0,840,88,0,0,0.36,0.32
LeGuardian#1911,2391,4464,1686,0,0.05,2,6,0,7,0,3,1,1,0,0,0,2777,1,0,0,1,0,0,1,0,0,0,3,0.51,2,0,2,0,300,0,0,1,0.26,0
JJudes#1887,1746,13617,2384,0,0.19,20,11,0,26,0,18,1,1,0,0,0,11008,2,1,1,0,0,0,5,53,0,0,6,0.66,19,0,7,0,660,219,2,0,0.44,0.33
Starmelon#11807,2859,11827,1675,0,0.11,18,14,0,30,0,17,1,2,0,1,0,9837,4,1,0,2,0,1,9,38,0,0,8,0.45,12,0,3,0,1140,0,1,0,0.35,0.66
ChillSauce#11691,2573,262858,26172,2,0.18,454,258,0,669,0,472,15,28,1,12,0,233907,47,16,12,18,3,2,179,258,0,0,242,0.49,403,0,152,0,18000,3119,3,34,0.44,0.45
doudstark#2353,2060,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
Package#1971,3519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Overdrvie#1943,3043,3822,120,0,0.06,3,9,0,9,0,6,0,0,0,0,0,3436,1,0,0,0,0,0,1,0,0,0,4,0.49,3,0,4,0,420,54,0,1,0.43,0
Kiershar#2932,2612,12486,0,0,0.19,47,11,0,26,0,22,1,1,0,0,0,0,2,1,0,2,0,0,4,53,0,0,0,0.49,22,0,8,0,900,0,0,0,0.49,0.29
ViceVersa#11984,2949,120,0,0,0,0,1,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,22,0,0,0,0.25,1.0
Yukii#2246,3049,85790,16615,1,0.12,117,95,0,152,0,90,5,8,0,3,0,67191,16,6,5,4,1,0,39,175,0,0,48,0.5,77,0,26,0,3600,500,1,9,0.39,0.4
SwankyPants#112579,2174,4727,832,0,0.13,6,9,0,6,0,6,1,1,0,0,0,3711,3,2,1,0,0,0,1,0,0,0,0,0.42,4,0,3,0,600,0,0,0,0.29,0
Aidan#12384,2028,2083,0,0,0.06,5,3,0,3,0,1,0,0,0,0,0,2031,1,1,0,0,0,0,2,3,0,0,0,0.36,1,0,0,0,240,0,0,1,0.43,0.3
Chepsii#1239,2594,44715,4693,0,0.12,86,47,0,107,0,74,2,4,1,1,0,38569,11,4,4,3,0,0,28,102,0,1,25,0.56,60,0,28,1,3540,320,4,5,0.45,0.36
DanPi3rce#1419,2488,2873,879,0,0.2,3,2,0,5,0,2,0,0,0,0,0,1994,1,0,0,0,0,0,0,0,0,0,0,0.44,3,0,1,0,120,0,0,0,0.3,0
Mccree#11256,2972,12249,413,0,0.22,30,11,0,23,0,19,1,1,0,0,0,11760,4,1,2,0,0,0,10,9,0,0,13,0.57,24,0,5,0,720,234,0,2,0.47,0.23
Cat#11169,2867,591418,99175,5,0.16,1039,444,0,1388,0,799,34,71,1,36,0,484403,94,51,14,29,5,4,339,1347,0,0,557,0.46,733,0,263,1,46800,3369,25,159,0.36,0.51
Wlad#2385,1684,8699,3032,1,0.08,14,4,0,21,0,10,1,1,0,0,0,5666,2,0,0,2,0,0,5,27,0,0,3,0.42,3,0,1,0,600,0,0,1,0.19,0.29
Sarcasm#2705,2427,87160,13178,0,0.13,149,89,0,194,0,108,4,10,0,6,0,72832,18,6,3,8,2,1,42,115,0,0,71,0.48,97,0,40,0,3600,211,1,40,0.38,0.56
Liion#11279,2308,3730,984,0,0.15,5,6,0,9,0,6,0,0,0,0,0,2747,1,0,1,0,0,0,1,0,0,0,5,0.44,4,0,1,0,300,0,0,0,0.27,1.0
NetherMole#1672,2443,11473,2063,0,0.11,14,13,0,37,0,22,1,1,0,0,0,9310,2,1,0,1,0,0,13,63,0,0,12,0.5,12,0,9,0,1020,148,0,0,0.32,0.34
yacht#21742,2179,1432,1085,0,0.33,1,2,0,1,0,0,0,0,0,0,0,347,0,0,0,0,0,0,0,0,0,0,0,0.57,1,0,0,0,60,0,0,0,0.27,0
TheGamerPig#1921,2027,109,0,0,0,0,2,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,33,0,0,0,0.2,1.0
DeGoryGlory#1451,2532,3105,207,0,0.07,3,6,0,4,0,3,0,1,0,0,0,2897,1,1,0,0,0,0,1,0,0,0,2,0.42,2,0,1,0,300,0,0,1,0.29,0.37
OctaveOGB#2478,3439,2838,1629,0,0.09,1,2,0,4,0,1,0,0,0,0,0,1208,1,0,0,1,0,0,1,0,0,0,0,0.69,1,0,0,0,120,0,0,0,0.5,1.0
ocns#1338,2615,23843,1849,1,0.14,53,27,0,51,0,35,2,4,0,1,0,21992,9,3,3,2,0,0,18,48,0,0,24,0.5,30,0,16,0,2040,314,0,5,0.47,0.37
Towelie125#1954,2764,23345,3016,0,0.21,48,14,0,47,0,30,1,2,0,0,0,20189,6,2,2,2,0,0,15,32,0,0,15,0.51,36,0,12,0,1260,247,1,0,0.43,0.19
Vosk#1743,2410,9873,1129,0,0.18,22,13,0,26,0,18,1,1,0,0,0,8743,3,2,0,1,0,0,9,13,0,0,11,0.48,11,0,6,0,960,0,0,2,0.46,0
Darkoro#2276,1743,424,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,60,0,0,0,0.44,1.0
KOBEEEEEE#1926,2463,12677,891,0,0.14,31,16,0,42,0,30,2,2,0,0,0,11785,6,3,3,1,0,0,13,47,0,0,11,0.49,18,0,11,0,1020,290,0,3,0.4,0.04
NinjaSteve#1446,2329,11724,0,0,0.03,12,18,0,11,0,6,1,2,0,0,0,0,5,2,2,1,1,0,2,13,0,0,0,0.63,4,0,4,0,1080,0,6,1,0.41,0.16
Legitimate#11830,3297,36051,7372,1,0.21,66,25,0,90,0,52,1,3,0,2,0,28311,7,2,3,2,1,0,30,180,0,0,25,0.52,58,0,16,0,2100,280,0,7,0.39,0.69
WaterThai#1516,2795,68535,6838,0,0.13,123,74,0,179,0,124,3,6,0,4,0,61217,14,5,4,6,2,0,45,116,0,0,67,0.47,82,0,45,0,3600,545,1,8,0.4,0.57
ZhaoYun#11752,2277,150662,39871,1,0.14,225,85,0,266,0,154,7,15,0,7,0,109026,25,8,5,12,0,0,85,110,0,0,116,0.55,134,0,55,0,7200,678,3,51,0.38,0.49
EGGS#11831,3111,5773,323,0,0.1,7,6,0,6,0,5,1,1,0,0,0,5450,2,0,1,0,0,0,2,4,0,0,6,0.5,5,0,3,0,420,1,0,0,0.46,0.01
Farci#1990,3000,1777,346,0,0.11,3,4,0,5,0,2,0,0,0,0,0,1432,1,1,0,0,0,0,3,40,0,0,2,0.38,2,0,2,0,180,0,0,1,0.26,0
BfoR#21190,1139,6709,1025,0,0.05,5,14,0,15,0,9,1,1,0,0,0,5605,5,2,1,3,0,0,3,27,0,0,4,0.43,4,0,4,0,720,0,0,1,0.3,0
Offsett#1733,1106,2749,395,0,0.05,2,2,0,12,0,5,0,0,0,0,0,2354,1,0,0,1,0,0,2,0,0,0,2,0.45,1,0,3,0,180,72,0,3,0.49,1.0
Mopsilein#2122,2858,9029,1758,0,0.11,11,6,0,16,0,11,1,1,0,0,0,7270,2,0,0,1,0,1,2,0,0,1,10,0.52,7,0,4,0,600,99,0,2,0.37,0
Lightning#22497,3324,48525,7743,0,0.13,73,46,0,106,0,72,2,5,0,2,0,40526,10,7,1,2,1,0,43,43,0,0,42,0.47,59,0,17,0,3600,99,0,7,0.42,0.49
Thomsen#2974,2599,569,0,0,0.22,2,2,0,2,0,1,0,0,0,0,0,569,0,0,0,0,0,0,2,0,0,0,0,0.2,1,0,0,0,60,0,0,1,0.31,1.0
babygirlxox#1628,2477,964,0,0,0,0,3,0,1,0,1,0,0,0,0,0,964,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0,60,0,0,0,0.23,0
Coconut#11664,1861,198,0,0,0,0,1,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,60,0,0,0,0.2,0
tZaine#1549,2548,5313,1736,0,0.08,4,4,0,8,0,5,0,1,0,1,0,3552,0,0,0,0,0,0,6,11,0,0,6,0.56,4,0,1,0,360,0,0,2,0.24,1.0
Poopslinger#11489,2712,3080,591,0,0.16,5,4,0,7,0,5,0,0,0,0,0,2490,1,1,0,0,0,0,1,0,0,0,2,0.53,5,0,3,0,240,0,0,0,0.4,0.74
SenseiShark#2538,3448,1034,594,0,0,0,3,0,1,0,0,0,0,0,0,0,440,1,0,0,0,0,0,1,0,0,0,0,0.66,0,0,0,0,120,0,0,1,0.31,0.58
Novagunz#1780,2810,30852,5569,1,0.13,44,33,0,45,0,26,4,4,0,0,0,25147,11,4,3,5,1,0,13,10,0,0,14,0.53,35,0,7,0,2220,0,0,1,0.46,0
Reaper9382#2781,2593,13883,1817,0,0.18,22,16,0,35,0,26,1,2,0,0,0,12066,4,2,2,0,1,0,10,45,0,0,11,0.47,22,0,9,0,1260,18,0,0,0.44,0.15
Price#11671,1990,5222,2110,0,0.43,10,4,0,10,0,9,0,1,0,0,0,3112,1,1,0,1,0,0,2,3,0,0,2,0.46,10,0,4,0,360,0,0,1,0.3,0.61
wibenj#2226,2429,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1.0
MonkeyDLuffy#1834,2215,47111,10670,1,0.09,71,49,0,75,0,38,5,7,0,2,0,36285,11,6,2,3,0,0,23,97,0,0,27,0.47,52,0,11,0,3600,197,1,16,0.39,0.31
Meiday#21815,2379,116,0,0,0.09,1,1,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0.47,0
Reynolds2323#1179,3153,3378,833,0,0.09,7,2,0,7,0,6,0,0,0,0,0,2546,1,0,0,0,0,0,2,10,0,0,0,0.46,6,0,2,0,240,0,0,0,0.6,0.53
prokmotron#1524,2526,1766,592,0,0.11,2,2,0,3,0,2,0,0,0,0,0,1174,0,0,0,0,0,0,0,0,0,0,0,0.59,2,0,1,0,60,0,0,0,0.48,0
Tolias#11911,2722,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,16,0,0,0,0.4,1.0
Maydin#2981,3000,32043,3842,2,0.2,65,10,0,82,0,59,0,2,0,2,0,27062,5,0,4,1,1,0,22,31,0,1,39,0.57,59,1,20,0,1560,667,2,10,0.49,1.0
Karlj213#1448,1595,1578,130,0,0.17,3,1,0,2,0,1,0,0,0,0,0,1448,1,0,0,0,0,0,0,0,0,0,0,0.3,1,0,0,0,120,0,0,1,0.21,0
RafiGinat#2126,2442,55535,13346,0,0.16,78,55,0,114,0,79,4,7,0,2,0,41225,18,6,5,7,0,0,34,112,0,0,26,0.44,68,0,30,0,3600,238,4,1,0.33,0.32
NoEvil#21800,2259,2795,1219,0,0.11,2,5,0,5,0,1,0,0,0,0,0,1575,1,0,1,0,0,0,0,0,0,0,4,0.65,2,0,0,0,240,0,0,0,0.26,0.13
CrazyStairs#1563,3291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ray007#21321,1918,19834,5710,1,0.15,45,15,0,35,0,23,1,2,0,1,0,13627,4,3,1,1,0,0,7,32,0,0,10,0.62,19,0,9,0,1260,110,0,5,0.38,0.54
johnenvy#21205,3490,60026,8797,0,0.16,113,55,0,125,0,80,4,6,0,2,0,50358,9,2,3,4,1,0,26,75,0,0,46,0.48,74,0,28,0,3600,216,2,21,0.38,0.34
SoooHorny#2647,2511,5205,0,0,0.07,4,3,0,5,0,4,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0.58,4,0,0,0,300,0,0,1,0.5,1.0
BigPug#11550,3865,9887,1691,0,0.21,18,15,0,19,0,11,1,1,0,0,0,8193,1,0,0,1,0,0,6,6,0,0,7,0.53,13,0,3,0,900,38,0,1,0.49,0.17
Macarize#1687,3107,243,0,0,0.12,1,3,0,1,0,1,0,0,0,0,0,243,0,0,0,0,0,0,1,0,0,0,0,0.33,1,0,1,0,60,0,0,0,0.4,0.11
Legacy#12850,2634,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,50,0,0,0,0.33,0
Mousetrap#21821,2907,1628,185,0,0.04,1,2,0,1,0,1,0,0,0,0,0,1430,0,0,0,0,0,0,0,0,0,1,0,0.54,1,0,1,0,60,0,0,0,0.25,0
NateTheGreat#11774,1617,256,0,0,1.0,2,1,0,2,0,2,0,0,0,0,0,256,0,0,0,0,0,0,0,4,0,0,0,0.4,2,0,1,0,60,0,0,0,0.4,0.85
MrKaplan#21837,2893,163867,32265,2,0.14,223,108,0,347,0,223,6,16,1,10,0,130662,25,11,5,8,1,0,91,135,0,0,142,0.52,189,0,81,0,10800,630,3,25,0.39,0.62
Angel#1157,2214,1473,0,0,0.11,2,4,0,2,0,1,0,0,0,0,0,1473,0,0,0,0,0,0,0,0,0,1,0,0.45,0,0,0,0,120,0,0,0,0.32,0
Tinman#1841,1286,426,0,0,0.14,4,0,0,0,0,0,0,0,0,0,0,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0.38,0
Elfire#2249,2022,542559,90581,6,0.15,799,484,0,1298,0,901,29,66,1,36,0,442639,104,38,28,38,3,1,348,883,0,0,426,0.47,678,0,379,0,39600,2704,18,87,0.34,0.55
Metalthorn#1641,2212,6880,922,0,0.1,10,10,0,13,0,8,1,1,0,1,0,5945,2,0,1,1,0,0,7,21,0,0,1,0.47,8,0,2,0,600,0,0,0,0.46,0.41
Juber#11366,2803,38701,9731,0,0.14,63,52,0,68,0,37,4,5,0,1,0,28729,4,1,2,1,0,0,18,134,0,0,15,0.52,39,0,12,0,3360,38,0,6,0.42,0.13
BaFuSs#2948,2940,412301,49504,14,0.16,707,242,0,938,0,622,16,35,1,18,0,357927,78,21,32,24,2,4,243,378,0,0,347,0.61,549,0,216,1,21600,3325,11,62,0.52,0.52
OcelotBabou#1145,2610,30337,4244,0,0.13,67,35,0,75,0,52,1,3,0,2,0,25897,5,2,2,1,1,0,12,41,0,0,39,0.53,45,0,23,0,2340,241,1,5,0.48,0.67
TaterTot#1316,2580,5111,2591,0,0,0,0,0,3,0,2,0,0,0,0,0,2520,0,0,0,0,0,0,0,0,0,0,3,0.77,0,0,0,0,180,0,0,0,0.55,0
LowKeyNerd#1752,1154,18791,3265,0,0.13,57,20,0,50,0,30,1,2,0,1,0,15211,5,2,1,3,0,0,21,42,0,0,9,0.45,26,0,10,0,1680,86,2,5,0.38,0.48
Drenzema#1873,3853,17369,3798,0,0.17,32,19,0,21,0,19,2,2,0,0,0,13462,3,1,1,1,0,0,4,1,0,0,8,0.54,23,0,7,0,1200,46,0,1,0.46,0.11
MoonBlue#11172,4147,302151,52354,1,0.17,486,329,0,668,0,426,16,31,0,15,0,244250,67,23,20,24,5,0,156,954,0,0,238,0.48,404,1,141,0,21600,2987,17,55,0.36,0.46
CptMeyu#2681,2294,71855,18355,0,0.15,103,35,0,129,0,88,3,6,0,2,0,52197,12,4,3,5,0,0,27,50,0,0,44,0.53,88,0,28,0,3600,108,1,3,0.43,0.39
OriginalCopy#1350,2661,7061,205,0,0.13,11,7,0,12,0,5,1,1,0,0,0,5041,2,1,1,0,0,0,1,0,0,0,5,0.51,6,0,2,0,540,28,3,0,0.41,0
knewin#1859,3100,4468,196,0,0.15,12,12,0,12,0,8,0,1,0,0,0,3971,2,1,0,1,0,0,2,17,0,0,4,0.44,6,0,3,0,480,0,1,0,0.43,0
mtoartin#2252,2421,1618,0,0,0.15,3,3,0,3,0,2,0,0,0,0,0,1618,1,0,0,0,1,0,0,3,0,0,0,0.3,2,0,2,0,120,0,0,0,0.29,0.65
unholykills#1228,3124,156,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,11,0,0,0,0,1.0
FIGIO55#2390,3249,2979,272,0,0.24,9,8,0,8,0,4,1,1,0,0,0,2706,2,1,0,0,0,0,1,2,0,0,0,0.44,6,0,1,0,360,0,0,1,0.18,0
BhaluBiralo#1490,3028,1780,720,0,0.25,2,2,0,4,0,2,0,0,0,0,0,1060,1,0,0,0,0,0,1,0,0,0,0,0.6,2,0,2,0,60,0,0,0,0.38,0
chim64#1416,3236,78182,9090,2,0.18,189,98,0,193,0,127,4,9,0,5,0,68567,25,9,7,9,1,0,68,173,0,1,61,0.48,140,0,45,0,3600,912,3,5,0.4,0.55
Lighty#21623,2807,995,0,0,0.11,3,2,0,1,0,1,0,0,0,0,0,995,0,0,0,0,1,0,0,0,0,1,0,0.41,0,0,1,0,120,0,0,1,0.56,0
fisherluck#2117,3020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HentaiPhaper#2605,4093,1763,370,0,0.33,3,2,0,2,0,2,0,0,0,0,0,1393,0,0,0,0,0,0,0,0,0,0,0,0.7,3,0,1,0,60,0,0,0,0.6,0
Brock#11803,2485,2181,344,0,0.16,3,10,0,7,0,5,1,1,0,0,0,1838,1,1,0,1,0,0,2,2,0,0,0,0.37,3,0,2,0,420,0,0,0,0.26,0.03
Vapenkill#1561,2447,16452,4201,0,0.13,23,11,0,21,0,18,2,2,0,0,0,12245,2,1,0,1,0,0,3,35,0,0,6,0.47,19,0,4,0,1020,98,0,2,0.41,0
Forwards#11556,3910,109046,17554,0,0.15,175,132,0,224,0,137,8,11,1,3,0,90277,14,6,3,6,0,1,56,181,0,0,79,0.53,127,0,37,0,7200,314,5,28,0.44,0.24
D4VVY#21847,2895,5449,900,0,0.15,13,10,0,14,0,9,0,1,0,0,0,4550,1,0,0,0,0,0,2,11,0,0,7,0.39,9,0,2,0,660,0,0,1,0.44,0.44
Bamboo#1226,2183,127768,16273,3,0.18,204,96,0,288,0,202,4,10,0,6,0,110567,21,4,9,8,0,1,72,107,0,0,101,0.48,176,0,66,0,7200,999,0,10,0.4,0.61
Vexy#11735,4221,6402,0,0,0.1,11,7,0,12,0,7,0,1,0,0,0,0,2,0,1,1,0,0,4,38,0,0,0,0.41,6,0,1,0,420,0,0,0,0.49,0.53
StarBoy#11636,2326,843,0,0,0,0,2,0,1,0,1,0,0,0,0,0,843,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,120,0,0,0,0.2,0
KaYn#11261,2376,67261,14128,0,0.11,54,39,0,120,0,78,4,6,0,2,0,52320,14,6,1,7,0,1,43,34,0,0,44,0.51,54,0,32,0,3600,139,3,9,0.42,0.38
berT#12764,3898,3748,715,0,0.17,7,2,0,10,0,8,0,0,0,0,0,2933,1,0,1,0,0,0,2,0,0,0,5,0.65,4,0,0,0,180,22,0,0,0.57,1.0
DisGameToGud#2917,2940,6169,240,0,0.16,10,3,0,19,0,17,0,1,0,1,0,5780,3,1,1,1,0,0,4,0,0,0,1,0.44,10,0,10,0,540,17,1,0,0.44,0.69
TheRedCrest#1656,1754,2148,1102,0,0.28,7,3,0,0,0,0,0,0,0,0,0,1046,0,0,0,0,0,0,0,5,0,1,0,0.76,0,0,0,0,60,0,0,0,0.33,0
Marvest#21846,2788,1133,90,0,0.15,2,2,0,1,0,0,0,0,0,0,0,1044,0,0,0,0,0,0,0,0,0,0,0,0.53,1,0,0,0,120,0,0,0,0.28,0.42
Gucci#21639,3320,136004,12987,6,0.26,354,127,0,348,0,267,3,11,0,8,0,122350,22,3,10,9,0,1,81,169,0,0,128,0.5,286,0,84,0,7200,2345,0,6,0.46,0.69
JustinTime#21872,2134,5887,1993,0,0.07,6,7,0,2,0,1,1,1,0,0,0,3894,1,0,1,0,0,0,0,0,0,0,0,0.54,2,0,0,0,360,0,0,0,0.34,0
MeiBae#1114,3998,13082,4007,1,0.2,27,19,0,36,0,25,0,1,0,1,0,9075,3,1,2,0,1,0,7,16,0,0,4,0.61,23,0,10,0,900,266,0,4,0.38,0.94
Ctrl4K#2850,3342,253643,46791,2,0.16,441,208,0,551,0,359,14,22,1,8,0,203590,46,12,19,15,2,1,129,458,0,0,172,0.52,361,0,125,0,14400,1430,6,48,0.41,0.36
samari#1389,3000,4718,0,0,0.08,7,2,0,7,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,13,0,0,0,0.5,1,0,0,0,300,0,0,3,0.51,0.32
Simplicity18#1248,2748,15528,3440,0,0.17,22,10,0,34,0,23,1,1,0,0,0,11861,3,2,0,1,0,0,12,24,0,0,18,0.52,22,0,9,0,900,264,1,0,0.4,0.27
Draesch#2884,2631,7060,483,0,0.12,12,10,0,26,0,17,0,1,0,0,0,6568,3,1,0,1,0,1,5,10,0,0,9,0.47,9,0,4,0,720,121,0,4,0.32,0.4
BouncyBear#16306,2011,36067,6257,0,0.08,61,43,0,79,0,52,4,5,0,1,0,29036,12,3,5,4,1,1,20,66,0,0,13,0.48,38,0,25,0,2940,59,6,2,0.45,0.13
LetsKnight#2583,1945,19122,5242,0,0.08,22,22,0,42,0,25,2,3,0,1,0,13734,4,3,0,1,0,0,13,74,0,0,8,0.5,13,0,8,0,1380,79,0,7,0.3,0.21
DukeR3#1162,2903,2221,621,0,0.07,1,1,0,3,0,1,0,0,0,0,0,1600,0,0,0,0,0,0,1,0,0,0,1,0.6,1,0,0,0,60,0,0,1,0.48,0
SamuDeep#2641,2174,3708,1075,0,0.2,6,3,0,6,0,3,0,1,1,0,0,2519,1,1,0,1,0,0,4,11,0,0,3,0.59,5,0,1,0,240,19,0,0,0.35,0
SilentCaay#2103,2258,720,0,0,0,0,1,0,2,0,2,0,0,0,0,0,299,1,0,0,0,0,0,0,0,0,0,0,0.61,0,0,2,0,60,0,1,0,0.61,0
siscoross#1347,2846,824,74,0,0,0,1,0,1,0,1,0,0,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0.61,0,0,0,0,47,0,0,0,0.58,0
Blank#11645,2404,1536,0,0,0.16,3,1,0,2,0,1,0,0,0,0,0,1536,0,0,0,0,0,0,0,3,0,0,0,0.45,3,0,0,0,120,0,0,0,0.37,0
jyb204#2145,4182,258280,29881,5,0.22,676,243,0,658,0,493,10,27,1,16,0,226545,50,20,8,22,4,3,164,301,0,0,303,0.54,516,0,175,0,18000,3689,3,29,0.43,0.63
Mk4Sergal#1797,2963,19192,1291,0,0.17,39,12,0,48,0,33,1,2,0,2,0,17898,6,2,2,2,0,0,11,73,0,0,27,0.49,29,0,16,0,1320,252,0,4,0.39,0.73
mammoo#2304,2748,4271,2450,0,0.14,2,4,0,2,0,1,0,0,0,0,0,1822,0,0,0,0,0,0,1,0,0,0,1,0.55,2,0,0,0,240,0,0,1,0.32,0
Kingsley#1924,1828,25624,13431,0,0.14,18,11,0,21,0,15,2,2,0,0,0,11959,2,2,0,0,0,0,5,4,0,0,7,0.63,14,0,11,0,1560,0,0,0,0.24,0.1
Dad#21328,2510,5120,1206,0,0.13,11,7,0,11,0,9,1,1,0,0,0,3912,2,1,0,1,0,0,0,0,0,0,4,0.54,3,0,5,0,540,0,2,2,0.34,0.44
Markus#24404,2962,3029,0,0,0.05,3,5,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.43,2,0,2,0,240,0,0,0,0.38,0.01
manaf#11195,2680,9947,1294,0,0.09,15,9,0,21,0,15,1,1,0,0,0,8654,3,1,1,1,0,0,9,19,0,0,4,0.58,9,0,1,0,660,74,0,2,0.45,0.32
Fox#32452,2425,9467,1256,0,0.15,17,7,0,23,0,14,0,1,0,1,0,8211,2,0,1,1,0,0,5,10,0,0,8,0.52,11,0,5,0,660,76,0,0,0.41,0.7
RaZe#12962,3646,36072,7907,1,0.19,71,34,0,63,0,43,2,3,0,1,0,27908,8,2,4,2,0,0,10,55,0,0,23,0.5,50,0,17,0,2220,246,0,1,0.42,0.45
Andygamesmad#2760,3255,5058,1579,0,0.03,2,12,0,7,0,7,1,1,0,0,0,3401,3,2,0,1,0,0,0,0,0,0,1,0.45,2,0,2,0,600,0,0,1,0.36,0
Barrin#2366,1927,325,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,36,0,0,0,0.5,1.0
