battletag,SR,all_damage_done,barrier_damage_done,cards,critical_hit_accuracy,critical_hits,deaths,defensive_assists,eliminations,environmental_kills,final_blows,games_lost,games_played,games_tied,games_won,healing_done,hero_damage_done,medals,medals_-_bronze,medals_-_gold,medals_-_silver,melee_final_blows,multikills,objective_kills,objective_time_seconds,offensive_assists,quick_melee_accuracy,recon_assists,scoped_accuracy,scoped_critical_hits,shield_generators_destroyed,solo_kills,teleporter_pads_destroyed,time_played_seconds,time_spent_on_fire_seconds,turrets_destroyed,venom_mine_kills,weapon_accuracy,win_percentage
Valthaur#1155,2133,55017,12020,0,0.12,86,100,0,110,0,80,6,8,0,2,0,42502,16,7,3,6,0,0,22,60,0,1,34,0.49,59,0,33,0,3600,130,3,8,0.36,0.21
Psycho#1753,2783,250943,0,4,0.1,322,195,0,409,0,247,14,22,1,7,0,0,33,19,7,7,0,2,102,111,0,0,0,0.53,257,0,91,0,14400,735,9,30,0.43,0.31
KSL#21530,2149,4654,480,0,0.17,7,4,0,19,0,10,0,0,0,0,0,4174,0,0,0,0,0,0,5,45,0,0,7,0.44,7,0,4,0,360,37,0,6,0.3,0
MinnyBoy#1214,3637,1287,0,0,0.06,1,3,0,5,0,2,0,0,0,0,0,1287,1,0,0,0,0,0,0,24,0,0,1,0.32,1,0,0,0,120,0,0,0,0.31,1.0
Flamey#21244,3280,11269,1669,0,0.21,23,12,0,27,0,21,0,1,0,1,0,9440,2,2,0,0,0,0,11,21,0,0,14,0.53,18,0,10,0,840,143,0,1,0.47,0.68
Kaliafornia#1545,2762,16514,2652,0,0.11,23,9,0,30,0,16,2,2,0,0,0,13684,4,2,0,2,0,0,12,41,0,0,19,0.58,10,0,5,0,960,64,0,4,0.41,0.16
lifebone#1377,3001,3328,0,0,0.05,6,5,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,28,0,0,0,0.46,2,0,2,0,300,0,0,2,0.55,0
Alibaba#11211,2673,1743,418,0,0.27,5,1,0,1,0,1,0,0,0,0,0,1325,0,0,0,0,0,0,0,4,0,0,3,0.39,1,0,0,0,60,0,0,0,0.26,1.0
Norcra#1918,2695,389,0,0,0,0,1,0,1,0,0,0,0,0,0,0,389,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,48,0,0,0,0.2,0
Topbroski#1124,2814,4554,2168,0,0.04,1,2,0,5,0,1,0,0,0,0,0,2386,0,0,0,0,0,0,0,0,0,0,2,0.75,1,0,0,0,120,0,0,2,0.62,0
CheckmATE#11484,2758,9819,727,0,0.11,16,3,0,27,0,14,0,1,0,1,0,8771,2,1,0,1,1,0,5,18,0,0,6,0.57,11,0,3,0,480,38,0,2,0.39,1.0
HitTheBong#21154,3516,8766,3801,0,0.09,10,9,0,9,0,5,1,1,0,0,0,4864,3,1,0,1,0,0,1,6,0,0,3,0.55,5,0,3,0,540,0,0,1,0.44,0.21
FlicK#2280,2522,5849,670,0,0.13,6,7,0,12,0,10,0,1,0,1,0,5058,1,0,0,1,0,0,4,0,0,0,4,0.54,5,0,2,0,480,0,0,1,0.44,0.89
LazyTitan#155776,811,411795,73673,12,0.15,634,320,0,942,0,689,30,52,4,18,0,330507,84,20,39,24,4,1,258,267,0,0,299,0.51,521,0,327,0,28800,3210,19,39,0.38,0.38
PattyBarrett#11896,3745,342368,65021,4,0.17,644,335,0,678,0,416,18,32,0,13,0,275246,67,23,24,20,0,2,178,356,0,0,234,0.56,472,0,114,0,21600,2068,6,10,0.45,0.41
Phobophobian#11758,2446,121951,22426,1,0.11,136,101,0,267,0,166,6,12,0,6,0,98006,23,9,5,9,0,1,75,229,0,1,105,0.55,95,0,67,0,7200,461,2,34,0.38,0.52
Sirus#1417,3114,84118,13503,0,0.16,163,96,0,157,0,91,5,9,0,3,0,69621,19,7,7,5,0,0,35,88,0,1,65,0.49,113,0,38,0,3600,336,1,6,0.39,0.38
paniniweenie#1771,2826,130165,14648,1,0.12,161,118,0,341,0,228,6,13,0,7,0,114699,29,11,8,10,1,0,85,187,0,0,133,0.54,132,1,87,0,7200,893,4,30,0.43,0.53
LastAussie#11282,2199,1296,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,57,0,0,0,0.52,1.0
Psychotic#11540,2472,21218,5208,0,0.15,42,20,0,49,0,34,1,2,0,1,0,15731,5,4,0,1,0,0,13,161,0,0,13,0.46,23,0,2,0,1560,9,0,0,0.38,0.57
Dowie#2942,2166,2891,0,0,0.11,3,2,0,4,0,2,0,0,0,0,0,2891,0,0,0,0,0,0,1,0,0,0,2,0.58,3,0,1,0,180,0,0,0,0.57,1.0
Acra#11534,2108,81294,13646,3,0.11,121,58,0,173,0,120,4,8,0,4,0,65973,23,7,10,6,5,0,53,113,0,1,48,0.6,67,0,42,0,3600,613,6,10,0.37,0.53
hovercraftii#1902,1815,888,360,0,0,0,2,0,1,0,0,0,0,0,0,0,527,0,0,0,0,0,0,1,0,0,0,0,0.44,0,0,0,0,60,0,0,0,0.27,0
bokster8#1871,1676,8357,1663,0,0.18,18,9,0,17,0,10,1,1,0,0,0,6694,4,1,1,2,0,0,5,9,0,0,7,0.58,7,0,4,0,660,0,0,1,0.31,0.07
Alucard#15722,3268,133491,16967,4,0.22,313,122,0,333,0,223,6,14,1,7,0,116157,27,7,9,11,1,0,90,155,0,0,125,0.47,227,0,70,0,7200,1190,5,46,0.34,0.54
Blackporto#2279,3391,28008,3286,0,0.12,43,25,0,68,0,43,2,3,0,1,0,23477,6,3,3,1,0,0,12,24,0,0,19,0.51,37,0,15,0,2100,234,2,8,0.47,0.38
FreezeSneeze#1364,2448,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0
ALBATROSSI#2769,2672,1416,627,0,0,0,1,0,1,0,0,0,0,0,0,0,670,0,0,0,0,0,0,0,3,0,0,0,0.46,0,0,0,0,60,0,0,1,0.3,0
Verna#1435,2481,1939,516,0,0.36,4,2,0,4,0,3,0,0,0,0,0,1423,0,0,0,0,0,0,0,0,0,0,0,0.6,4,0,0,0,60,18,0,0,0.35,0
IAm3Toxic5Me#2840,3350,58042,8159,0,0.19,116,60,0,147,0,92,2,6,0,4,0,49156,12,2,4,5,3,1,36,126,0,0,31,0.5,96,0,37,0,3600,441,0,1,0.39,0.59
Frammshamm#1697,2364,836,0,0,0.4,2,1,0,3,0,1,0,0,0,0,0,836,1,0,0,1,0,0,0,0,0,0,0,0.71,2,0,1,0,60,0,0,0,0.62,0
AimbotTracer#1991,2768,270326,12653,6,0.13,403,173,0,633,0,424,11,22,1,9,0,71435,46,15,19,11,5,3,204,349,0,0,70,0.53,312,0,154,0,14400,1878,21,21,0.47,0.42
gnaz#11622,2675,3825,227,0,0.28,9,2,0,6,0,5,0,0,0,0,0,3598,1,1,0,0,0,0,1,1,0,0,1,0.82,8,0,2,0,120,0,0,0,0.78,0
LimBomber#2458,2420,31979,5892,0,0.16,59,27,0,72,0,47,2,3,0,1,0,25639,7,3,1,3,0,0,16,8,0,0,32,0.52,39,0,24,0,2520,52,0,5,0.39,0.26
Jordan#23341,2416,1479,208,0,0.08,2,1,0,7,0,4,0,0,0,0,0,1161,0,0,0,0,0,0,3,14,0,0,0,0.5,1,0,0,0,120,0,0,2,0.29,0.48
Leeto#1192,3175,57407,14437,0,0.16,87,62,0,91,0,59,3,5,0,2,0,42276,11,5,3,3,1,0,27,34,0,0,41,0.52,71,0,20,0,3600,29,1,2,0.39,0.4
SoOn#31449,3178,70114,8685,0,0.16,116,67,0,140,0,90,3,7,0,4,0,60955,17,7,6,5,0,1,37,101,0,0,53,0.48,93,0,25,0,3600,617,3,6,0.42,0.55
NakedWizard#21428,2923,2089,169,0,0.09,2,2,0,3,0,2,0,0,0,0,0,1920,1,0,1,0,0,0,0,0,0,0,1,0.59,1,0,1,0,120,0,0,0,0.43,0
dotzor#1365,2317,60483,9627,2,0.14,80,39,0,140,0,92,1,5,0,4,0,50773,13,4,4,5,0,1,29,23,0,0,44,0.61,58,0,25,0,3420,424,0,14,0.5,0.76
DanDova#2360,2789,728,0,0,0.03,1,1,0,1,0,1,0,0,0,0,0,728,0,0,0,0,0,0,0,2,0,0,0,0.28,1,0,0,0,60,0,0,0,0.57,0.34
Rin#22694,3815,1347,474,0,0.25,2,2,0,2,0,2,0,0,0,0,0,873,0,0,0,0,0,0,0,14,0,0,0,0.5,2,0,0,0,120,0,0,0,0.26,0
Caedus#11286,2642,277,0,0,0,0,1,0,1,0,1,0,0,0,0,0,277,0,0,0,0,0,0,0,8,0,0,0,0.5,0,0,1,0,58,0,0,1,0.5,1.0
SlywasHere#1384,2399,154,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,60,0,0,0,0.33,1.0
SinFokJK#2112,2147,21795,4336,0,0.12,32,27,0,56,0,37,2,3,0,1,0,17260,6,3,1,2,1,0,8,62,0,0,15,0.48,25,0,13,0,1920,67,0,5,0.3,0.34
Nidicri#1739,1711,12354,0,0,0.06,12,9,0,15,0,4,1,1,0,0,0,0,1,1,0,0,0,0,2,38,0,0,0,0.54,8,0,3,0,840,0,0,0,0.44,0.02
NightSpeed#11910,2519,6470,1145,0,0.32,17,3,0,6,0,4,0,0,0,0,0,4925,1,0,0,0,0,0,0,0,0,0,1,0.54,14,0,3,0,240,19,0,1,0.52,0.2
JoJo#13674,2212,25570,5942,1,0.11,31,17,0,34,0,22,1,2,0,1,0,18314,7,2,3,2,0,0,10,61,0,0,22,0.59,23,0,8,0,1500,0,3,1,0.4,0.62
bOYYE#2989,3124,14588,3400,0,0.22,28,14,0,31,0,16,1,2,0,0,0,11067,5,3,1,1,0,0,7,5,0,0,9,0.5,22,0,6,0,1020,61,0,3,0.38,0.16
PannyS#1495,2467,3316,0,0,0.2,5,5,0,2,0,2,1,1,0,0,0,58,1,0,0,1,0,0,0,2,0,0,0,0.36,4,0,1,0,240,0,0,0,0.35,0
Tolameth#2774,1708,2316,120,0,0.11,6,2,0,3,0,1,0,0,0,0,0,2196,0,0,0,0,0,0,3,0,0,0,3,0.33,1,0,0,0,180,0,0,1,0.33,0
EKCT#1150,3344,14912,1875,0,0.13,28,26,0,38,0,19,2,2,0,0,0,13025,4,2,1,1,1,0,14,43,0,0,9,0.41,20,0,7,0,1500,20,4,5,0.25,0.01
GetElfBread#1196,2035,4782,420,0,0.08,6,5,0,13,0,9,0,1,0,1,0,4362,1,0,0,1,0,0,6,17,0,0,1,0.5,6,0,1,0,420,0,0,2,0.48,1.0
SirDan#21959,2889,13062,4836,0,0.16,13,9,0,19,0,11,1,1,0,0,0,8226,2,0,1,1,0,0,4,13,0,0,5,0.66,13,0,5,0,600,61,0,2,0.47,0
Cat#1742,2293,1219,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,1,0,120,0,0,0,0.33,0.41
Terrremoto#1232,2247,2885,383,0,0.09,4,13,0,7,0,4,1,1,0,0,0,2502,1,1,0,1,0,0,0,2,0,0,0,0.46,3,0,3,0,360,0,0,0,0.36,0
EYE2EYE#1548,2878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
TheBeast231#1479,3527,52094,6019,2,0.2,95,52,0,101,0,71,1,4,1,2,0,45810,10,1,5,4,1,0,30,105,0,0,46,0.53,80,0,14,0,3120,710,2,2,0.42,0.57
Roelax#1786,2868,7467,1597,0,0.12,13,13,0,10,0,6,0,1,0,0,0,5869,1,0,1,0,0,0,0,0,0,0,5,0.47,7,0,2,0,600,0,0,0,0.33,0.31
SORA#22103,2572,1936,0,0,0.05,1,4,0,1,0,1,1,1,0,0,0,1936,1,0,0,1,0,0,0,0,0,0,1,0.39,1,0,1,0,240,0,0,0,0.29,0.0
Xoto#21542,3018,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60,0,0,0,0,0
Karbon#1561,3538,10621,1563,0,0.09,11,8,0,19,0,13,1,1,0,0,0,8963,4,1,1,1,0,0,4,99,0,0,15,0.56,10,0,7,0,660,233,0,0,0.41,0.05
HandleR#11872,3211,3888,693,0,0.16,5,5,0,4,0,3,0,0,0,0,0,3195,1,1,0,0,0,0,1,0,0,0,0,0.5,5,0,2,0,300,36,0,0,0.33,0.44
AdamCate#1345,2527,3246,0,0,0.08,4,6,0,3,0,2,0,0,0,0,0,3194,1,0,0,0,0,0,1,0,0,0,1,0.51,3,0,1,0,180,0,0,0,0.35,0
mnesia#3468,2882,3643,723,0,0.24,7,7,0,6,0,6,1,1,0,0,0,2920,2,2,0,0,0,0,0,0,0,0,1,0.29,7,0,2,0,480,0,0,0,0.23,0
PrayForMercy#11954,2273,200,0,0,1.0,1,0,0,1,0,1,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,1,0,10,0,0,0,1.0,1.0
Radiax#1151,3575,48458,6917,1,0.2,92,33,0,101,0,64,2,4,0,1,0,40517,11,2,5,4,1,0,30,99,0,0,30,0.54,71,0,21,1,2580,401,2,4,0.45,0.38
Mathiouchio#1352,2558,6432,1039,0,0.12,14,4,0,14,0,7,0,1,0,1,0,5393,3,1,1,1,0,0,3,21,0,0,3,0.61,6,0,5,0,600,0,0,6,0.44,1.0
Omgitzme#1987,1919,4795,798,0,0.13,9,7,0,10,0,5,0,1,0,0,0,3997,1,0,0,1,0,0,4,8,0,0,6,0.41,5,0,0,0,420,0,0,1,0.31,0.27
Misen#1772,2753,898,99,0,0.2,2,3,0,0,0,0,0,0,0,0,0,798,1,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,120,0,0,0,0.27,0.32
Antagonista#21707,1988,3078,1425,0,0.06,8,2,0,4,0,0,0,0,0,0,0,1641,0,0,0,0,0,0,2,4,0,0,1,0.53,0,0,0,0,180,0,0,0,0.49,0
KFC#21633,2072,928,0,0,0,0,2,0,2,0,0,0,0,0,0,0,927,0,0,0,0,0,0,2,1,0,0,0,0.47,0,0,0,0,60,0,0,0,0.53,0
Acaide#1816,2076,51,0,0,0,0,1,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,37,0,0,0,0.25,0
Noodle#1261,2747,733119,143410,15,0.19,1373,514,0,1495,0,988,30,68,1,37,0,581032,158,72,42,44,3,1,397,1341,0,0,576,0.52,1118,0,326,1,43200,5523,30,96,0.41,0.55
LEGEND#32293,2211,64556,4777,0,0.15,139,77,0,165,0,111,6,10,0,4,0,59341,13,8,3,2,3,0,46,35,0,0,68,0.42,84,0,43,0,7200,186,1,24,0.33,0.4
Mortensen#2941,2041,8312,3102,0,0.14,12,6,0,9,0,7,1,1,0,0,0,5210,1,0,1,0,0,0,0,5,0,0,2,0.62,9,0,4,0,540,0,0,0,0.44,0.24
Gladi8tor#2542,3112,88799,17212,1,0.18,185,110,0,221,0,139,4,10,0,6,0,70578,18,8,4,5,3,0,58,238,0,0,74,0.44,137,0,47,0,7200,383,1,12,0.33,0.57
Sancti#11463,3282,28226,5961,1,0.21,58,22,0,45,0,31,1,2,0,1,0,22266,6,2,2,2,0,0,6,23,0,0,11,0.54,50,0,9,0,1560,141,0,2,0.35,0.68
Flaboogle#1669,2584,212546,42576,2,0.16,324,210,0,436,0,295,11,23,1,11,0,167249,42,20,8,14,4,0,127,399,0,0,168,0.48,276,0,93,0,14400,1510,17,11,0.36,0.51
Gladstone#2655,2669,14326,946,0,0.17,38,10,0,39,0,22,0,1,0,1,0,13244,4,2,1,1,1,0,8,56,0,0,18,0.5,20,0,6,0,1020,67,0,5,0.39,0.95
YoloDolo#11165,3748,100800,23978,0,0.17,188,83,0,208,0,122,5,9,0,4,0,76706,18,7,5,6,1,1,54,177,0,0,67,0.55,130,0,28,0,3600,645,0,9,0.44,0.42
flowlol#2245,3821,50292,6740,0,0.25,107,71,0,136,0,95,3,5,0,2,0,43261,12,5,3,4,0,0,28,84,0,0,60,0.52,92,0,31,0,3600,471,1,2,0.41,0.47
Macropyre#11463,3491,814,0,0,0,0,2,0,2,0,2,0,0,0,0,0,814,0,0,0,0,1,0,0,0,0,1,0,0.47,0,0,0,0,120,0,0,1,0.27,0
ProGenji#1358,2455,54057,0,0,0.05,36,62,0,95,0,52,6,7,0,1,0,0,10,5,3,2,0,0,21,75,0,0,0,0.4,26,0,14,0,3600,26,3,10,0.31,0.07
Kalerath#2813,2966,10719,2848,0,0.13,24,9,0,22,0,14,0,1,0,1,0,7758,3,1,1,1,1,0,10,49,0,0,9,0.47,10,0,1,0,840,0,0,1,0.4,0.87
Kevin#110635,4292,195003,31475,4,0.21,384,144,0,401,0,269,8,13,1,4,0,162504,33,12,13,8,5,2,102,206,0,0,160,0.52,309,0,80,0,10800,1984,4,12,0.41,0.35
palmtree#1192,2243,12260,1150,0,0.09,15,19,0,33,0,20,2,2,0,0,0,10701,1,0,0,1,0,0,14,32,0,0,8,0.43,12,0,4,0,1380,0,1,2,0.32,0.04
shamy#21566,3036,21058,4224,0,0.15,22,14,0,45,0,28,2,3,0,1,0,16835,5,1,2,2,0,0,18,31,0,0,15,0.48,20,0,11,0,1560,232,0,5,0.41,0.37
Andy#26852,2686,1593,305,0,0.04,1,3,0,4,0,3,0,0,0,0,0,1188,1,0,0,0,0,0,0,2,0,0,1,0.48,1,0,1,0,120,0,0,0,0.35,0
digmine1#1113,1831,81911,16575,1,0.12,166,62,0,145,0,65,3,8,0,4,0,64693,18,6,6,7,1,0,52,259,0,0,60,0.52,85,0,17,0,3600,274,0,18,0.33,0.58
ILikeYuri#2325,3546,114957,14198,2,0.19,244,105,0,298,0,191,3,10,1,5,0,99645,23,11,6,6,2,0,70,154,0,0,111,0.47,184,0,68,0,7200,1155,2,26,0.41,0.59
NiRon#2938,2284,23811,3523,0,0.14,37,23,0,43,0,30,2,2,0,0,0,20282,5,2,2,2,0,0,6,6,0,0,14,0.54,34,0,12,0,1560,0,0,2,0.49,0.12
Askadi#1535,2720,68516,13113,0,0.12,87,61,0,138,0,80,5,7,0,2,0,55294,11,4,2,5,1,0,44,87,0,0,54,0.55,63,0,27,0,3600,136,0,6,0.39,0.29
Crimeris#1215,2041,6933,2560,0,0.17,8,4,0,13,0,9,0,0,0,0,0,4173,0,0,0,0,0,0,3,3,0,0,5,0.65,7,0,4,0,300,0,0,0,0.28,0.35
Voidhunter#2222,1964,12122,2058,0,0.1,16,18,0,17,0,11,2,2,0,0,0,10025,3,2,1,1,0,0,5,20,0,0,4,0.53,11,0,6,0,960,0,0,1,0.35,0
TooFrosty#1119,3522,1850,1228,0,0,0,1,0,1,0,0,0,0,0,0,0,580,0,0,0,0,0,0,0,0,0,0,0,0.57,0,0,0,0,60,0,0,0,0.27,0
thanatos#14551,1338,2164,240,0,0,0,2,0,2,0,2,0,0,0,0,0,1824,1,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0,0,120,0,0,0,0.55,0
Swiz#21819,2826,2148,524,0,0.08,2,3,0,4,0,1,0,0,0,0,0,1624,1,0,0,0,0,0,2,1,0,0,0,0.4,2,0,0,0,180,0,0,1,0.26,0
Boom#12147,2822,8685,214,0,0.09,11,13,0,19,0,17,1,1,0,0,0,8468,4,0,1,2,0,0,4,4,0,0,2,0.47,9,0,6,0,660,111,0,0,0.53,0.24
LEGEND#24978,3087,64042,8496,0,0.13,76,82,0,130,0,82,7,9,0,2,0,54724,14,6,4,4,0,2,32,49,0,0,39,0.45,71,0,27,0,3600,86,0,13,0.35,0.24
saikopath#11942,2678,37410,1985,0,0.15,75,53,0,95,0,65,3,6,0,3,0,34633,14,5,2,7,0,0,19,44,0,0,42,0.41,54,0,26,0,3360,140,5,1,0.36,0.45
Sharkbait#11669,2128,17080,4017,0,0.11,22,9,0,22,0,11,1,1,0,0,0,12891,2,1,0,1,0,0,8,3,0,0,5,0.59,14,0,5,0,840,0,0,0,0.43,0.32
ZAID#11507,2769,67788,14168,0,0.15,83,88,0,150,0,99,5,9,0,4,0,51382,21,5,6,9,0,0,48,161,0,0,48,0.49,71,0,37,0,3600,125,9,6,0.35,0.43
TheGamer14#21122,2855,1503,636,0,0.14,2,1,0,2,0,1,0,0,0,0,0,866,0,0,0,0,0,0,1,17,0,0,0,0.8,1,0,0,0,56,0,0,0,0.53,0
R4P#11735,2510,63663,8687,0,0.16,105,65,0,143,0,99,3,7,0,3,0,54875,16,6,4,6,0,0,33,81,0,0,50,0.49,99,0,43,0,3600,591,0,4,0.36,0.5
TuRbii#1449,2584,742097,152117,28,0.14,1174,398,0,1634,0,1041,17,57,1,39,0,580149,144,41,68,35,23,4,477,982,0,1,559,0.56,792,0,332,1,39600,7488,23,219,0.41,0.69
rappeler#1397,3258,30937,0,1,0.17,102,33,0,57,0,45,2,3,0,1,0,0,8,3,4,1,0,1,14,26,0,0,0,0.64,47,0,32,0,2280,229,2,1,0.64,0.32
TNTmango#4576,2545,10463,1726,0,0.25,20,10,0,21,0,17,0,1,0,0,0,8637,2,1,1,0,0,0,0,0,0,0,9,0.56,19,0,6,0,600,207,0,5,0.47,0.61
MessyEcho#1994,3023,49277,8696,0,0.17,84,48,0,106,0,66,2,4,1,2,0,40514,11,4,3,4,0,0,38,62,0,0,20,0.51,62,0,20,0,3240,266,0,2,0.46,0.53
threedots#1464,3375,763109,0,13,0.14,1659,547,0,1538,0,1007,31,65,3,30,0,0,116,40,49,27,18,3,414,1306,0,0,0,0.58,1051,0,405,1,46800,6891,45,40,0.49,0.46
Furtifk#2839,3000,408,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,60,0,0,0,0.55,1.0
Misfit#11977,2816,31555,5080,0,0.08,35,27,0,78,0,51,0,2,0,2,0,26358,4,2,0,2,0,0,22,61,0,0,28,0.51,28,0,18,0,2100,396,2,5,0.44,0.78
GoRiDan#21238,1227,2699,240,0,0.31,14,2,0,4,0,1,0,0,0,0,0,2459,0,0,0,0,0,0,0,0,0,0,1,0.6,2,0,1,0,180,0,0,1,0.38,0
Auriah#11391,1970,132522,38418,1,0.21,185,116,0,257,0,166,5,13,0,7,0,91812,23,9,7,8,1,1,67,123,0,0,71,0.5,177,0,61,0,7200,885,8,23,0.36,0.59
Bender#2760,3011,155,0,0,0,0,1,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,34,0,0,0,0.38,0
EisMelone#2319,3000,61525,2202,0,0.1,75,55,0,150,0,86,3,6,0,3,0,15950,13,4,4,5,1,1,50,142,0,0,18,0.52,56,0,22,0,3600,491,2,10,0.46,0.55
OWSeb#2702,2539,241561,37741,4,0.16,453,196,0,552,0,377,11,24,1,12,0,201702,45,19,12,14,4,2,107,224,0,1,204,0.57,365,0,166,0,14400,2320,10,21,0.51,0.53
Lovania#11214,2585,2054,1198,0,0.03,1,2,0,3,0,2,0,0,0,0,0,855,0,0,0,0,0,0,0,0,0,0,0,0.62,1,0,2,0,120,0,0,0,0.35,0
Dangereno#1246,2659,154666,16451,1,0.13,286,185,0,360,0,262,10,22,0,12,0,135852,42,15,15,11,5,0,119,553,0,0,145,0.53,190,0,81,0,10800,1016,5,14,0.42,0.52
EbilJackal#1247,3666,63565,8792,3,0.17,111,51,0,157,0,109,2,6,0,4,0,53449,15,6,6,4,2,0,39,135,0,0,61,0.55,82,0,39,0,3600,766,3,13,0.47,0.72
AdrianTo#3519,1959,404,0,0,0,0,1,0,0,0,0,0,0,0,0,0,404,0,0,0,0,0,0,0,0,0,0,0,0.57,0,0,0,0,35,0,0,0,0.57,0.38
Wuru#2112,2114,414,0,0,0.5,2,0,0,1,0,1,0,0,0,0,0,414,0,0,0,0,0,0,0,1,0,0,0,0.3,2,0,1,0,60,0,0,0,0.13,0
SinOfWrath#11410,2521,13895,1745,0,0.15,23,23,0,33,0,18,1,1,0,1,0,12049,3,1,0,2,0,0,5,38,0,0,13,0.5,14,0,6,0,1200,89,0,0,0.43,0.61
bleudog12#2217,2378,1149,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0.22,0,0,0,0,180,0,0,0,0.22,0
noodleman97#1314,2857,677,314,0,0.25,1,2,0,0,0,0,0,0,0,0,0,364,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,60,0,0,0,0.4,0
WillSquill#1979,2823,259129,0,5,0.17,486,243,0,635,0,438,18,30,1,11,0,0,63,22,17,24,3,0,176,461,0,0,0,0.44,415,0,202,2,18000,2262,24,45,0.41,0.36
YakiimoKun#2352,2598,15902,1358,0,0.14,25,11,0,33,0,22,0,1,0,1,0,14504,2,1,0,1,0,0,6,2,0,0,15,0.59,22,0,11,0,960,217,0,2,0.5,0.9
Oceanicdrago#11570,2173,30616,3751,0,0.13,55,31,0,53,0,34,2,4,0,2,0,25929,8,3,2,2,0,0,11,69,0,0,11,0.47,35,0,12,0,2460,145,3,3,0.41,0.48
suna#11216,3101,107597,14589,2,0.18,176,102,0,217,0,153,4,9,1,4,0,91813,20,6,10,4,2,2,74,62,0,0,66,0.54,151,0,48,0,3600,734,1,4,0.46,0.48
Sefaryx#2877,2627,16788,3066,0,0.18,37,19,0,38,0,25,1,2,0,1,0,13571,4,3,1,1,1,0,7,8,0,0,6,0.43,23,0,9,0,1560,18,0,4,0.38,0.4
Beeboop#1703,3184,14448,2021,0,0.09,17,16,0,43,0,27,0,2,0,1,0,12332,4,2,1,1,0,0,6,38,0,0,10,0.41,12,0,7,0,1260,251,0,6,0.28,0.75
Boostio#1899,4355,598808,85182,27,0.23,1284,549,0,1410,0,1011,21,51,1,29,0,507119,120,30,56,34,8,4,335,484,0,0,481,0.57,1143,0,329,0,32400,7207,20,22,0.48,0.57
Royle#2755,2342,2617,355,0,0.22,13,0,0,10,0,5,0,0,0,0,0,2262,1,0,0,1,0,0,4,8,0,0,5,0.41,5,0,2,0,180,0,0,2,0.34,1.0
HellFull#1162,4304,23416,7553,0,0.19,38,26,0,27,0,24,3,3,0,0,0,15578,7,3,1,3,0,0,7,74,0,0,12,0.54,30,0,8,0,1620,96,1,1,0.39,0.04
Colah2122#1415,1381,49856,13911,1,0.19,86,32,0,109,0,69,1,4,0,3,0,35252,9,3,2,4,0,0,30,333,0,0,24,0.51,64,0,30,0,3120,248,2,22,0.3,0.71
tree#32734,3508,75304,7198,0,0.13,141,122,0,137,0,98,6,9,0,3,0,66805,18,7,2,9,1,0,33,96,0,0,56,0.47,86,0,42,0,3600,391,1,6,0.37,0.34
FOX#32837,1245,120446,0,1,0.07,127,109,0,230,0,132,10,17,1,7,0,0,27,13,6,8,0,0,55,23,0,0,0,0.48,70,0,50,0,7200,267,8,14,0.38,0.38
Noodle#1261,2747,733119,143410,15,0.19,1373,514,0,1495,0,988,30,68,1,37,0,581032,158,72,42,44,3,1,397,1341,0,0,576,0.52,1118,0,326,1,43200,5523,30,96,0.41,0.55
MIRO#31128,1308,3711,480,0,0.1,4,3,0,6,0,2,0,0,0,0,0,3185,0,0,0,0,0,0,4,1,0,0,4,0.45,2,0,1,0,300,0,0,1,0.38,0.68
Josh0o#1994,2402,1262,312,0,0.02,1,4,0,1,0,1,0,0,0,0,0,950,0,0,0,0,0,0,0,0,0,0,0,0.44,1,0,0,0,120,0,0,0,0.44,0
Trepidation#1293,2464,93,0,0,0,0,1,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,29,0,0,0,0.1,0
