battletag,SR,all_damage_done,barrier_damage_done,cards,critical_hit_accuracy,critical_hits,deaths,defensive_assists,eliminations,enemies_emp'd,enemies_hacked,environmental_kills,final_blows,games_lost,games_played,games_tied,games_won,healing_done,hero_damage_done,medals,medals_-_bronze,medals_-_gold,medals_-_silver,melee_final_blows,multikills,objective_kills,objective_time_seconds,offensive_assists,quick_melee_accuracy,shield_generators_destroyed,solo_kills,teleporter_pads_destroyed,time_played_seconds,time_spent_on_fire_seconds,turrets_destroyed,weapon_accuracy,win_percentage
bagz205#1937,2357,106,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,106,0,0,0,0,0,0,2,11,1,0,0,0,0,20,0,0,0.2,1.0
Thmyris#2280,2201,1337,72,0,0,0,4,0,3,3,7,0,0,0,0,0,0,0,1264,1,0,0,1,0,0,1,30,4,0,0,0,0,240,10,0,0.36,1.0
Icyangel#11856,1985,63,59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0.05,0
Eelarend#1444,2023,389,294,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,1,0,0,0,0,60,0,0,0.04,0
TheFirst#11872,1882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SirZombi#1635,1637,1350,280,0,0,0,2,0,8,5,7,0,3,0,0,0,0,0,899,1,1,0,0,0,0,4,23,3,0,0,1,0,120,18,0,0.35,1.0
Scabadoobop#1895,3031,5303,0,0,0,0,7,0,6,10,14,0,2,0,0,0,0,0,3607,1,0,0,1,0,0,3,8,2,1,1,0,0,300,0,3,0.46,0.02
NZDurriez#1126,2138,9158,1164,0,0,0,15,0,28,14,34,0,10,1,1,0,1,0,6791,4,3,1,1,0,0,12,66,15,0,0,0,0,960,102,1,0.29,0.49
madness#22217,3828,1402,0,0,0,0,4,0,7,3,7,0,4,0,0,0,0,0,0,1,0,0,1,0,0,3,22,3,0,0,2,0,180,0,0,0.37,1.0
Novoki#2517,3552,12361,1224,0,0,0,4,0,27,15,22,0,16,0,1,0,1,0,6425,3,1,1,1,0,0,6,116,12,0,0,4,0,540,423,0,0.34,0.76
HappySquid#11639,2632,1329,701,0,0,0,2,0,0,3,4,0,0,0,0,0,0,0,628,0,0,0,0,0,0,0,4,1,0,0,0,0,120,0,0,0.31,0
DuckSayQuack#21438,2198,75999,10655,0,0,0,81,0,141,116,228,0,66,5,9,1,4,0,43584,27,15,6,7,2,0,51,521,73,1,1,18,2,3600,449,13,0.36,0.41
HeclisTeclis#2162,2982,6983,872,1,0,0,5,0,20,14,17,0,6,0,0,0,0,0,3940,1,0,0,1,1,0,4,38,10,1,0,1,0,360,258,0,0.34,1.0
Skilpadda#21663,2732,1010,408,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,598,0,0,0,0,0,0,3,12,0,0,0,0,0,60,0,0,0.34,0
Nyex#2585,3481,16656,3408,0,0,0,12,0,52,34,62,0,21,1,2,0,1,0,13225,4,2,0,1,0,2,26,101,21,1,0,2,0,1200,235,0,0.38,0.4
daveske#1356,3016,9841,1663,0,0,0,13,0,27,19,26,0,10,1,1,0,0,0,6690,1,1,0,0,0,1,11,52,13,0,0,1,0,720,209,0,0.29,0
Greeedz#2725,3196,12249,1513,0,0,0,19,0,31,21,29,0,20,0,2,0,2,0,8863,3,2,1,0,1,0,6,110,13,0,0,4,0,1260,63,0,0.31,0.78
Akdez#2389,2578,260,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0.24,1.0
IreNe#31395,2205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,24,0,0,0,1.0
EdgarAllenPo#11863,2199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
LuvTh#1176,2578,4962,523,0,0,0,7,0,10,6,12,0,5,0,0,0,0,0,3558,0,0,0,0,0,0,6,45,4,0,0,0,0,360,20,0,0.33,1.0
VanillaBean#1764,2668,972,288,0,0,0,3,0,3,0,1,0,1,0,0,0,0,0,684,1,0,0,0,0,0,0,0,1,0,0,0,0,240,0,0,0.13,1.0
Nolo#11724,2824,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0.07,0
creeper#12573,2094,81,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,13,0,0,0,0,0,43,0,0,0.42,0
ProfPlum#1281,2191,2852,48,0,0,0,1,0,21,2,4,0,8,0,1,0,1,0,2720,3,2,0,1,0,0,13,18,2,0,0,1,0,300,0,0,0.31,1.0
DeathCard#11161,3984,1725,300,0,0,0,4,0,2,3,7,0,0,0,0,0,0,0,1424,1,1,0,1,0,0,0,6,2,0,0,0,0,180,0,0,0.4,0
Samoamon#1953,2063,3753,376,0,0,0,15,0,14,8,25,0,7,1,1,0,0,0,3373,1,1,0,0,0,0,4,101,9,1,0,0,0,1020,0,2,0.21,0.23
Vorrion#1234,2704,2945,1414,0,0,0,8,0,9,3,15,0,1,0,0,0,0,0,1531,1,0,0,0,0,0,3,18,8,1,0,0,0,360,9,0,0.2,0.84
Jexxr#1239,876,839,235,0,0,0,4,0,5,2,5,0,5,0,0,0,0,0,603,2,0,1,1,0,0,3,20,0,0,0,0,0,180,0,0,0.18,0
Linkman2000#1438,2353,1389,0,0,0,0,3,0,2,3,3,0,2,1,1,0,0,0,687,1,1,0,0,0,0,0,0,1,0,0,1,0,180,0,0,0.37,0
Flux#11571,3037,360,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,360,0,0,0,0,0,0,2,0,1,0,0,0,0,57,0,0,0.39,0
Waverider#1171,2516,21819,3074,1,0,0,28,0,33,45,58,0,8,2,2,0,1,0,13609,10,4,3,2,0,0,16,178,18,0,0,1,0,1800,42,0,0.38,0.27
SJS#2861,2205,5448,602,0,0,0,7,0,6,10,12,0,1,1,1,0,0,0,2846,1,1,0,0,0,0,2,15,1,0,0,1,0,420,80,0,0.29,0
Miro#31150,2852,45554,7561,2,0,0,49,0,165,99,152,0,72,2,7,0,5,0,36126,21,10,5,7,1,1,62,320,75,0,0,15,0,3600,442,1,0.36,0.66
deepee#1718,2640,88,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,88,0,0,0,0,0,0,1,0,1,0,0,0,0,43,0,0,0.19,0
DarkElfix#2622,2594,2343,105,0,0,0,5,0,5,3,5,0,3,1,1,0,0,0,2238,2,0,2,1,0,0,2,5,1,0,0,2,0,240,0,0,0.37,0
Wilfiam#2431,2546,5004,1462,0,0,0,5,0,11,6,8,0,4,0,0,0,0,0,2362,2,1,0,0,0,0,5,39,3,0,0,1,0,360,0,1,0.35,0
Arinatira#2805,2620,2982,1488,0,0,0,3,0,1,2,3,0,0,1,1,0,0,0,859,2,1,0,1,0,0,0,4,1,0,0,0,0,180,0,0,0.17,0
Cranedeck#1519,2156,394,0,0,0,0,4,0,0,3,3,0,0,0,0,0,0,0,389,1,0,0,1,0,0,0,23,1,0,0,0,0,180,0,5,0.25,0
ZServ#1934,1479,666,132,0,0,0,2,0,4,1,2,0,0,0,0,0,0,0,534,0,0,0,0,0,0,2,26,2,0,0,0,0,120,0,0,0.22,0
Libertina#2768,895,1682,483,0,0,0,5,0,5,2,2,0,2,1,1,0,0,0,1198,3,1,0,2,0,0,2,32,1,1,0,1,0,180,0,0,0.35,0
NemoCoffee#1646,3241,38300,12294,2,0,0,38,0,77,95,154,0,15,1,5,0,4,0,20903,10,5,2,3,1,0,23,124,67,0,0,3,0,3180,264,3,0.29,0.87
Inrak95#2713,1223,1817,450,0,0,0,6,0,3,3,6,0,1,0,1,0,0,0,1367,1,1,1,0,0,0,0,12,2,0,0,1,0,240,0,0,0.33,0.32
Artemis#1419,2816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
WinterMelon#1505,2295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
DABPOOL#1317,1568,1254,0,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,1033,0,0,0,0,0,0,0,6,0,0,0,0,0,60,0,2,0.41,0
Vik#22371,3152,4779,778,0,0,0,3,0,12,5,16,0,0,0,0,0,0,0,2121,1,1,0,1,0,0,3,19,10,0,0,0,0,300,0,0,0.31,0.85
Archieie#2438,2554,12410,1109,0,0,0,21,0,25,25,43,0,9,1,2,0,0,0,11285,7,3,1,2,0,0,5,51,10,0,0,3,0,1260,21,5,0.33,0.22
ShakyIpsen#2624,2434,3612,688,0,0,0,6,0,5,2,4,0,1,0,0,0,0,0,2332,1,1,0,0,0,0,3,49,1,1,0,0,0,300,0,0,0.36,0.36
Salty#11895,3221,85,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,5,0,0,0,0,0,41,0,0,0.57,0
Rositabanana#2673,2898,286,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,286,1,0,1,0,0,0,0,5,0,0,0,0,0,120,0,0,0.41,0
Hitscans#1964,3280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Ladykiller#1567,2096,2370559,0,130,0,0,2248,0,5363,4337,6663,0,2107,140,240,7,93,0,0,698,321,139,238,71,46,2631,18286,2150,0,5,461,16,176400,30351,404,0.36,0.39
Pusheeen#1320,3139,20945,4416,0,0,0,32,0,60,47,87,0,17,3,3,0,0,0,12837,8,5,2,2,0,1,17,187,33,0,0,1,0,2400,42,0,0.28,0.1
Butler#1970,3438,1116,0,0,0,0,6,0,4,2,7,0,2,0,0,0,0,0,1116,0,0,0,0,0,0,3,24,3,0,0,0,0,240,0,0,0.32,1.0
c55h104o6#2809,2860,40191,5104,1,0,0,29,0,76,60,103,0,33,1,3,0,1,0,24433,9,5,0,3,0,2,28,252,47,0,0,3,0,2520,241,4,0.39,0.48
SolarShadow#11620,1477,3892,72,0,0,0,7,0,7,5,9,0,3,0,1,0,0,0,3251,1,1,0,0,0,0,4,26,4,1,0,0,0,480,0,0,0.34,0.46
Fibo#21228,2046,19333,7449,0,0,0,21,0,42,19,64,0,15,2,3,0,1,0,10254,8,3,2,3,2,0,21,145,18,0,0,4,0,1740,205,1,0.33,0.45
MUNCHIES#2546,3393,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Raven#14110,3639,17806,1882,0,0,0,23,0,40,36,46,0,25,1,2,0,1,0,14892,6,1,3,2,2,0,9,79,13,0,0,16,0,1500,202,0,0.39,0.31
Taneth#1461,2318,388,95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,292,0,0,0,0,0,0,0,3,0,0,0,0,0,60,0,1,0.21,0
Kushina#11616,3330,167,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,47,0,0,0.12,0
NerfTobbbb#2602,2655,2351,218,0,0,0,3,0,3,4,7,0,3,0,0,0,0,0,1413,1,0,0,0,0,0,0,9,0,0,0,3,0,180,0,0,0.41,0
Einhenjar#2487,1660,12339,1368,1,0,0,13,0,26,24,42,0,5,2,3,0,1,0,10170,6,4,0,2,0,0,9,75,13,0,0,2,0,1080,290,0,0.3,0.38
ZACK#3709,2052,3611,943,1,0,0,8,0,13,12,19,0,1,1,1,0,0,0,2668,2,1,0,1,0,0,5,25,5,0,0,1,0,600,18,0,0.25,0
MakCuhRee#1438,2483,552,408,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0.18,1.0
Type40#21945,3053,1733,353,0,0,0,6,0,0,3,6,0,0,1,1,0,0,0,1380,2,1,0,1,0,0,0,5,0,0,0,0,0,240,0,0,0.34,0
Jmtheonly#1190,3260,7117,237,0,0,0,7,0,21,10,20,0,11,1,1,0,1,0,5377,2,1,1,0,1,0,9,50,11,0,0,1,0,480,238,0,0.32,0.46
Shakugan#1921,3000,143,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0.34,0
danipa#21646,2127,1342,422,0,0,0,5,0,1,2,5,0,1,0,0,0,0,0,920,1,1,0,0,0,0,0,14,2,1,0,0,0,180,0,0,0.36,1.0
Masso#21226,1457,1154,0,0,0,0,5,0,4,0,1,0,4,0,0,0,0,0,1146,1,1,0,0,0,0,0,4,0,0,0,2,0,300,0,0,0.24,0
RobbieRotten#11669,2674,526,136,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,390,0,0,0,0,0,0,0,3,0,1,0,0,0,60,0,0,0.3,0
schoktrooper#2265,2575,6265,1410,0,0,0,3,0,9,8,13,0,4,0,1,0,0,0,2718,1,0,1,1,0,0,6,98,5,0,0,1,0,420,83,0,0.28,0.4
Kai#12971,3750,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
TheOnlyLewi#2354,2818,8,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,0,0,0,0
BananaBolts#1250,3616,1389,320,0,0,0,1,0,4,5,6,0,0,0,0,0,0,0,469,0,0,0,0,0,0,1,6,2,0,0,0,0,120,0,0,0.27,1.0
PixelLogic#1533,2056,5853,734,0,0,0,4,0,10,5,14,0,4,0,0,0,0,0,1857,1,1,0,0,0,0,3,44,8,0,0,1,0,300,19,0,0.28,0
Zmeu#2287,3579,18668,1213,1,0,0,22,0,38,52,60,0,11,3,3,0,0,0,17259,5,1,1,3,2,0,13,150,18,1,0,1,0,1680,21,0,0.41,0.02
NzNr#1485,3958,9506,505,0,0,0,10,0,22,23,33,0,11,1,1,0,1,0,7586,0,0,0,0,1,0,6,36,14,0,0,1,0,600,87,0,0.46,0.39
andy2030#2817,2905,3434,1176,0,0,0,3,0,4,6,7,0,0,0,0,0,0,0,1558,1,1,1,0,0,0,1,11,1,0,0,0,0,180,0,0,0.57,0
Ricenlives#1173,2169,104,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0.2,0
Nostal#21984,3458,347,312,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,24,0,0,0,0,0,54,0,0,0.25,0
acrye#1673,2587,6192,419,0,0,0,6,0,19,9,20,0,6,1,1,0,0,0,3133,0,0,0,0,0,0,11,63,10,0,0,1,0,600,156,0,0.34,0.21
Anaventai#2587,3013,4485,179,0,0,0,2,0,8,4,6,0,3,0,0,0,0,0,1875,1,0,0,0,1,0,3,15,4,1,0,0,0,180,34,0,0.58,1.0
Cazfs#1108,2607,6948,551,0,0,0,4,0,10,8,10,0,3,0,0,0,0,0,2516,0,0,0,0,1,0,6,17,6,0,0,0,0,240,52,0,0.38,0
kakashi417#1568,2670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.0
Haruka#1204,2442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Gogi#2146,2225,1529,0,0,0,0,3,0,4,2,9,0,2,1,1,0,0,0,1129,2,0,1,1,1,0,3,25,4,1,0,1,1,240,55,0,0.28,0
Dan#1663,2571,3135,339,0,0,0,3,0,5,5,9,0,3,0,0,0,0,0,2796,1,0,0,0,0,0,0,20,2,0,0,1,0,240,0,0,0.5,0
slapstickers#1707,3048,5612,993,0,0,0,13,0,9,14,22,0,2,0,0,0,0,0,4443,2,0,0,1,0,0,3,52,7,0,0,0,0,660,18,0,0.33,0.0
RuggedKoala#1314,2053,1426,363,0,0,0,1,0,3,1,3,0,1,0,0,0,0,0,1055,0,0,0,0,0,0,1,6,1,0,0,0,0,120,0,0,0.44,0
WebHead#21846,2342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
LewdHuntress#1149,2839,1421,251,0,0,0,3,0,2,6,6,0,0,0,0,0,0,0,1170,0,0,0,0,0,0,1,6,2,0,0,0,0,120,9,0,0.37,0
qiqamar#2936,2939,2728,184,0,0,0,8,0,4,9,11,0,0,1,1,0,0,0,2544,2,1,1,0,0,0,2,34,1,0,0,0,0,480,0,0,0.26,0
FISSURE#31309,2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
NanoPearl#2708,3242,832,152,0,0,0,4,0,5,4,7,0,1,0,0,0,0,0,680,0,0,0,0,0,0,2,10,2,0,0,0,0,120,0,0,0.32,0
FAxAstoreth#1263,3819,38043,4002,3,0,0,33,0,71,89,113,0,26,2,4,0,2,0,26791,14,6,6,2,1,0,28,182,50,0,0,5,1,2700,842,5,0.4,0.57
frizz#1642,3081,49776,7292,1,0,0,42,0,141,124,222,0,60,2,5,0,2,0,35352,15,7,4,4,2,1,74,525,89,0,0,11,0,3600,885,1,0.38,0.48
JolleJ#2956,1948,748,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,60,0,0,0.53,0
Penner126#1831,1518,882,0,0,0,0,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,4,0.34,1.0
Friendbaiir#1222,2413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
JumboPrawnz#1976,1592,5216,0,0,0,0,3,0,3,7,10,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,26,1,0,0,1,0,240,0,0,0.4,1.0
Aokun#21256,2917,506,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,506,0,0,0,0,0,0,1,21,1,0,0,0,0,60,0,0,0.28,0
OcNeEn#1225,2878,19554,3594,0,0,0,12,0,57,21,42,0,24,1,2,1,1,0,13298,5,2,0,2,0,1,10,74,15,1,0,2,0,1440,130,0,0.32,0.63
TRacer#11106,2726,8485,3611,0,0,0,9,0,13,15,18,0,2,0,1,0,1,0,3328,1,1,0,0,0,0,4,26,4,1,0,2,0,600,115,2,0.27,1.0
ShizaSalad#1243,500,49,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0.23,0
Reptar#1629,2183,120,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0.34,0
Bolt#22126,2904,88,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,1,0,0,0,0,180,0,0,0.05,1.0
Fadul#21427,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
Nefilav#1216,3364,1914,144,0,0,0,7,0,7,3,4,0,6,1,1,0,0,0,1632,1,0,0,1,0,0,0,2,0,0,0,3,0,240,0,0,0.38,0
xDranik#1300,2395,5383,0,0,0,0,8,0,5,7,8,0,0,1,1,0,0,0,0,2,1,1,0,0,0,1,18,0,0,0,0,0,480,0,0,0.31,0.19
Rayuxable#1727,1783,1284,240,0,0,0,6,0,3,2,3,0,3,0,0,0,0,0,1041,1,0,0,0,0,0,1,30,0,0,0,1,0,180,0,3,0.2,0
PETAL#31391,3105,7020,1066,0,0,0,7,0,14,22,38,0,4,0,1,0,0,0,5277,3,1,0,2,0,0,6,40,12,0,0,1,0,720,85,0,0.35,0.93
Chococri#2780,3077,64,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0.11,0
ItsFlounder#1724,3169,36003,0,1,0,0,38,0,89,75,140,0,33,2,3,0,1,0,0,9,4,1,4,5,0,37,211,54,0,0,3,0,2940,595,2,0.39,0.25
Effect#11817,2300,6585,421,0,0,0,10,0,19,23,34,0,7,0,1,0,1,0,5146,4,1,1,2,0,0,12,85,10,0,0,1,0,600,132,0,0.43,0.7
VbloodlustV#11107,1766,642,382,0,0,0,4,0,1,0,2,0,0,0,0,0,0,0,260,1,0,0,0,0,0,0,10,0,0,0,0,0,120,0,0,0.16,0
WolfRamAlpha#11143,2993,5049,664,0,0,0,6,0,4,9,15,0,1,0,0,0,0,0,2317,1,1,0,0,0,0,3,12,2,1,1,1,0,240,0,3,0.33,0
Rooth#11447,2966,5601,1264,0,0,0,2,0,3,12,12,0,1,0,0,0,0,0,2141,0,0,0,0,0,0,2,19,4,0,0,0,0,300,37,0,0.24,0
Chayne#1613,4393,3961,216,0,0,0,2,0,4,13,18,0,4,0,0,0,0,0,3177,1,1,0,0,0,0,1,12,2,0,0,0,0,300,0,0,0.44,0.21
N3ON7#1690,3828,272,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,272,0,0,0,0,0,0,1,2,1,0,0,0,0,44,0,0,0.35,1.0
Luny#2169,2785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,25,13,0,0,0
Unknown#24904,2625,427,8,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,419,0,0,0,0,0,0,0,3,0,0,0,0,0,120,0,0,0.35,0
kevsonic#1289,1412,1050,0,0,0,0,4,0,4,3,6,0,1,1,1,0,0,0,1042,2,1,0,1,0,0,3,13,3,0,0,0,0,240,0,0,0.23,0
SirMukraei#2452,3003,11066,615,0,0,0,12,0,31,14,30,0,14,1,1,0,1,0,10035,3,1,1,1,1,0,8,95,16,0,0,5,0,1020,42,0,0.38,0.41
Shazam#22819,3114,625,0,0,0,0,1,0,4,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,3,10,1,0,0,0,0,60,0,0,0.32,0
OVERWATCH#16913,2846,105,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,4,0,0,0,0,0,39,0,0,0.14,0
Olo#2723,3624,2673,128,0,0,0,2,0,4,6,8,0,2,0,0,0,0,0,2545,1,0,0,0,0,0,0,8,1,0,0,0,0,120,0,0,0.34,0
Rezonator#1412,2229,31434,5237,0,0,0,34,0,61,41,74,0,19,2,3,0,1,0,18282,6,3,1,3,3,1,25,248,33,1,0,0,0,2520,207,0,0.33,0.31
ItssJoey#2886,1981,24,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,38,0,0,0.05,1.0
Panda#6965,1658,1535,0,0,0,0,9,0,1,3,5,0,1,1,1,0,0,0,0,2,0,1,1,0,0,1,19,0,0,1,1,0,360,0,0,0.38,0
BastionMain#1843,2722,500,0,0,0,0,2,0,4,0,2,0,0,0,0,0,0,0,500,0,0,0,0,0,0,3,16,1,0,0,0,0,60,0,0,0.31,0.02
littlecody#1274,3581,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0.43,0
dancerbo#1812,2804,2301,659,0,0,0,5,0,3,5,6,0,2,0,0,0,0,0,1442,0,0,0,0,0,0,1,14,0,0,0,0,0,120,0,0,0.3,0.81
Radok#11142,3424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Rin#22428,3118,7131,759,0,0,0,6,0,15,14,18,0,4,0,1,0,0,0,4093,2,1,0,1,0,0,5,59,11,0,0,2,0,540,112,4,0.46,0.45
Xiader#1108,3907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1.0
Trattore#2970,2744,124,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,12,0,0,0,0,0,42,0,0,0.41,0.21
Disbeliever#2836,1522,135,84,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0.25,0
limblesslead#21320,1788,12324,719,0,0,0,16,0,37,15,42,0,10,1,2,0,1,0,10784,8,3,1,3,0,0,18,125,19,0,0,2,0,1140,395,1,0.31,0.4
GreenArrow#22581,1578,30315,2955,0,0,0,105,0,66,63,92,0,17,6,10,1,3,0,20349,24,11,7,5,1,0,40,783,25,1,2,3,0,3600,92,18,0.28,0.31
EkkorD#2428,2806,7890,1026,0,0,0,7,0,19,14,23,0,8,0,1,1,0,0,5234,1,1,0,0,2,0,10,130,8,1,0,3,0,540,168,2,0.35,0
Vucas#2242,2395,1334,96,0,0,0,2,0,7,2,8,0,5,0,0,0,0,0,1238,1,0,0,0,0,0,2,9,3,0,0,0,0,120,0,0,0.4,1.0
Hardy#21822,3146,8440,830,0,0,0,21,0,18,14,23,0,5,0,1,0,0,0,5133,2,1,0,0,1,0,8,74,7,0,0,1,0,780,38,0,0.33,0.52
Pziko#1278,2564,40,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0.4,0
FawX#11180,2430,5887,1715,1,0,0,17,0,9,14,24,0,6,1,2,0,0,0,3933,2,1,0,0,0,0,3,58,9,0,0,0,0,600,22,5,0.3,0.03
Dirpz#2146,2963,1074,256,0,0,0,2,0,4,2,2,0,3,0,0,0,0,0,819,2,0,1,0,0,0,3,17,1,0,0,0,0,120,14,0,0.19,1.0
Dresdi#1820,2334,6550,0,0,0,0,9,0,9,12,19,0,4,0,1,0,0,0,0,1,1,0,0,0,0,5,41,4,0,0,1,0,480,0,0,0.47,0.4
HappyPants#211308,2143,1325,422,0,0,0,6,0,2,2,2,0,0,0,0,0,0,0,903,0,0,0,0,0,0,2,5,0,0,0,0,0,300,0,0,0.14,0
Defenestrate#11390,2569,3990,776,0,0,0,8,0,12,12,26,0,6,0,1,0,1,0,2590,1,1,0,0,0,0,2,40,9,0,0,0,0,720,0,0,0.25,1.0
EmanuelKarl#21129,3130,119,64,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,3,0,0,0,0,0,48,0,0,0.11,0
vaporwave#11264,1844,577,160,0,0,0,3,0,2,0,0,0,2,0,0,0,0,0,267,0,0,0,0,0,0,0,9,0,0,0,1,0,120,0,1,0.28,0.59
NllPtrXcptn#1738,2546,11481,688,0,0,0,10,0,17,20,27,0,11,1,1,0,0,0,5904,2,1,0,1,0,0,5,28,8,1,0,0,0,660,149,0,0.36,0
breeem#21156,2154,2961,774,0,0,0,8,0,9,5,17,0,3,1,1,0,0,0,2186,1,1,0,1,0,0,2,53,7,0,0,0,0,360,18,1,0.25,0
Eldro#1142,2573,508,120,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,388,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0.4,0
