battletag,SR,all_damage_done,barrier_damage_done,cards,critical_hit_accuracy,critical_hits,deaths,defensive_assists,eliminations,enemies_emp'd,enemies_hacked,environmental_kills,final_blows,games_lost,games_played,games_tied,games_won,healing_done,hero_damage_done,medals,medals_-_bronze,medals_-_gold,medals_-_silver,melee_final_blows,multikills,objective_kills,objective_time_seconds,offensive_assists,quick_melee_accuracy,shield_generators_destroyed,solo_kills,teleporter_pads_destroyed,time_played_seconds,time_spent_on_fire_seconds,turrets_destroyed,weapon_accuracy,win_percentage
Jrbarnes729#2499,1798,50241,0,0,0,0,77,0,119,35,47,0,40,4,7,0,3,0,0,21,7,5,9,0,0,56,697,12,0,0,7,0,3600,268,15,0.37,0.41
Jeckal#2354,2370,7340,1100,1,0,0,4,0,27,18,29,0,12,0,1,0,1,0,6232,2,1,0,1,1,0,2,47,12,0,0,4,0,600,131,0,0.37,1.0
PepperHood#1415,2151,1698,416,0,0,0,3,0,4,10,13,0,2,0,0,0,0,0,1282,1,1,0,1,0,0,3,19,2,0,0,0,0,180,0,0,0.38,1.0
Holy#1376,2088,5161,0,0,0,0,10,0,12,4,12,0,7,1,1,0,0,0,0,4,1,1,2,0,0,1,26,5,0,0,1,0,660,0,0,0.34,0.37
Puppy#11335,2602,428,184,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,6,0,0,0,0,0,60,0,0,0.18,0
Donut#21158,2793,369,157,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,1,6,0,0,0,0,0,59,0,0,0.23,0
Metsik#1836,1677,32787,6042,0,0,0,60,0,51,57,95,0,21,5,5,0,1,0,21443,7,6,1,0,0,0,27,383,27,0,0,9,0,3600,226,0,0.27,0.09
Shiyo#1636,2736,2218,480,0,0,0,1,0,5,2,5,0,0,0,0,0,0,0,1738,0,0,0,0,0,0,2,2,1,0,0,0,0,60,18,0,0.44,1.0
Icewem#2288,1858,880,592,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,288,0,0,0,0,0,0,0,3,0,0,0,0,0,120,0,0,0.32,0
GaryNash#1366,1894,4801,672,0,0,0,7,0,8,10,19,0,2,1,1,0,0,0,4128,1,0,0,1,2,0,5,77,5,0,0,0,0,480,24,0,0.45,0
Vorpality#1205,564,103179,39057,0,0,0,205,0,225,86,268,0,73,12,19,1,6,0,51979,48,17,14,17,1,1,135,1681,91,0,0,12,0,10800,193,14,0.2,0.31
Bilibili#11247,3025,9206,1280,1,0,0,8,0,31,27,37,0,13,0,1,0,1,0,6164,3,0,1,2,1,0,16,64,21,0,0,1,0,720,394,0,0.33,0.74
Darkmek#1832,2659,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0
Bewegungslos#21477,1693,3375,721,0,0,0,1,0,4,1,7,0,1,0,0,0,0,0,852,0,0,0,0,0,0,0,23,4,0,0,0,0,120,0,0,0.29,1.0
Sheep#22403,2244,8289,829,0,0,0,9,0,30,16,18,0,12,1,1,0,0,0,5957,4,1,0,2,0,0,15,93,13,1,0,1,0,660,189,0,0.37,0.07
Bastion#21936,2058,9288,1423,0,0,0,11,0,22,8,17,0,7,1,1,0,0,0,6674,3,2,1,1,1,0,13,74,9,1,0,0,0,780,131,3,0.35,0.35
TheWorld#3169,3134,1171,173,0,0,0,3,0,4,2,2,0,2,0,0,0,0,0,990,1,0,0,0,0,0,1,6,2,0,0,0,0,120,0,0,0.31,1.0
HailStone#1417,1980,5637,676,0,0,0,8,0,18,9,19,0,11,0,1,0,1,0,3532,3,2,0,1,0,0,5,14,7,0,0,2,0,600,19,0,0.28,0.58
toupix#2856,1346,800,0,0,0,0,5,0,3,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,180,0,0,0.21,0
Fa1con#4182,1320,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0
zaptobond#2389,1726,2516,507,0,0,0,11,0,2,6,9,0,1,1,1,0,0,0,2005,3,1,0,1,0,0,0,27,2,0,0,0,0,480,0,4,0.39,0
SpicyHanzo#1577,2505,4810,0,0,0,0,12,0,21,6,14,0,5,1,1,0,0,0,0,2,1,0,1,0,1,13,53,7,0,0,0,0,600,96,0,0.31,0
Dekonado#1569,2238,1631,187,0,0,0,3,0,9,4,12,0,1,0,0,0,0,0,1249,0,0,0,0,0,1,5,13,5,0,0,0,0,180,0,1,0.35,0
Monox#2622,1717,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0.88
Greedy#21471,2279,1721,94,0,0,0,9,0,13,2,7,0,4,0,1,0,0,0,1539,1,1,0,0,0,0,5,41,3,0,0,0,0,360,0,0,0.21,0.14
Whisperio#2901,2128,3794,867,0,0,0,6,0,15,2,14,0,6,0,1,0,0,0,2926,2,0,0,1,0,0,4,19,10,0,0,0,0,480,0,0,0.23,0.91
Tuffeli#2819,2393,1684,53,0,0,0,4,0,5,3,3,0,1,0,0,0,0,0,1631,1,0,0,0,0,0,3,4,3,0,0,0,0,180,7,0,0.43,0.39
Specs19#1340,2473,6346,1259,0,0,0,10,0,18,11,30,0,7,1,1,0,0,0,4850,2,1,1,0,1,0,5,82,10,0,0,0,0,720,37,0,0.3,0.41
Lund#1992,2635,22765,2918,0,0,0,27,0,59,36,50,0,33,1,3,0,2,0,14137,9,3,2,4,2,0,16,201,22,1,0,7,0,2340,18,1,0.38,0.62
Aerotank#11921,3321,85780,10254,1,0,0,92,0,221,175,291,0,107,5,9,1,4,0,60833,25,13,3,8,11,2,90,670,106,1,0,20,0,3600,1071,1,0.42,0.45
WhereIsMyDad#11911,3407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1.0
djack#21571,3480,815,0,0,0,0,1,0,1,2,3,0,1,0,0,0,0,0,815,1,0,0,0,0,0,0,0,2,0,0,0,0,60,0,0,0.28,1.0
jesuscries#4969,2051,1934,172,0,0,0,2,0,1,3,5,0,0,0,0,0,0,0,861,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0.51,0
feruskas#1265,2395,12457,3123,0,0,0,11,0,36,22,27,0,10,0,1,0,1,0,6893,1,0,0,0,1,0,15,81,10,0,0,1,0,1020,17,1,0.28,0.88
Rokillers#1806,2199,718,144,0,0,0,0,0,4,0,2,0,1,0,0,0,0,0,574,0,0,0,0,0,0,0,0,2,0,0,0,0,56,0,0,0.27,1.0
Crow#22209,1516,14875,0,1,0,0,15,0,41,31,43,0,16,1,2,0,0,0,0,5,1,2,2,1,1,16,119,12,0,0,5,0,1140,160,16,0.33,0.3
jeninhox#2119,2303,21070,4259,1,0,0,17,0,37,29,38,0,14,1,3,0,1,0,12306,9,7,0,2,0,0,17,81,10,1,0,3,0,1680,34,1,0.36,0.31
SherShow#2140,2575,473,67,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,405,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0.54,1.0
Frost#14307,2549,2143,269,0,0,0,6,0,6,5,9,0,3,1,1,0,0,0,1874,1,1,0,0,0,0,3,12,4,0,0,0,0,300,0,0,0.29,0
Norom#2721,2672,2254,68,0,0,0,3,0,7,2,6,0,2,0,0,0,0,0,2088,1,1,0,0,0,0,2,12,2,0,0,1,0,240,0,0,0.35,0
Novaprospect#1310,2762,13888,2505,0,0,0,17,0,23,19,43,0,9,1,1,0,0,0,7286,2,1,0,1,0,0,8,73,14,0,0,0,0,1080,0,0,0.42,0
legend#13810,1709,3015,0,0,0,0,3,0,3,1,1,0,2,1,1,0,0,0,0,1,0,0,0,0,0,1,9,1,0,0,0,0,240,0,0,0.49,0
Dee#12603,2762,8385,1210,0,0,0,12,0,23,21,45,0,10,1,1,0,0,0,6983,1,0,0,0,2,0,8,26,23,0,0,2,0,840,38,0,0.34,0
FlashWhisky#21311,1886,1980,0,0,0,0,4,0,6,5,11,0,5,0,0,0,0,0,1980,2,2,0,0,0,0,0,18,1,0,0,2,0,180,0,0,0.29,0
Papouse#1148,2912,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,20,0,0,0.04,1.0
DracoValius#2155,2280,457,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,457,0,0,0,0,0,0,1,19,0,0,0,0,0,120,0,0,0.36,0
Akatsuki#12127,2837,7099,2228,0,0,0,4,0,28,6,16,0,8,0,1,0,1,0,4849,1,1,0,1,0,0,12,33,13,0,0,0,0,360,120,0,0.3,1.0
Sm0KeY#2545,1768,1403,0,0,0,0,5,0,5,10,12,0,2,0,0,0,0,0,1344,0,0,0,0,0,0,1,12,3,0,0,1,0,240,51,0,0.26,0
Lust#21285,3816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1.0
Kash#12694,2389,176,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,2,0,0,0,0,0,50,0,0,0.25,1.0
nowAy#21864,2499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
MushiSushi#11305,2563,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0.27
Safire#2743,2719,4944,0,0,0,0,10,0,14,7,18,0,3,1,1,0,0,0,0,1,0,0,0,0,0,6,62,8,0,1,1,1,660,178,3,0.33,0.36
Sunburst#2766,2772,3245,304,0,0,0,5,0,12,11,27,0,5,0,0,0,0,0,2200,1,0,1,0,0,0,7,29,10,0,0,0,0,420,24,1,0.36,0
Lexie63#2722,3051,36,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0.33,0
Wobbly#11485,2755,11020,594,0,0,0,19,0,26,26,51,0,8,2,2,0,0,0,9199,3,1,1,0,0,0,13,107,14,0,0,4,2,1320,37,7,0.3,0.15
SoonSoo#1106,2902,3119,173,0,0,0,8,0,8,9,13,0,1,1,1,0,0,0,2121,3,2,0,1,0,0,3,19,4,0,1,0,0,420,0,7,0.36,0.31
Twiinsun#2895,3223,205,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,1,0,0,0,0,60,0,0,0.21,0
Ashriel#1459,3201,278920,50178,11,0,0,233,0,662,538,926,0,211,12,29,0,16,0,168328,63,29,8,26,14,5,303,2702,405,1,0,29,0,18000,3172,12,0.37,0.56
Rychex#21500,2425,879,160,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,719,0,0,0,0,0,0,0,0,0,1,0,0,0,60,0,0,0.39,1.0
kai#12829,2934,4492,418,0,0,0,4,0,3,5,6,0,1,0,0,0,0,0,2442,2,1,0,0,1,0,0,10,1,0,0,1,0,240,0,0,0.43,0
Glowmon#3572,2400,36802,5426,1,0,0,43,0,73,68,97,0,37,4,5,0,1,0,22781,5,1,1,3,2,0,16,129,23,0,0,11,0,3240,62,1,0.44,0.26
tylersfren#2770,2857,779,371,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,408,0,0,0,0,0,0,1,5,0,0,0,0,0,60,0,0,0.4,0
KantProp#1708,2513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,1.0
Savage#13547,3000,920,0,0,0,0,3,0,5,4,7,0,3,0,0,0,0,0,920,1,0,0,0,1,0,4,21,3,1,0,1,0,120,0,0,0.34,0
ItsjustAjoke#2674,1671,20133,3606,1,0,0,30,0,59,27,31,0,21,1,3,0,2,0,13502,5,1,1,3,2,0,18,89,17,1,0,6,1,1620,18,10,0.33,0.75
Ignity#2660,1350,6322,248,0,0,0,11,0,7,12,24,0,5,1,1,0,0,0,3400,2,1,1,0,0,0,1,51,3,0,0,2,0,540,0,0,0.41,0.13
H4XS#2139,2478,160,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0.13,0.84
LazyTitan#110988,2530,388,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,120,0,2,0.15,0.06
chaft#6583,2109,5264,834,0,0,0,13,0,13,11,19,0,4,1,1,0,0,0,3184,2,1,0,2,0,0,4,29,9,1,1,0,0,840,24,0,0.3,0
NonneTrapue#2257,4102,2555,495,0,0,0,5,0,7,4,6,0,2,0,0,0,0,0,1928,1,0,0,1,1,0,5,34,1,0,0,1,0,180,37,0,0.43,0
Bhizt#2641,3261,3172,201,0,0,0,2,0,15,6,13,0,7,0,0,0,0,0,2873,1,1,0,0,0,0,1,1,4,0,0,1,0,300,0,0,0.31,0
Laznevil#2103,2132,3690,653,0,0,0,3,0,15,5,12,0,2,0,0,0,0,0,1137,1,0,0,0,0,1,3,20,8,0,0,0,0,300,0,0,0.18,0
Winston#11311,2823,2862,637,0,0,0,3,0,11,5,11,0,6,0,0,0,0,0,2226,1,1,0,0,1,0,8,43,8,0,0,1,0,360,51,0,0.31,0
AnoosePunish#1997,3351,13715,2354,0,0,0,9,0,39,26,35,0,16,0,2,0,1,0,10857,4,1,0,3,0,0,16,103,15,0,0,3,0,1080,113,2,0.38,0.87
recursante#1261,2804,2589,120,0,0,0,4,0,11,4,11,0,5,0,0,0,0,0,2389,2,0,1,1,0,0,7,33,7,0,0,1,0,240,18,0,0.38,0.44
Bloedstorm#21767,3806,25486,5476,1,0,0,43,0,63,52,69,0,11,4,5,0,1,0,18933,9,4,0,5,1,0,22,162,24,0,0,1,0,2700,75,1,0.3,0.19
Magpie#2112,2720,1664,271,0,0,0,3,0,8,6,8,0,2,0,0,0,0,0,1394,1,0,0,0,0,0,7,23,7,1,0,0,0,180,27,0,0.29,0
Tony#1590,2897,101,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,2,0,0,0,0,0,28,0,0,0.26,0
Legend#13664,1632,139,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0.17,0
MrWinsconsin#1301,3789,218,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,218,0,0,0,0,0,0,3,9,0,0,0,0,0,37,1,0,0.28,1.0
Darkiche#2193,2251,331,215,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,2,0,0,0,0,0,52,0,0,0.14,0
Undefined#1451,2803,7102,78,1,0,0,5,0,28,14,34,0,14,0,1,0,1,0,7003,5,2,2,1,0,0,17,90,15,0,0,1,0,720,169,0,0.33,0.98
BattleTag#14502874,2069,23112,1661,1,0,0,19,0,48,36,43,0,17,1,2,0,2,0,14015,8,2,0,5,2,0,21,141,19,1,1,8,1,1620,39,19,0.34,0.76
ExDaBase#2408,2435,45760,3570,2,0,0,45,0,120,76,119,0,51,1,6,0,5,0,34022,15,10,1,4,8,1,41,294,51,0,0,18,1,3600,231,1,0.38,0.75
H4xx0R#11913,2404,3614,1187,0,0,0,9,0,7,2,7,0,2,0,1,0,0,0,2367,3,1,1,1,0,0,4,39,0,0,0,0,0,660,9,4,0.26,0.53
Anoneumuss#1557,2896,791,104,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,688,1,1,0,1,0,0,0,4,0,0,0,1,0,60,0,0,0.42,0
Shovinus#2677,1775,10716,1734,0,0,0,20,0,21,15,34,0,8,1,2,0,1,0,6782,3,2,0,1,0,0,10,46,12,1,0,0,0,1200,18,0,0.26,0.42
EgyGirlGamer#21592,2782,3067,1605,0,0,0,4,0,4,5,11,0,1,0,0,0,0,0,1325,0,0,0,0,0,0,2,15,2,0,0,1,0,180,0,0,0.3,0
Xero#2424,3014,432,360,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,72,0,0,0,0,0,0,1,3,1,0,0,0,0,34,0,0,0.09,0
Dessci#2857,2723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Rooster#21859,2106,3700,0,0,0,0,11,0,20,3,20,0,7,1,1,0,0,0,0,2,1,0,0,0,0,3,33,7,0,0,2,0,600,0,5,0.34,0
Prospector#11288,2715,408,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,407,0,0,0,0,0,0,0,10,0,0,0,0,0,60,0,0,0.25,0.32
Evers#11456,2522,160,24,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,3,0,0,0,0,0,42,0,0,0.43,1.0
bunterr#1237,3086,246,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,5,0,0,0,0,0,22,0,0,0.87,0.81
anzoow#2552,2616,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0.12,0
Meshal#21644,2575,11712,1391,0,0,0,8,0,25,16,26,0,8,0,1,0,1,0,5717,4,3,0,1,0,0,10,42,8,0,0,1,0,780,56,0,0.39,1.0
CheesePills#1782,2570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Joona#2930,3529,6076,369,0,0,0,7,0,29,13,19,0,9,0,1,0,1,0,5666,4,1,2,1,1,1,11,20,7,0,0,1,0,780,0,0,0.35,0.87
Seraphim#1777,2248,12612,2570,0,0,0,14,0,38,24,38,0,15,1,1,0,1,0,7249,5,2,2,1,1,0,12,58,24,1,0,0,0,960,326,0,0.36,0.46
JordanFolk#2214,1963,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0
IRENE#31806,2127,793,0,0,0,0,0,0,1,3,4,0,1,0,0,0,0,0,793,2,1,0,0,1,0,1,6,0,1,0,0,0,120,0,0,0.21,0
Neve#31495,2209,1588,422,0,0,0,2,0,1,4,6,0,0,0,0,0,0,0,712,1,0,0,0,0,0,0,8,1,0,0,0,0,120,0,0,0.38,0
boweN#21744,2226,6119,248,1,0,0,8,0,27,9,19,0,8,0,1,0,1,0,5432,4,1,1,1,0,0,17,76,11,0,0,0,0,600,170,1,0.3,1.0
Xzombieman1X#1946,1056,76,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,1,0,0,0,0,0,46,0,0,0.18,0
natuJp#1815,3450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,1.0
Blazron#2674,3166,467,0,0,0,0,0,0,5,0,2,0,1,0,0,0,0,0,467,0,0,0,0,0,1,1,2,2,0,0,0,0,53,53,0,0.29,1.0
Jumpman#11568,2290,177,40,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,5,0,0,0,0,0,60,0,0,0.66,0
Fertumio#2860,2856,3571,824,0,0,0,4,0,5,7,8,0,1,0,1,0,0,0,1654,1,1,0,1,0,0,3,31,2,0,0,0,0,300,0,1,0.42,0.29
yukari#31964,1917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Firestorm#2159,2616,1015,144,0,0,0,2,0,3,3,4,0,2,0,0,0,0,0,871,0,0,0,0,0,0,2,13,0,0,0,1,0,60,0,0,0.31,0
JackLin#3444,1885,112,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0.2,0
Spud#2441,2007,2517,281,0,0,0,6,0,11,7,18,0,4,0,1,0,0,0,2235,2,1,1,1,0,0,6,45,6,0,0,0,0,360,18,1,0.32,0
IndigoM#2905,3334,6743,921,0,0,0,7,0,18,15,21,0,7,0,1,0,1,0,5094,0,0,0,0,0,0,4,88,11,0,0,1,0,540,149,0,0.45,1.0
Flux#11202,1590,13603,2007,1,0,0,12,0,46,14,35,0,19,1,2,0,1,0,10905,8,3,4,1,3,0,17,139,17,0,0,3,0,1260,163,0,0.37,0.45
Code#1659,2286,8,0,0,0,0,3,0,0,0,4,0,0,0,1,0,0,0,8,2,1,0,1,0,0,0,2,2,0,0,0,0,300,0,0,0.01,0.64
borscht#21166,2926,3842,63,0,0,0,0,0,13,3,9,0,6,0,0,0,0,0,1778,1,0,0,1,0,0,3,42,5,0,0,0,0,180,52,0,0.3,1.0
skrskr#1977,2617,3509,69,0,0,0,2,0,3,4,8,0,1,0,0,0,0,0,1430,1,1,0,0,0,0,1,8,0,0,0,0,0,120,0,0,0.35,0
Max#214878,2656,226559,31074,7,0,0,205,0,609,403,684,0,240,7,22,1,15,0,151085,69,28,13,29,42,3,265,2103,316,1,0,47,0,14400,4152,6,0.32,0.68
Kii#21232,1878,7079,1772,1,0,0,4,0,20,14,26,0,4,0,1,0,1,0,4706,4,2,1,1,0,0,7,37,14,0,0,0,0,600,253,0,0.32,0.83
mrcanadaman#1462,3984,5049,620,0,0,0,10,0,7,11,16,0,1,0,0,0,0,0,4428,2,0,0,1,0,0,5,20,3,0,0,0,0,300,9,0,0.4,0
Guim#21235,2922,29810,4998,0,0,0,36,0,96,67,115,0,30,3,4,0,1,0,19626,12,8,1,3,1,0,50,427,56,0,0,2,0,2760,683,0,0.3,0.14
p0ni#21213,3492,806,225,0,0,0,3,0,2,2,3,0,2,0,0,0,0,0,581,0,0,0,0,0,0,0,2,0,0,0,0,0,60,0,0,0.28,0
Aurora#12367,2361,25289,3666,2,0,0,14,0,65,34,72,0,34,0,2,0,2,0,15867,10,3,5,2,1,0,22,330,33,0,0,10,0,1380,686,5,0.44,0.89
Murlocmonero#2352,3332,3396,712,0,0,0,3,0,14,8,14,0,4,0,0,0,0,0,2629,1,0,0,1,0,1,8,10,7,0,0,1,0,360,19,0,0.29,0
MyLitleBrony#2199,1772,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0
Seb#21352,2857,1003,120,0,0,0,3,0,2,0,2,0,1,0,0,0,0,0,883,0,0,0,0,0,0,1,17,0,0,0,1,0,120,0,0,0.42,0
ItsCharlieC#2391,2157,971,224,0,0,0,2,0,2,6,7,0,1,0,0,0,0,0,624,0,0,0,0,0,0,2,12,1,0,0,0,0,60,0,0,0.29,0.01
Rikersbeard#11726,2374,319,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0.25,0
BenKaz#11412,2242,1516,0,0,0,0,6,0,1,2,6,0,1,1,1,0,0,0,0,3,1,2,1,0,0,0,2,1,0,0,0,0,300,0,2,0.36,0.19
madcake#2744,2646,128,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0.26,0.03
winter#11545,2259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0
curlbap#2531,2682,1587,559,0,0,0,1,0,5,3,8,0,0,0,0,0,0,0,1024,0,0,0,0,0,0,4,38,3,0,0,0,0,120,35,0,0.33,0
Biscerdini#1701,2088,4709,213,1,0,0,2,0,11,8,11,0,7,0,1,0,1,0,4155,4,1,2,1,2,0,4,22,3,1,0,5,0,240,80,0,0.36,1.0
iAmWhiss#1702,2485,1744,1106,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,623,0,0,0,0,0,0,0,10,1,0,0,0,0,60,0,0,0.3,0
VicVinegar#1557,2663,679,75,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,504,1,1,0,0,0,0,0,10,0,0,0,0,0,120,0,0,0.48,1.0
Duman#2102,2510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1.0
Fr0#2602,3026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
WaltDilinger#1591,2779,7719,997,0,0,0,8,0,16,15,20,0,8,1,1,0,0,0,4615,2,1,0,1,1,0,8,55,6,0,0,0,0,600,17,0,0.32,0
Reznikov#21841,3858,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0
TheMilkman#21252,2513,467,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,435,0,0,0,0,0,0,0,0,0,0,0,1,0,60,0,0,0.22,1.0
Remington#21624,3108,2890,383,0,0,0,8,0,3,4,4,0,2,1,1,0,0,0,1589,2,0,1,1,1,0,1,19,1,0,0,2,0,300,0,0,0.36,0
PanDaP0W#2287,3420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
Axenari#2180,3392,2461,131,0,0,0,8,0,11,12,18,0,7,0,1,0,0,0,2330,1,1,0,0,0,0,7,28,6,1,0,3,0,480,76,0,0.28,0.44
Spunelli#1163,1931,695,424,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,247,1,1,0,0,0,0,2,24,0,0,0,0,0,120,0,0,0.17,0.7
j4ycorn#1824,1353,134,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0.31,0
Harrrry#21554,1941,3041,541,0,0,0,5,0,2,7,13,0,0,1,1,0,0,0,2499,1,1,0,1,0,0,1,22,1,1,0,0,0,240,31,0,0.34,0
Kayu#2756,2862,1416,48,0,0,0,2,0,3,4,6,0,0,0,0,0,0,0,1368,0,0,0,0,0,0,1,2,0,0,0,0,0,120,0,0,0.26,0
Kai#14958,1035,200,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0.29,1.0
Tachito#11899,2980,1940,306,0,0,0,2,0,3,1,3,0,2,0,0,0,0,0,1042,1,0,0,0,0,0,3,24,1,0,0,0,0,120,0,0,0.36,1.0
K1llr0yale#2125,1797,7404,995,0,0,0,16,0,7,12,30,0,3,1,2,0,1,0,4397,6,2,2,2,1,0,2,70,4,1,0,2,0,780,0,1,0.3,0.47
Bomec#21959,3381,5128,0,0,0,0,3,0,14,10,23,0,6,0,1,0,0,0,0,2,1,1,1,0,0,2,61,9,0,0,3,0,540,9,1,0.35,0.47
Remedy#21239,2007,5178,1441,0,0,0,12,0,3,6,8,0,2,1,1,0,0,0,2585,1,1,0,0,0,0,1,6,2,0,0,0,0,480,0,3,0.48,0.21
Bleach#12357,2521,4071,817,0,0,0,4,0,9,4,9,0,5,0,0,0,0,0,2931,1,0,0,0,1,0,7,40,6,0,0,1,0,240,91,0,0.38,0.59
RandomMonkey#1736,1248,22319,2349,2,0,0,40,0,46,54,94,0,22,1,3,0,2,0,11628,5,5,0,0,0,0,15,154,25,0,0,3,0,2700,13,0,0.39,0.61
