battletag,SR,all_damage_done,barrier_damage_done,cards,critical_hit_accuracy,critical_hits,deadeye_kills,deaths,defensive_assists,eliminations,environmental_kills,fan_the_hammer_kills,final_blows,games_lost,games_played,games_tied,games_won,healing_done,hero_damage_done,medals,medals_-_bronze,medals_-_gold,medals_-_silver,melee_final_blows,multikills,objective_kills,objective_time_seconds,offensive_assists,quick_melee_accuracy,shield_generators_destroyed,solo_kills,teleporter_pads_destroyed,time_played_seconds,time_spent_on_fire_seconds,turrets_destroyed,weapon_accuracy,win_percentage
Ba55#11280,2528,15867,5913,0,0.05,8,3,16,0,30,0,7,19,1,2,0,0,0,9803,5,1,3,1,0,0,16,86,0,0,0,3,0,840,85,5,0.47,0.22
RDales#1677,2045,10890,1163,0,0.07,10,3,18,0,18,0,0,10,1,1,0,0,0,9572,2,1,0,1,0,1,7,32,0,0,0,6,0,840,111,0,0.5,0.17
Trydom#1925,3003,9350,2212,0,0.14,13,3,8,0,18,0,0,12,1,1,0,0,0,7138,2,1,0,0,0,0,2,12,0,0,0,2,0,600,0,0,0.27,0
Ingar#11845,2933,19463,3838,0,0.09,21,7,18,0,34,0,3,15,1,1,0,0,0,15484,4,1,3,0,0,1,13,91,0,0,0,5,0,900,275,1,0.47,0
Gremlin#22834,2575,160669,38563,4,0.08,197,34,141,0,358,0,14,203,5,14,1,8,0,121573,48,13,15,19,0,2,156,1087,0,0,0,31,0,7200,1676,1,0.51,0.61
Hanamiya#21891,2341,46739,8661,1,0.11,60,17,40,0,119,0,1,68,1,5,0,3,0,37786,8,2,1,5,1,0,34,152,0,0,0,18,0,3240,336,0,0.35,0.68
Werutgbs#21449,2051,46476,7588,0,0.11,66,15,33,0,88,0,7,48,2,3,0,2,0,37099,8,3,2,4,1,0,36,237,0,0,0,8,0,2580,382,3,0.45,0.53
dizax#2286,2675,4934,1276,0,0.14,7,1,8,0,13,0,0,9,0,0,0,0,0,3657,1,0,0,0,1,0,4,37,0,0,0,4,0,360,0,0,0.36,0
EyeSea#21604,2949,1295,396,0,0.05,1,0,1,0,3,0,1,0,0,0,0,0,0,898,0,0,0,0,0,0,1,11,0,1,0,0,0,60,0,0,0.42,0
Selkreth#1733,1847,271866,69669,2,0.08,245,89,254,0,527,0,77,305,11,25,1,14,0,198004,67,23,17,26,1,5,220,1466,0,1,0,85,0,14400,1372,4,0.41,0.55
Shutter#11422,2658,10214,1684,0,0.02,3,4,4,0,18,0,2,6,0,1,0,1,0,8530,3,2,1,0,0,0,11,35,0,0,0,0,0,480,0,0,0.53,1.0
Hat#11434,3506,13388,0,0,0.07,14,0,12,0,17,0,1,8,1,1,0,0,0,0,3,1,0,3,0,0,6,85,0,0,0,1,0,900,66,1,0.54,0
Darkeer13#1439,2052,4903,1141,0,0.03,2,2,6,0,9,0,3,3,0,0,0,0,0,3741,0,0,0,0,0,0,5,23,0,1,0,0,0,360,0,0,0.28,0.41
Naios#11470,2521,208509,37992,4,0.13,304,55,173,0,380,0,17,218,9,16,0,7,0,169415,40,15,11,14,3,1,170,803,0,0,0,44,0,10800,1511,3,0.41,0.44
ronsta02#2331,2529,20608,3924,0,0.05,14,4,25,0,47,0,10,28,1,2,0,1,0,16312,3,1,0,2,1,0,22,113,0,0,0,4,0,1560,70,0,0.35,0.45
LukeKnows#2155,2771,11533,1737,0,0.09,14,4,7,0,27,0,1,14,1,1,0,0,0,9574,2,1,2,0,1,0,18,115,0,1,0,3,0,480,182,0,0.38,0
Sharkbboy#1923,2861,45328,13685,0,0.06,34,7,58,0,75,0,12,40,4,6,0,2,0,30108,9,5,0,4,0,0,24,173,0,0,0,10,0,3600,34,7,0.31,0.33
Moncrot#1806,1894,124095,24142,1,0.08,118,44,121,0,239,0,54,145,8,14,0,6,0,98519,27,14,4,9,0,1,80,316,0,0,0,41,0,7200,415,0,0.38,0.43
Mimed#21773,944,5431,62,0,0.12,8,1,13,0,17,0,0,11,1,2,0,1,0,5368,3,2,0,1,0,0,9,62,0,0,0,3,0,600,18,0,0.37,0.38
Asura#1951,3131,4891,414,0,0.15,10,2,4,0,15,0,1,10,0,0,0,0,0,4475,1,0,0,1,1,0,3,5,0,0,0,1,0,300,57,0,0.33,1.0
Pinkpanty#21782,1990,161251,39553,2,0.08,143,38,163,0,291,0,41,160,8,14,0,6,0,120121,33,10,5,18,3,1,132,1021,0,0,0,27,0,7200,652,0,0.4,0.4
melonbyul#1696,2281,12932,2416,0,0.14,20,3,11,0,20,0,1,12,0,1,0,1,0,10361,2,1,0,1,0,0,7,38,0,0,0,3,0,840,64,0,0.32,0.66
kvartira#1917,2632,4427,0,0,0.06,5,2,3,0,8,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,7,40,0,0,0,0,0,240,0,0,0.54,1.0
Harryolo#2305,2972,3857,974,0,0.06,3,1,5,0,5,0,0,4,0,0,0,0,0,2882,0,0,0,0,0,0,4,14,0,0,0,0,0,240,0,0,0.4,1.0
Vechron#1932,2479,81091,20258,1,0.09,89,17,67,0,130,0,22,82,4,7,0,3,0,59971,11,3,3,5,1,1,42,181,0,0,0,19,0,3600,509,0,0.38,0.48
Matehhohh#1259,1714,1211,1148,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0.11,1.0
Cott#21653,3191,16943,2961,0,0.06,14,3,22,0,26,0,5,18,1,2,0,1,0,13853,5,2,2,1,0,0,2,8,0,0,0,5,0,1140,22,0,0.43,0.61
Gezeiten#2806,40,17049,0,0,0.01,6,6,37,0,36,0,23,18,0,2,0,1,0,0,3,1,0,1,0,0,19,124,0,0,0,5,0,1860,5,0,0.3,0.28
Torbjorn#11581,2051,955,470,0,0.11,1,0,3,0,3,0,1,3,0,0,0,0,0,485,0,0,0,0,0,0,0,1,0,0,0,0,0,60,0,0,0.39,0
KetchupBear#1143,2515,25076,6003,1,0.06,17,9,20,0,61,0,5,23,2,2,0,1,0,18797,7,3,1,3,0,1,30,173,0,0,0,2,0,1680,123,0,0.41,0.3
Bir3D#2778,2487,2156,0,0,0.12,4,0,4,0,3,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,240,0,0,0.3,0
JRawBreakeR#1113,1955,26415,5595,0,0.06,24,12,15,0,56,0,0,34,0,1,0,1,0,20817,4,2,1,1,2,1,15,112,0,1,0,5,0,1320,365,0,0.45,0.67
Bonefister#1879,2260,14933,3857,0,0.05,10,7,20,0,19,0,6,15,1,2,0,1,0,10955,5,0,3,1,0,0,11,62,0,0,0,3,0,960,129,0,0.47,0.58
Frank101#2492,2142,2183,1070,0,0.11,2,0,4,0,2,0,1,0,0,0,0,0,0,1112,1,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0.32,0
DHV#1261,1844,88965,19756,0,0.06,71,36,85,0,154,0,14,82,6,10,0,4,0,68383,16,10,4,2,0,3,62,316,0,0,0,17,0,3600,183,0,0.39,0.35
LeeDave#1912,2858,588056,160214,11,0.07,498,126,443,0,1026,0,156,604,19,43,1,23,0,421442,104,37,32,35,7,9,377,2732,0,0,0,131,0,28800,3450,35,0.47,0.54
Bronx#1631,2462,640582,117963,12,0.11,826,174,517,0,1253,0,48,785,24,51,2,24,0,516826,120,37,38,46,1,15,420,1308,0,0,0,162,0,36000,4096,3,0.44,0.5
Coast#11520,2256,10248,2816,0,0.07,8,2,8,0,29,0,3,7,0,1,0,1,0,7432,2,1,0,1,0,0,12,105,0,1,0,1,0,660,6,0,0.37,0.61
SSNNOO#1713,3000,683123,0,14,0.1,984,94,505,0,1256,0,53,711,29,48,1,18,0,0,110,34,39,36,6,7,441,1851,0,0,3,129,2,32400,4888,64,0.46,0.36
L1nk#11561,1626,44253,12324,0,0.12,49,13,37,0,63,0,1,33,3,4,0,1,0,31141,8,2,2,4,0,1,26,196,0,0,0,11,0,2520,56,2,0.35,0.32
LiptonTea#1412,1765,38740,10994,0,0.05,29,7,32,0,80,0,24,36,1,3,0,3,0,27547,7,2,2,4,0,0,45,443,0,0,0,6,0,2460,150,0,0.34,0.74
Micha#11224,1989,2484,728,0,0.13,3,1,4,0,4,0,0,4,1,1,0,0,0,1756,2,1,1,1,0,0,2,0,0,1,0,0,0,180,0,0,0.51,0
alexgalaxy24#2326,3699,52983,11327,1,0.08,48,19,31,0,109,0,5,65,3,4,0,1,0,41002,12,6,4,3,2,2,33,130,0,0,0,13,0,2820,407,0,0.46,0.35
LoudWhisper#21976,2266,150387,50194,0,0.05,117,39,151,0,232,0,10,128,9,12,0,2,0,98589,24,10,6,7,5,2,71,498,0,0,0,32,0,7200,488,5,0.4,0.19
Nimre#1842,2499,1623,25,0,0.14,3,0,2,0,1,0,0,0,0,0,0,0,0,1597,1,0,0,0,0,0,1,6,0,1,0,0,0,120,0,1,0.44,0
Legend#32312,2236,23268,4540,0,0.12,34,9,24,0,42,0,7,28,1,3,1,1,0,18725,4,1,1,2,0,1,15,53,0,0,0,12,0,1800,111,0,0.42,0.54
Digger#1628,1960,26921,3197,0,0.05,21,6,46,0,42,0,10,28,3,4,0,0,0,22173,8,3,1,3,0,1,15,62,0,0,0,11,0,2340,55,3,0.45,0.07
Shanked#2570,1642,287,61,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0.36,1.0
NewThreat#1840,2366,22166,5028,0,0.08,23,6,25,0,40,0,17,27,2,3,0,0,0,16792,9,5,2,1,0,0,11,67,0,1,0,10,0,1560,53,0,0.48,0.18
EMPEROR#12498,3102,27177,8007,0,0.08,25,4,16,0,51,0,4,32,1,2,0,1,0,18363,6,1,4,2,0,0,24,107,0,0,0,6,0,1320,227,1,0.43,0.31
Klearchos#2986,2759,12128,1860,0,0.07,10,3,17,0,26,0,2,13,2,2,0,0,0,10267,2,1,1,0,0,0,8,39,0,0,0,4,0,900,14,0,0.4,0
KarQ#1811,4230,75043,18052,0,0.11,89,19,67,0,138,0,4,85,3,5,0,2,0,56302,12,5,4,4,2,1,49,221,0,0,0,17,0,3600,460,1,0.44,0.38
iWILDERNESS#1218,1705,266,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0.28,0
Batman#15262,2962,91441,22493,0,0.08,81,31,96,0,175,0,7,101,5,8,1,3,0,68419,16,8,2,7,0,1,59,354,0,0,0,31,0,3600,85,0,0.35,0.4
Bina#21422,3540,113525,23772,3,0.14,171,26,99,0,217,0,18,150,3,10,1,6,0,88779,29,9,12,9,0,1,64,344,0,0,0,37,0,3600,803,4,0.38,0.61
Skittles#12848,3701,103802,22708,3,0.1,115,24,76,0,210,0,6,126,3,9,0,6,0,79873,29,6,11,13,5,0,86,622,0,0,0,16,0,3600,691,3,0.43,0.66
Shye#11629,2989,39426,6661,0,0.16,72,6,38,0,67,0,3,45,2,4,0,1,0,32240,10,2,6,2,0,0,21,73,0,0,0,11,0,2040,351,1,0.44,0.27
CeleronBitch#2258,1546,68053,11876,1,0.05,52,24,89,0,170,0,54,108,4,9,0,5,0,54694,22,9,4,10,1,1,79,614,0,1,0,17,0,3600,494,2,0.45,0.6
gost#22634,2054,47335,8214,0,0.11,58,17,64,0,103,0,9,65,2,4,0,2,0,38567,12,3,4,5,0,1,54,212,0,0,0,15,0,3420,222,0,0.46,0.44
Ryujin#11681,2950,1956,305,0,0.09,2,0,2,0,2,0,0,0,0,0,0,0,0,1651,1,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0.34,0
Solfyre#1649,3114,171462,0,2,0.07,199,36,155,0,302,0,76,177,8,14,0,6,0,0,33,13,9,11,1,1,88,501,0,0,0,54,0,7200,529,2,0.51,0.43
MadaMada#21469,2102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
PlebsMaster#2804,2361,72584,9395,3,0.11,96,25,51,0,157,0,18,107,2,5,1,2,0,62734,15,3,9,3,5,3,41,115,0,0,0,29,0,3300,1534,0,0.51,0.45
Shibby#11440,1980,10251,2476,0,0.08,10,4,11,0,25,0,5,16,0,1,0,1,0,7772,2,1,1,0,1,0,10,46,0,0,0,4,0,840,104,1,0.4,0.64
Loso#1289,2476,4547,2027,0,0,0,0,7,0,2,0,0,2,1,1,0,0,0,2450,1,0,1,0,0,0,1,12,0,0,0,1,0,300,0,0,0.43,0
Teslares#2949,2484,4058,472,0,0.02,1,1,6,0,8,0,2,6,0,0,0,0,0,3586,1,0,0,0,1,0,1,1,0,1,0,0,0,240,0,0,0.58,0.84
Kpow#21862,2447,8872,1473,0,0.12,14,3,13,0,17,0,0,13,1,1,0,0,0,7396,2,0,1,1,0,0,3,49,0,0,0,4,0,600,38,0,0.5,0
LazyTitan#249400,1094,1067,358,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,710,1,1,0,0,0,0,1,10,0,1,0,0,0,300,0,0,0.12,0
ChewinTehFat#2496,3651,43334,9665,1,0.13,62,9,22,0,95,0,6,59,1,3,0,2,0,32915,10,2,4,4,0,0,39,158,0,0,0,17,0,2160,309,6,0.55,0.55
AbusiveQuoka#1241,2442,180760,39214,4,0.08,166,59,159,0,358,0,71,191,9,15,0,6,0,138531,33,10,12,11,2,1,152,713,0,0,0,46,0,7200,1642,8,0.48,0.4
BakedPotato#11841,2325,2464,0,0,0.11,4,0,5,0,1,0,0,1,0,0,0,0,0,2333,1,0,1,0,0,0,1,5,0,0,0,0,0,180,0,0,0.46,0
Jordan#12786,2146,42249,0,0,0.06,41,8,42,0,79,0,21,44,2,4,0,2,0,0,8,4,3,2,0,1,34,202,0,0,0,12,0,2880,372,0,0.31,0.54
MrBliss4#2720,2906,6123,1558,0,0.11,7,0,8,0,11,0,1,6,0,1,0,1,0,4565,1,1,0,1,0,0,4,32,0,0,0,0,0,480,0,0,0.37,1.0
TheRealOreo#11285,582,10625,1263,0,0.03,5,5,18,0,25,0,11,16,1,2,0,1,0,9362,2,2,0,0,0,1,12,74,0,0,0,4,0,1020,0,0,0.31,0.43
Sliggoo777#1350,3513,163982,30821,3,0.1,190,52,130,0,365,0,44,244,4,10,0,5,0,131837,30,5,12,12,2,4,143,452,0,0,0,51,0,7200,2308,0,0.46,0.54
ARCTIC#11124,2589,1124,438,0,0.18,2,0,2,0,1,0,0,1,0,0,0,0,0,686,0,0,0,0,0,0,1,0,0,0,0,0,0,60,0,0,0.26,0
Muriel#11210,4113,1100,655,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,445,1,1,0,0,0,0,0,6,0,0,0,0,0,60,0,0,0.31,0
Weedie#11205,3111,151019,24447,0,0.08,155,44,148,0,299,0,39,195,8,13,0,5,0,124687,30,11,9,10,4,3,99,356,0,0,0,51,0,7200,1250,0,0.38,0.41
Stheno#11210,3224,204604,43321,3,0.16,332,65,148,0,443,0,4,282,6,12,0,6,0,159493,34,6,17,11,8,7,168,560,0,0,0,40,0,7200,2845,1,0.44,0.51
Veronica#2222,2448,7977,766,0,0.02,4,2,10,0,24,0,16,13,1,1,0,0,0,7209,2,2,0,0,0,0,3,27,0,0,0,4,0,660,0,0,0.41,0.22
GrumpyKitten#27353,2402,8052,1657,0,0.08,7,1,19,0,30,0,2,14,0,2,0,2,0,6395,2,1,1,1,1,0,12,69,0,0,0,1,0,960,40,0,0.29,0.92
el3ctron#1771,1939,1597,766,0,0.05,1,0,2,0,3,0,2,1,0,0,0,0,0,831,0,0,0,0,0,0,1,2,0,0,0,0,0,180,0,0,0.29,1.0
Pretator#1316,2288,12975,4253,0,0.16,19,0,12,0,12,0,1,5,1,1,0,0,0,8697,3,1,1,1,0,0,3,27,0,0,0,1,0,480,3,0,0.42,0.37
Stark#1552,2357,83119,18935,1,0.09,86,23,73,0,145,0,4,93,1,7,0,5,0,62962,12,6,3,4,1,1,50,229,0,0,0,15,0,3600,289,2,0.43,0.78
MrMinty#11724,1633,102438,35281,0,0.06,64,44,136,0,206,0,15,127,7,12,1,5,0,66039,25,14,3,8,3,5,75,836,0,0,0,27,0,7200,302,10,0.4,0.44
Bobynovitche#2522,2757,15264,5054,0,0.06,10,4,11,0,37,0,7,21,0,1,0,1,0,10032,1,0,0,1,1,0,14,111,0,1,0,3,0,900,27,0,0.41,0.61
erickhsn#1783,2014,8421,2822,0,0.1,8,1,7,0,14,0,4,6,0,1,0,0,0,5598,2,1,0,1,0,0,5,28,0,0,0,1,0,600,0,0,0.26,0.48
Estho#1650,2146,286,180,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0.2,0
Oriem#1973,2423,6451,647,0,0.06,5,1,7,0,16,0,0,6,0,1,0,0,0,5586,2,1,1,0,0,1,9,57,0,0,0,0,0,540,0,0,0.46,0.23
tjk#1608,4205,25615,3600,0,0.07,24,2,27,0,29,0,2,16,2,2,0,0,0,21813,5,1,2,2,1,0,7,31,0,0,0,2,0,1380,71,0,0.47,0.19
DrZing#1174,2012,3502,702,0,0.13,5,0,4,0,6,0,1,2,0,0,0,0,0,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0.3,0.56
chknNwaffles#1602,4184,283951,63202,0,0.11,366,39,248,0,538,0,33,335,12,20,0,8,0,218180,49,19,11,19,7,3,155,624,0,0,0,55,0,14400,1626,0,0.43,0.4
Thamuz#2907,2572,25121,4176,0,0.04,17,4,22,0,33,0,3,17,2,2,0,0,0,20662,4,1,2,2,0,0,11,71,0,0,0,2,0,1380,18,0,0.49,0
NaisTwo#2897,3246,308298,79166,4,0.11,346,84,221,0,583,0,22,359,9,19,1,8,0,226685,53,12,27,15,0,5,175,763,0,0,0,67,0,14400,2397,5,0.43,0.47
Origins#21249,2549,57660,12189,1,0.11,72,12,54,0,104,0,4,65,3,5,0,1,0,45150,12,4,7,2,2,1,41,139,0,0,0,15,0,3060,581,0,0.39,0.32
Ahmed#21504,2356,44534,10558,0,0.08,40,12,42,0,81,0,4,43,2,5,0,3,0,33702,6,3,1,2,0,0,24,101,0,0,0,7,0,2940,119,0,0.36,0.56
Endoz#1422,2188,68940,13827,1,0.05,43,31,57,0,120,0,21,73,3,5,0,2,0,54690,14,6,5,2,0,3,51,506,0,0,0,14,0,3600,403,0,0.44,0.39
CLUTCHCOOPY#6363,1426,63119,6347,1,0.02,23,26,80,0,159,0,86,116,4,9,1,4,0,54743,16,7,3,6,0,2,41,222,0,0,0,49,2,3600,436,19,0.48,0.46
Sim81#2927,3142,14372,5018,0,0.09,12,1,10,0,25,0,5,16,1,1,0,0,0,9264,3,1,1,1,1,1,15,66,0,0,0,1,0,840,60,0,0.45,0.4
FancyMan#2667,1582,34267,3841,0,0.05,26,9,50,0,53,0,10,37,2,4,0,2,0,29913,6,2,1,3,0,0,20,102,0,0,0,11,0,2640,212,3,0.4,0.57
Aleksey#11549,2700,5823,1536,0,0.1,6,2,3,0,10,0,2,6,0,0,0,0,0,4287,1,0,0,0,0,0,8,0,0,0,0,0,0,300,14,0,0.53,0
Golden#21978,2540,2705,0,0,0.09,4,0,4,0,12,0,2,8,0,0,0,0,0,2164,1,1,0,0,0,0,5,10,0,0,0,0,0,360,30,1,0.25,1.0
ThatPunchKid#2845,2863,121941,26720,6,0.13,175,40,100,0,233,0,19,159,3,9,1,5,0,92594,28,5,15,9,1,1,65,401,0,0,0,41,0,3600,1497,3,0.49,0.58
MasoLadcorn#1114,3351,18781,4736,0,0.11,20,7,16,0,34,0,1,16,1,1,0,1,0,13937,3,1,0,2,0,1,13,44,0,0,0,3,0,960,87,0,0.37,0.42
Finlanderi#21314,2842,90650,12276,0,0.12,136,12,101,0,171,0,5,90,6,8,0,2,0,77493,20,9,5,6,0,1,58,232,0,0,0,18,0,3600,283,0,0.36,0.3
Robot#2364,3000,26636,4038,0,0.08,31,7,34,0,71,0,2,40,1,2,0,1,0,21747,3,1,0,2,0,0,35,216,0,0,0,4,0,2040,106,0,0.46,0.61
Shadow#24985,2521,204182,44078,0,0.05,145,69,230,0,401,0,77,242,11,20,0,9,0,158973,44,23,9,12,2,3,119,465,0,0,0,88,1,10800,651,0,0.34,0.45
Scabby#11725,2582,6688,420,0,0.14,12,0,8,0,10,0,0,5,0,1,0,0,0,6268,1,1,0,0,0,0,4,92,0,0,0,0,0,540,0,0,0.43,0.46
nochs#11130,1727,12237,2712,0,0.08,12,3,10,0,14,0,4,7,1,1,0,0,0,9348,1,1,0,0,1,0,3,19,0,0,0,5,0,780,0,0,0.37,0.11
DoomFist#11737,2574,3231,0,0,0.06,3,0,2,0,5,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,1,0,180,0,1,0.38,0.2
Muppetmastah#2945,2659,62727,20267,1,0.08,54,11,52,0,91,0,3,51,3,4,0,1,0,41969,11,3,3,5,0,0,43,195,0,0,0,14,0,3240,89,0,0.39,0.21
AsianKidFTW#1436,2513,146108,23735,3,0.07,138,57,145,0,353,0,58,226,6,15,0,9,0,119393,32,7,18,7,1,3,131,489,0,0,0,70,0,7200,1526,5,0.48,0.6
Keats#2878,2262,27804,6152,1,0.09,28,9,35,0,46,0,3,23,1,3,0,1,0,21412,6,2,2,2,1,0,18,77,0,0,0,4,0,1980,75,3,0.35,0.49
Arrow#12536,1927,29153,6690,0,0.06,20,6,40,0,55,0,4,31,3,4,0,1,0,21744,6,4,1,1,0,2,16,128,0,0,0,12,0,2520,17,1,0.33,0.26
MCCREEEEEEEE#1631,2339,388293,87030,10,0.09,387,134,306,0,787,0,106,467,16,33,1,17,0,294622,81,22,27,32,11,12,313,1497,0,0,0,119,0,21600,3821,4,0.4,0.51
DeadlyFeet#3319,2714,19038,6396,0,0.12,22,5,14,0,28,0,2,15,0,1,0,1,0,12642,3,1,2,0,0,1,10,30,0,0,0,5,0,780,154,0,0.53,0.97
WintryLight#2729,2592,56363,9840,0,0.08,57,11,60,0,107,0,12,63,3,6,0,3,0,46013,13,6,2,5,0,0,31,201,0,0,0,16,0,3600,175,1,0.43,0.47
Flux#1563,3057,59749,18721,2,0.07,43,9,54,0,77,0,2,45,1,4,0,3,0,40758,11,4,4,3,0,0,26,108,0,0,0,7,0,2880,160,0,0.44,0.71
Blue#23845,3560,2244,1174,0,0.06,1,0,3,0,2,0,0,1,0,0,0,0,0,1071,0,0,0,0,0,0,0,17,0,0,0,0,0,120,0,0,0.36,0.03
Verick#1785,1769,9545,2407,0,0.04,6,5,5,0,23,0,2,17,1,1,0,0,0,7109,2,1,0,1,0,1,10,54,0,0,0,3,0,540,78,0,0.46,0.3
SJ45#1216,1756,12951,4122,0,0.06,9,2,21,0,19,0,4,11,1,1,0,0,0,8286,3,1,1,1,0,0,8,106,0,0,0,2,0,1020,27,2,0.46,0.3
ElMatador#2546,3385,6445,2096,0,0.08,6,0,5,0,10,0,2,3,0,0,0,0,0,4347,0,0,0,0,0,0,8,38,0,0,0,0,0,240,76,0,0.49,0
NiksBrotha#1281,3566,41914,10348,0,0.12,51,6,34,0,68,0,3,39,2,3,0,1,0,31490,11,3,1,7,0,0,20,73,0,0,0,9,0,1980,76,0,0.46,0.43
Albertronics#2364,3403,40463,8112,2,0.09,44,11,48,0,79,0,7,48,2,4,0,2,0,32054,13,4,4,5,1,0,28,97,0,0,0,6,0,2400,286,2,0.42,0.55
Evermore#11918,2405,2923,0,0,0.07,3,1,5,0,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,24,0,0,0,0,0,300,0,0,0.24,0
Matbee#1200,3082,10589,3993,0,0.09,9,1,13,0,12,0,0,7,1,1,0,0,0,6482,2,1,1,1,0,0,5,29,0,0,0,1,0,600,0,0,0.46,0.03
Turtle#12332,2737,31355,5830,2,0.13,44,12,18,0,69,0,3,44,1,2,0,1,0,25274,7,1,4,2,0,1,33,83,0,1,0,7,0,1320,398,3,0.51,0.51
otlat#2140,1669,15893,2398,0,0.04,9,4,30,0,39,0,18,25,2,2,0,0,0,13172,4,2,1,2,1,0,18,274,0,0,0,6,0,1560,110,1,0.35,0.16
Tmrh#21956,3963,127410,22734,0,0.1,152,35,109,0,277,0,16,163,2,11,0,9,0,103776,25,6,10,9,2,3,107,413,0,0,0,24,0,7200,1095,0,0.33,0.77
ShanaFlames#2797,2150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
saber1133#1270,2232,7664,2352,0,0.08,6,2,3,0,14,0,3,9,0,0,0,0,0,5285,2,0,1,1,0,0,8,111,0,0,0,1,0,300,49,0,0.4,1.0
Vijoli#1380,2673,204681,41323,2,0.14,310,68,201,0,433,0,17,257,8,17,0,9,0,162235,37,15,13,9,4,8,133,710,0,0,0,63,0,10800,1205,9,0.4,0.53
CopiousPuppy#1249,2227,2395,288,0,0,0,1,3,0,2,0,1,1,0,0,0,0,0,2106,1,1,0,0,0,0,0,36,0,0,0,1,0,180,0,0,0.38,0
Fanolo#2379,2519,5389,2832,0,0.04,2,0,5,0,5,0,1,1,0,0,0,0,0,2557,1,0,0,0,0,0,3,31,0,0,0,0,0,240,0,0,0.3,0.26
Arby#21302,2084,63244,10345,4,0.15,111,25,45,0,157,0,10,110,2,5,0,3,0,51544,15,4,7,4,6,3,70,290,0,0,0,32,0,3240,1068,1,0.43,0.55
Mangeol#2519,3369,17448,4190,0,0.08,20,4,17,0,29,0,2,14,0,2,0,1,0,13257,2,1,0,1,0,0,12,81,0,0,0,2,0,1260,38,0,0.41,0.71
JoeDirt#12616,3255,1493,350,0,0.06,1,1,3,0,3,0,0,2,0,0,0,0,0,1143,1,0,0,0,0,0,1,11,0,0,0,0,0,120,0,0,0.25,0
IElkamikazeI#1599,2053,1634,180,0,0.03,1,0,3,0,6,0,3,2,0,0,0,0,0,1454,2,0,1,0,0,0,1,0,0,0,0,1,0,240,0,0,0.37,0
punlntended#1352,3000,6757,2664,0,0.22,13,0,7,0,13,0,0,11,0,0,0,0,0,4094,1,1,0,0,0,0,7,16,0,0,0,4,0,360,70,0,0.29,0
Obaewan#2526,3518,201,131,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0.25,0
DominoHero#21633,3028,93487,11800,0,0.18,191,26,106,0,179,0,2,117,6,10,0,4,0,81422,28,11,7,10,1,2,55,292,0,0,0,33,0,3600,427,0,0.47,0.4
UnNamed1223#2120,3279,417271,129214,1,0.1,419,119,290,0,672,0,52,377,17,29,0,12,0,281632,65,16,28,20,0,9,280,1601,0,0,0,69,1,18000,2723,15,0.39,0.41
BioUnkraut#2934,3472,1154,552,0,0.12,1,0,2,0,3,0,0,1,0,0,0,0,0,602,0,0,0,0,0,0,1,0,0,1,0,0,0,58,0,0,0.32,0
Corethon#1526,2029,46416,17989,0,0.06,26,12,47,0,68,0,6,37,2,4,0,1,0,28153,4,2,1,1,2,0,28,153,0,0,0,3,0,3060,58,0,0.25,0.36
yrinda#1998,1675,320,140,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0.22,0
MastLine#1134,2148,1087,48,0,0.16,2,0,6,0,1,0,0,1,0,0,0,0,0,1039,1,0,0,0,0,0,0,2,0,0,0,0,0,120,0,0,0.3,0
Aokami#21139,3088,71006,22456,0,0.1,69,21,78,0,108,0,11,59,4,5,0,1,0,48060,17,10,3,3,1,0,62,378,0,0,0,6,0,3600,425,5,0.42,0.11
TxG#21439,2820,339868,12535,5,0.12,545,105,309,0,698,0,36,445,8,27,0,19,0,64218,53,19,17,18,5,7,262,1523,0,0,0,138,1,18000,2348,28,0.46,0.69
