battletag,SR,all_damage_done,barrier_damage_done,cards,critical_hit_accuracy,critical_hits,deadeye_kills,deaths,defensive_assists,eliminations,environmental_kills,fan_the_hammer_kills,final_blows,games_lost,games_played,games_tied,games_won,healing_done,hero_damage_done,medals,medals_-_bronze,medals_-_gold,medals_-_silver,melee_final_blows,multikills,objective_kills,objective_time_seconds,offensive_assists,quick_melee_accuracy,shield_generators_destroyed,solo_kills,teleporter_pads_destroyed,time_played_seconds,time_spent_on_fire_seconds,turrets_destroyed,weapon_accuracy,win_percentage
MadBlaze#21136,2582,206479,0,2,0.1,288,56,260,0,430,0,35,255,11,19,0,8,0,0,43,16,17,11,0,5,164,1003,0,0,0,65,0,14400,1273,4,0.45,0.42
HUM4N1Z3#1321,3159,187393,45628,2,0.11,219,36,122,0,340,0,4,185,5,12,0,7,0,140281,35,8,16,12,1,0,111,562,0,0,0,29,0,7200,712,0,0.48,0.59
Sithis#11582,1701,15950,1595,0,0.04,12,4,18,0,34,0,9,13,0,1,0,1,0,2530,2,1,0,1,0,0,21,264,0,0,0,1,0,1320,6,0,0.39,0.71
HolySteel#11438,2210,7460,811,1,0.16,12,6,6,0,14,0,1,12,0,1,0,1,0,6650,1,0,1,1,0,2,6,8,0,0,0,4,0,360,190,0,0.53,1.0
MrPedreiro#1927,2051,2563,1087,0,0.04,1,1,3,0,6,0,2,3,0,0,0,0,0,1475,0,0,0,0,0,0,2,7,0,0,0,0,0,180,0,0,0.23,0
fabiosimons#21590,2945,154127,27457,0,0.13,237,28,145,0,286,0,13,161,7,13,1,6,0,125034,28,14,5,10,4,1,99,549,0,0,0,34,0,7200,591,1,0.41,0.45
Gargamella#2990,2649,3532,341,0,0.07,3,0,7,0,2,0,0,2,0,0,0,0,0,3190,1,0,0,0,0,0,0,0,0,1,0,0,0,240,0,0,0.4,0
Archy#2443,2583,17624,1176,0,0.1,24,4,23,0,29,0,4,13,1,2,0,0,0,16293,4,2,1,1,0,0,14,82,0,0,0,0,0,1140,46,0,0.45,0.27
Raihme#2773,1245,893,689,0,0.5,1,0,2,0,2,0,0,1,0,0,0,0,0,179,0,0,0,0,0,0,0,4,0,0,0,0,0,60,0,0,0.11,0
Futte#21498,1991,73370,18471,0,0.05,47,24,71,0,129,0,13,65,6,8,0,1,0,53770,13,8,2,4,3,2,47,335,0,0,0,13,0,3600,138,7,0.3,0.18
Aiya#1174,2860,80869,18084,0,0.05,53,10,98,0,145,0,40,74,4,8,0,4,0,62117,10,5,2,3,1,0,44,395,0,0,1,10,0,3600,253,2,0.43,0.46
rowmo#1333,3615,2809,433,0,0.29,8,0,4,0,3,0,0,1,0,0,0,0,0,2376,1,1,0,0,0,0,1,0,0,0,0,1,0,180,0,0,0.45,0
LEIN#11691,2586,278228,72068,0,0.05,165,96,336,0,490,0,134,295,15,28,0,13,0,204412,44,25,8,11,9,4,157,1045,0,0,0,76,0,18000,621,4,0.35,0.45
CrazyMehLol#1683,3819,3106,128,0,0.02,1,2,1,0,8,0,2,6,0,0,0,0,0,2978,1,0,0,1,0,0,3,7,0,0,0,1,0,180,37,0,0.46,1.0
Westsider#2981,2877,557,184,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,373,0,0,0,0,0,0,0,0,0,0,0,1,0,48,0,0,0.28,1.0
Invochu#2852,3103,82067,21740,1,0.07,92,25,65,0,142,0,11,74,3,6,0,2,0,59173,16,3,7,6,1,2,54,350,0,0,0,17,0,3600,712,12,0.52,0.44
alexcool111#1722,2893,1090,70,0,0.05,1,0,4,0,2,0,0,1,0,0,0,0,0,1019,1,0,0,1,0,0,1,0,0,1,0,1,0,120,0,0,0.32,0
Gortax#2112,2857,145622,22484,2,0.12,214,39,141,0,303,0,12,162,7,14,1,6,0,122287,33,8,11,14,0,4,115,736,0,0,0,19,0,7200,730,0,0.46,0.43
Luckie#21124,3353,4574,151,0,0.13,8,1,6,0,10,0,2,5,1,1,0,0,0,4422,2,2,0,0,0,0,3,20,0,0,0,0,0,240,174,0,0.38,0
MRRotkiw#21111,1976,20293,6333,0,0.06,13,5,11,0,31,0,7,20,1,2,0,1,0,13499,5,2,2,2,0,0,14,83,0,0,0,4,0,1140,39,7,0.37,0.35
TuGhost#1857,2384,20255,0,0,0.07,21,6,17,0,27,0,12,22,1,2,0,0,0,0,3,1,1,1,0,1,9,88,0,0,0,6,0,1200,221,0,0.56,0.29
Ash#15297,3189,75441,19953,0,0.08,67,20,82,0,131,0,13,75,4,8,1,3,0,54640,13,8,1,4,2,2,50,291,0,0,0,16,0,3600,221,1,0.43,0.48
Curumno#1758,3000,3779,735,0,0.14,6,1,3,0,8,0,0,4,1,1,0,0,0,3043,3,1,1,1,0,0,4,18,0,0,0,0,0,180,0,0,0.58,0
Alexis#12365,2023,48710,7330,3,0.16,91,24,24,0,162,0,20,120,0,4,0,4,0,41138,13,2,9,2,2,4,48,105,0,0,0,43,0,2280,1059,0,0.39,1.0
singlespace#1794,2155,5951,2972,0,0.02,1,1,8,0,11,0,0,6,0,1,0,0,0,2979,1,1,0,1,0,0,3,24,0,0,0,3,0,420,0,0,0.32,0.53
SenpaiKuzi#2195,1214,8428,1216,0,0.03,4,5,2,0,19,0,4,11,0,1,0,1,0,7210,2,1,1,1,1,0,8,32,0,0,0,1,0,360,123,0,0.42,1.0
Maista#2899,3716,32583,3918,1,0.14,63,8,38,0,68,0,5,45,2,3,0,1,0,28571,6,1,3,2,0,1,26,153,0,0,0,7,0,1860,344,0,0.45,0.21
Stjenderman#2655,2995,30975,5674,0,0.09,30,7,31,0,61,0,2,32,2,2,0,1,0,25124,5,2,0,3,1,1,23,74,0,0,0,7,0,2160,299,0,0.38,0.29
RoXXoRz#1473,2476,3545,1662,0,0.16,4,0,7,0,3,0,0,1,0,0,0,0,0,1883,1,1,0,0,0,0,2,5,0,0,0,0,0,300,0,0,0.26,0.4
SkyBeam24#1652,2579,3703,690,0,0.06,3,0,3,0,9,0,0,4,0,1,0,1,0,2912,1,1,0,0,0,0,5,17,0,1,0,0,0,240,0,0,0.33,0.83
Jimmy#14247,2927,272033,54876,7,0.1,306,86,255,0,656,0,58,431,11,25,0,14,0,212759,62,18,24,20,8,5,207,871,0,0,1,119,0,14400,3451,6,0.44,0.57
Jobolobo#1116,2723,22087,5577,0,0.06,16,10,23,0,48,0,6,35,1,2,0,1,0,16487,7,2,3,2,0,3,17,58,0,0,0,6,0,1260,208,0,0.4,0.58
Copcaa#2188,2690,121805,16743,0,0.13,184,35,154,0,250,0,18,163,9,15,0,6,0,103855,36,17,8,11,1,2,101,907,0,0,0,32,0,7200,703,3,0.46,0.39
CalmingFlow#1173,1885,12112,4064,0,0.05,6,3,13,0,29,0,3,9,1,1,0,0,0,8022,1,0,0,0,0,0,11,146,0,0,0,1,0,840,108,0,0.32,0.0
Delaylal#2570,2607,5415,1736,0,0.04,3,0,6,0,6,0,1,3,1,1,0,0,0,3675,2,1,1,0,0,0,2,9,0,0,0,1,0,300,0,4,0.57,0
Crossblesser#11744,2845,4275,280,0,0.03,2,0,2,0,6,0,0,3,0,0,0,0,0,3929,1,1,0,0,0,0,4,23,0,0,0,0,0,180,6,0,0.4,0
LiR#2154,2450,11317,1505,0,0.11,17,1,21,0,18,0,1,11,1,2,0,1,0,9787,5,3,0,1,0,0,7,43,0,0,0,3,0,960,0,0,0.38,0.38
KoAH#21790,2351,11727,4158,0,0.03,4,4,12,0,14,0,0,7,1,1,0,0,0,7569,4,1,1,2,0,1,2,32,0,0,0,1,0,720,0,0,0.32,0.0
Freeze#1726,2207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
Xeltas#21571,3580,132941,35389,1,0.08,120,21,76,0,234,0,46,137,4,8,0,4,0,96672,15,4,5,6,1,0,71,349,0,0,0,15,0,3600,1055,0,0.46,0.51
Roadgrill#2112,2988,19361,3961,1,0.13,29,4,12,0,37,0,1,25,0,1,0,1,0,15400,3,0,3,0,1,0,16,20,0,0,0,2,0,660,258,0,0.48,0.75
Genju#11543,4029,1894,630,0,0,0,0,2,0,6,0,0,4,0,0,0,0,0,1264,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0.48,1.0
Geometry#11290,3153,90976,18977,1,0.08,105,27,75,0,163,0,18,99,5,8,0,2,0,69454,21,4,7,10,1,1,55,215,0,0,0,17,0,3600,722,6,0.49,0.32
Beybarro#2371,3012,31477,6331,0,0.13,43,11,39,0,61,0,1,36,1,3,0,2,0,25063,6,2,2,2,0,0,18,92,0,0,0,3,0,2220,134,0,0.51,0.63
Pilot#12298,2746,256098,52119,2,0.06,200,74,277,0,498,0,62,258,11,23,2,10,0,201218,50,18,17,15,4,0,173,916,0,0,0,46,0,14400,909,5,0.39,0.49
nit#21538,2102,258,0,0,0.25,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0.5,0
kioabc1#2970,2806,59035,18343,1,0.13,73,10,42,0,91,0,1,46,3,5,0,2,0,40024,16,4,5,7,0,0,41,188,0,0,0,8,0,3000,257,0,0.36,0.42
ReinTard#2691,3282,34137,6569,0,0.14,53,12,21,0,70,0,4,53,2,4,0,2,0,27337,6,2,2,2,1,0,15,67,0,0,0,18,0,2280,47,0,0.36,0.53
Lookabox#1540,2165,18544,3940,0,0.04,10,6,25,0,41,0,10,22,1,2,0,1,0,14471,4,3,0,1,0,1,24,138,0,0,0,12,0,1560,19,0,0.35,0.51
Mattikaldi#2337,2402,56692,13909,0,0.08,62,14,50,0,93,0,24,56,2,6,0,3,0,41550,17,5,6,6,0,1,28,104,0,0,0,18,0,3480,370,3,0.49,0.6
CarryPotter#2881,2854,91663,18399,0,0.08,82,32,102,0,180,0,2,100,4,9,0,4,0,71908,15,5,5,5,1,0,70,337,0,1,0,21,0,3600,269,2,0.44,0.48
Morzas#1822,1931,3510,1095,0,0.1,4,1,4,0,5,0,0,3,0,1,0,0,0,2415,2,0,1,1,0,0,2,6,0,0,0,2,0,300,0,0,0.46,0.21
Magic#32923,3068,207436,35774,7,0.1,232,57,182,0,396,0,0,239,9,17,0,8,0,169944,51,19,17,14,5,2,137,1041,0,0,0,36,0,10800,1602,2,0.46,0.49
Ganji#11852,4023,172750,36184,2,0.09,193,39,131,0,325,0,31,207,5,13,0,8,0,135606,30,12,8,9,1,3,115,300,0,0,0,42,0,7200,1322,0,0.48,0.59
Pangolin#11802,2794,29355,9742,0,0.05,14,9,26,0,47,0,0,17,1,2,0,1,0,19537,3,1,1,2,0,3,21,138,0,0,0,3,0,1500,67,0,0.34,0.53
Wing#12185,1928,18194,4837,0,0.2,31,5,8,0,36,0,0,24,1,1,0,1,0,13258,5,1,2,2,0,1,18,98,0,0,0,3,0,780,243,0,0.39,0.54
Vashyron#11422,2174,37321,7846,0,0.05,24,20,45,0,80,0,24,44,1,4,0,3,0,28610,4,3,0,0,0,2,43,394,0,0,1,12,0,3180,461,6,0.43,0.73
Hekatonk#6253,1941,6151,302,0,0.01,1,5,8,0,12,0,0,7,0,1,0,0,0,5783,1,1,0,0,0,1,4,26,0,1,0,3,0,480,74,0,0.47,0.47
Kubix#21144,3000,10441,0,1,0.08,13,4,17,0,30,0,9,21,0,2,0,1,0,0,3,2,1,0,1,0,3,34,0,0,0,3,0,840,114,1,0.39,0.75
Screwbush#1213,3222,21413,0,0,0.06,20,6,22,0,47,0,6,23,2,2,0,0,0,0,5,2,2,2,0,0,9,71,0,0,0,4,0,1440,213,2,0.42,0.14
Wrathful#21925,4287,191431,38403,0,0.11,245,29,196,0,354,0,15,187,7,13,0,6,0,152270,30,11,11,8,4,1,105,586,0,0,0,27,0,7200,856,0,0.43,0.46
Texugo#12493,3190,5743,440,0,0.19,13,0,10,0,6,0,0,4,1,1,0,0,0,5302,1,0,0,1,0,0,3,48,0,0,0,1,0,420,0,0,0.41,0
Meelo#11292,2931,1864,1147,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,717,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0.34,0
Syphen#11356,2499,24309,0,0,0.04,17,4,15,0,26,0,4,12,2,2,0,0,0,0,3,1,0,2,1,0,14,80,0,0,0,4,0,1260,54,1,0.55,0
bababababa#1148,3102,3716,799,0,0.05,2,1,4,0,11,0,0,8,0,0,0,0,0,2917,1,0,0,1,0,0,2,3,0,0,0,1,0,300,40,0,0.24,1.0
sldfghtrike#1866,1750,13420,5244,0,0.02,3,0,19,0,12,0,7,7,1,2,0,0,0,7854,5,3,1,1,1,0,3,21,0,1,0,3,0,780,0,2,0.37,0
MFCrow#1568,2974,219174,48863,6,0.12,291,52,158,0,413,0,30,255,5,14,0,9,0,168981,41,12,14,15,1,3,145,773,0,0,0,43,0,7200,1937,2,0.42,0.61
Incarnation#1769,2259,27065,11321,0,0.07,18,6,25,0,42,0,8,25,2,3,0,1,0,15365,6,1,1,4,1,0,17,52,0,0,0,10,0,1740,5,0,0.29,0.33
DerHausfrau#2542,3177,448435,103682,6,0.07,408,106,357,0,819,2,165,463,17,36,0,19,0,341746,99,33,27,40,16,4,348,1771,0,0,0,87,0,21600,2177,8,0.41,0.52
Kanade#11539,1835,47328,7182,1,0.09,54,14,38,0,99,0,1,57,4,7,0,3,0,39790,11,2,6,3,0,0,38,225,0,1,0,12,0,3120,231,0,0.36,0.38
MADAMADA#21338,3726,565521,0,8,0.1,798,124,468,0,926,0,27,537,27,41,1,13,0,0,132,36,52,44,2,5,376,3075,0,0,0,138,0,28800,3248,42,0.53,0.32
Chucky#2999,2839,108359,19736,1,0.14,174,26,105,0,209,0,13,130,5,9,0,4,0,87943,23,8,8,8,1,1,71,344,0,0,0,23,0,3600,334,0,0.4,0.47
Poopycorn#1490,2227,364808,81033,2,0.1,394,110,319,0,709,0,37,412,16,30,1,13,0,278972,79,28,20,31,13,9,287,2167,0,0,0,73,0,21600,2109,9,0.39,0.46
EbiNewin#1764,2043,18499,0,0,0.05,14,4,28,0,32,0,5,20,1,1,0,0,0,0,4,2,1,1,0,0,10,82,0,0,0,1,0,1260,20,0,0.44,0
HoldTheDoor#1849,2320,8329,2563,0,0.1,8,2,5,0,9,0,0,6,1,1,0,0,0,5766,3,1,1,1,0,0,3,22,0,0,0,1,0,300,0,0,0.49,0.16
Tom#28837,3057,139531,28610,1,0.09,145,36,134,0,274,0,27,175,3,11,0,8,0,109356,20,7,4,9,2,5,93,479,0,0,0,37,0,7200,1235,5,0.41,0.69
hehehahe#1926,2311,89966,25976,0,0.09,87,28,75,0,155,0,21,104,5,6,0,1,0,62684,18,8,6,5,0,2,62,354,0,0,0,19,0,3600,514,1,0.49,0.18
Tppc#1376,3572,27475,6227,0,0.05,17,7,15,0,53,0,5,25,1,2,0,1,0,21071,5,1,2,2,0,1,13,40,0,0,0,4,0,1320,220,0,0.45,0.48
Faker#2531,3925,10227,1239,0,0.05,7,4,11,0,16,0,3,11,1,1,0,0,0,8783,2,1,0,1,0,0,9,49,0,0,0,1,0,660,0,0,0.48,0.43
Zarya#11823,2969,558,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,558,0,0,0,0,0,0,2,4,0,0,0,0,0,60,0,0,0.27,0
kadgar#2966,3659,7439,664,0,0.04,5,2,12,0,15,0,1,12,1,1,0,0,0,6651,3,1,1,0,0,0,8,13,0,0,0,4,0,540,0,0,0.4,0.22
PyroTheTank#1894,3220,29970,5811,1,0.14,46,7,32,0,47,0,3,20,2,3,0,1,0,24066,7,3,3,1,0,1,23,182,0,0,0,7,0,1560,309,0,0.43,0.38
theunknown#1628,2011,16903,4328,0,0.06,13,6,11,0,33,0,0,16,1,1,0,0,0,12169,3,2,0,1,0,0,4,87,0,0,0,4,0,1080,20,0,0.45,0.25
komba#2829,2821,141989,25888,1,0.1,173,33,137,0,255,0,15,145,9,15,0,6,0,115402,29,8,8,12,0,1,74,371,0,0,0,37,0,7200,273,0,0.33,0.4
Kpe#11931,2320,27077,6901,0,0.11,32,11,30,0,49,0,6,31,1,3,0,1,0,19773,8,2,2,4,1,1,19,92,0,1,0,9,0,1860,55,4,0.43,0.51
Chinjoe#1252,1810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1.0
Yolopie#2921,2687,63794,10926,1,0.06,50,27,47,0,129,0,7,88,3,4,0,2,0,52586,9,2,4,3,0,2,41,93,0,0,0,29,0,3600,625,0,0.39,0.35
St4tic#21131,2515,97679,15257,2,0.13,145,33,105,0,242,0,7,156,3,9,0,6,0,81063,21,5,8,7,4,5,77,315,0,0,0,40,0,3600,1002,3,0.44,0.62
jpuly#21332,1990,95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0.25,0
random683#1886,1944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Wiggy#21382,2138,1362,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,1,0,0,0,0,0,120,0,0,0.46,0
fat#21398,2432,133152,27758,2,0.09,137,41,104,0,292,0,15,176,6,12,1,6,0,104188,26,8,11,7,2,3,112,587,0,0,0,40,0,7200,916,11,0.37,0.52
Succoverload#2212,2973,32414,9442,0,0.16,55,5,17,0,51,0,0,25,1,3,0,2,0,22746,8,3,1,3,0,0,22,61,0,0,0,3,0,1740,88,0,0.35,0.68
Rekaine#2710,2376,7521,1170,0,0.02,3,1,10,0,16,0,3,9,0,1,0,1,0,6111,3,1,0,2,0,0,3,12,0,0,0,2,0,720,0,0,0.39,1.0
Silencedt#21581,2276,7888,2085,0,0.05,4,6,11,0,21,0,5,10,1,1,0,0,0,5803,2,1,0,1,0,0,15,74,0,0,0,3,0,600,0,0,0.26,0
Lacko#2133,2279,14113,2558,0,0.09,16,3,18,0,28,0,5,15,1,1,0,0,0,11355,4,1,1,2,0,0,9,64,0,0,0,5,0,960,56,0,0.41,0.01
Rodeknopje#2819,2712,15541,3107,0,0.07,14,4,20,0,40,0,8,19,2,2,0,0,0,12413,5,3,1,2,0,0,15,30,0,0,0,3,0,1200,61,0,0.39,0
Snibro#1615,3376,398205,0,6,0.08,449,92,253,0,728,0,0,417,12,25,1,11,0,0,73,20,26,28,0,7,265,979,0,0,0,112,0,18000,2401,29,0.56,0.47
Artic0#2733,2560,18642,1092,0,0.12,30,9,16,0,41,0,0,28,1,1,0,0,0,17421,3,0,0,2,0,1,10,25,0,0,0,8,0,1080,216,0,0.5,0
Cathcart#11439,3036,8269,593,0,0.13,12,6,6,0,16,0,0,10,0,0,0,0,0,7675,1,0,0,0,0,1,7,13,0,0,0,2,0,420,74,0,0.37,0
iliketurtles#11839,2426,54140,14082,1,0.09,52,11,61,0,91,0,11,46,1,5,0,4,0,39632,9,1,4,5,2,0,46,376,0,0,0,7,0,3240,140,2,0.39,0.78
Rumo#21214,2751,3778,1864,0,0.07,2,0,5,0,5,0,1,3,0,0,0,0,0,1914,1,0,1,0,0,0,1,9,0,0,0,0,0,240,41,0,0.29,1.0
Jackston#1331,1707,1710,0,0,0.08,2,1,4,0,4,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,6,0,0,0,2,0,120,0,0,0.44,0
Warlock#13135,3859,92771,304,1,0.09,122,14,81,0,162,0,8,102,5,7,0,2,0,1936,15,4,4,7,1,2,43,146,0,0,0,22,0,3600,539,0,0.5,0.32
HetePetete#21524,3707,43694,12808,0,0.08,39,7,41,0,74,0,16,48,2,4,1,1,0,30768,13,4,5,4,1,0,21,110,0,0,0,9,0,2460,108,0,0.38,0.47
WhatClient#2253,3096,6301,925,0,0.13,11,1,4,0,16,0,2,9,0,0,0,0,0,5375,1,0,1,0,0,0,6,11,0,1,0,1,0,300,202,0,0.52,1.0
CIMOVV#2506,3118,4300,1720,0,0.08,3,0,3,0,1,0,0,1,0,0,0,0,0,2579,0,0,0,0,0,0,0,2,0,0,0,0,0,120,0,0,0.6,0
kano#11866,2388,6018,1408,0,0.08,5,2,8,0,11,0,0,6,0,0,0,0,0,4610,1,1,0,0,0,0,3,32,0,0,0,0,0,420,0,0,0.41,1.0
Franksta#2530,1654,983,0,0,0.05,1,0,2,0,0,0,0,0,0,0,0,0,0,983,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0.44,0
DeuS#22396,2440,93835,30579,0,0.08,81,19,85,0,159,0,14,78,3,10,1,5,0,62370,21,8,3,9,2,0,66,372,0,0,0,23,0,3600,119,2,0.36,0.6
Alarenon#2849,2845,49403,11421,0,0.1,55,13,59,0,95,0,10,54,3,4,0,1,0,37699,11,5,2,4,0,2,26,168,0,0,0,14,0,3480,149,0,0.44,0.29
Razor#12810,2828,66164,11011,1,0.07,59,21,47,0,138,0,14,72,3,5,0,3,0,54231,13,6,4,3,1,0,59,272,0,1,0,11,0,3600,273,2,0.47,0.51
PrinceDode#1827,2643,461572,88970,11,0.08,544,158,477,0,1036,0,44,613,19,37,1,17,0,366919,95,29,26,40,11,11,370,2085,0,0,0,130,0,25200,3765,24,0.46,0.47
ImSpecial#21963,4178,28808,6601,0,0.11,35,2,27,0,48,0,6,30,2,2,0,0,0,22117,6,2,3,0,0,0,15,94,0,1,0,5,0,1500,184,0,0.42,0.13
sterling#21316,2610,162910,30587,2,0.06,134,50,157,0,307,0,72,199,6,14,0,8,0,130203,39,14,12,14,0,2,108,923,0,0,0,58,0,7200,1145,7,0.43,0.59
ItsHighNoot#1709,2725,184646,37516,6,0.11,234,36,156,0,395,0,30,239,9,14,0,6,0,145470,39,12,19,8,0,2,163,670,0,0,0,58,1,7200,1804,0,0.44,0.39
MoltenShrek#11513,1900,143538,29235,4,0.09,155,38,108,0,283,0,9,173,6,12,0,6,0,111631,30,7,13,9,1,2,112,483,0,0,0,44,0,7200,823,7,0.38,0.52
L0zgamer#1401,2520,105096,16189,2,0.1,132,26,124,0,231,0,31,130,8,15,0,7,0,88156,39,15,11,13,2,3,105,710,0,0,0,28,0,7200,670,1,0.38,0.44
mafux7#2842,1620,355,235,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0.02,0
IDDQD#31855,2545,15795,1097,1,0.18,39,5,10,0,42,0,0,26,1,1,0,1,0,14672,4,0,3,1,1,0,12,18,0,0,0,4,0,780,225,0,0.43,0.45
TheLegend27#1657,2377,202,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,4,0,0,0,0,0,51,0,0,0.33,0
naigelou#2600,2158,3744,790,0,0.12,5,1,6,0,6,0,0,2,0,1,0,0,0,2954,1,0,0,0,0,0,3,19,0,0,0,1,0,360,0,0,0.26,0.78
Amixiaso#1464,2512,6491,256,0,0.11,10,0,12,0,6,0,0,4,1,1,0,0,0,6235,2,1,1,0,0,0,3,24,0,0,0,0,0,540,114,0,0.42,0
MaxxFoxx#1146,2471,2081,0,0,0.06,2,2,2,0,4,0,0,2,0,0,0,0,0,2016,1,0,0,0,0,0,3,2,0,1,0,2,0,60,23,0,0.41,0
LuzNaturalny#2371,4066,305450,65719,3,0.08,308,65,283,0,616,0,95,360,11,23,0,12,0,237565,58,19,14,25,5,1,203,1238,0,0,0,58,0,14400,1497,18,0.47,0.5
AmerGstar#2306,2636,121842,40627,0,0.06,83,22,98,0,205,0,48,118,6,11,0,5,0,80189,20,7,7,6,0,0,73,605,0,0,0,18,0,7200,285,2,0.47,0.45
TinfoilHats#11694,2359,31067,7226,1,0.1,33,9,24,0,55,0,3,39,1,2,0,1,0,23698,5,2,2,1,0,0,24,125,0,0,0,7,0,1620,214,0,0.46,0.31
DdongSsa#11211,2875,79570,16709,1,0.07,66,24,68,0,187,0,49,124,2,6,0,3,0,61850,14,2,9,2,3,3,67,227,0,0,0,37,0,3600,1204,2,0.5,0.55
r3aper#1715,1555,35290,8117,0,0.03,20,4,40,0,52,0,6,27,3,4,0,0,0,22575,8,2,2,4,0,0,15,83,0,0,1,4,0,2700,0,3,0.43,0.13
Borgia#11858,2668,336,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0.38,1.0
PistolPete#11555,3071,117247,16970,2,0.08,124,29,91,0,240,0,37,157,4,8,1,4,0,99274,22,5,11,6,2,2,88,299,0,0,0,35,0,3600,1223,0,0.56,0.51
KniStreaf#2473,2369,2200,609,0,0.08,2,0,4,0,3,0,0,3,0,0,0,0,0,1556,1,1,0,0,0,0,1,1,0,0,0,0,0,180,0,0,0.36,1.0
Keeeeeeeeeel#1662,2780,424158,113943,5,0.12,512,85,325,0,782,0,21,432,15,34,0,18,0,305568,72,24,24,24,4,4,318,1501,0,0,2,85,0,21600,2361,21,0.37,0.54
Menac#1328,2825,256964,65983,6,0.1,278,75,163,0,428,0,53,271,9,18,1,8,0,187689,39,7,23,9,7,4,131,487,0,0,0,69,0,10800,1476,7,0.41,0.46
Blaze#23158,3051,14285,1366,0,0.1,18,3,9,0,23,0,0,12,1,1,0,0,0,12788,4,1,2,1,0,0,11,11,0,0,0,3,0,660,67,0,0.48,0
TheGamer101#1478,2073,8831,3024,0,0.12,10,0,13,0,14,0,1,9,1,1,0,0,0,5737,2,1,0,1,0,0,6,23,0,0,0,1,0,540,0,1,0.35,0
minionbanana#21976,2782,5027,1404,0,0.05,3,2,5,0,5,0,0,4,0,0,0,0,0,3398,1,0,0,1,0,0,1,0,0,0,0,1,0,240,0,0,0.53,0
Kai#14892,2748,69151,13568,3,0.08,65,19,66,0,156,0,18,94,3,5,0,3,0,55174,15,7,5,4,0,1,69,254,0,0,0,24,0,3600,276,1,0.52,0.49
eZe#2520,2727,47,46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,0.66,0
NetiHiir#2131,1687,954,0,0,0.3,3,0,3,0,0,0,0,0,0,0,0,0,0,953,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0.17,0
NickP#11494,2839,17626,1691,1,0.17,35,5,14,0,46,0,0,25,0,1,0,1,0,15733,3,0,2,1,0,0,17,51,0,0,0,5,0,960,125,0,0.42,0.84
Whorin#1811,2327,17312,4610,0,0.08,17,3,13,0,25,0,4,15,0,2,0,1,0,12506,4,2,1,1,0,0,6,42,0,0,0,4,0,1080,43,0,0.35,0.69
poppy#21302,3286,22464,7670,0,0.13,29,4,24,0,31,0,3,17,2,2,0,0,0,14487,5,1,2,1,0,0,14,81,0,0,0,4,0,1260,0,0,0.41,0
Hackted#2694,2651,18289,3127,0,0.1,23,3,13,0,54,0,0,34,0,2,0,2,0,15147,7,4,2,1,0,0,27,120,0,0,0,6,0,1020,469,0,0.42,0.91
Variamus#2107,1457,710,68,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,642,0,0,0,0,0,0,1,2,0,0,0,2,0,60,0,0,0.51,1.0
Kydo#11887,2656,16056,3491,1,0.2,32,5,13,0,38,0,1,22,1,1,0,0,0,12466,4,0,2,1,0,0,12,46,0,0,0,3,0,900,82,0,0.4,0
BigBrain#11674,3535,29461,7758,1,0.06,22,9,20,0,58,0,9,40,1,2,0,1,0,21503,6,2,3,1,0,0,20,73,0,0,0,4,0,1380,230,0,0.42,0.69
Cigy#11743,3526,28847,12482,0,0.1,24,8,20,0,54,0,11,34,0,2,0,1,0,16145,3,1,1,1,0,0,30,121,0,0,0,5,0,1380,87,0,0.38,0.84
