battletag,SR,all_damage_done,barrier_damage_done,cards,critical_hit_accuracy,critical_hits,damage_reflected,deaths,defensive_assists,dragonblade_kills,dragonblades,eliminations,environmental_kills,final_blows,games_lost,games_played,games_tied,games_won,healing_done,hero_damage_done,medals,medals_-_bronze,medals_-_gold,medals_-_silver,melee_final_blows,multikills,objective_kills,objective_time_seconds,offensive_assists,quick_melee_accuracy,recon_assists,shield_generators_destroyed,solo_kills,teleporter_pads_destroyed,time_played_seconds,time_spent_on_fire_seconds,turrets_destroyed,weapon_accuracy,win_percentage
Skoll#2550,3504,498,196,0,0.28,2,0,1,0,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0.16,0
Flux#11464,1261,6983,1432,0,0.05,8,2582,7,0,1,3,13,0,5,0,1,0,0,0,5290,2,1,1,1,0,0,3,31,0,0,0,1,1,0,420,30,2,0.4,0.44
Pixs#11954,2861,2191232,414496,117,0.09,3269,365529,1415,0,1307,826,5280,0,3186,59,155,4,92,0,1735486,513,112,259,141,401,99,1817,13335,0,0,0,1,674,6,108000,32152,121,0.3,0.61
LonelyFreak#2485,1917,361418,67934,7,0.09,560,69932,378,0,174,143,707,0,356,16,29,0,12,0,288237,74,21,26,27,31,9,265,2432,0,0,0,0,69,1,18000,2483,19,0.28,0.42
Siin#6359,1483,252,84,0,0.2,1,19,1,0,0,0,1,0,0,0,0,0,0,0,168,0,0,0,0,0,0,1,10,0,0,0,0,0,0,60,0,0,0.11,1.0
Abrimo#2166,3367,38849,6379,0,0.11,86,3287,41,0,16,15,111,0,74,2,4,0,2,0,32002,11,5,2,3,5,3,27,177,0,0,0,0,21,0,2640,244,1,0.28,0.51
Boczur#2491,3000,13616,0,0,0.04,18,2037,12,0,6,5,26,0,17,1,2,0,0,0,0,5,1,3,1,0,0,12,81,0,0,0,0,4,0,840,86,7,0.41,0.11
Nighith#2555,3132,7969,442,0,0.07,12,1807,12,0,7,5,19,0,12,0,1,0,1,0,7496,4,1,1,2,1,0,5,34,0,0,0,0,4,0,720,0,0,0.26,0.53
Devy#21533,1216,5007,1876,0,0.07,5,1373,5,0,2,1,8,0,1,0,0,0,0,0,3132,1,1,0,0,0,0,2,22,0,0,0,0,1,0,240,0,0,0.37,0.6
iMissVicious#1440,2444,9289,2162,0,0.11,20,2283,10,0,2,2,20,0,9,0,1,0,0,0,7038,2,1,1,0,2,0,5,25,0,0,0,0,1,0,540,38,0,0.3,0.55
Zinkscott#1299,4106,627,405,0,0.37,3,270,2,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,1,0,0,0,0,0,0,59,0,0,0.32,0
Enticize#11190,2589,1735,280,0,0.05,2,349,3,0,0,1,0,0,0,0,0,0,0,0,1455,1,1,0,0,0,0,0,3,0,0,0,0,0,0,120,0,0,0.21,0
Ultiglauck#2379,3593,16815,6125,0,0.12,32,3477,15,0,3,6,30,0,13,0,1,0,1,0,10566,3,2,0,1,2,0,8,90,0,1,0,0,2,0,900,0,0,0.27,0.7
Mayk#21229,2383,55579,7008,1,0.11,137,12054,57,0,16,19,143,0,75,4,7,0,3,0,48387,14,4,2,8,5,3,51,427,0,0,0,0,18,0,3600,562,4,0.3,0.38
Salty4Life#1878,2536,84,0,0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0.33,1.0
Kayode#11479,2229,5235,1113,0,0.13,14,1434,9,0,0,0,6,0,5,0,0,0,0,0,3994,1,1,0,0,1,0,1,35,0,0,0,0,1,0,360,0,0,0.47,0
MrChowsTwin#1102,2804,18532,5064,1,0.1,29,3910,17,0,8,7,42,0,24,1,1,0,0,0,12912,4,1,1,2,0,0,30,179,0,1,0,0,3,1,960,249,0,0.36,0.41
Arka#1740,2814,9548,2873,0,0.06,13,1475,8,0,4,4,18,0,7,0,1,1,0,0,6647,1,1,0,1,0,0,7,50,0,0,0,0,1,0,480,0,0,0.39,0
Explicit#1325,2649,2958,1201,0,0.05,2,518,3,0,2,1,3,0,1,0,0,0,0,0,1707,0,0,0,0,0,0,3,5,0,0,0,0,0,0,60,12,0,0.4,1.0
Perc#11688,2891,19623,5572,0,0.07,26,2868,29,0,7,6,40,0,11,2,3,0,1,0,13968,5,1,2,1,0,0,11,67,0,0,0,0,1,0,1620,0,1,0.18,0.27
bill#11924,2968,16353,0,0,0.03,14,3528,19,0,6,4,16,0,9,1,1,0,0,0,0,4,3,1,0,2,0,9,116,0,0,0,0,1,0,1140,0,5,0.34,0.25
SexyCanadian#21702,2672,3970,940,0,0.07,4,765,6,0,4,1,8,0,5,0,1,0,0,0,2980,1,0,0,0,0,1,8,55,0,0,0,0,0,0,300,16,0,0.22,0.62
Qro#11766,3194,48312,11125,0,0.09,79,4694,67,0,18,19,99,0,48,3,5,0,2,0,36235,9,6,1,3,4,0,36,339,0,0,0,0,7,0,3600,9,2,0.29,0.4
Dannyman3000#1112,3147,64744,5061,0,0.08,128,10471,55,0,25,22,117,0,60,3,4,0,1,0,25448,13,5,4,4,1,0,56,532,0,0,0,1,15,0,3600,257,2,0.39,0.17
RobotLuxray#1928,1879,628,0,0,0.7,7,135,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,2,0,53,0,0,0.27,1.0
KilerKont#1638,1859,181937,40749,5,0.08,240,39143,139,0,96,65,400,0,217,7,14,1,7,0,137424,34,11,8,15,20,4,156,1186,0,0,0,3,38,0,7200,1489,6,0.28,0.49
justunlucky#2936,3420,4078,358,0,0.07,8,460,6,0,0,0,5,0,3,1,1,0,0,0,3720,0,0,0,0,0,0,1,24,0,0,0,0,2,0,300,0,0,0.33,0.03
CanYouFeelIt#11351,3452,29807,8435,0,0.11,45,5707,22,0,16,12,71,0,31,2,4,0,1,0,21212,6,2,1,3,8,3,25,184,0,1,0,0,3,0,1620,190,0,0.26,0.36
EDEN#12498,2567,444,246,0,0,0,86,1,0,0,0,1,0,0,0,0,0,0,0,198,0,0,0,0,0,0,1,9,0,0,0,0,0,0,41,0,0,0.24,0
Fade#21404,2030,34333,7937,0,0.04,26,5733,27,0,20,12,64,0,29,2,4,0,1,0,25948,8,3,1,5,2,2,21,184,0,0,0,0,3,0,1740,214,2,0.35,0.31
mMammoth#1106,2337,9771,889,0,0.06,15,1945,10,0,2,2,30,0,18,1,1,0,0,0,8732,4,0,1,3,0,0,18,120,0,0,0,0,5,0,720,267,0,0.39,0
Sexypanda#2202,2567,173067,37318,8,0.07,219,35072,124,0,84,66,350,0,176,8,14,0,6,0,132827,37,10,18,9,7,6,118,1217,0,0,0,0,36,1,7200,1021,7,0.28,0.41
godlike#12946,2607,124610,0,1,0.05,161,22559,108,0,70,46,273,0,127,5,11,0,6,0,0,28,14,5,9,13,4,119,1057,0,0,0,0,29,0,7200,668,16,0.31,0.54
iSKARIOT#11229,3286,61643,11052,2,0.12,137,12072,68,0,24,23,141,0,75,3,6,0,4,0,50125,18,4,8,6,9,2,48,339,0,1,0,0,17,0,3600,366,3,0.29,0.57
BeefTipsy#1319,3923,124470,42654,1,0.11,197,17554,78,0,59,44,215,0,119,4,7,0,3,0,80902,18,7,9,3,4,6,91,916,0,0,0,0,10,0,3600,874,0,0.32,0.48
Fatalxz#1647,3000,428,84,0,0,0,206,1,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,0,0,0.21,1.0
KintoJin#1477,2497,1158,540,0,0.05,1,66,2,0,0,0,0,0,0,0,0,0,0,0,618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0.19,0
DrAvera#1244,1993,81597,19528,4,0.08,111,20021,76,0,48,34,188,0,99,4,7,0,3,0,60357,15,5,5,4,4,2,67,465,0,0,0,0,26,0,3600,991,5,0.4,0.39
TERIA#31770,2359,2407,168,0,0,0,1615,7,0,2,1,6,0,3,0,0,0,0,0,2236,1,1,0,0,0,0,3,15,0,0,0,0,1,0,300,0,0,0.14,0.39
NightShade#12823,1726,1096,476,0,0.03,1,316,4,0,0,0,0,0,0,0,0,0,0,0,620,1,0,0,0,0,0,0,2,0,0,0,0,0,0,120,0,0,0.36,0
Sharkeyanti#1374,2024,2415,308,0,0.04,2,355,3,0,1,1,9,0,3,0,1,0,1,0,2083,2,1,1,1,0,0,2,47,0,0,0,0,0,0,360,0,1,0.15,1.0
RoaringTom#2341,2776,738315,195758,26,0.09,1068,143308,519,0,351,294,1367,0,665,27,53,1,25,0,531905,145,40,45,60,18,18,581,5053,0,0,0,0,140,0,36000,3708,22,0.28,0.47
Tibor702#1318,1652,2560,322,0,0.06,4,687,4,0,1,1,6,0,3,0,0,0,0,0,2238,0,0,0,0,0,0,3,20,0,0,0,0,1,0,240,0,0,0.35,0
Bgvur#1329,2234,16258,3354,0,0.05,15,3292,11,0,6,7,27,0,17,2,2,0,0,0,11937,5,3,1,1,0,0,6,59,0,0,0,0,5,1,1080,52,2,0.31,0.04
xKris#21377,2066,30280,4981,0,0.09,50,5795,27,0,15,11,64,0,38,2,3,0,1,0,24437,9,2,3,4,1,0,34,306,0,0,0,0,9,0,1920,440,2,0.3,0.45
syXzor#2653,2388,57436,13210,1,0.08,73,12704,46,0,15,23,114,1,50,3,6,0,3,0,44023,13,3,7,4,2,2,42,270,0,0,0,0,4,0,3120,299,0,0.24,0.45
Faelwyn#11502,2027,10763,1244,0,0.09,21,1710,14,0,3,4,21,0,12,1,1,0,0,0,9099,4,1,1,2,0,0,10,48,0,1,0,0,5,0,840,0,1,0.32,0.14
Poptart#11376,2930,34153,6499,1,0.07,44,5833,36,0,12,14,63,0,37,3,3,0,1,0,27052,10,3,2,6,4,1,24,269,0,0,0,0,3,0,2040,190,1,0.36,0.23
Norius#21424,1593,7139,2728,0,0.02,4,555,9,0,2,3,7,0,2,1,1,0,0,0,4307,0,0,0,0,0,0,3,39,0,0,0,0,1,0,540,0,6,0.38,0.34
BVP#11980,2036,10573,0,0,0.05,14,2220,12,0,2,3,16,0,5,1,1,0,0,0,23,2,1,0,1,0,0,2,17,0,0,0,0,1,0,780,0,4,0.35,0.33
sLayster#11546,2024,2351,850,0,0.08,2,361,3,0,1,1,1,0,1,0,0,0,0,0,1501,1,0,0,1,0,0,0,7,0,0,0,0,0,0,120,0,0,0.17,1.0
Seamus#11599,3287,64636,11818,1,0.12,124,13759,81,0,17,25,139,0,77,3,6,0,3,0,51870,13,6,3,4,3,2,42,256,0,0,0,0,16,0,3600,291,4,0.31,0.53
Crow#31139,3022,14405,1419,1,0.08,26,2253,16,0,10,6,44,0,32,1,2,0,1,0,12442,5,0,2,2,0,2,14,56,0,0,0,0,8,0,1080,225,2,0.3,0.56
Jerryberryho#1810,2312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1.0
IbraTV#2979,2500,142700,11828,2,0.06,195,23904,136,0,63,59,310,0,142,6,14,0,7,0,49909,35,16,10,9,8,3,90,855,0,0,0,0,33,2,7200,809,16,0.33,0.5
edgY#21271,3735,33922,7884,2,0.15,70,9849,27,0,12,12,67,0,40,2,3,0,0,0,25337,8,2,5,2,3,1,25,211,0,0,0,0,9,0,1740,326,0,0.28,0.15
Legend#14484,987,38084,0,1,0.08,72,6412,43,0,12,13,78,0,40,3,4,0,2,0,0,16,3,9,4,4,2,25,209,0,0,0,0,10,0,2700,242,4,0.31,0.42
slime#11818,2470,1212826,235707,33,0.11,2231,270438,957,0,530,428,2800,0,1546,60,118,1,56,0,957192,280,94,87,99,92,31,1049,7252,0,0,0,0,408,2,75600,8352,90,0.32,0.48
Skykiller664#2262,1918,10439,3205,0,0.07,13,2226,9,0,3,4,22,0,12,1,1,0,0,0,7070,3,1,1,0,0,0,3,72,0,0,0,0,1,0,540,17,0,0.26,0
Bang#1768,2310,499,186,0,0.08,1,302,2,0,0,0,0,0,0,0,0,0,0,0,313,0,0,0,0,0,0,0,10,0,0,0,0,0,0,57,0,0,0.2,0
BestZedEuw#2353,2362,70286,6931,1,0.11,135,15006,80,0,31,30,179,0,103,4,8,0,4,0,62528,18,9,2,7,6,3,49,366,0,0,0,0,34,0,3600,373,0,0.26,0.51
speeKz#11771,4037,232743,49573,2,0.1,421,24460,158,0,90,83,441,0,229,9,19,0,10,0,179900,48,17,13,19,19,5,127,1021,0,0,0,0,29,0,10800,1427,8,0.28,0.52
Joeli#2937,1925,2703,771,0,0.06,3,477,5,0,0,1,4,0,2,0,0,0,0,0,1932,1,0,0,0,0,0,1,1,0,0,0,0,0,0,240,0,0,0.23,0
Shiroozza#2764,2669,9569,2319,0,0.1,18,3143,11,0,3,4,19,0,11,0,2,0,1,0,7136,4,3,0,1,0,0,9,58,0,0,0,0,1,0,720,19,0,0.24,0.87
KryMeta#1292,2596,5776,0,1,0.17,28,587,1,0,1,2,25,0,20,0,2,1,1,0,0,2,1,1,0,0,0,4,34,0,0,0,0,7,0,420,76,0,0.24,0.42
MadRussian#11401,3208,2729,242,0,0.16,9,590,3,0,0,1,2,0,2,0,0,0,0,0,2486,1,0,0,0,0,0,1,7,0,1,0,0,0,0,180,0,0,0.26,0
InfernoTK#1263,2044,13252,2487,0,0.11,24,3537,16,0,6,3,27,0,17,0,1,0,1,0,10691,3,1,1,2,2,1,8,90,0,1,0,0,6,0,900,71,1,0.33,0.73
Vermilion#21576,3392,160571,35740,2,0.1,272,24418,191,0,57,59,295,0,156,7,13,0,5,0,121424,33,12,9,12,5,6,95,882,0,0,0,0,41,0,7200,966,4,0.28,0.43
Denied#21756,3007,8121,714,0,0.07,12,2820,10,0,4,4,19,0,11,0,1,1,0,0,7290,1,1,0,0,1,0,10,67,0,0,0,0,2,0,540,18,0,0.27,0
MauriMcCree#1750,2293,104,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1.0,0
CubaLibre#2539,2344,6871,0,0,0.11,18,2046,8,0,3,3,9,0,3,1,1,0,0,0,0,3,1,1,1,0,0,2,29,0,0,0,0,2,1,480,57,6,0.32,0.32
Leras#1599,2507,3404,1373,0,0.08,5,174,2,0,2,1,4,0,2,1,1,0,0,0,2031,2,1,0,0,0,0,2,16,0,1,0,0,0,0,180,0,0,0.26,0
Freeflushots#1747,1986,13471,1916,0,0.09,25,2559,23,0,5,4,20,0,13,2,2,0,1,0,11116,6,2,1,4,0,0,7,101,0,0,0,0,5,0,1140,0,1,0.29,0.26
AbOoOd#21874,2042,12371,3611,0,0.06,10,4501,23,0,6,5,26,0,11,1,2,0,0,0,8408,3,2,1,1,0,0,12,102,0,0,0,0,5,0,1020,57,0,0.16,0.25
Anarchy#12347,2520,290725,46080,19,0.1,555,48307,127,0,185,106,672,0,440,6,21,0,15,0,241507,57,9,37,11,36,18,207,1331,0,0,0,0,89,0,10800,4765,4,0.33,0.7
Walmir#1748,2784,1062142,266038,19,0.09,1432,203156,954,0,475,402,2103,0,1030,38,83,2,44,0,774606,222,94,62,66,70,32,747,6341,0,0,0,1,179,2,57600,4902,50,0.26,0.53
JatrenS#1228,2097,186069,43320,5,0.09,301,25635,141,0,71,69,355,0,202,8,14,1,5,0,139682,42,11,15,16,17,1,125,1011,0,0,0,0,49,0,7200,994,3,0.33,0.41
iFahad#2461,3059,925672,208676,33,0.1,1619,144691,697,0,466,327,2158,0,1183,32,73,2,39,0,705439,232,74,84,73,128,34,713,5746,0,0,0,0,230,1,46800,8851,33,0.26,0.54
Kirby#2555,3759,26599,3703,1,0.12,64,4295,22,0,8,11,59,0,37,1,3,0,2,0,22649,6,2,3,1,2,0,20,131,0,0,0,0,8,0,1380,342,0,0.38,0.6
Expressioner#1804,2042,1939,1288,0,0.12,2,596,5,0,0,1,1,0,1,1,1,0,0,0,539,1,0,1,0,1,0,0,3,0,1,0,0,1,0,240,0,0,0.13,0.05
GenSso#2722,1899,7086,3382,0,0.03,3,653,11,0,1,2,7,0,2,1,1,0,0,0,3589,2,1,0,0,0,0,7,35,0,0,0,0,1,0,480,0,0,0.24,0
Fim99#1319,3129,717729,167489,16,0.1,1209,133928,525,0,348,267,1591,1,844,21,54,1,32,0,537450,157,50,60,47,48,32,579,4625,0,0,0,0,161,0,36000,5740,22,0.3,0.6
Dumran#2587,3307,2197,896,0,0,0,28,4,0,0,1,1,0,0,1,1,0,0,0,1247,2,1,1,0,0,0,0,14,0,0,0,0,0,0,120,0,0,0.39,0
TheSYRoyal#2914,2506,28902,7278,1,0.08,44,5424,27,0,16,11,65,0,30,1,2,0,1,0,21097,6,1,2,2,2,1,29,195,0,0,0,0,11,0,1920,59,3,0.28,0.39
mossi#2269,2420,999,694,0,0,0,659,2,0,0,0,1,0,0,0,0,0,0,0,305,0,0,0,0,0,0,0,5,0,0,0,0,0,0,60,0,0,0.26,1.0
Puntero#21284,2521,159397,38799,2,0.09,239,32810,134,0,54,64,352,0,163,11,18,0,7,0,118440,43,12,12,18,16,3,141,1393,0,0,0,0,28,0,10800,835,4,0.25,0.39
ProGenji#1860,2788,42897,2631,1,0.06,61,6342,32,0,18,16,102,0,50,1,3,0,2,0,7607,6,4,1,1,0,1,30,305,0,0,0,0,8,0,2760,109,1,0.31,0.73
Rush#1767,2175,27529,0,1,0.1,70,3386,31,0,8,12,61,0,36,2,4,0,1,0,0,9,4,2,3,5,0,14,142,0,0,0,0,12,0,1980,30,0,0.39,0.4
S3DITION#11424,2760,3345,547,0,0.06,5,665,5,0,1,1,5,0,3,0,0,0,0,0,2180,1,0,0,0,0,0,1,6,0,0,0,0,1,0,240,0,1,0.34,0
xWolf#11882,2782,324,0,0,0,0,70,1,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0.54,0
Toboskey#1673,3172,1746836,168496,40,0.07,2732,320418,1348,0,1089,682,4095,1,2284,54,113,1,59,0,672900,328,96,129,104,242,102,1570,11923,0,0,0,5,351,4,93600,18842,97,0.37,0.51
Althea#2813,3641,9720,1520,0,0.08,15,1596,13,0,4,5,24,0,10,1,1,0,0,0,8198,1,1,0,0,0,1,8,116,0,0,0,0,2,0,720,114,0,0.3,0.33
zbarron#1657,2182,1410,218,0,0,0,928,3,0,0,0,1,0,1,0,0,0,0,0,1192,0,0,0,0,0,0,1,5,0,0,0,0,0,0,60,0,0,0.5,0
Juvi#21607,2617,4831,2224,0,0.06,3,992,6,0,1,2,2,0,0,0,0,0,0,0,2578,0,0,0,0,0,0,1,17,0,0,0,0,0,0,180,0,0,0.23,0
client#21698,2082,4701,1032,0,0.18,15,791,7,0,2,2,10,0,3,0,1,0,0,0,3668,2,1,0,1,0,0,4,21,0,0,0,0,1,0,360,18,0,0.22,0.91
SlimShady#12469,3226,9182,1733,1,0.05,6,3278,8,0,5,4,30,0,18,0,1,0,1,0,7345,2,0,0,1,4,0,10,70,0,0,0,0,3,0,540,55,0,0.27,1.0
Sherlock#22473,2543,22778,6669,0,0.07,27,4267,24,0,1,6,31,0,10,1,3,0,2,0,15601,5,2,2,1,1,1,16,163,0,0,0,0,1,0,1560,58,1,0.24,0.64
Oddest#11107,3861,33361,8819,1,0.08,44,4579,25,0,14,10,75,0,42,1,2,0,1,0,24115,6,2,2,2,2,2,22,213,0,1,0,0,4,0,1620,397,0,0.3,0.69
TL33B#1811,2255,3053,106,0,0.07,4,634,3,0,0,1,3,0,2,0,0,0,0,0,2947,1,0,0,0,1,0,0,5,0,1,0,0,0,0,120,0,0,0.42,0
Justuf#2910,2721,7939,3263,0,0.05,5,636,5,0,3,2,11,0,6,1,1,0,0,0,4576,3,1,1,1,0,0,6,28,0,1,0,0,0,0,360,10,0,0.25,0.32
Hugi#2838,2447,1666,444,0,0.12,5,281,2,0,0,1,4,0,1,0,0,0,0,0,1222,0,0,0,0,0,0,2,9,0,0,0,0,0,0,120,0,0,0.25,1.0
apollo#13232,3853,25292,5421,0,0.09,41,4332,17,0,9,9,39,0,19,1,2,0,0,0,19635,4,2,1,0,1,0,14,170,0,0,0,0,6,0,1260,47,0,0.27,0.24
Miro#11870,1513,423681,0,13,0.08,778,71858,367,0,202,159,958,0,543,16,29,2,11,0,0,89,25,32,33,48,11,324,2382,0,0,0,0,146,0,21600,3849,36,0.36,0.39
Gedsu#1508,2587,30409,8379,0,0.08,42,3484,21,0,17,11,80,0,34,1,2,0,1,0,21674,5,2,1,2,3,2,30,333,0,1,0,0,9,0,1740,324,3,0.28,0.42
Heliolisk#1696,2551,60421,18035,0,0.08,81,9110,52,0,26,21,137,0,65,3,4,0,1,0,41727,12,4,3,5,3,4,64,555,0,0,0,0,6,0,3360,581,0,0.32,0.34
Asura#2878,2859,69643,19288,1,0.1,98,10198,63,0,37,24,134,0,70,2,5,0,3,0,49569,15,2,5,8,4,1,43,489,0,0,0,0,23,0,3600,444,0,0.28,0.58
GMNGGURUGABE#1592,2872,5884,1460,0,0.02,2,1495,12,0,1,2,6,0,3,0,1,0,0,0,4279,0,0,0,0,0,0,3,31,0,0,0,0,2,0,420,0,0,0.3,0.86
Maeteor#1228,1473,866,224,0,0.18,3,60,1,0,0,0,0,0,0,0,0,0,0,0,642,1,1,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0.31,1.0
scarit#1577,2824,31333,8059,1,0.1,50,8722,28,0,13,13,71,0,34,2,2,0,1,0,23002,6,3,1,2,0,1,38,386,0,0,0,0,8,0,1860,278,0,0.25,0.3
BorkLaser420#11344,1769,718,578,0,0.25,1,34,2,0,0,0,1,0,0,0,0,0,0,0,140,0,0,0,0,0,0,1,18,0,0,0,0,0,0,60,0,0,0.08,0
Xertaks#1635,1931,142,114,0,0,0,282,1,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0.05,1.0
Dinkleberg#11442,2227,5927,1245,0,0.08,12,530,4,0,0,1,14,0,5,0,1,0,1,0,4659,2,2,0,1,1,0,6,64,0,0,0,0,2,0,480,0,0,0.24,0.78
Urh#2224,3362,400,134,0,0,0,120,1,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,6,0,0,0,0,0,0,28,0,0,0.66,0
EraKun#1465,2023,11785,196,0,0.01,4,1911,14,0,1,5,21,0,5,1,2,0,1,0,135,3,1,0,2,0,0,9,94,0,0,0,0,0,0,1140,0,9,0.35,0.47
Alias#1522,3581,92789,19269,2,0.1,164,12071,64,0,40,35,227,0,122,3,9,0,6,0,71270,22,7,4,11,11,4,72,335,0,0,0,0,17,0,3600,686,11,0.28,0.7
Dutransan#11767,3199,22478,3285,0,0.07,31,6122,33,0,6,10,40,0,21,2,3,0,1,0,18758,9,4,2,3,2,0,18,267,0,0,0,0,4,0,1800,51,0,0.26,0.27
Unquietmind#11879,3745,668085,163979,19,0.1,1046,124209,458,0,310,259,1322,0,751,14,38,3,21,0,495752,100,20,51,28,65,22,376,2784,0,0,0,1,133,1,28800,6527,17,0.29,0.61
thestealth#1439,1302,4497,366,0,0.06,6,3408,11,0,1,2,7,0,3,1,1,0,0,0,4020,2,1,0,1,0,0,3,17,0,0,0,0,0,0,480,0,0,0.25,0
bode#11810,2651,357720,105097,1,0.08,429,75826,318,0,133,121,673,0,290,16,27,0,12,0,248137,59,31,9,20,26,16,256,2908,0,0,0,0,44,0,18000,1750,9,0.2,0.42
IRENE#31720,1279,4635,1088,0,0.04,4,657,11,0,1,1,15,0,6,0,1,0,1,0,3519,2,0,1,1,0,0,3,41,0,0,0,0,3,0,660,0,0,0.19,0.78
ZeroBiit#2892,2389,1767,928,0,0.04,1,428,1,0,0,0,2,0,1,0,0,0,0,0,277,0,0,0,0,0,0,2,9,0,0,0,0,0,0,60,0,1,0.28,0.61
CmdrShepard#11258,2726,3356,512,0,0.1,9,1058,6,0,1,1,9,0,7,1,1,0,0,0,2816,3,1,2,0,1,0,3,29,0,0,0,0,4,0,240,0,0,0.31,0
Praesidium#1864,3683,464076,111711,14,0.1,784,68879,271,0,252,158,956,0,540,16,33,1,16,0,343796,103,30,39,34,21,19,329,2956,0,0,0,0,112,2,21600,4801,18,0.27,0.49
galadriel#22882,2673,3192,522,0,0.11,8,419,5,0,0,2,4,0,3,0,0,0,0,0,2669,1,0,0,0,0,0,3,29,0,0,0,0,0,0,240,0,1,0.35,0
skolistar#2582,2729,1712,185,0,0.1,4,333,3,0,1,1,1,0,1,0,0,0,0,0,1428,1,0,0,0,0,0,0,4,0,0,0,0,1,0,120,0,0,0.63,0
JynkexD#2111,2431,46496,8844,1,0.07,64,12233,49,0,16,19,94,0,48,3,5,0,1,0,36920,13,2,7,5,3,1,32,303,0,0,0,0,12,0,2940,329,0,0.28,0.29
ivanraid#2562,2102,55627,9446,0,0.06,64,11401,60,0,31,23,145,0,66,2,5,0,2,0,41104,12,6,2,4,9,1,69,507,0,0,0,0,17,0,3600,405,0,0.31,0.46
DANTEH#31790,3452,246157,29360,11,0.1,443,69029,229,0,111,105,539,0,313,12,23,1,10,0,213727,60,13,30,16,34,12,169,1413,0,0,0,1,58,0,14400,2050,8,0.25,0.44
Bnetplayer#141519,2974,2003,106,0,0.13,6,250,2,0,2,1,6,0,4,0,0,0,0,0,1872,1,0,1,0,0,0,4,36,0,0,0,0,0,0,60,23,0,0.32,1.0
FluffyxBread#2924,1765,4452,1182,0,0.09,9,1580,7,0,1,2,6,0,5,1,1,0,0,0,3058,3,1,1,1,0,0,1,46,0,0,0,0,2,0,480,0,0,0.41,0
YEP#21166,2969,4332,1430,0,0.1,7,983,8,0,0,2,11,0,4,0,0,0,0,0,2801,0,0,0,0,0,0,7,48,0,0,0,0,2,0,360,0,0,0.16,0.99
noggin#1426,2525,3297,1446,0,0.08,3,1520,2,0,1,1,1,0,1,0,0,0,0,0,1851,1,0,0,1,0,0,1,5,0,0,0,0,0,0,120,0,0,0.31,0
Khirel#2995,2877,284469,57616,11,0.11,562,37164,165,0,130,99,604,0,342,6,18,0,12,0,223788,52,12,30,10,24,7,202,1397,0,0,0,0,64,0,10800,3513,4,0.35,0.67
DKmane#2648,2214,77420,19433,0,0.1,122,16176,80,0,32,29,134,0,77,6,8,0,2,0,57129,13,7,4,2,4,1,56,404,0,0,0,0,21,0,3600,231,0,0.28,0.22
Sinister#12839,3094,312592,83483,4,0.08,406,44829,178,0,118,111,582,0,279,8,22,1,13,0,223628,62,17,25,20,28,12,246,1824,0,0,0,4,33,0,10800,1882,8,0.35,0.62
PEKLOPANG#2629,3457,66926,12341,1,0.07,77,12179,63,0,37,22,165,0,84,2,7,0,5,0,54416,16,8,6,3,2,2,38,346,0,0,0,0,11,0,3600,524,1,0.32,0.75
Anti#21748,2671,161,0,0,0,0,114,1,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0.06,0
Treebeard#2410,3067,1768,676,0,0.1,3,411,2,0,0,1,1,0,0,0,0,0,0,0,1092,0,0,0,0,0,0,0,4,0,0,0,0,0,0,60,0,0,0.32,0
LEGEND#33333,1944,198199,39170,6,0.1,320,42219,212,0,92,65,458,0,273,7,20,1,12,0,156712,56,22,14,21,32,9,163,1572,0,0,0,0,71,0,10800,1509,13,0.31,0.65
Alpha9#21246,2523,31238,8914,0,0.1,54,4048,29,0,9,9,47,0,18,2,3,0,1,0,21882,7,3,1,2,1,2,19,188,0,0,0,0,1,0,2040,56,0,0.23,0.24
Rutakate97#2702,2534,7617,2677,0,0.07,10,1431,8,0,2,2,7,0,5,1,1,0,0,0,4790,2,1,1,0,0,0,1,6,0,0,0,0,1,0,480,0,0,0.4,0
