battletag,SR,all_damage_done,barrier_damage_done,cards,critical_hit_accuracy,critical_hits,damage_reflected,deaths,defensive_assists,dragonblade_kills,dragonblades,eliminations,environmental_kills,final_blows,games_lost,games_played,games_tied,games_won,healing_done,hero_damage_done,medals,medals_-_bronze,medals_-_gold,medals_-_silver,melee_final_blows,multikills,objective_kills,objective_time_seconds,offensive_assists,quick_melee_accuracy,recon_assists,shield_generators_destroyed,solo_kills,teleporter_pads_destroyed,time_played_seconds,time_spent_on_fire_seconds,turrets_destroyed,weapon_accuracy,win_percentage
Reap#2806,2674,1963,0,0,0.02,1,76,3,0,1,1,2,0,2,1,1,0,0,0,0,2,0,2,0,0,0,2,6,0,0,0,0,0,0,120,0,0,0.29,0
Fistyle#11779,1648,164268,0,2,0.06,271,30381,164,0,65,70,353,0,200,8,18,1,8,0,0,42,16,10,16,17,3,103,876,0,0,0,0,58,0,10800,367,5,0.31,0.47
Sponty#21116,3773,11199,1679,0,0.07,16,1120,14,0,4,5,18,0,12,1,1,0,0,0,9361,2,1,0,0,1,0,1,26,0,0,0,0,4,1,720,0,1,0.31,0
ORyanx#2282,50,1925,0,0,0.02,1,84,2,0,1,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,4,0,0,0,0,0,0,240,0,0,0.37,0
Zico#22453,2413,29731,7706,0,0.06,37,6646,27,0,10,10,68,0,38,1,2,0,1,0,21547,6,3,1,2,9,1,22,200,0,0,0,0,12,0,1740,111,4,0.34,0.4
Firezown#1723,42,21834,0,0,0.05,28,6501,32,0,5,0,38,0,14,0,2,0,0,0,0,4,2,0,1,1,0,23,324,0,0,0,0,1,0,2100,0,0,0.24,0
Americano#11479,995,27649,0,0,0.06,35,8157,37,0,14,11,59,0,31,2,3,0,1,0,0,8,4,2,2,0,1,32,417,0,0,0,0,10,0,2160,220,0,0.31,0.42
Leon#26813,3044,22452,6788,0,0.13,42,6354,27,0,10,9,51,0,19,1,1,0,0,0,15524,5,2,1,2,1,0,27,226,0,0,0,0,6,0,1380,37,0,0.26,0.36
Mlgsky123#1312,2142,17405,2317,0,0.09,34,3532,15,0,8,6,36,0,16,0,1,0,1,0,14901,5,0,2,2,1,0,13,162,0,1,0,0,6,0,1080,19,4,0.32,0.9
Hexicity#2454,2819,81466,21999,2,0.07,84,19067,70,0,35,30,127,0,65,3,5,0,3,0,56148,13,5,4,4,5,1,49,399,0,0,0,0,20,0,3600,530,4,0.32,0.49
Schurke1#2617,2643,1929,818,0,0.09,3,544,2,0,0,1,5,0,3,0,0,0,0,0,1083,1,0,0,0,0,0,0,6,0,1,0,0,1,0,60,4,0,0.46,1.0
Anjii#1915,2505,82476,22573,0,0.08,111,12941,71,0,34,31,201,0,81,2,8,1,6,0,58460,27,10,6,10,8,4,91,626,0,0,0,0,12,0,3600,449,14,0.25,0.7
GranOjete#2407,3685,340,0,0,0.12,1,0,2,0,0,0,0,0,0,0,0,0,0,0,340,0,0,0,0,0,0,0,6,0,1,0,0,0,0,58,0,0,0.29,1.0
Murky#21329,1825,650,0,0,0,0,725,4,0,0,0,1,0,1,0,0,0,0,0,650,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,0,0,0.25,1.0
Sweatty#2379,2922,23209,3221,0,0.1,47,2710,24,0,12,8,59,0,30,1,2,0,1,0,19885,6,3,1,1,3,3,15,112,0,0,0,0,4,0,1620,75,0,0.28,0.68
Alpha#23219,2783,61228,10998,0,0.1,123,7723,71,0,24,25,114,0,55,4,6,0,2,0,49491,16,7,5,4,2,2,32,352,0,1,0,0,13,0,3600,66,7,0.35,0.39
Barberino#2844,2730,219,196,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0.03,1.0
NosyFamily#1178,2873,38159,6938,1,0.1,78,4306,19,0,16,16,77,0,47,1,2,0,0,0,30682,7,2,4,1,1,0,25,219,0,0,0,1,6,0,1440,524,0,0.38,0.21
NiftyLion#11596,1406,15361,5971,1,0.06,15,4039,16,0,2,4,19,0,7,1,1,0,0,0,9331,6,1,3,2,0,1,9,284,0,1,0,0,2,0,840,34,0,0.41,0.07
Moon#13415,2856,2609,0,0,0.08,6,334,3,0,1,2,9,0,2,0,0,0,0,0,2609,1,0,0,0,0,0,3,21,0,1,0,0,0,0,120,0,0,0.36,0
dende#2174,2542,51464,14260,0,0.09,76,11739,56,0,18,22,94,0,47,3,4,0,1,0,35872,11,4,2,5,5,0,43,311,0,1,0,0,10,0,3180,98,4,0.3,0.33
IzY#21806,2725,7392,3471,0,0.03,6,1795,2,0,5,2,12,0,8,0,1,0,0,0,3801,2,0,2,0,0,0,5,40,0,0,0,0,1,0,240,33,0,0.45,0.94
OskrZR#2577,1819,29552,9442,0,0.09,41,7271,36,0,8,9,37,0,24,3,4,0,0,0,19311,7,1,4,2,2,0,17,207,0,0,0,0,7,0,1860,144,6,0.27,0.11
Juddsta#1433,2462,8063,3423,0,0.09,10,291,7,0,3,2,11,0,4,0,1,0,0,0,4589,2,1,0,0,0,0,4,25,0,0,0,0,1,0,480,26,0,0.3,0.62
windowmaker#11976,3022,149,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0.33,0
Deyce#2272,858,28483,6772,0,0.05,27,8211,38,0,10,12,64,0,30,2,5,0,2,0,21086,9,5,3,1,0,0,32,322,0,0,0,0,9,0,2640,22,4,0.27,0.49
Swish#11286,3369,37668,8404,0,0.09,57,5349,25,0,13,15,74,0,42,1,3,0,1,0,28719,6,1,2,3,4,2,22,109,0,0,0,0,8,0,1920,201,2,0.31,0.45
deadpixels#11246,2288,85802,21440,3,0.08,116,17357,77,0,40,35,183,0,86,3,8,0,5,0,63254,19,7,6,6,3,2,71,679,0,0,0,0,13,0,3600,704,0,0.25,0.57
czk#21626,2346,3388,1278,0,0.06,4,727,7,0,0,1,2,0,1,1,1,0,0,0,2109,3,1,0,2,0,0,0,26,0,0,0,0,0,0,240,0,0,0.36,0
Maitrezen#21310,3033,6924,802,0,0.16,17,2103,8,0,3,3,29,0,16,0,0,0,0,0,6020,2,1,0,0,1,0,9,71,0,0,0,0,3,0,540,4,0,0.22,1.0
SilentSword#118169,2612,122843,28743,3,0.09,194,22119,90,0,49,39,245,1,132,4,10,0,6,0,91021,22,8,8,6,13,4,81,593,0,0,0,0,29,2,3600,655,17,0.3,0.62
Wainhardt#1215,2006,12767,3458,0,0.08,20,2137,13,0,4,3,29,0,15,0,1,0,1,0,9181,2,1,0,1,2,1,5,49,0,1,0,0,0,0,720,11,0,0.29,0.94
Sasuke#22962,2588,79527,16050,0,0.07,110,9296,65,0,36,30,135,0,68,4,8,1,3,0,61773,22,9,8,6,7,0,51,635,0,0,0,1,14,0,3600,303,13,0.26,0.38
wizardboy#11953,3266,122300,30834,2,0.09,177,24131,116,0,45,40,231,0,128,6,9,0,3,0,87416,25,7,8,10,11,3,101,977,0,1,0,0,23,2,3600,904,12,0.32,0.34
KingKidXD#2701,2690,15871,2462,0,0.09,27,1943,21,0,5,5,26,0,11,0,1,0,1,0,12976,3,1,1,1,1,0,11,109,0,1,0,1,3,0,840,14,5,0.42,0.73
Canon#11732,3373,398448,75874,8,0.09,586,74527,363,0,174,165,921,1,475,23,37,1,13,0,317447,116,33,43,40,56,14,357,2671,0,1,0,0,92,1,21600,3221,19,0.31,0.36
Shimrra#1875,2519,18581,4275,0,0.06,20,3136,34,0,6,8,31,0,16,1,3,0,2,0,13672,6,1,3,2,0,0,12,98,0,0,0,0,5,0,1680,20,0,0.25,0.51
Visioning#2350,2303,101474,36872,3,0.08,108,16459,64,0,51,31,169,0,97,3,6,0,2,0,62362,16,4,9,2,4,3,71,523,0,0,0,0,16,1,3600,844,11,0.26,0.36
RaGod#21248,1779,5248,0,0,0.05,6,1797,9,0,2,2,11,0,5,1,1,0,0,0,5248,0,0,0,0,0,0,6,74,0,0,0,0,3,0,480,0,0,0.21,0.04
Flonker#21719,3184,3216,402,0,0.15,9,516,3,0,0,1,2,0,1,0,0,0,0,0,2814,0,0,0,0,0,0,0,7,0,0,0,0,1,0,180,0,0,0.45,0
Memories#21257,2606,28729,5941,1,0.07,42,4090,30,0,8,10,73,0,32,2,4,0,2,0,21674,9,4,3,2,3,0,36,246,0,0,0,0,4,0,2160,43,1,0.32,0.59
SamuraiCoder#1304,2226,2856,765,0,0.02,1,0,1,0,1,1,8,0,4,0,0,0,0,0,2063,0,0,0,0,0,0,3,11,0,0,0,0,0,0,60,5,0,0.36,0
DerF3LIx#2163,3337,32017,7330,2,0.07,42,3674,25,0,15,11,84,0,45,1,2,0,1,0,24471,4,1,2,1,9,1,17,216,0,0,0,0,7,0,1680,273,2,0.29,0.7
manlok#11794,2483,1044,224,0,0.19,4,186,0,0,0,0,1,0,0,0,0,0,0,0,820,0,0,0,0,0,0,0,9,0,0,0,0,0,0,35,0,0,0.41,0
Titop#2669,3460,2107,759,0,0.05,2,202,4,0,0,0,1,0,0,0,0,0,0,0,1279,1,0,0,0,0,0,1,10,0,0,0,0,0,0,120,0,0,0.3,0
Nickton#1517,3494,129,0,0,0,0,99,1,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0.5,0
drizzle#1533,2706,582,0,0,0.05,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0.25,0
Lounge#1161,2467,4814,1844,0,0.08,6,737,4,0,1,1,3,0,1,0,0,0,0,0,2326,1,0,1,0,0,0,0,0,0,0,0,0,1,0,180,0,3,0.35,0
Ykn#1504,2866,1042,56,0,0.16,4,618,2,0,0,1,1,0,1,0,0,0,0,0,986,0,0,0,0,0,0,1,15,0,0,0,0,0,0,60,0,0,0.22,0
Mise#21731,2948,149395,28531,5,0.09,272,34122,107,0,66,48,345,0,199,6,13,0,8,0,118506,33,12,10,11,13,2,124,778,0,1,0,0,45,0,7200,1130,5,0.31,0.57
LeGeND#13231,1775,5866,2629,0,0.01,3,1244,8,0,1,1,5,0,3,0,0,0,0,0,3237,1,1,0,0,0,0,3,35,0,0,0,0,0,0,360,0,0,0.49,0
leeminjung#21649,3337,8065,2587,0,0.14,13,1950,9,0,3,2,18,0,7,0,1,0,1,0,5408,3,1,1,1,0,0,6,53,0,1,0,0,3,0,480,100,0,0.16,1.0
MilkCandy#11818,3160,274814,64520,9,0.07,443,47435,187,0,138,97,503,0,275,11,20,0,10,0,207887,56,13,24,20,15,10,193,1375,0,0,0,0,55,0,10800,2515,1,0.38,0.47
Yufeng#1944,2288,13946,4057,0,0.06,16,748,14,0,6,6,26,0,12,1,1,0,1,0,8983,4,3,0,1,1,0,15,139,0,1,0,0,0,2,1020,24,6,0.24,0.49
BestPlayerNA#21121,2388,1734,0,0,0.03,1,1000,1,0,1,1,2,0,1,0,0,0,0,0,1713,0,0,0,0,0,0,0,3,0,0,0,0,0,0,60,0,0,0.18,1.0
TheHombre#1180,2108,2297,555,0,0.21,8,1208,5,0,0,0,2,0,1,0,0,0,0,0,1671,2,1,0,1,0,0,0,1,0,0,0,0,1,0,180,0,0,0.2,0
Tlightning67#1742,1782,676,236,0,0.25,2,0,1,0,0,0,1,0,0,0,0,0,0,0,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0.14,1.0
Gish#11984,2573,742,335,0,0,0,342,1,0,0,0,0,0,0,0,0,0,0,0,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0.29,0
Gildanks#2548,2241,1580,445,0,0,0,1032,3,0,0,0,1,0,0,0,0,0,0,0,1121,0,0,0,0,0,0,1,21,0,0,0,0,0,0,120,0,0,0.26,0
Slim#1911,2750,2312,475,0,0.13,7,490,6,0,0,1,4,0,1,1,1,0,0,0,1837,2,2,0,0,0,0,2,26,0,0,0,0,1,0,360,0,0,0.21,0
Gillette#21510,3146,66281,21038,3,0.09,88,15662,54,0,18,19,160,0,80,3,5,0,2,0,43455,16,6,6,4,9,1,51,310,0,0,0,0,10,0,3600,167,8,0.24,0.38
Souther#21741,2024,65062,9770,2,0.07,112,14077,90,0,26,29,168,0,89,5,8,0,4,0,53061,21,10,4,6,6,1,52,430,0,1,0,0,26,0,3600,131,4,0.3,0.45
Tobinfrost#2131,3170,2671,825,0,0.23,5,807,6,0,0,1,1,0,1,0,0,0,0,0,1746,1,0,0,0,0,0,0,5,0,0,0,0,1,0,60,0,0,0.38,0
Akillua#1768,3064,6573,30,1,0.11,14,2483,7,0,1,4,21,0,8,0,0,0,0,0,6532,1,0,1,0,1,1,11,59,0,0,0,0,2,0,360,85,0,0.28,1.0
SwankBanana#1434,3308,3218,84,0,0.11,5,186,7,0,5,2,17,0,9,0,1,0,1,0,3134,2,1,0,1,2,1,3,16,0,1,0,0,2,0,420,9,0,0.14,1.0
Rallergaming#21181,2133,17335,2652,0,0.06,25,5501,18,0,5,8,54,0,25,3,3,0,0,0,13617,6,3,2,1,2,0,28,221,0,0,0,0,7,0,1440,108,1,0.28,0.07
ballabanga#2685,4187,2119,231,0,0.08,4,568,1,0,1,1,7,0,1,0,0,0,0,0,1888,1,0,0,0,0,0,6,40,0,0,0,0,0,0,60,27,0,0.39,1.0
McSoldier76#1600,3079,19829,5717,0,0.11,40,4565,43,0,7,10,38,0,19,3,4,0,1,0,13964,4,2,0,3,0,0,5,118,0,0,0,0,4,0,2160,0,0,0.23,0.25
TheWatcher#11106,2910,18745,5333,0,0.06,18,3068,22,0,8,7,57,0,25,1,2,0,1,0,13091,4,0,2,2,0,0,29,173,0,0,0,0,1,0,1320,158,2,0.26,0.53
ComradePrez#1105,2106,3705,1358,0,0.13,6,1259,6,0,1,1,3,0,2,0,0,0,0,0,2346,2,0,0,1,0,0,1,16,0,1,0,0,1,0,180,0,0,0.27,0
ThomasDHL#2422,3398,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,1.0
Emelcanyon#2789,2237,35841,8975,0,0.06,39,6649,36,0,13,13,85,0,35,2,3,0,2,0,26676,6,4,0,2,3,0,41,284,0,1,0,0,5,0,2460,52,1,0.26,0.46
Aisome#2500,4004,149088,30167,5,0.11,282,23952,117,0,58,55,378,0,224,5,12,2,6,0,116014,30,8,12,10,30,4,116,847,0,0,0,0,29,0,7200,1249,3,0.32,0.53
DJKrafna#2871,2503,1297,377,0,0.11,3,250,5,0,0,0,1,0,1,0,0,0,0,0,920,1,0,1,1,0,0,0,3,0,0,0,0,0,0,180,0,0,0.24,0
CodeineFiend#11486,3412,227037,51816,8,0.09,351,43761,159,0,118,81,491,0,256,6,15,0,9,0,172769,47,12,22,13,12,12,198,1342,0,1,0,0,37,0,10800,1674,2,0.32,0.6
RobotNinja#11435,2713,5985,554,0,0.16,16,764,5,0,2,3,11,0,5,0,0,0,0,0,5385,1,0,0,1,1,0,6,70,0,0,0,0,1,0,360,70,0,0.29,0.19
Sora#22170,2583,25644,5246,2,0.12,59,4860,30,0,10,10,64,0,39,1,3,0,2,0,19849,9,2,3,4,0,0,21,284,0,0,0,0,5,0,2040,151,4,0.26,0.53
Malum#22853,3930,1113685,255905,33,0.1,1667,208400,730,0,535,408,2268,3,1172,30,73,3,40,0,843957,212,43,99,71,81,50,763,5722,0,0,0,0,149,0,50400,9720,29,0.29,0.57
Shedled#1896,2632,169964,19583,2,0.12,361,44179,156,0,76,53,439,0,271,6,17,0,11,0,148418,29,15,4,10,31,4,123,900,0,1,0,0,91,0,10800,880,22,0.3,0.64
OneGramBlunt#1135,2573,329009,72576,8,0.1,493,76020,246,0,136,131,679,0,323,10,23,0,13,0,253496,65,18,25,22,33,10,249,2091,0,1,0,0,81,0,14400,2700,12,0.25,0.56
LazyTitan#116133,2034,29674,0,1,0.05,31,6235,44,0,12,10,65,0,28,2,4,0,2,0,0,10,3,3,4,0,0,30,251,0,0,0,0,8,0,2640,40,2,0.32,0.51
Poofy#11822,3135,140812,33406,1,0.1,224,20023,100,0,52,42,293,0,147,5,10,0,5,0,106500,29,9,6,13,13,9,121,832,0,0,0,0,22,0,7200,841,1,0.28,0.46
Artjom#21523,1696,216311,42827,6,0.06,318,31865,179,0,90,77,513,0,304,14,23,0,10,0,165975,60,22,19,20,18,5,165,1854,0,0,0,1,77,3,14400,929,42,0.36,0.41
Nox#2695,2146,731,0,0,0.04,1,222,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,60,0,0,0.29,0
Sharkbait#11130,2463,317604,72195,11,0.11,541,63314,207,0,144,111,697,0,363,14,24,1,9,0,239977,65,17,28,19,13,13,281,1719,0,0,0,0,48,0,14400,2325,12,0.32,0.38
veerexx#11787,3110,191049,52366,6,0.08,267,22911,104,0,84,67,354,0,164,3,13,0,10,0,135535,39,17,7,15,7,6,122,787,0,0,0,0,23,0,7200,1192,15,0.28,0.79
Pl4ntie#2540,2199,1642,386,0,0.04,2,12,1,0,0,0,7,0,2,0,0,0,0,0,1228,0,0,0,0,0,0,6,16,0,0,0,0,0,0,120,0,0,0.15,0
HE4VEN#3155,3875,36201,1923,1,0.08,61,5915,33,0,18,17,69,0,38,2,3,0,1,0,33969,11,3,4,4,2,0,15,139,0,0,0,0,4,0,2220,191,0,0.33,0.19
Nemo#23799,2534,184392,0,11,0.09,368,24037,106,0,110,80,501,0,308,5,13,0,8,0,0,41,5,21,14,22,2,175,1039,0,0,0,0,88,3,7200,2582,26,0.36,0.63
Blizzardy#1553,1846,255,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0.47,0
Red#16354,1772,2145,194,0,0.08,4,622,4,0,0,1,3,0,3,0,0,0,0,0,1951,1,1,0,0,1,0,1,18,0,1,0,0,0,0,240,0,0,0.37,0
shadowstar#1378,2169,14914,2059,0,0.08,22,1931,21,0,6,8,32,0,13,1,3,0,1,0,12095,3,1,2,0,0,0,12,114,0,0,0,0,5,0,1560,58,1,0.21,0.41
Lost1Soul#1484,2579,1125,0,0,0.03,1,333,3,0,0,1,1,0,1,0,0,0,0,0,1125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,120,0,0,0.37,0
MySoulKatana#1394,2309,1352,224,0,0.2,5,276,6,0,0,0,1,0,0,0,0,0,0,0,1128,1,1,0,1,0,0,1,3,0,0,0,0,0,0,120,0,0,0.14,0
Shame#21704,2241,2460,924,0,0.05,2,655,4,0,1,1,2,0,1,0,0,0,0,0,1411,1,0,0,0,0,0,2,32,0,0,0,0,0,0,180,0,0,0.3,0
Nightwish#1394,1302,15879,3359,0,0.04,16,3354,18,0,3,5,26,0,10,1,1,0,0,0,11978,4,2,1,2,0,0,10,50,0,0,0,0,2,0,1080,9,0,0.26,0
Zeradith#1138,3118,99654,23251,1,0.1,171,17815,92,0,42,35,170,0,97,5,8,0,3,0,74433,21,6,8,7,5,5,66,521,0,0,0,0,21,0,3600,717,1,0.35,0.38
Kuro#2472,2982,49891,12550,0,0.1,86,10077,50,0,19,19,137,0,78,3,5,0,2,0,36776,13,6,2,5,4,2,42,373,0,0,0,0,14,0,3600,187,0,0.27,0.47
Miko#2278,3542,4932,1186,0,0.14,12,546,4,0,3,2,9,0,5,0,0,0,0,0,3745,1,0,0,0,0,0,5,26,0,0,0,0,1,0,180,0,0,0.39,0
WorlderHD#2181,1674,1836,0,0,0.08,4,738,5,0,1,1,3,0,2,0,0,0,0,0,1836,1,0,0,0,0,0,2,14,0,0,0,0,1,0,120,0,0,0.51,0
Artsauce#1950,1757,1050,440,0,0.04,1,1004,3,0,0,0,1,0,0,0,0,0,0,0,609,1,0,1,0,0,0,0,2,0,1,0,0,0,0,120,0,0,0.26,0
ThehotBB#1741,1928,186804,39933,2,0.08,278,25963,243,0,68,56,343,0,176,14,21,1,6,0,141778,56,17,20,19,4,2,147,1137,0,0,0,1,29,0,10800,482,15,0.31,0.31
mrTocino#1634,849,279,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,279,0,0,0,0,0,0,1,22,0,0,0,0,0,0,60,0,0,0.09,0
AssassinNate#11732,2434,7797,1763,0,0.08,10,1958,9,0,1,2,10,0,4,0,1,0,0,0,5763,1,1,0,0,0,0,3,75,0,0,0,0,2,0,480,18,1,0.22,0.21
Alucard#16644,2486,26141,5464,1,0.08,36,6836,19,0,12,9,60,0,28,1,3,0,2,0,20606,7,4,2,2,2,2,22,197,0,1,0,0,4,0,1800,211,0,0.26,0.53
Pix#2564,3420,3664,1257,0,0.08,7,284,4,0,0,0,4,0,1,0,1,0,1,0,2399,2,2,0,0,1,0,2,24,0,1,0,0,1,0,300,0,7,0.28,0.75
Tulikettu#2786,3119,2237,466,0,0.04,2,70,3,0,0,1,2,0,1,0,0,0,0,0,1771,0,0,0,0,0,0,0,10,0,0,0,0,0,0,60,0,0,0.35,0
Tiuza#2130,2734,21289,5805,0,0.11,42,5492,12,0,3,5,32,0,9,1,1,0,1,0,14925,4,2,2,1,3,1,22,151,0,0,0,0,0,0,1020,111,0,0.31,0.39
Sienne#2536,1419,10810,3303,0,0.11,22,2157,13,0,2,5,21,0,5,1,1,0,0,0,7456,1,1,0,0,0,0,11,119,0,0,0,0,1,0,1080,18,0,0.18,0.05
ShiroZero#11896,2754,137479,32574,5,0.1,214,32084,116,0,61,53,225,0,118,10,11,0,2,0,102498,33,11,9,13,6,4,78,948,0,0,0,0,20,1,3600,1129,6,0.28,0.14
Unlucent#2522,1749,6552,0,0,0.04,8,778,16,0,2,3,19,0,5,1,1,0,1,0,549,2,1,0,1,0,0,2,51,0,0,0,0,1,0,720,0,0,0.29,0.43
Coffee#22846,2450,22750,6049,0,0.09,33,6089,25,0,10,7,46,0,25,2,2,0,1,0,16351,8,3,3,3,3,0,13,181,0,0,0,0,10,0,1440,59,0,0.27,0.29
LePages24#1162,2170,1974,269,0,0.02,1,568,5,0,0,1,1,0,1,0,0,0,0,0,1705,1,0,0,0,0,0,0,9,0,0,0,0,1,0,120,0,0,0.44,0
Scruffy#21404,2583,18190,4211,0,0.07,20,3382,11,0,7,7,32,0,13,0,1,0,1,0,13979,3,2,0,1,2,1,14,207,0,0,0,0,2,0,1140,57,0,0.24,0.89
Homesick#4777,1972,10931,4080,0,0.07,10,2824,14,0,5,4,17,0,4,1,1,0,0,0,6723,3,2,0,1,1,0,4,80,0,0,0,0,0,0,720,0,3,0.18,0
Jok3r#21163,2617,50344,11019,2,0.09,68,13266,48,0,24,23,94,0,44,2,5,0,3,0,38674,10,2,4,4,0,0,35,406,0,0,0,0,6,1,2940,314,1,0.3,0.57
Izaya#22348,2615,420,42,0,0,0,341,1,0,0,0,0,0,0,0,0,0,0,0,378,0,0,0,0,0,0,0,5,0,1,0,0,0,0,35,0,0,0.21,0
SeanTommy#1286,1709,6055,2057,0,0.03,3,840,10,0,0,2,13,0,6,0,1,0,0,0,3970,2,0,0,1,0,0,7,69,0,0,0,0,0,0,540,0,0,0.26,0.49
PhilMcCrotch#11631,2569,33365,7473,0,0.07,48,4332,35,0,12,10,66,0,30,2,4,0,2,0,24887,9,4,3,2,1,1,26,161,0,0,0,0,6,0,2160,12,1,0.34,0.51
AstroMata#1929,3342,125891,31273,1,0.09,171,18793,69,0,65,51,270,0,156,4,9,0,5,0,90026,22,11,4,8,21,5,86,650,0,1,0,1,41,0,3600,888,9,0.33,0.56
Nenux#2878,3260,5993,3143,0,0.13,9,1440,4,0,2,1,13,0,7,1,1,0,0,0,2771,2,0,1,1,0,0,8,33,0,0,0,0,1,0,420,27,0,0.18,0
Xilence#21198,2157,9751,3749,0,0.12,17,3102,14,0,3,3,23,0,6,1,1,0,0,0,5974,1,1,0,0,0,0,13,149,0,0,0,0,0,0,840,31,0,0.18,0
Shepardx#1709,1814,6349,884,1,0.13,12,1846,4,0,4,3,17,0,8,0,1,0,1,0,5465,1,0,1,0,1,0,4,73,0,1,0,0,4,0,300,32,0,0.19,1.0
ThreeCal#2404,2394,33799,5195,1,0.11,68,7634,33,0,19,16,83,0,46,2,4,0,2,0,28420,12,3,6,3,2,0,21,238,0,0,0,0,17,0,2280,124,0,0.27,0.45
drsashamd#1103,2861,4324,1117,0,0.08,6,440,4,0,2,1,9,0,5,0,0,0,0,0,3175,2,0,1,1,0,0,3,19,0,1,0,0,0,0,180,0,3,0.35,1.0
GamerTV#21489,1949,122013,21341,5,0.07,179,27896,126,0,56,41,282,0,157,5,14,0,9,0,97262,39,7,14,18,7,4,133,1357,0,0,0,0,31,0,7200,625,6,0.36,0.63
Bule#2723,2753,27142,4809,0,0.09,43,3030,36,0,11,10,65,0,34,3,3,0,0,0,22033,8,4,1,3,0,1,14,121,0,1,0,0,12,0,1800,269,3,0.28,0.04
Yorokobe#1783,2690,14202,2042,1,0.09,24,2287,9,0,2,5,40,0,26,0,1,0,1,0,12076,4,0,3,0,2,1,12,80,0,0,0,0,3,0,660,176,0,0.37,0.97
Idocrase#11527,1574,3743,1267,0,0.06,5,549,4,0,2,1,4,0,1,0,0,0,0,0,2423,1,1,0,0,0,0,1,66,0,0,0,0,0,0,240,0,2,0.29,0
AvntGrd#21614,2433,188358,56585,3,0.07,182,40158,165,0,76,67,300,0,141,7,13,0,6,0,129848,36,9,14,13,8,5,121,1584,0,0,0,0,18,0,7200,979,4,0.26,0.48
Boat#1434,3181,145218,47847,3,0.08,174,26645,95,0,57,41,217,0,120,5,8,0,3,0,95481,22,3,12,7,9,8,73,757,0,0,0,0,21,0,3600,1076,0,0.34,0.38
Egarb#21103,3302,37538,9727,1,0.08,56,2574,24,0,20,14,96,0,51,1,3,0,2,0,27100,11,3,5,3,8,1,37,298,0,0,0,0,3,0,1920,482,0,0.3,0.64
WeirdB1NarY#1867,2322,169076,42176,2,0.09,237,30249,108,0,86,59,362,0,181,6,12,0,6,0,125020,38,10,15,13,22,5,162,1616,0,0,0,0,36,0,7200,1207,8,0.29,0.52
Grimlock#1757,1263,17347,3438,1,0.07,25,3794,11,0,5,7,24,0,16,0,1,0,1,0,13291,3,0,1,1,0,0,16,131,0,0,0,0,2,0,960,0,1,0.31,0.57
Jarzabertski#1172,2811,565252,75417,10,0.07,754,81421,651,0,267,234,1421,0,868,22,53,1,30,0,473558,161,48,61,52,119,19,430,3189,0,1,0,1,299,6,36000,5040,118,0.39,0.57
TeKnoo#2175,3907,87619,19034,0,0.09,158,15402,80,0,37,38,183,0,89,5,8,0,3,0,65282,25,9,5,10,5,3,65,528,0,0,0,0,18,0,3600,257,4,0.26,0.4
AKROMA#11259,3001,84490,12720,2,0.08,133,13203,78,0,46,37,178,0,108,4,7,0,3,0,70471,27,5,11,11,5,0,75,738,0,0,0,0,30,0,3600,941,8,0.29,0.45
Dovis#11625,2468,11432,1882,0,0.11,26,2647,10,0,7,4,29,0,15,0,1,0,1,0,9328,4,0,2,1,1,2,13,65,0,0,0,0,4,0,840,8,0,0.33,0.66
Blamo#11895,3345,41273,8000,0,0.1,77,8885,40,0,15,17,80,0,45,2,3,1,1,0,32731,5,2,1,2,4,1,26,157,0,0,0,0,13,0,2820,192,0,0.32,0.26
NotFrozz#1821,2675,14815,3019,1,0.12,35,2058,8,0,3,3,32,0,13,0,2,0,1,0,11709,3,2,1,0,0,0,11,57,0,0,0,0,5,0,840,25,1,0.3,0.69
Paddles#11304,2604,4719,1232,0,0.16,11,328,5,0,0,1,3,0,1,1,1,0,0,0,3487,0,0,0,0,0,0,0,28,0,0,0,0,0,0,300,27,0,0.3,0
