battletag,SR,all_damage_done,barrier_damage_done,cards,critical_hit_accuracy,critical_hits,deaths,defensive_assists,dragonstrike_kills,eliminations,environmental_kills,final_blows,games_lost,games_played,games_tied,games_won,healing_done,hero_damage_done,medals,medals_-_bronze,medals_-_gold,medals_-_silver,melee_final_blows,multikills,objective_kills,objective_time_seconds,offensive_assists,quick_melee_accuracy,recon_assists,scatter_arrow_kills,shield_generators_destroyed,solo_kills,teleporter_pads_destroyed,time_played_seconds,time_spent_on_fire_seconds,turrets_destroyed,weapon_accuracy,win_percentage
Snuggles2#11937,2163,375182,58774,8,0.04,143,254,0,93,623,0,400,10,21,1,10,0,189288,50,14,24,12,1,6,251,1155,0,0,157,227,0,98,0,18000,3548,6,0.31,0.48
LilGoat#11455,3085,145254,44078,4,0.08,77,47,0,25,219,0,158,4,8,0,4,0,99285,24,7,11,5,1,3,58,201,0,0,79,69,0,49,0,3600,997,3,0.31,0.48
pardal#21876,2884,4072,714,0,0.05,2,4,0,0,3,0,2,0,0,0,0,0,245,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,120,0,0,0.29,0.27
stephen#13246,2325,77635,4373,1,0.05,44,40,0,15,114,0,71,4,4,0,1,0,25746,9,4,2,2,0,1,54,215,0,0,14,39,0,22,0,3600,184,10,0.28,0.13
mazuki013#1808,2052,9410,1666,0,0.1,8,5,0,3,20,0,18,0,1,0,1,0,7742,3,1,1,1,0,0,11,124,0,0,8,7,0,2,0,480,354,0,0.26,1.0
Jordeman#21923,2920,53637,16630,0,0.05,28,36,0,9,66,0,40,4,5,0,1,0,35911,8,3,2,2,0,0,13,65,0,0,14,12,0,16,1,3420,57,4,0.26,0.19
TheBuljum#1491,2112,346,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,346,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,10,0,0,0.75,0
Hello#21219,1869,55332,12721,1,0.05,28,45,0,16,124,0,68,3,6,0,3,0,42194,9,3,1,5,1,1,51,142,0,0,50,42,0,22,0,3300,250,1,0.23,0.54
Ruppy#2350,3000,149743,30139,1,0.07,87,113,0,47,348,0,231,2,12,0,9,0,116024,27,14,5,8,5,2,101,452,0,0,101,111,0,53,1,7200,1627,17,0.26,0.79
ChiefKeef#1470,3161,40186,7034,0,0.04,17,29,0,11,83,0,54,1,3,0,2,0,33052,8,3,2,4,1,1,23,123,0,0,28,22,0,12,0,2280,305,0,0.28,0.61
Patodomau#1650,2850,907,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0.37,0
SnappleMan#1317,2266,38771,0,2,0.1,35,21,0,13,65,0,36,1,3,0,1,0,0,9,1,5,3,0,3,30,82,0,0,0,16,0,14,0,1680,432,2,0.25,0.42
Safa#2248,2655,445,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0.09,0
Inky#11787,2091,1230,262,0,0.22,2,2,0,0,3,0,2,0,0,0,0,0,968,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,60,0,0,0.17,0
TjK#11898,4179,97192,28373,1,0.08,52,60,0,27,170,0,111,3,6,0,3,0,68362,14,4,6,5,0,2,53,550,0,0,37,46,0,19,0,3600,936,7,0.22,0.5
Hudini#21114,1880,20090,8233,0,0.04,4,12,0,8,27,0,12,0,1,0,1,0,11644,3,0,1,1,0,0,11,73,0,1,9,7,0,2,0,840,19,0,0.2,0.74
Blax#1907,2873,1183,270,0,0.11,1,1,0,0,3,0,1,0,0,0,0,0,914,0,0,0,0,0,0,3,21,0,0,2,0,0,0,0,60,0,0,0.15,0
Veremos#2357,2133,125,0,0,1.0,1,0,0,0,1,0,1,0,0,0,0,0,125,0,0,0,0,0,0,1,11,0,0,0,1,0,0,0,37,0,0,0.14,1.0
Celestium#1772,2005,21551,5004,0,0.06,11,11,0,3,31,0,23,1,1,0,1,0,15893,4,1,2,2,1,0,8,50,0,0,5,11,0,7,0,840,218,0,0.28,0.53
Sweezy#1627,3526,1628,125,0,0,0,2,0,0,8,0,6,0,0,0,0,0,1502,1,0,0,0,0,0,1,12,0,0,5,3,0,3,0,120,79,1,0.46,1.0
EkalaAnte#21782,2820,317,240,0,0,0,1,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,60,0,2,0.25,1.0
arabiangoat#11545,2814,25843,5191,0,0.04,9,23,0,6,52,0,29,1,2,0,2,0,19784,6,1,1,4,0,0,26,73,0,0,11,16,0,4,0,1440,86,0,0.23,0.7
ralf#2590,1975,2973,956,0,0.18,3,3,0,1,6,0,3,0,0,0,0,0,2017,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,120,0,0,0.15,0
NightKnighT#195274,1906,778,0,0,0.3,3,1,0,0,5,0,4,0,1,0,1,0,778,1,1,0,1,0,0,0,0,0,0,2,1,0,1,0,240,0,0,0.13,1.0
ItzPasky#1146,886,37552,0,0,0.04,17,51,0,4,38,0,24,3,5,1,2,0,0,4,3,1,1,0,0,15,117,0,0,0,15,0,7,0,3180,14,0,0.24,0.35
meele1304#21854,2695,591924,136593,21,0.08,392,433,0,142,1151,0,718,19,43,1,24,0,448934,119,30,61,28,10,11,407,1811,0,0,119,370,0,189,0,28800,5805,20,0.26,0.55
McFluffy0560#1291,1797,7665,2424,0,0.1,4,5,0,6,15,0,7,0,0,0,0,0,5116,1,1,0,0,0,1,12,31,0,0,4,5,0,2,0,360,117,0,0.25,0.77
Kokuzo#11286,2009,36069,9725,0,0.07,21,37,0,7,66,0,48,3,4,0,1,0,26159,9,1,5,3,1,1,19,117,0,1,26,27,0,17,0,2460,174,2,0.23,0.3
Supernovae#1674,2569,129520,31301,2,0.09,86,121,0,39,198,0,130,5,11,0,6,0,95641,28,13,8,8,0,3,80,551,0,0,47,63,0,31,0,3600,745,8,0.21,0.56
KappaDers#2495,2507,464141,120817,16,0.07,253,327,0,142,787,0,543,15,31,0,16,0,340829,83,23,40,20,10,7,282,1482,0,1,184,266,0,141,0,18000,4130,6,0.27,0.5
Porkchop#12744,3035,1914,338,0,0.23,4,2,0,0,2,0,2,0,0,0,0,0,1576,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0.27,0
Yutaka#11292,1397,20570,8548,0,0.12,14,17,0,1,33,0,28,2,2,0,1,0,11473,5,3,1,1,0,0,4,8,0,0,6,15,0,14,0,1200,70,4,0.17,0.33
LTlaama#2924,3065,1146,0,0,0.08,1,1,0,0,2,0,0,0,0,0,0,0,1045,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,60,0,0,0.19,1.0
Mrfreezzee#2497,2852,138332,38883,1,0.06,66,96,0,36,235,0,150,3,11,0,8,0,97339,28,8,10,10,6,2,92,551,0,0,52,65,0,29,0,3600,832,10,0.23,0.73
MrDoesntcare#1294,1986,261609,83391,2,0.05,133,196,0,69,399,0,248,11,21,1,8,0,173305,44,14,10,19,0,4,121,571,0,0,77,112,0,81,0,10800,1148,14,0.25,0.41
kody#12940,3779,5375,865,0,0.02,1,5,0,1,4,0,4,0,1,0,0,0,4510,1,1,0,0,0,0,2,2,0,0,1,1,0,0,0,300,0,0,0.31,0.22
Mista#2375,2840,1165,0,0,0.1,1,1,0,0,2,0,1,0,0,0,0,0,1165,0,0,0,0,0,0,1,14,0,0,0,0,0,1,0,60,0,0,0.2,0
Bolt#2464,2940,1691,249,0,0.08,1,2,0,0,3,0,2,0,0,0,0,0,1442,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,120,0,0,0.13,0
Ryosatsuma#1278,2505,70144,19633,1,0.06,30,62,0,17,122,0,81,6,8,0,2,0,50411,24,10,6,8,0,0,56,549,0,0,42,40,0,19,0,3600,361,6,0.24,0.22
butters#12808,2686,5845,1662,1,0.13,5,6,0,0,8,0,7,0,1,0,0,0,4182,1,0,0,1,0,0,0,3,0,0,2,3,0,4,0,300,0,0,0.27,0.69
NLdiego#2287,2788,8533,2801,0,0.09,5,8,0,2,11,0,5,1,1,0,0,0,5731,2,1,1,1,0,0,4,11,0,0,1,5,0,2,0,420,0,0,0.22,0
R3dDragon#11297,2724,913,557,0,0,0,3,0,0,0,0,0,0,0,0,0,0,356,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0.07,0
police#11152,1010,2638,0,0,0.05,1,3,0,2,5,0,2,0,0,0,0,0,0,1,0,0,1,0,0,2,4,0,0,0,1,0,1,0,120,0,0,0.29,0
Beebe#11297,3523,704,125,0,0,0,2,0,0,1,0,1,0,0,0,0,0,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0.16,0
Cheeto#1555,2272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
Jaminator#11579,2512,43676,11518,0,0.04,21,39,0,10,78,0,52,1,4,0,2,0,31146,7,3,2,2,0,0,29,165,0,0,16,23,0,8,0,2520,374,1,0.32,0.61
ticko#1460,1863,541570,132136,8,0.08,315,543,0,144,876,0,582,30,54,2,22,0,402660,98,36,27,35,2,8,322,1616,0,0,186,265,0,178,0,32400,2382,13,0.23,0.42
Esky#2259,3509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Diffractum#2526,2629,3989,1072,0,0.1,3,6,0,1,9,0,8,0,0,0,0,0,2916,0,0,0,0,0,0,4,17,0,0,2,3,0,2,0,240,46,0,0.21,0
Yurapoi#2777,2477,4188,0,0,0.09,4,4,0,0,9,0,7,0,1,0,1,0,0,2,1,0,1,0,0,1,9,0,0,0,5,0,3,0,300,0,0,0.17,0.92
Okami#22100,2886,781038,143162,23,0.06,485,747,0,170,1745,0,1242,27,64,0,36,0,626930,160,54,63,42,8,21,508,2766,0,0,447,588,1,356,1,43200,10313,42,0.32,0.57
LavaWiener#1901,2770,10001,2132,0,0.09,7,9,0,1,11,0,6,1,1,0,0,0,7755,1,0,0,0,0,0,4,65,0,0,4,5,0,4,0,480,0,0,0.23,0
ChallengerGG#1717,3247,90991,26502,1,0.08,52,72,0,18,132,0,86,2,6,0,4,0,63613,11,4,3,4,1,2,45,339,0,0,31,36,0,14,0,3600,687,3,0.28,0.7
NeverMiss#21294,2302,9121,2051,0,0.07,5,5,0,3,14,0,10,0,1,0,0,0,6945,1,0,0,1,0,0,2,12,0,0,4,6,0,3,0,540,26,0,0.22,1.0
Summurh#1464,2435,53157,10988,1,0.09,37,22,0,24,122,0,89,0,3,0,3,0,41685,10,1,7,3,0,3,42,130,0,0,36,47,0,23,0,2280,712,0,0.28,0.96
Rocky#23815,3653,5577,775,0,0.1,5,11,0,0,7,0,7,1,1,0,0,0,4802,2,0,1,1,0,0,0,31,0,0,3,2,0,4,0,420,0,0,0.23,0
ZeroScaleOne#1109,3030,99266,34593,1,0.07,49,42,0,21,153,0,93,5,7,0,2,0,62487,17,4,9,4,0,0,61,277,0,0,57,60,0,26,0,3600,881,4,0.21,0.3
Kasper#1941,2966,26038,6925,1,0.06,12,16,0,7,44,0,31,0,2,0,2,0,18892,5,3,2,1,0,0,8,17,0,0,14,13,0,6,0,1320,73,1,0.28,0.8
ELOBAUM#2145,3670,87471,30819,4,0.1,51,50,0,20,138,0,107,2,5,1,3,0,55966,12,4,5,4,0,4,38,170,0,0,47,37,0,29,0,3600,1046,0,0.21,0.54
NESIBINGO#2542,3351,1155,0,0,0.16,2,1,0,1,6,0,5,0,0,0,0,0,0,1,1,0,1,0,0,0,3,0,0,0,2,0,2,0,120,0,0,0.14,1.0
TacoMan135#2166,2068,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0.33,1.0
Markestmal#1749,2273,4638,704,0,0.03,2,4,0,2,11,0,5,0,0,0,0,0,3933,1,1,0,0,0,0,1,11,0,0,3,3,0,0,0,300,0,0,0.27,0.88
Feeder#11759,2265,104549,0,0,0.05,55,65,0,22,158,0,90,3,7,0,3,0,0,17,6,5,6,1,1,49,343,0,0,0,48,0,30,0,3600,461,8,0.26,0.45
STUT#2648,2814,144685,41456,3,0.08,81,66,0,35,232,0,141,3,7,0,4,0,100867,19,6,9,4,0,3,86,479,0,0,76,61,0,38,0,3600,1134,3,0.29,0.53
TheRealMVP#11754,2040,719,233,0,0,0,1,0,0,0,0,0,0,0,0,0,0,486,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,34,0,0,0.41,0
OceanLP#2532,1896,2757,250,0,0.12,2,2,0,1,7,0,5,0,0,0,0,0,2408,1,0,0,1,0,0,1,0,0,0,3,1,0,4,0,120,39,0,0.22,0
PlasticBag#11122,3053,14986,4525,0,0.13,11,8,0,4,25,0,15,0,1,0,1,0,9555,3,1,0,2,0,0,6,8,0,0,5,3,0,3,0,600,292,6,0.23,0.84
Squid#12163,3135,24213,5675,0,0.09,17,21,0,6,42,0,29,1,2,0,1,0,18357,3,1,1,1,0,0,18,58,0,0,10,11,0,5,0,1380,21,0,0.19,0.46
RokiRamosabl#1868,2234,33639,9104,1,0.09,18,24,0,10,51,0,33,1,2,0,1,0,24523,5,0,2,2,0,2,19,47,0,0,4,6,0,6,0,1680,230,0,0.23,0.58
Underbite#1614,3000,465,0,0,0.2,1,2,0,0,2,0,2,0,0,0,0,0,465,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,34,0,0,0.33,0
Babyclos#1222,2482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Blunderworld#1869,1809,17694,4588,0,0.04,6,17,0,3,28,0,18,1,2,0,1,0,13033,2,1,0,1,0,0,15,139,0,0,11,14,0,9,0,1140,135,5,0.24,0.43
ShAdder2k#21711,1119,10230,2239,1,0.07,6,11,0,0,14,0,8,2,2,0,0,0,7790,4,1,3,0,0,0,7,41,0,0,2,6,0,3,0,600,23,0,0.21,0.01
fijey#2193,2638,37883,12153,0,0.04,14,34,0,7,44,0,32,2,3,0,1,0,25276,5,2,1,2,1,0,14,138,0,1,15,11,0,3,0,1920,65,5,0.3,0.46
BrassMonk3y#11985,3054,22552,3438,0,0.06,12,18,0,2,44,0,29,1,3,0,2,0,19022,8,2,2,4,0,0,13,66,0,0,13,15,0,12,0,1320,0,1,0.24,0.68
Callahan#2184,2528,41708,0,0,0.07,25,16,0,12,60,0,41,2,2,0,0,0,0,5,1,1,2,0,1,21,100,0,0,0,17,0,15,0,1740,283,0,0.36,0.12
Dasher#1968,2168,9032,5033,0,0.03,1,8,0,0,3,0,1,1,1,0,0,0,3998,2,1,0,1,0,0,0,26,0,0,3,0,0,1,0,420,0,0,0.11,0
Veriux#2507,2160,4185,424,0,0.02,1,3,0,1,3,0,1,1,1,0,0,0,3665,1,1,1,0,0,0,0,10,0,0,3,3,0,0,0,180,0,0,0.39,0
Moanster#21585,2461,143891,23994,3,0.06,77,101,0,66,306,0,204,4,10,0,5,0,119102,22,7,8,7,4,3,95,601,0,0,88,98,0,74,0,7200,2201,0,0.23,0.53
matchstick#21718,2616,4569,1582,0,0.03,1,2,0,0,7,0,3,0,1,0,1,0,2988,2,1,1,0,0,0,1,0,0,0,4,3,0,1,0,180,18,0,0.2,0.78
RandomLOL#21600,3327,46519,18161,0,0.06,19,16,0,5,68,0,42,0,2,0,2,0,28357,5,1,2,2,1,0,31,134,0,0,30,24,0,13,0,1680,612,0,0.22,0.84
Cr4ZyMaLuCo#1108,2917,684,125,0,0.2,1,1,0,0,0,0,0,0,0,0,0,0,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0.29,0
TheZombro#21134,2193,27800,7926,0,0.03,9,27,0,2,38,0,29,1,3,0,2,0,18409,5,4,0,1,0,0,8,56,0,0,11,13,0,7,0,1860,20,2,0.29,0.66
Stridly#11660,2936,306821,79421,6,0.09,230,232,0,70,546,0,360,11,24,1,12,0,225319,58,18,17,24,3,6,184,921,0,1,56,154,0,66,0,14400,1734,6,0.25,0.51
Hat#31683,1944,8180,119,0,0.15,10,5,0,1,12,0,7,0,1,0,0,0,8060,3,0,1,1,0,0,6,13,0,0,4,5,0,5,0,540,0,0,0.17,0.56
hanmarclar#1196,2568,6693,2147,0,0.02,1,3,0,1,12,0,8,0,0,0,0,0,4381,1,0,1,0,0,0,3,16,0,0,4,7,0,4,0,240,42,0,0.33,1.0
tamerenslip#2114,2170,3494,751,0,0.05,2,5,0,0,3,0,2,0,0,0,0,0,2524,1,0,0,0,0,0,0,4,0,0,1,0,0,1,0,180,0,3,0.29,0.31
unbelievable#1302,2392,754,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0.1,0
hermano#2825,3054,32932,4349,2,0.06,21,20,0,9,86,0,55,1,2,0,1,0,28478,7,2,4,1,0,1,18,62,0,0,23,25,0,17,0,1560,431,0,0.3,0.56
Chochos#3845,3228,5452,1602,0,0.06,2,6,0,2,4,0,2,0,0,0,0,0,3850,1,0,0,0,0,0,1,20,0,0,3,1,0,1,0,300,37,1,0.21,0
Odium#2307,2516,4731,404,0,0.22,8,6,0,1,5,0,4,0,0,0,0,0,4326,1,0,0,0,0,0,1,0,0,0,3,1,0,1,0,240,0,0,0.29,0
Crow#31385,2301,24229,5023,1,0.08,16,17,0,6,53,0,39,1,2,0,1,0,18783,7,1,4,2,0,0,20,66,0,0,19,20,0,11,0,1380,340,0,0.23,0.39
Electrodezz#2655,3110,140,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0.16,1.0
Solo#22888,3158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
Zentos#2730,3420,16791,4306,0,0.11,13,16,0,0,29,0,17,2,2,0,0,0,12265,4,2,0,1,0,0,2,13,0,0,2,10,0,8,0,1140,30,0,0.19,0.02
zygo#11858,1854,22782,6833,0,0.05,8,16,0,5,26,0,20,1,2,0,1,0,14972,7,2,3,2,0,1,9,49,0,0,8,8,0,4,0,1080,119,4,0.2,0.49
unleashed#2538,3396,14304,4058,0,0.12,11,12,0,0,18,0,12,0,1,0,1,0,10246,2,1,0,1,0,0,6,59,0,1,6,6,0,4,0,660,50,0,0.26,0.87
Slern#2754,3467,28249,13104,0,0.06,9,13,0,6,36,0,26,1,1,0,0,0,15029,5,3,1,0,0,1,9,68,0,0,14,11,0,11,0,1020,256,2,0.17,0.28
HarmonicaBoy#2622,2702,38751,9696,1,0.08,21,35,0,5,56,0,40,2,3,0,1,0,29050,4,2,1,1,0,0,13,21,0,0,12,13,0,13,0,2220,174,0,0.19,0.3
JaceWins#1379,1340,8543,4753,0,0.11,5,6,0,0,5,0,2,1,1,0,0,0,3790,2,0,1,0,0,0,2,3,0,0,0,1,0,0,0,300,0,0,0.29,0
EpicoJackal#2250,2746,18283,6685,1,0.09,10,5,0,0,23,0,14,1,1,0,0,0,11552,3,0,2,1,0,0,11,101,0,0,4,6,0,5,0,720,150,0,0.25,0.17
DisabledBoi#2654,2390,149682,43690,5,0.06,59,84,0,30,245,0,163,5,11,0,6,0,105405,30,7,13,10,0,2,95,502,0,0,79,99,0,42,0,7200,1324,5,0.24,0.54
DeadlyFeet#212775,2166,19785,6886,0,0.04,6,13,0,3,42,0,28,1,2,0,1,0,12853,4,1,1,2,0,0,9,15,0,0,8,12,0,9,0,960,0,0,0.19,0.66
mynamejeff#11540,2237,560665,69951,20,0.06,336,287,0,154,1138,0,802,14,38,0,24,0,228954,95,18,48,29,20,11,372,1558,0,0,83,430,3,257,4,25200,7939,47,0.28,0.62
uberfishy#11878,1729,645,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,645,0,0,0,0,0,0,1,6,0,0,2,1,0,0,0,59,0,0,0.37,0
alexandru#1643,2096,3390,325,0,0.02,1,7,0,0,5,0,4,1,1,0,0,0,3064,1,0,0,1,0,0,0,4,0,0,0,3,0,4,0,240,0,0,0.34,0
THICC#11932,2378,4740,3641,0,0.09,1,3,0,1,3,0,3,0,0,0,0,0,1098,1,0,0,1,0,0,1,5,0,0,2,1,0,1,0,120,0,2,0.21,1.0
tacobfriends#1265,2514,729874,0,8,0.07,487,600,0,197,1332,0,936,29,65,4,32,0,0,134,56,29,48,24,11,511,2225,0,0,0,383,0,366,0,46800,5865,42,0.3,0.49
TheBeast#12197,908,1409,0,0,0.08,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0.37,0
Zzz#1947,2357,7468,3579,0,0.16,5,4,0,0,0,0,0,0,0,0,0,0,3889,1,0,1,0,0,0,0,20,0,0,0,0,0,0,0,240,0,0,0.21,0
Batocie#11104,2619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
ShinobiKees#1661,2973,1646,0,0,0.07,1,2,0,0,1,0,1,0,0,0,0,0,1646,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,120,0,0,0.18,0
Blob#1257,2715,10735,0,0,0.05,6,8,0,2,15,0,5,1,1,0,0,0,0,2,0,1,1,0,0,5,37,0,0,0,4,0,4,0,480,17,0,0.28,0.19
PuReSecRet#1621,1643,79398,19335,1,0.07,38,58,0,24,126,0,83,3,6,0,3,0,58820,17,3,8,7,2,2,65,211,0,0,57,40,0,16,0,3600,689,3,0.21,0.55
METROBOOMIN#11460,2116,1026,602,0,0.33,1,1,0,0,1,0,1,0,0,0,0,0,424,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,34,0,0,0.15,0
Pseudacris#11774,2108,6515,2222,0,0.06,2,9,0,1,7,0,4,0,1,0,0,0,4293,1,0,0,1,0,0,4,27,0,0,4,1,0,1,0,540,0,0,0.15,0.55
Kitkat#12477,2355,2297,547,0,0,0,2,0,0,5,0,1,0,0,0,0,0,1749,0,0,0,0,0,0,2,9,0,1,6,2,0,0,0,180,0,0,0.19,0
PsychoViking#1282,2263,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0
EWENATOR#2404,3549,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0
sickisotope#1416,2885,870,375,0,0.25,1,1,0,0,0,0,0,0,0,0,0,0,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0.1,0
Genboo#11881,2792,118840,33756,4,0.07,62,79,0,27,158,0,98,4,7,0,3,0,83454,15,3,7,4,4,1,63,286,0,0,65,59,0,18,0,3600,626,6,0.23,0.47
CritMagnet#11229,3646,44233,11323,0,0.11,35,35,0,6,73,0,51,3,3,0,0,0,32605,6,0,5,1,1,1,16,111,0,0,22,28,0,16,0,2220,479,0,0.23,0.02
Kronos#23478,2390,50857,12863,0,0.03,13,46,0,25,83,0,58,3,4,0,1,0,36266,7,2,4,1,0,1,32,119,0,0,31,33,1,13,0,3000,398,5,0.19,0.29
Benedikt#21586,2773,13714,3620,0,0.06,6,3,0,3,23,0,15,0,1,0,1,0,9993,1,0,1,0,0,0,8,21,0,0,5,7,0,3,0,540,131,0,0.26,0.73
Ghostlights#21629,2374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1.0
zachmccray#1558,3659,19846,6240,0,0.06,9,17,0,2,26,0,12,2,2,0,0,0,13500,5,2,0,3,2,0,9,93,0,0,4,10,0,5,0,1020,38,0,0.23,0
Caleb956#1760,2502,640,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,640,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,60,30,0,0.6,1.0
coopNcool#2838,2779,114780,27136,2,0.1,90,89,0,22,197,0,135,6,9,0,3,0,83101,16,6,5,5,2,2,58,167,0,0,32,65,0,47,0,3600,560,11,0.27,0.3
KidChameleon#21218,2561,11692,5465,0,0.03,2,20,0,2,10,0,6,1,1,0,0,0,6226,3,1,0,2,0,0,4,25,0,0,4,1,0,0,0,780,0,0,0.19,0
Naughtz#1258,2344,1275,563,0,0.11,1,1,0,0,1,0,1,0,0,0,0,0,712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0.25,0
TJNT#11681,2460,4659,1878,0,0,0,6,0,1,10,0,5,0,0,0,0,0,2735,0,0,0,0,1,0,2,5,0,0,4,4,0,2,0,300,0,0,0.22,0
XyklonKraw#1118,3325,36225,0,0,0.08,25,53,0,6,38,0,25,11,12,0,0,0,0,12,5,0,6,0,0,10,68,0,0,0,12,0,12,0,3600,60,2,0.18,0.01
Steez#11127,3321,3126,617,0,0.02,1,4,0,0,2,0,1,0,0,0,0,0,2509,1,1,0,0,0,0,0,4,0,0,1,1,0,0,0,120,0,0,0.34,0
xHibrid#2855,2125,3751,0,0,0,0,4,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,240,0,0,0.25,0
NauyNix#1955,2694,17845,7483,1,0.16,14,15,0,3,25,0,17,1,1,0,0,0,10262,4,0,3,1,0,0,7,28,0,0,7,6,0,5,0,780,45,0,0.25,0.33
DeadlyFeet#111478,1521,4029,0,0,0.12,5,5,0,1,5,0,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,300,0,0,0.23,0
Purplebagle#1376,3658,21427,4460,0,0.05,9,20,0,4,31,0,20,1,1,0,1,0,16728,3,2,1,1,0,1,10,71,0,0,7,14,0,5,0,1200,107,0,0.24,0.38
stephen#2351,3269,51854,13016,1,0.06,25,35,0,8,85,0,51,2,4,0,2,0,38562,11,5,3,3,0,0,28,106,0,0,31,23,0,9,0,2820,258,1,0.23,0.46
Rush#12836,2785,15351,0,0,0.08,12,21,0,6,27,0,23,1,2,0,0,0,0,4,1,1,2,0,1,9,42,0,0,0,9,0,10,0,1140,116,5,0.23,0.28
LeRog#2958,2243,3396,535,0,0.07,3,5,0,0,7,0,6,0,0,0,0,0,2736,1,1,0,1,0,0,1,0,0,0,3,3,0,2,0,360,0,0,0.15,0
Legend#32432,1394,347,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,347,0,0,0,0,0,0,1,5,0,0,0,1,0,0,0,33,0,0,0.22,0.75
Kayo#21637,2817,20375,6114,0,0.04,7,20,0,3,29,0,23,2,2,0,0,0,14261,2,1,0,1,0,0,6,43,0,0,12,11,0,7,0,1260,57,0,0.18,0.17
Popcorn#12776,3875,209219,54193,0,0.05,89,241,0,42,321,0,217,15,21,0,6,0,153304,41,19,9,13,0,1,95,567,0,1,114,138,0,73,0,10800,889,16,0.22,0.28
HearThBeaT#21514,4280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
llBatyll#1781,3159,27746,8451,0,0.07,13,16,0,5,47,0,24,1,2,0,1,0,18353,6,2,2,1,0,1,19,129,0,1,13,15,0,7,0,1440,116,1,0.24,0.46
Clemens#2198,2045,906,325,0,0,0,1,0,0,0,0,0,0,0,0,0,0,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0.25,0
