battletag,SR,all_damage_done,barrier_damage_done,cards,critical_hit_accuracy,critical_hits,deaths,defensive_assists,dragonstrike_kills,eliminations,environmental_kills,final_blows,games_lost,games_played,games_tied,games_won,healing_done,hero_damage_done,medals,medals_-_bronze,medals_-_gold,medals_-_silver,melee_final_blows,multikills,objective_kills,objective_time_seconds,offensive_assists,quick_melee_accuracy,recon_assists,scatter_arrow_kills,shield_generators_destroyed,solo_kills,teleporter_pads_destroyed,time_played_seconds,time_spent_on_fire_seconds,turrets_destroyed,weapon_accuracy,win_percentage
NoodleMCGee#1949,2538,2919,1306,0,0.06,1,3,0,0,0,0,0,0,0,0,0,0,1611,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,1,0.21,0.68
FalcoNN#21887,2748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0
Xplode#21163,2897,299887,97837,5,0.05,110,189,0,75,418,0,252,8,16,0,9,0,198132,37,9,14,14,2,5,183,771,0,0,124,118,0,51,0,10800,1667,15,0.23,0.53
Nicckz#11300,2780,625,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0
Wexar#2121,2824,25166,10585,0,0.07,11,24,0,8,39,0,20,1,2,0,0,0,14580,4,2,1,2,0,1,13,129,0,0,5,11,0,5,0,1200,125,0,0.22,0.13
Nanotech#21114,2609,72935,19052,3,0.06,33,45,0,23,118,0,84,3,5,0,2,0,52870,13,5,5,2,0,2,50,343,0,0,35,37,0,15,0,3300,516,5,0.25,0.39
DAZZLENOVAK#2354,2953,454266,131740,2,0.06,197,265,0,138,722,0,465,20,34,1,13,0,311856,96,21,42,34,0,16,274,1787,0,0,227,267,0,115,3,21600,4150,43,0.24,0.39
FLASH#25367,3615,8810,1746,0,0.06,5,9,0,1,11,0,7,1,1,0,0,0,7063,0,0,0,0,0,0,6,8,0,0,6,1,0,2,0,540,0,0,0.25,0
Winter#11110,2506,20492,4562,0,0.04,7,11,0,1,25,0,16,1,2,0,1,0,15142,3,2,0,1,0,0,7,21,0,0,13,13,0,2,0,1080,35,0,0.27,0.43
Genji#12837,1824,3868,2291,0,0.05,1,2,0,0,2,0,1,0,0,0,0,0,1452,1,0,0,1,0,0,1,18,0,0,0,2,0,1,0,120,0,0,0.18,0.34
Lostcoco#21376,2383,131640,7809,1,0.06,74,106,0,32,196,0,119,6,11,0,5,0,37199,28,10,6,12,0,1,80,233,0,0,21,59,0,33,0,3600,840,5,0.25,0.41
VesPixX#1117,3413,16449,6364,0,0.09,8,10,0,4,20,0,15,1,1,0,0,0,9985,4,2,1,2,1,1,10,61,0,1,2,6,0,5,0,720,54,0,0.21,0
CHEN#1440,2152,188014,59322,6,0.07,85,100,0,49,281,0,190,4,9,0,4,0,125531,25,6,12,7,3,4,112,547,0,0,89,92,0,29,0,3600,2380,4,0.29,0.49
floogulinc#1841,2372,8647,3940,0,0.04,2,9,0,1,6,0,2,1,1,0,0,0,4707,2,1,0,1,0,0,1,1,0,0,1,3,0,1,0,420,0,0,0.18,0
MoJoJoJo#11650,3454,10574,3996,1,0.07,5,2,0,0,13,0,8,0,1,0,1,0,5996,2,0,1,2,0,0,6,7,0,0,1,7,0,2,0,300,56,0,0.24,1.0
Robeezy#11295,3004,5824,0,0,0.02,1,4,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,180,0,1,0.48,0
ChokeMe#11951,3944,445,0,0,0.33,1,1,0,0,1,0,1,0,0,0,0,0,445,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,0,0,0.09,0
Bow#11850,3068,452818,0,16,0.06,264,322,0,103,806,0,564,18,38,3,17,0,0,88,21,38,29,10,8,211,812,0,0,0,339,0,222,0,21600,4282,25,0.29,0.44
Icarus#13322,2641,216008,56388,3,0.08,129,139,0,48,368,1,256,9,15,0,6,0,157843,38,10,15,14,2,4,123,752,0,0,89,124,0,73,0,7200,1695,7,0.22,0.41
hehexd#21816,2851,157572,53019,3,0.07,78,122,0,36,255,0,184,7,10,0,3,0,101367,26,5,12,10,0,4,97,512,0,0,66,66,0,44,0,7200,1495,9,0.22,0.28
ptm#21262,3411,267,125,0,0,0,1,0,0,1,0,1,0,0,0,0,0,142,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,30,0,0,0.08,0
Thehuti#2737,2720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Inglourious#21704,3549,90969,21590,3,0.07,54,44,0,17,124,0,66,4,6,0,2,0,67010,13,3,4,5,2,0,51,147,0,0,36,33,0,8,0,3600,313,5,0.26,0.33
Pondman#11928,3367,6403,2345,0,0,0,4,0,3,7,0,5,0,0,0,0,0,3764,1,0,0,1,0,1,4,9,0,0,5,1,0,0,0,240,48,1,0.2,0.49
TSMLEAVAN#2892,1728,40405,0,0,0.04,15,31,0,18,62,0,39,3,4,0,1,0,0,4,2,1,2,0,1,15,60,0,0,0,18,0,15,0,2640,96,11,0.21,0.2
WeebMaster#2159,2325,37433,6446,0,0.06,19,40,0,12,73,0,51,2,4,0,2,0,30439,10,2,4,5,0,0,27,101,0,0,15,27,0,18,0,2100,443,2,0.27,0.54
Vodkita#11583,3000,44491,9411,1,0.05,20,39,0,8,90,0,62,2,4,0,2,0,34119,7,1,3,2,1,0,29,141,0,0,21,28,0,18,0,2400,365,1,0.27,0.45
Reven#1599,3024,163894,41384,3,0.06,78,110,0,38,234,0,145,6,11,0,5,0,120681,28,8,10,11,0,2,86,591,0,0,76,76,0,29,0,7200,1116,3,0.24,0.45
Agroa#2405,2740,22820,5862,0,0.03,7,18,0,9,34,0,19,1,2,0,1,0,16352,3,2,0,0,0,1,15,86,0,0,10,12,0,1,0,1320,116,4,0.29,0.53
Deer#2885,2180,2191,1300,0,0,0,1,0,0,0,0,0,0,0,0,0,0,891,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,60,0,0,0.19,1.0
Chicken#12317,3917,46106,18355,0,0.05,15,34,0,9,59,0,38,1,3,0,2,0,27737,7,2,4,1,0,1,17,206,0,0,19,24,0,3,0,2040,175,1,0.23,0.65
Nutttz#11331,3104,30703,11781,1,0.06,9,12,0,13,47,0,36,1,1,0,0,0,18018,3,0,2,0,1,2,16,113,0,1,9,19,1,9,0,1020,229,6,0.24,0.39
Happyfeet#122661,3208,118713,29303,4,0.05,46,78,0,30,167,0,90,3,8,0,4,0,87982,25,3,14,7,2,0,86,684,0,1,62,59,0,19,0,3600,580,6,0.27,0.55
RICEHARD#1905,2648,451953,96921,8,0.07,266,376,0,109,826,0,573,21,37,1,15,0,349375,101,32,36,32,4,6,309,2763,0,0,274,317,0,138,0,25200,4084,20,0.24,0.42
Alex#115598,2473,6593,655,0,0.16,7,8,0,0,19,0,13,1,1,0,0,0,5938,1,0,1,1,1,1,8,41,0,1,5,5,0,6,0,480,78,0,0.15,0.38
PrinceKael#1116,3531,117459,24435,4,0.08,72,68,0,23,224,0,152,2,7,0,5,0,92535,15,3,7,6,1,1,69,227,0,0,68,75,0,42,0,3600,1409,2,0.25,0.65
Andreya#2441,2327,9789,2748,0,0.1,8,9,0,2,18,0,13,1,1,0,0,0,7040,3,1,1,1,0,0,10,169,0,0,2,6,0,0,0,600,0,0,0.21,0
ScottPilgrim#2792,3015,885,0,0,0.12,1,1,0,0,3,0,1,0,0,0,0,0,885,0,0,0,0,0,0,2,0,0,0,3,1,0,0,0,60,0,0,0.17,1.0
jc911142#1518,3203,164077,38126,2,0.07,92,143,0,26,294,0,204,5,11,1,5,0,124071,23,7,10,7,5,4,91,389,0,0,91,91,0,55,0,7200,1298,3,0.24,0.5
TheMexTacos#1468,1864,360,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0.75,0
Momario#1746,1967,2994,1234,0,0.06,2,8,0,0,2,0,2,0,1,0,0,0,1759,1,0,0,0,0,0,1,16,0,0,1,1,0,1,0,300,0,1,0.22,0.5
Toxicman#11796,2719,49364,8197,1,0.07,36,52,0,7,102,0,79,1,4,0,3,0,40475,14,6,6,2,1,0,31,90,0,0,25,36,0,28,0,3000,491,0,0.28,0.69
Randyotter#2627,2312,7315,1718,0,0.04,2,11,0,2,9,0,3,2,2,0,1,0,5596,1,1,0,0,0,0,1,1,0,1,3,2,0,0,0,720,18,0,0.17,0.28
Illushionzz#1372,3211,57866,9928,1,0.09,46,72,0,16,128,0,85,4,6,0,3,0,47501,10,5,4,2,0,1,33,145,0,0,15,36,0,24,0,3600,240,0,0.27,0.41
LazyTitan#215890,2138,1515,0,0,0.16,2,2,0,0,3,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,60,0,0,0.18,0
Satol#4438,3632,62636,12148,0,0.05,32,48,0,25,140,0,91,2,4,0,3,0,50292,9,2,4,3,1,1,39,167,0,0,39,33,0,17,0,3060,906,0,0.33,0.56
Pentium#11250,2857,251877,56479,9,0.08,151,177,0,61,473,0,311,5,18,1,12,0,192690,46,14,22,9,2,7,155,541,0,0,136,150,0,83,0,10800,2453,6,0.25,0.69
Wolf#18793,2731,880,250,0,0,0,3,0,0,3,0,2,0,0,0,0,0,630,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,60,0,0,0.29,0
REAPER#19990,3000,6150,1656,0,0.01,1,7,0,3,13,0,8,0,1,0,1,0,4493,3,1,2,1,0,0,3,41,0,0,3,5,0,4,0,420,60,0,0.35,0.76
Jade#12614,2517,8395,566,0,0.07,6,6,0,2,14,0,10,0,1,0,1,0,7748,2,0,0,2,0,0,9,37,0,0,2,2,0,1,0,420,63,0,0.27,0.71
DvaBorga#2778,2826,99749,31673,2,0.07,51,59,0,27,155,0,98,4,8,1,3,0,64698,15,6,5,5,1,3,42,461,0,0,41,49,0,20,0,3600,724,12,0.21,0.44
Slumpen#2511,2792,1429,321,0,0,0,5,0,0,8,0,5,0,0,0,0,0,1108,1,0,0,0,0,0,3,19,0,0,1,1,0,0,0,180,0,0,0.16,0
YamiOne#2996,2793,28675,9066,0,0.06,10,24,0,10,40,0,27,3,3,0,0,0,19468,7,2,4,2,0,0,12,77,0,0,12,15,0,7,0,1800,303,0,0.17,0
Chumajen#11490,2556,21418,4000,1,0.1,19,12,0,6,38,0,26,1,1,0,1,0,16327,3,1,2,0,2,0,20,103,0,0,17,13,0,7,0,900,394,2,0.28,0.61
AIMGOD#1855,3385,6179,1511,0,0,0,9,0,0,2,0,1,0,0,0,0,0,4668,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,240,0,0,0.33,0
EmeraldDuo#1147,2552,26224,7452,0,0.04,9,27,0,1,25,0,15,2,2,0,0,0,18522,4,0,1,2,0,0,7,46,0,0,11,8,0,3,0,1440,25,0,0.24,0.17
Joerind#21482,2062,13983,1746,0,0.09,9,10,0,6,27,0,19,1,2,0,0,0,11775,4,1,1,2,0,0,14,6,0,0,3,6,0,9,0,900,151,1,0.2,0.23
sn3ugl3#2407,1903,1478,462,0,0.1,1,2,0,0,4,0,3,0,0,0,0,0,1015,2,0,0,1,0,0,0,1,0,0,2,1,0,2,0,240,0,0,0.12,1.0
VictorMiles#2377,2654,357,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0.11,0
Rhapsodie#11983,3546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
TsuFi#2793,2841,12718,4513,0,0.03,4,4,0,3,23,0,13,0,1,0,1,0,7923,2,1,0,1,0,0,10,62,0,0,6,8,0,0,0,540,81,0,0.32,1.0
doctorkush#11275,3574,40161,12388,0,0.04,17,34,0,9,82,0,59,2,3,0,1,0,26977,10,1,3,5,1,1,32,207,0,0,30,26,0,7,0,2220,289,2,0.31,0.27
KinSenpai#1315,2033,58678,18128,0,0.07,26,49,0,16,90,0,53,3,5,0,2,0,40159,10,6,2,2,0,0,37,271,0,0,30,31,0,17,0,3540,397,0,0.18,0.38
Lit#21714,3170,33982,8857,0,0.08,20,30,0,4,44,0,19,1,3,0,1,0,25098,5,2,1,2,0,0,16,83,0,0,19,15,0,3,0,2040,19,2,0.15,0.47
ramon#22267,2595,5701,0,1,0.22,11,0,0,0,11,0,8,0,1,0,1,0,5700,2,0,1,1,0,0,1,0,0,0,3,4,0,4,0,240,32,0,0.19,1.0
BlondeGetCrz#2194,3200,46852,11943,0,0.05,18,54,0,4,51,0,35,4,5,0,1,0,34373,11,5,2,4,0,0,9,136,0,0,15,15,0,10,0,2940,84,0,0.22,0.16
BMxDarconer#2381,2747,25821,5123,0,0.08,14,21,0,17,61,0,42,1,2,0,1,0,20592,6,2,2,2,0,2,19,99,0,0,18,14,0,6,0,1440,371,0,0.19,0.61
Danusional#1897,4107,9571,2421,0,0.13,10,7,0,0,17,0,14,1,1,0,0,0,7130,1,0,1,1,0,0,8,78,0,0,5,8,0,0,0,480,69,0,0.26,0
Darkxan#2274,1347,3463,1325,0,0,0,3,0,0,4,0,2,1,1,0,0,0,2063,1,1,0,0,0,0,1,1,0,0,0,3,0,0,0,240,0,0,0.24,0
RustyKrieger#1125,3075,3651,250,0,0.05,2,3,0,0,3,0,2,1,1,0,0,0,3026,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,240,0,0,0.25,0
CharlieMadaB#1310,1358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Gre7n#11184,3975,1801,1576,0,0,0,1,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0.04,0
TomWang#11814,3000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
NightWishe#1415,2523,1397,655,0,0,0,1,0,0,0,0,0,0,0,0,0,0,742,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60,0,0,0.29,0
Akaomi#11337,2598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
THEXX#2777,2548,804828,211266,8,0.07,451,692,0,213,1285,0,798,34,61,2,26,0,584236,121,44,35,43,6,11,435,1919,0,0,401,360,0,204,0,43200,4410,14,0.18,0.43
o5r#1717,3703,4934,0,0,0.03,2,6,0,0,10,0,8,0,1,0,0,0,0,2,0,1,0,0,0,1,10,0,0,0,6,0,4,0,420,0,0,0.22,0.36
Yemenmohi#2176,2843,4282,1331,0,0,0,7,0,1,2,0,1,0,0,0,0,0,2295,1,0,0,0,0,0,2,12,0,0,0,1,0,1,0,180,0,4,0.23,0.21
aracoon#1859,2365,434,139,0,0,0,2,0,0,1,0,1,0,0,0,0,0,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0.17,0
SAiLyM#1837,2005,764,244,0,0,0,2,0,0,1,0,1,0,0,0,0,0,520,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,60,0,0,0.08,0
Jeckal#2354,2370,90637,24142,2,0.06,49,78,0,22,143,0,89,5,7,1,2,0,65456,14,3,6,5,0,0,50,297,0,0,30,50,0,32,0,3600,665,0,0.27,0.25
Repaer#11158,2916,52367,11245,2,0.07,30,41,0,13,115,0,73,2,4,0,2,0,40959,11,2,7,2,2,0,39,134,0,0,28,31,0,15,0,2520,706,0,0.25,0.5
PepperHood#1415,2151,70758,17561,2,0.08,40,34,0,15,120,0,80,1,5,0,4,0,52148,16,3,6,6,1,1,51,257,0,0,36,44,0,16,0,3120,644,1,0.24,0.71
Theatrics#11465,1915,29719,4474,0,0.04,10,33,0,7,58,0,42,1,3,1,1,0,23722,7,2,2,2,0,0,27,48,0,0,11,20,0,14,0,1980,407,1,0.24,0.54
Holy#1376,2088,76853,0,0,0.06,40,52,0,22,108,0,68,5,6,0,1,0,0,12,6,3,3,2,3,39,328,0,0,0,38,0,20,0,3600,582,7,0.25,0.11
Donut#21158,2793,43017,12639,0,0.06,20,41,0,5,64,0,41,1,3,0,1,0,30268,6,2,2,2,0,0,23,247,0,0,33,24,0,11,0,2520,220,1,0.19,0.5
Shiyo#1636,2736,8929,2659,0,0.06,4,8,0,1,12,0,9,0,1,0,1,0,6069,3,1,1,1,0,0,6,12,0,0,3,3,0,3,0,540,18,0,0.22,0.82
abdihak#2166,2143,29494,7933,0,0.04,8,25,0,8,38,0,20,1,3,0,1,0,21231,1,1,0,1,0,0,15,74,0,0,15,10,0,7,0,2160,57,0,0.16,0.5
darkwaterboz#1109,2476,233,135,0,0,0,1,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0.14,1.0
GaryNash#1366,1894,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0
Despin#2135,2525,4012,950,0,0.02,1,3,0,0,3,0,3,1,1,0,0,0,3062,2,0,2,0,0,0,0,0,0,0,0,2,0,3,0,180,0,0,0.27,0
Bilibili#11247,3025,13886,1293,0,0.05,8,10,0,4,22,0,17,0,1,0,1,0,7035,3,1,0,1,0,0,8,40,0,0,6,6,0,8,0,900,64,0,0.24,0.74
SpeQ#21383,2874,18398,7042,0,0.06,7,3,0,3,15,0,9,1,1,0,0,0,11296,1,1,0,0,0,0,5,14,0,0,8,7,0,4,0,540,47,0,0.23,0
NoddyN64Barz#2837,2142,3463,610,0,0.05,1,5,0,2,6,0,3,0,0,0,0,0,2852,1,1,0,0,0,0,4,1,0,0,7,0,0,1,0,240,92,0,0.13,0.41
Sheep#22403,2244,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0
Bastion#21936,2058,12314,2009,0,0.06,6,12,0,4,18,0,16,1,1,0,0,0,10205,2,1,1,0,0,0,7,10,0,1,4,4,0,4,0,660,106,0,0.28,0.21
TheWorld#3169,3134,61781,13600,4,0.05,30,42,0,19,133,0,95,2,5,0,3,0,47253,12,3,7,2,4,1,25,61,0,0,41,49,0,22,0,3480,461,3,0.27,0.62
RedBlaze#2525,3083,5095,1291,0,0.04,2,3,0,1,13,0,9,0,0,0,0,0,3803,1,0,0,0,0,0,5,2,0,0,4,4,0,1,0,300,2,0,0.21,0.85
HailStone#1417,1980,2563,1328,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0.26,0
toupix#2856,1346,159100,0,5,0.06,85,123,0,54,240,0,141,10,17,0,7,0,0,34,8,10,16,0,3,86,571,0,0,0,23,0,39,0,7200,388,14,0.29,0.4
zaptobond#2389,1726,9775,1487,1,0.12,8,10,0,2,15,0,11,1,1,0,0,0,8288,2,0,1,1,0,0,5,7,0,0,8,4,0,3,0,480,51,0,0.26,0.23
Mannos#21257,2724,666462,138635,12,0.05,281,637,0,192,1328,0,879,21,58,2,34,0,515259,125,47,37,41,34,15,396,2433,0,0,349,477,2,245,1,39600,6078,37,0.25,0.61
YungDean#2681,1958,6268,2863,0,0.01,1,6,0,4,11,0,7,0,1,0,0,0,3405,2,1,0,1,0,0,6,4,0,0,9,2,0,0,0,300,20,0,0.25,0
Kirai#21184,2723,13593,1809,0,0.11,12,10,0,5,23,0,15,0,1,0,1,0,11443,1,1,0,0,1,0,9,26,0,0,6,7,0,5,0,900,64,1,0.2,1.0
GreenteamFTW#1239,2081,1125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0.25,0
KenBrooklyn#2776,2297,7937,3244,0,0.07,3,6,0,1,9,0,7,0,1,0,0,0,4692,1,0,0,1,0,0,5,66,0,0,2,0,0,3,0,420,0,0,0.18,0.1
Benthe6th#1462,1535,25552,7525,0,0.06,12,34,0,10,49,0,36,1,3,0,2,0,17698,9,5,2,2,0,0,26,146,0,0,12,15,0,14,0,2220,90,1,0.19,0.56
Daxxl#1959,1813,19601,9542,0,0.02,5,10,0,6,34,0,22,1,1,0,0,0,9984,3,1,1,2,0,1,14,111,0,1,15,12,0,6,0,780,256,0,0.37,0
Greedy#21471,2279,1681,1331,0,0,0,2,0,0,2,0,0,0,0,0,0,0,290,1,0,0,0,0,0,2,17,0,0,2,0,0,0,0,60,0,0,0.03,0
TheLAW#12991,2301,9194,4289,0,0.06,3,2,0,1,11,0,4,0,1,0,1,0,4899,2,1,0,1,0,0,3,28,0,0,2,3,0,1,0,420,2,2,0.17,1.0
Whisperio#2901,2128,108425,35707,1,0.06,48,79,0,17,142,0,94,7,9,0,2,0,72189,21,7,6,9,0,2,56,275,0,0,20,29,0,26,0,3600,308,0,0.27,0.23
Tuffeli#2819,2393,5663,3302,0,0.03,2,4,0,1,4,0,3,1,1,0,0,0,2361,2,0,2,1,0,0,2,16,0,0,0,0,0,2,0,240,0,0,0.36,0
Specs19#1340,2473,3590,340,0,0.03,1,6,0,1,3,0,2,1,1,0,0,0,3179,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,180,0,0,0.28,0
Lund#1992,2635,229403,65905,3,0.06,102,141,0,56,313,0,216,9,14,1,4,0,160111,36,4,16,16,0,4,109,413,0,0,55,92,0,51,0,7200,1358,7,0.31,0.3
AySiUnicorn#1603,2000,587,0,0,0.25,1,1,0,0,0,0,0,0,0,0,0,0,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0.26,0
DrProfWizard#1307,1976,106351,19488,3,0.07,67,46,0,32,204,0,156,3,6,0,3,0,85304,15,2,9,5,1,0,84,415,0,0,39,71,0,46,0,3600,1596,1,0.29,0.45
WhereIsMyDad#11911,3407,6750,1745,0,0.13,6,7,0,3,14,0,13,1,1,0,0,0,5005,1,0,0,1,0,0,0,8,0,1,4,6,0,3,0,420,31,0,0.25,0
feruskas#1265,2395,145874,46850,1,0.06,64,100,0,44,219,0,138,8,12,0,3,0,96911,23,11,8,5,5,3,99,606,0,0,97,70,0,32,0,7200,681,1,0.21,0.26
Gerdy#11378,2320,16998,3189,0,0.05,6,13,0,7,35,0,27,0,1,0,1,0,13781,4,1,3,1,2,0,7,10,0,0,9,8,0,9,0,900,389,0,0.26,0.66
Raftel#2980,1976,3316,1620,0,0.07,1,4,0,1,4,0,2,0,0,0,0,0,1696,1,0,0,0,0,0,2,0,0,0,1,2,0,1,0,240,0,0,0.15,0
Elisha#4324,2141,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0
hihowareyou#11896,1147,12219,0,0,0.03,4,9,0,2,25,0,16,1,1,0,0,0,0,3,1,1,1,0,0,11,21,0,0,0,10,0,5,0,720,118,0,0.26,0.3
Crow#22209,1516,53137,0,0,0.04,19,30,0,17,95,0,58,2,4,1,2,0,0,9,4,2,2,1,0,42,110,0,0,0,35,0,19,0,3000,660,0,0.22,0.47
G3rryKin9#2103,2236,6393,2967,0,0.06,2,9,0,1,11,0,7,1,1,0,0,0,3426,1,1,0,0,0,0,7,12,0,0,4,5,0,2,0,420,0,0,0.14,0
jeninhox#2119,2303,39784,11704,0,0.06,21,53,0,4,71,0,50,4,5,0,1,0,27377,7,1,0,5,0,0,23,54,0,0,13,21,0,15,0,3060,113,1,0.3,0.21
Legend#32883,2714,24868,6051,0,0.06,13,43,0,4,37,0,31,2,2,0,0,0,18540,6,2,2,2,0,0,9,43,0,1,14,15,0,14,0,1800,57,2,0.2,0.06
Frost#14307,2549,1180,150,0,0,0,3,0,0,4,0,3,0,0,0,0,0,910,1,0,0,0,0,0,0,2,0,0,1,2,0,1,0,120,0,0,0.21,0.99
Siegwardu#2327,3483,18958,5838,0,0.05,8,19,0,0,26,0,20,1,2,0,0,0,12843,4,1,1,2,0,0,8,77,0,0,8,12,0,6,0,1200,111,0,0.26,0.2
legend#13810,1709,43003,0,0,0.06,22,87,0,7,65,0,43,8,8,0,0,0,0,21,5,4,11,0,0,12,56,0,0,0,23,0,16,0,3600,47,7,0.16,0.01
Ness#11713,1791,2276,683,0,0,0,4,0,0,6,0,5,0,1,0,0,0,1593,2,0,0,1,0,0,3,46,0,0,0,2,0,1,0,180,0,0,0.29,0.52
NemeSis#14610,1891,4847,1438,0,0.06,2,5,0,0,7,0,4,0,0,0,0,0,3408,1,0,0,0,0,0,5,14,0,0,2,1,0,1,0,300,0,0,0.15,0.02
Sauceror#11352,4127,7682,2774,0,0.05,4,3,0,2,17,0,13,0,0,0,0,0,4908,1,0,1,1,1,1,0,0,0,0,7,5,0,1,0,240,59,0,0.37,1.0
goomba58#1597,3730,50991,16748,0,0.06,34,44,0,11,88,0,53,1,4,0,3,0,34064,8,4,1,2,0,1,20,146,0,0,20,22,0,10,0,2520,303,2,0.29,0.73
Dee#12603,2762,8519,1410,0,0.08,6,10,0,0,14,0,7,0,1,0,1,0,6813,2,1,0,0,0,0,6,22,0,0,2,7,0,1,0,660,55,1,0.25,0.67
Vinto#1286,2118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Papouse#1148,2912,1217,0,0,0.09,1,3,0,1,8,0,6,0,1,0,1,0,1217,2,0,1,1,0,0,1,11,0,0,0,4,0,2,0,360,0,0,0.13,1.0
DracoValius#2155,2280,12632,212,0,0.08,11,13,0,2,31,0,27,0,1,0,1,0,12421,3,1,2,1,0,0,10,33,0,0,5,9,0,14,0,840,148,0,0.26,0.82
Ravelynn#1333,617,15136,0,0,0.09,12,20,0,4,24,0,13,0,2,0,1,0,0,4,2,1,2,0,0,8,129,0,0,0,3,0,5,0,1320,0,0,0.18,0.61
fartingpine#1593,2056,82815,37836,0,0.05,22,67,0,21,91,0,53,3,6,0,2,0,44112,12,7,2,3,2,0,50,485,0,1,47,25,0,11,0,3600,303,0,0.14,0.4
Akatsuki#12127,2837,6159,1000,0,0.02,1,4,0,2,15,0,10,0,1,0,1,0,5159,2,0,0,2,0,0,6,13,0,0,7,3,0,4,0,360,18,0,0.2,0.83
Noots#2992,2151,43939,11669,1,0.11,36,42,0,13,84,0,61,3,4,0,1,0,32078,14,5,3,6,3,2,31,286,0,0,14,27,0,12,0,2700,560,1,0.18,0.28
Sm0KeY#2545,1768,23396,7778,0,0.06,10,20,0,4,31,0,22,1,2,0,1,0,15208,4,1,2,1,0,1,12,42,0,0,8,8,0,13,0,1260,28,2,0.25,0.6
Lust#21285,3816,715,225,0,0,0,5,0,0,1,0,0,1,1,0,0,0,490,2,1,0,0,0,0,0,1,0,0,1,1,0,0,0,300,0,0,0.07,0
Kash#12694,2389,180313,41217,1,0.05,78,143,0,28,325,0,203,11,18,0,7,0,137244,35,11,10,14,2,1,107,492,0,0,116,139,0,60,0,7200,1376,7,0.24,0.37
nowAy#21864,2499,12776,2924,0,0.02,2,5,0,4,24,0,16,0,1,0,1,0,9852,1,0,0,1,0,0,9,73,0,0,3,8,0,2,0,480,167,0,0.25,1.0
ggDenied#1396,3377,20550,6014,1,0.05,8,7,0,2,27,0,17,1,2,0,1,0,14405,3,0,0,3,1,0,5,17,0,0,11,7,0,2,0,780,56,5,0.22,0.51
