battletag,SR,all_damage_done,barrier_damage_done,blizzard_kills,cards,critical_hit_accuracy,critical_hits,damage_blocked,deaths,defensive_assists,eliminations,enemies_frozen,environmental_kills,final_blows,games_lost,games_played,games_tied,games_won,healing_done,hero_damage_done,medals,medals_-_bronze,medals_-_gold,medals_-_silver,melee_final_blows,multikills,objective_kills,objective_time_seconds,offensive_assists,quick_melee_accuracy,self_healing,shield_generators_destroyed,solo_kills,teleporter_pads_destroyed,time_played_seconds,time_spent_on_fire_seconds,turrets_destroyed,weapon_accuracy,win_percentage
Springboard#1324,2361,14837,3058,16,1,0.18,14,29986,25,0,68,53,0,21,1,2,0,1,0,11696,8,4,1,2,3,4,32,571,25,0,3564,0,5,0,1920,330,0,0.39,0.53
Shadow#114247,2595,14484,2934,4,0,0.2,19,15384,20,0,35,30,0,14,1,2,0,1,0,11499,4,2,0,1,0,0,14,186,9,0,1740,0,3,0,1440,69,0,0.34,0.42
force#31267,1683,6098,782,3,0,0.13,7,2160,4,0,16,11,0,8,1,1,0,0,0,5316,1,1,0,0,0,0,3,9,2,0,1226,0,1,0,420,0,0,0.29,0.19
Lucky#13648,3505,693,27,0,0,0.33,2,2291,4,0,4,1,0,2,0,0,0,0,0,666,1,1,0,0,0,0,0,5,1,0,549,0,0,0,120,0,0,0.2,0
Fama#21136,2368,4380,254,3,0,0.19,7,5329,14,0,12,8,0,7,1,1,0,0,0,4125,3,1,1,1,1,0,2,41,3,0,1024,0,2,0,600,69,0,0.3,0.03
Medic#12285,4304,13052,629,10,0,0.11,14,10133,14,0,38,28,0,17,0,1,0,1,0,10265,4,1,2,1,0,0,11,106,9,0,1991,0,6,0,1020,159,1,0.39,0.66
SpookyGlobal#1999,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0
pedeman#21888,2678,707,193,0,0,0.33,1,2136,1,0,4,1,0,2,0,0,0,0,0,514,0,0,0,0,0,0,4,22,1,0,220,0,0,0,60,0,0,0.25,0.63
Vetter#1212,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0
ShadowLlama#11602,2339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1.0
EchoPanda#11880,2965,11047,3936,7,0,0.05,6,5786,9,0,26,16,0,4,1,1,0,0,0,7108,2,1,0,1,0,1,11,57,7,0,609,0,1,0,720,0,0,0.42,0.39
TrainNo5#1873,2902,1004,452,0,0,0,0,1906,3,0,1,2,0,0,0,0,0,0,0,552,0,0,0,0,0,0,0,0,1,0,202,0,0,0,120,0,0,0.26,0
cynikaL#11655,4089,10421,1938,2,0,0.11,11,4807,8,0,15,9,0,6,0,1,0,1,0,8330,3,1,1,1,0,0,4,37,3,0,912,0,2,0,600,0,0,0.39,0.79
N16HTSHAD3#1701,1836,1890,1309,0,0,0,0,1193,2,0,0,0,0,0,0,0,0,0,0,582,0,0,0,0,0,0,0,5,0,0,150,0,0,0,120,0,0,0.67,0
SKRRRSKRRR#2994,3406,4782,393,2,0,0.19,7,2514,2,0,11,8,0,6,0,0,0,0,0,4376,1,0,0,1,0,0,7,53,4,0,623,0,3,0,360,54,0,0.28,0.37
KillTheFly91#1397,2621,2168,486,2,0,0.38,5,1221,3,0,5,3,0,1,0,0,0,0,0,1682,0,0,0,0,0,0,2,4,2,0,304,0,0,0,180,0,0,0.29,1.0
RedLygr#1476,2285,135,63,0,0,0,0,3135,2,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,8,0,0,296,0,0,0,60,0,0,0,0.59
Lokko#2943,2669,590,154,0,0,0.5,1,1686,2,0,0,1,0,0,0,0,0,0,0,437,0,0,0,0,0,0,0,0,0,0,96,0,0,0,60,0,0,0.12,0
leMXICANtaco#1121,2774,5147,686,3,0,0.13,6,2444,7,0,11,6,0,2,0,1,0,0,0,4458,1,0,0,0,0,0,1,12,3,1,185,0,0,0,480,0,0,0.21,0.46
DDXGABX#6551,1603,11519,0,3,0,0.24,14,17792,34,0,37,33,0,10,1,2,1,1,0,0,6,4,1,1,0,0,18,270,0,0,1065,0,0,0,1920,0,1,0.41,0.48
ShadowMurloc#16737,2286,293,0,0,0,0,0,75,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,48,0,0,0.33,0
Squirtle88#1780,2052,2431,622,2,0,0.23,4,4816,7,0,7,3,0,1,0,1,0,1,0,1807,1,1,0,0,0,0,6,36,2,0,619,0,0,0,420,0,0,0.22,0.8
Mirra#11359,2311,184,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0.28,1.0
Stebo#11686,2408,2623,727,1,0,0.04,1,5414,4,0,6,2,0,0,0,0,0,0,0,1850,1,0,0,1,0,0,5,30,2,0,358,0,0,0,300,0,0,0.26,0.95
mono23#2860,2982,452,0,0,0,0,0,582,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,0,0,18,0,0,0,60,0,0,0.4,1.0
Boo#4550,1169,222,0,0,0,0,0,140,1,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,23,0,0,0,60,0,0,0.16,0
Lucidango#1535,2445,576,131,0,0,0,0,100,2,0,0,1,0,0,0,0,0,0,0,445,0,0,0,0,0,0,0,0,0,0,28,0,0,0,60,0,0,0.42,0
Znamirr#2163,2373,4682,2231,1,0,0.15,4,678,5,0,5,3,0,1,0,1,0,0,0,2417,2,1,0,0,0,0,3,52,0,0,459,0,0,0,420,0,0,0.28,0.1
Brac#1906,2100,2028,0,2,0,0.28,2,2288,2,0,4,9,0,2,0,0,0,0,0,2028,1,0,0,0,0,0,4,46,3,1,425,0,0,0,120,65,0,0.43,0
Bruh#21955,2701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
phantom113#2326,2825,662,233,0,0,0,0,280,2,0,1,1,0,0,0,0,0,0,0,430,0,0,0,0,0,0,1,18,1,0,73,0,0,0,60,0,0,0.87,1.0
GEMBA#11190,1743,14264,2569,4,0,0.18,17,13984,20,0,31,46,0,15,2,2,0,0,0,11541,6,4,1,1,1,0,11,214,9,0,3206,0,7,0,1560,0,13,0.36,0.14
Gon#11143,2493,15416,2577,10,0,0.24,23,22000,24,0,48,39,0,19,1,2,0,1,0,12400,7,2,2,2,0,1,14,137,13,0,3297,0,4,0,1620,184,0,0.3,0.38
Daydreams#11550,2921,125,0,0,0,0,0,40,1,0,0,1,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
Wrath#12384,2379,8076,1480,5,0,0.15,6,5558,12,0,21,24,0,7,1,1,0,0,0,6591,3,1,0,2,0,0,12,87,12,1,543,0,0,0,720,102,0,0.32,0
Unknownz#11806,700,4792,0,3,0,0.23,7,1745,5,0,11,10,0,4,1,1,0,0,0,0,1,1,0,0,0,1,3,138,0,0,886,0,0,0,480,0,0,0.4,0
Skulluxies#1617,2482,6808,1759,2,1,0.08,4,11962,6,0,17,8,0,7,0,1,0,0,0,4656,2,0,2,0,0,0,11,103,5,0,1167,0,1,0,540,6,1,0.3,0.46
TracK#21366,4289,75,0,0,0,0,0,70,0,0,1,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,0,0,0.16,1.0
EyeSolo#1485,2484,1640,220,1,0,0.2,1,1559,7,0,2,8,0,1,0,0,0,0,0,1420,1,0,0,0,0,0,2,54,2,0,397,0,0,0,180,0,0,0.21,0
Pixiieboy#2426,3314,1905,204,4,0,0.28,2,3191,3,0,16,7,0,3,0,0,0,0,0,1699,0,0,0,0,0,0,13,64,5,0,112,0,0,0,180,57,0,0.43,0
Chriah#1930,2525,1052,111,0,0,0.2,2,1232,4,0,1,2,0,1,0,0,0,0,0,941,0,0,0,0,0,0,1,14,0,0,102,0,0,0,120,0,0,0.43,0.13
Shystie#1427,1574,8567,0,1,0,0.12,2,6745,27,0,31,31,0,4,1,3,0,1,0,0,6,3,1,2,1,0,19,253,4,0,2153,0,0,0,1860,0,0,0.45,0.5
JimRainor#1252,2176,2138,474,1,0,0.14,2,1265,2,0,9,5,0,2,0,1,0,1,0,1664,2,0,0,2,0,0,5,43,3,0,754,0,0,0,300,44,0,0.25,1.0
OVER#31785,1862,1211,0,0,0,0,0,3596,5,0,3,1,0,1,0,0,0,0,0,1209,1,0,0,1,0,0,0,19,0,0,864,0,1,0,300,0,2,0.33,0.22
Econ#1865,2289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
DankClouds#11806,2250,4709,1445,3,0,0.06,2,7272,9,0,17,4,0,2,1,1,0,0,0,3110,1,1,0,1,0,0,12,73,3,0,946,0,0,0,600,62,0,0.14,0
Crow#13887,2650,13241,2419,10,0,0.3,17,17526,16,0,42,46,0,18,2,2,0,0,0,10794,5,2,2,1,1,0,31,358,16,0,2659,0,5,0,1380,268,0,0.27,0.22
Friendbaiir#1222,2413,376,122,0,0,0,0,1884,3,0,0,2,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,10,0,0,362,0,0,0,60,0,0,0.12,0
Samega#1782,2735,1213,469,0,0,0.33,1,4665,6,0,1,5,0,1,0,0,0,0,0,722,0,0,0,0,0,0,1,46,1,0,452,0,0,0,180,0,0,0.42,0.14
ThePandaBear#1380,2842,8304,2534,3,0,0.26,13,13230,7,0,9,11,0,4,0,1,0,1,0,5648,3,1,1,1,0,0,5,42,4,0,769,0,0,0,480,62,0,0.31,0.75
ScubMaster#11910,3155,8941,4024,3,0,0.05,5,4828,5,0,16,8,0,5,0,1,0,0,0,4714,2,1,0,1,0,0,11,76,9,0,965,0,0,0,540,111,0,0.5,0.55
ExpertGamer#21441,2722,10389,2438,5,0,0.2,12,16555,15,0,31,29,0,14,1,1,0,0,0,7540,3,1,1,2,0,1,16,108,9,0,1961,0,0,0,960,86,0,0.29,0.32
Lyra#11238,2814,2330,838,1,0,0.11,2,3053,3,0,4,5,0,1,0,0,0,0,0,1418,0,0,0,0,0,0,2,22,0,0,270,0,1,0,180,0,0,0.36,0
Dakrah#1174,3226,6170,1193,7,0,0.24,10,3205,10,0,23,13,0,8,1,1,0,0,0,4973,3,2,0,1,0,0,13,57,6,0,625,0,0,0,600,16,0,0.32,0
SLASH#22726,3682,26,0,0,0,0,0,50,0,0,1,0,0,1,0,0,0,0,0,26,0,0,0,0,1,0,1,7,0,0,0,0,0,0,24,0,0,0,1.0
NightKnight#171411,925,4151,1632,1,0,0.1,2,5702,7,0,12,9,0,3,0,1,0,1,0,2519,1,1,0,0,0,0,9,51,4,0,928,0,1,0,480,0,0,0.22,1.0
Dakoriki#2389,3271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1.0
mikeyishere#11139,2536,3124,0,4,0,0.06,2,6755,3,0,17,4,0,6,0,0,0,0,0,0,1,0,0,0,0,0,10,58,0,0,278,0,0,0,240,52,0,0.32,1.0
KACHOWKACHOW#1283,3141,874,386,0,0,0.5,1,748,3,0,2,3,0,1,0,0,0,0,0,487,0,0,0,0,0,0,1,22,1,0,198,0,0,0,60,0,0,0.11,0
Zelen#11655,3435,2636,270,0,0,0.26,5,4340,7,0,2,4,0,2,0,0,0,0,0,2347,1,0,0,0,1,0,1,49,1,0,591,0,1,0,240,50,0,0.44,0.65
SparkChao#11779,3000,2317,872,0,0,0.03,1,817,5,0,3,3,0,2,0,0,0,0,0,1382,0,0,0,0,0,0,0,11,1,0,569,0,1,0,180,0,0,0.52,0.15
Reedie#2106,2720,14,0,0,0,0,0,92,0,0,1,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,1,0,0,0,0,0,0,29,0,0,0,1.0
Gorgee123#1790,3593,4450,474,2,0,0.11,5,3475,4,0,16,5,0,8,0,1,0,1,0,3975,0,0,0,0,0,0,6,36,1,0,580,0,2,0,360,2,0,0.28,1.0
FluffZ#11436,2989,336,0,0,0,0,0,12,0,0,3,1,0,0,0,0,0,0,0,336,0,0,0,0,0,0,3,12,0,0,0,0,0,0,29,0,0,0.33,1.0
Brometheus#12965,2698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
dupplo#1489,2402,5593,1773,3,1,0.14,4,3777,2,0,22,13,0,4,1,1,0,0,0,3625,3,1,1,0,0,0,15,183,5,0,1321,0,0,0,480,0,0,0.35,0
JohnnyGoLeft#1234,3224,229,38,0,0,1.0,1,837,1,0,0,1,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,1.0,0
Spitfire#12950,2589,1007,0,0,0,0,0,4882,2,0,5,4,0,2,0,0,0,0,0,856,1,0,0,0,0,0,2,17,2,0,225,0,0,0,180,0,0,0.3,0.41
Manolo1016#11183,2916,4364,1852,1,0,0.21,5,2189,1,0,8,6,0,3,0,0,0,0,0,2511,2,1,0,1,0,0,4,21,2,1,384,0,0,0,300,0,0,0.18,0.87
Helv#21339,3905,3778,1236,3,0,0.11,3,9483,11,0,10,5,0,4,0,0,0,0,0,2405,1,0,0,0,0,0,2,37,0,1,852,0,1,0,360,42,0,0.33,0
Shadycharade#1440,3313,5354,822,4,0,0.36,9,8557,12,0,22,15,0,7,0,1,0,1,0,4510,2,1,0,0,0,1,11,55,8,0,1206,0,0,0,660,45,1,0.3,0.72
FallenPig#1900,2673,12525,1652,8,1,0.35,18,17997,22,0,56,53,0,12,1,2,0,2,0,10740,8,3,1,3,1,0,30,231,15,0,3166,0,1,0,1620,132,0,0.29,0.65
DarkDeathM#2617,3026,3075,604,0,0,0.14,4,1300,2,0,6,1,0,3,0,0,0,0,0,2470,1,0,0,1,0,0,1,11,0,0,332,0,0,0,180,0,0,0.41,1.0
Hotsauce#11446,2431,77,0,0,0,0,0,2000,1,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,5,0,0,116,0,0,0,33,0,0,0,0
ChocoMilk#11220,2784,4863,1757,6,0,0.1,3,6377,9,0,14,3,0,5,0,1,0,0,0,3106,1,0,0,1,0,0,10,75,2,0,1153,0,0,0,420,28,0,0.31,0.78
Leonidas1996#21262,1272,2340,0,2,0,0.11,2,7945,5,0,6,5,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,20,1,0,828,0,1,0,300,0,0,0.24,0.96
Karuta#11256,2874,2460,628,0,0,0.13,3,978,4,0,2,5,0,1,1,1,0,0,0,1832,3,0,1,2,0,0,0,36,0,0,204,0,1,0,240,0,0,0.27,0
SlayerSexeR#1709,2751,9793,3852,2,0,0.07,5,6857,14,0,12,12,0,1,1,1,0,0,0,5937,1,0,0,0,0,0,4,32,4,1,1548,0,0,0,840,0,0,0.24,0.08
Kai#22630,1793,4211,164,2,0,0.1,3,10443,13,0,9,18,0,3,1,1,0,0,0,2612,3,0,1,1,0,0,4,111,5,0,1681,0,0,0,540,92,0,0.44,0.2
skyline#2850,2533,1205,0,1,0,0.14,1,1091,3,0,4,4,0,1,0,0,0,0,0,1205,2,1,1,0,0,0,1,12,1,0,272,0,0,0,120,0,0,0.21,0
Jackie#12271,2329,4719,500,3,0,0.18,8,4397,8,0,10,7,0,3,0,1,0,0,0,4119,1,1,0,0,0,0,3,52,2,0,1077,0,1,0,540,0,0,0.32,0.05
Carter86#1929,2345,414,95,0,0,0,0,683,2,0,1,1,0,0,0,0,0,0,0,319,0,0,0,0,0,0,0,0,0,0,150,0,0,0,60,0,0,0.25,0.15
Becuzboobs#1183,2597,810,154,0,0,0.16,1,347,1,0,4,2,0,0,0,0,0,0,0,527,1,0,0,0,0,0,1,6,1,0,187,0,0,0,60,0,0,0.66,1.0
Mia#2548,2693,773,0,1,0,0,0,2399,3,0,4,0,0,0,0,0,0,0,0,772,0,0,0,0,0,0,2,16,0,0,333,0,0,0,180,0,0,0.19,0
SquidZoid#1107,2153,6669,1139,6,0,0.17,5,12957,24,0,23,23,0,3,1,2,0,0,0,5323,4,2,1,0,0,0,6,79,9,0,1623,0,0,0,1020,44,0,0.22,0.21
Atrei#1701,2528,61,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,2,0,0,38,0,0,0,29,0,0,0,0
RaptorZ#21128,2837,5663,1254,3,0,0.36,15,2421,2,0,18,6,0,8,0,1,0,0,0,4305,1,0,0,1,0,0,4,6,1,0,1010,0,4,0,360,1,0,0.45,0.64
Casper#12974,3079,14464,2087,13,0,0.25,23,7379,20,0,56,33,0,17,1,2,0,0,0,12373,6,3,1,2,1,2,25,114,16,0,1551,0,3,0,1320,106,1,0.36,0.24
BoREDem#1993,2887,12706,2404,7,0,0.2,15,13314,20,0,39,32,0,10,1,2,0,1,0,9592,5,2,1,2,0,1,15,130,13,1,2116,0,4,1,1500,42,11,0.25,0.36
WolVBite#2636,2586,4322,869,3,0,0.39,13,1823,5,0,9,7,0,5,0,0,0,0,0,3442,1,0,0,0,0,0,2,49,1,0,930,0,2,0,360,0,0,0.35,0.41
spagett69#1662,2668,11252,2735,6,0,0.23,16,14855,15,0,34,18,0,9,1,2,0,1,0,8464,4,1,1,2,0,0,20,162,6,0,1643,0,1,0,1080,89,0,0.31,0.43
akuboii#2939,2490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1.0
ThorsHammer#11655,1244,2886,1341,3,0,0.28,2,1721,8,0,6,5,0,0,0,1,0,0,0,1545,1,0,0,0,0,1,3,26,1,0,783,0,0,0,360,37,0,0.09,0.59
timmeyh#2366,2622,16800,1485,13,1,0.16,23,12621,25,0,59,42,0,17,1,3,0,1,0,8438,6,2,2,2,0,0,26,266,14,0,3370,0,2,0,1860,319,0,0.29,0.53
BlueFuZiion#1721,2152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
natefrog#1423,2372,1023,441,0,0,1.0,2,1124,0,0,3,3,0,0,0,0,0,0,0,579,0,0,0,0,0,0,2,6,2,1,139,0,0,0,59,0,0,0.5,1.0
Eponym#11299,2795,4438,1889,0,0,0.17,4,4046,9,0,7,5,0,4,0,1,0,0,0,2445,1,1,0,1,0,0,2,115,0,0,314,0,2,0,480,0,0,0.2,0.48
moshtache#1743,2580,328,0,0,0,1.0,1,280,2,0,1,2,0,0,0,0,0,0,0,328,0,0,0,0,0,0,0,6,1,0,71,0,0,0,60,0,0,0.2,0
Scorp#21744,3682,2178,162,4,0,0.04,1,462,4,0,8,2,0,2,0,0,0,0,0,2016,1,0,0,0,0,0,5,26,1,0,502,0,0,0,180,0,0,0.33,1.0
mrMaximus#2481,2926,1281,0,2,0,0.25,2,126,0,0,4,5,0,1,0,0,0,0,0,1281,0,0,0,0,0,0,4,36,3,0,65,0,1,0,60,16,0,0.34,1.0
HashSwan#1622,2230,35604,11173,19,0,0.09,34,20497,62,0,79,54,0,26,4,5,0,1,0,18336,10,6,2,2,1,1,38,381,23,0,5209,0,7,0,3600,53,5,0.4,0.23
Miltron#11275,2250,2017,312,3,0,0.28,2,3765,3,0,8,9,0,2,0,0,0,0,0,1705,1,0,0,0,0,1,5,37,6,0,402,0,0,0,240,0,0,0.43,1.0
Cartola#1659,3305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
Pocketweed#1641,2140,181422,41979,142,0,0.19,230,140951,210,0,509,344,0,130,12,27,0,15,0,137636,61,21,13,26,1,6,292,2703,146,0,33956,0,22,0,18000,849,3,0.28,0.56
Yukio#2505,2241,1146,224,0,0,0.11,1,3178,2,0,4,2,0,2,0,0,0,0,0,922,1,0,0,0,1,0,4,28,0,0,208,0,0,0,120,0,0,0.52,0
FREEHUGS#11691,2926,10729,2421,10,0,0.22,15,17311,13,0,27,22,0,16,1,1,0,0,0,8301,5,2,2,1,1,0,17,186,7,1,1955,0,4,0,1020,44,0,0.3,0.31
luckyystrike#21737,2472,8756,3091,6,0,0.33,11,6853,12,0,25,19,0,4,1,1,0,0,0,5662,3,2,1,1,0,0,11,117,8,0,1708,0,0,0,840,36,0,0.2,0.36
JammyPWN#1177,2445,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1.0
Adi2595#2503,2905,976,154,0,0,0.16,1,647,1,0,1,2,0,1,0,0,0,0,0,822,1,0,0,1,0,0,0,7,0,0,300,0,0,0,120,0,0,0.25,0
DhrBlij#2311,2469,2716,0,2,0,0.43,7,2822,5,0,10,9,0,5,0,0,0,0,0,0,0,0,0,0,1,0,6,43,0,0,673,0,1,0,300,68,0,0.23,0.03
DrDoughnutz#1678,2459,400,97,0,0,0,0,894,1,0,0,0,0,0,0,0,0,0,0,304,0,0,0,0,0,0,0,7,0,0,150,0,0,0,41,0,0,0.6,0
VinceMorano#2941,2729,453,0,0,0,0.5,2,688,2,0,2,0,0,2,0,0,0,0,0,453,0,0,0,0,0,0,2,14,0,0,193,0,0,0,60,0,0,0.28,0.26
ShadowExodia#2935,2893,2444,248,0,0,0.26,4,3281,3,0,12,6,0,1,0,0,0,0,0,2196,1,1,0,0,0,0,5,16,4,0,166,0,0,0,360,0,0,0.15,0
Zelniq#1968,3434,31887,7639,17,0,0.14,39,27438,33,0,65,29,0,29,2,3,0,1,0,23585,6,4,0,3,0,0,24,257,10,0,2716,0,11,1,2340,128,8,0.29,0.3
Raslehc#1928,2825,5728,1587,4,0,0.06,1,8702,13,0,18,16,0,4,1,1,0,0,0,4136,3,2,0,1,0,0,5,51,8,0,1065,0,2,0,600,79,0,0.36,0.02
DVS#21565,2428,6270,716,6,1,0.09,6,8221,4,0,29,15,0,11,0,1,0,1,0,5549,3,1,1,1,0,1,14,63,5,0,739,0,0,0,540,283,0,0.31,1.0
COLORFULFIRE#1481,3129,11,0,0,0,0,0,363,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,2,0,0,89,0,0,0,25,0,0,0,1.0
Retix#2201,2379,59624,11145,30,5,0.2,67,47675,78,0,183,184,0,58,5,11,0,6,0,46716,26,7,11,9,0,1,107,1117,72,0,6207,0,5,1,3600,1196,8,0.36,0.54
DatBoi#11655,2593,5998,372,5,0,0.31,10,11376,10,0,10,22,0,6,1,1,0,0,0,5611,3,1,1,1,0,0,4,69,2,0,880,0,3,0,600,32,0,0.39,0
Scrubm8666#2279,1896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1.0
kai#14286,2331,829,55,0,0,0.42,3,235,2,0,1,2,0,1,0,0,0,0,0,774,1,0,1,0,0,0,0,8,1,0,0,0,0,0,60,0,0,0.31,0.33
Sabby#1164,1887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,1.0
Childish#11656,3543,2146,665,0,0,0.06,1,2562,4,0,9,1,0,1,0,0,0,0,0,1481,1,1,0,1,0,0,8,45,1,0,478,0,0,0,240,59,0,0.21,0.78
HuikoBattle#2907,2952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0.4
Cad#11114,2665,3155,552,1,0,0.25,5,6017,7,0,12,7,0,3,1,1,0,0,0,2504,2,1,0,0,0,0,10,81,1,0,870,0,1,0,360,0,0,0.39,0.09
ITzFalco#1875,2271,33499,6973,19,0,0.16,38,40046,38,0,99,61,0,37,3,4,0,2,0,26393,15,8,2,6,0,0,52,428,29,0,6080,0,11,0,3120,357,0,0.28,0.36
ezkatka#11898,3000,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1.0,0
Tyb1no#1342,3502,3937,693,4,0,0.02,1,7530,10,0,20,4,0,5,0,1,0,0,0,1772,2,1,0,1,1,1,11,106,4,0,938,0,0,0,600,0,0,0.28,0.59
Iongunner#1522,1736,1347,0,1,0,0.5,1,728,5,0,6,7,0,2,0,0,0,0,0,0,1,0,0,0,0,0,4,17,0,0,148,0,1,0,240,0,0,0.05,0
DayDNight#1497,3093,826,300,0,0,0.5,2,125,2,0,1,1,0,1,0,0,0,0,0,526,0,0,0,0,0,0,0,0,0,0,276,0,1,0,60,0,0,0.23,0.33
Atheistgod#11206,2580,13648,1228,11,0,0.18,18,11077,19,0,49,33,0,13,0,2,1,1,0,7867,5,2,3,0,0,1,24,195,13,0,1987,0,0,0,1620,86,0,0.32,0.76
Somnus#11987,1948,330,104,0,0,0,0,892,1,0,1,1,0,1,0,0,0,0,0,226,0,0,0,0,0,0,0,15,0,0,251,0,0,0,60,0,0,0.2,0
Bailyn#2128,2463,2606,323,1,0,0.4,4,9999,14,0,8,12,0,3,1,1,0,0,0,2263,3,1,1,1,0,0,4,39,2,0,848,0,1,0,600,66,0,0.55,0
Strix#21850,2507,17115,4657,10,1,0.18,15,22684,22,0,59,37,0,15,1,2,0,1,0,12307,7,2,4,2,0,0,31,497,17,0,2774,0,3,0,1680,181,0,0.33,0.56
bulizzard#2397,1802,6358,1203,4,0,0.2,9,4553,6,0,18,11,0,10,0,1,0,1,0,4532,1,1,0,1,1,1,11,118,4,1,1430,0,0,0,660,40,1,0.25,0.63
Dros#1249,1760,4469,676,2,0,0.3,6,1848,7,0,12,22,0,4,0,1,0,0,0,3794,2,2,0,1,0,0,6,60,6,0,846,0,0,0,420,91,0,0.37,0.66
CHEETO711#1276,1800,9337,0,2,0,0.14,12,11307,10,0,17,10,0,7,0,1,0,0,0,0,3,2,0,1,1,0,6,70,0,0,1223,0,2,0,780,8,0,0.38,0
Timo#23918,2809,2412,748,1,0,0.13,2,1956,3,0,7,5,0,3,0,0,0,0,0,1662,0,0,0,0,0,0,3,17,2,0,166,0,2,0,120,77,0,0.32,0.96
Kenneth#12533,2936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
Jake#2865,2834,10489,1437,9,0,0.2,16,17677,18,0,28,24,0,11,2,2,0,0,0,9051,4,0,1,2,0,1,20,116,7,0,1437,0,1,0,1020,69,0,0.22,0
BloopBloop#11788,1892,77992,15737,52,2,0.17,109,36145,61,0,229,95,0,111,5,11,0,6,0,61531,29,15,4,10,3,4,122,657,47,0,12269,0,27,0,7200,544,16,0.28,0.54
Squall1015#1362,2514,977,221,0,0,0.4,2,0,0,0,1,2,0,0,0,0,0,0,0,756,0,0,0,0,0,0,1,15,0,0,150,0,0,0,41,32,0,0.62,1.0
Manee#11894,2812,1104,43,0,0,0.08,1,742,1,0,2,2,0,0,0,0,0,0,0,1051,1,0,0,0,0,0,1,14,0,0,150,0,0,0,120,0,0,0.27,0
Freklesfreak#1894,2125,125585,23982,84,3,0.16,125,73456,120,0,365,301,0,149,8,19,1,10,0,99733,42,20,8,14,21,2,154,1136,102,0,16070,0,51,0,10800,723,0,0.27,0.55
