battletag,SR,all_damage_done,barrier_damage_done,blizzard_kills,cards,critical_hit_accuracy,critical_hits,damage_blocked,deaths,defensive_assists,eliminations,enemies_frozen,environmental_kills,final_blows,games_lost,games_played,games_tied,games_won,healing_done,hero_damage_done,medals,medals_-_bronze,medals_-_gold,medals_-_silver,melee_final_blows,multikills,objective_kills,objective_time_seconds,offensive_assists,quick_melee_accuracy,self_healing,shield_generators_destroyed,solo_kills,teleporter_pads_destroyed,time_played_seconds,time_spent_on_fire_seconds,turrets_destroyed,weapon_accuracy,win_percentage
heisenbernd#2335,1314,663,407,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,256,1,1,0,0,0,0,1,4,0,0,78,0,0,0,60,0,0,0.21,0
Mekra#11734,2172,5609,2920,3,0,0.12,3,0,7,0,12,11,0,5,0,0,0,0,0,2669,1,1,0,0,0,0,7,20,2,0,299,0,1,0,480,0,0,0.23,0
Empoleon1016#1324,2534,825,35,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,790,0,0,0,0,0,0,2,5,0,0,66,0,0,0,45,0,0,0.44,0
Happyness#3335,2416,8513,1341,8,0,0.11,7,5417,8,0,22,11,0,6,0,1,0,1,0,7169,4,2,0,2,0,0,11,109,4,0,645,0,3,0,540,16,0,0.39,0.78
MeaCulpa#21438,2472,280,0,0,0,0,0,349,0,0,2,1,0,1,0,0,0,0,0,280,0,0,0,0,0,0,1,13,1,0,89,0,0,0,41,0,0,0.33,1.0
Valerius2101#2719,1919,9213,1676,4,0,0.28,14,11803,10,0,34,28,0,12,1,1,0,0,0,7365,4,1,1,2,0,0,17,142,7,0,2007,0,4,0,960,411,0,0.37,0.13
GatorDan#11323,3506,3448,618,0,0,0.16,5,5799,4,0,11,3,0,6,0,1,0,1,0,2755,2,2,0,0,0,0,3,12,2,1,730,0,0,0,360,19,0,0.18,1.0
celeste#2796,2654,329,74,0,0,0,0,378,2,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,10,0,0,272,0,0,0,60,0,0,0,0
Wolf#17107,3602,1889,1040,0,0,0,0,3753,8,0,4,0,0,1,0,1,0,0,0,848,1,0,0,0,0,1,1,13,0,0,819,0,0,0,300,0,0,0.17,0.54
Sombra#22997,3646,6967,0,2,0,0.17,10,11395,16,0,21,16,0,7,0,1,0,0,0,0,2,1,0,1,0,1,12,97,0,0,1233,0,1,0,720,20,0,0.4,0.57
xRay#22315,4214,1642,394,1,0,0.37,3,872,4,0,3,5,0,1,0,0,0,0,0,1248,0,0,0,0,0,0,0,2,1,0,445,0,1,0,240,0,0,0.32,0
NYX#12135,2657,208,0,0,0,0,0,2778,1,0,0,1,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,7,0,0,123,0,0,0,37,0,0,0.5,0
ossen#1230,3008,2586,0,2,0,0.12,3,3465,4,0,4,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,458,0,0,0,240,0,0,0.58,0
shteeeb#11741,4266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1.0
Aznassassin#1436,2712,3366,529,4,0,0.14,2,2912,4,0,18,10,0,4,0,0,0,0,0,2564,2,1,1,0,0,0,12,96,4,0,355,0,1,0,300,0,0,0.77,0.99
Blair#1898,48,2318,0,1,0,0,0,2058,10,0,18,10,0,2,0,1,0,0,0,0,1,1,0,0,0,0,12,91,0,0,1753,0,0,0,720,0,0,0.1,0.22
idkane#2696,3224,2801,945,2,0,0.05,1,9523,4,0,5,0,0,1,0,0,0,0,0,1794,1,0,0,1,1,0,3,56,0,1,333,0,0,0,300,0,0,0.24,0.24
SALog#1363,2133,14025,3480,6,0,0.16,16,13197,26,0,47,33,0,14,1,2,0,1,0,8992,3,2,0,1,0,0,21,131,15,0,2027,0,3,0,1440,214,4,0.54,0.34
Bennedetto#21336,2968,15935,3156,7,0,0.21,20,18974,36,0,51,28,0,15,4,4,0,0,0,12602,7,2,1,4,1,0,26,248,8,0,2737,0,4,0,1980,152,0,0.3,0.09
Rush#2817,2327,6790,0,1,0,0.19,10,7474,8,0,14,15,0,8,0,1,0,0,0,0,2,1,0,1,1,0,3,67,0,0,790,0,3,0,540,14,0,0.41,0.4
Chainblock#1161,2268,841,0,0,0,0.25,1,0,2,0,3,2,0,3,0,0,0,0,0,841,1,0,0,1,0,0,0,0,1,0,110,0,0,0,240,0,0,0.12,0.84
Kengurich#2908,2226,75,0,0,0,0,0,54,1,0,0,0,0,0,0,0,0,0,0,75,1,0,0,0,0,0,0,10,0,0,0,0,0,0,36,0,0,0.09,0
Diebre#2800,3514,1343,237,0,0,0.11,1,782,3,0,3,1,0,1,0,0,0,0,0,1103,1,0,0,0,0,0,0,16,1,0,322,0,0,0,180,0,0,0.21,0
MaJunior#21132,2917,44426,5727,35,0,0.23,78,28601,36,0,135,89,0,55,1,4,0,2,0,38453,14,5,5,5,3,0,44,375,35,0,4826,0,13,0,3180,885,2,0.36,0.64
