battletag,SR,all_damage_done,barrier_damage_done,cards,critical_hit_accuracy,critical_hits,damage_blocked,deaths,defensive_assists,eliminations,environmental_kills,final_blows,games_lost,games_played,games_tied,games_won,healing_done,hero_damage_done,medals,medals_-_bronze,medals_-_gold,medals_-_silver,melee_final_blows,multikills,objective_kills,objective_time_seconds,offensive_assists,players_teleported,primary_fire_accuracy,quick_melee_accuracy,sentry_turret_kills,shield_generator_uptime,shield_generators_destroyed,solo_kills,teleporter_pads_destroyed,teleporter_uptime,time_played_seconds,time_spent_on_fire_seconds,turrets_destroyed,weapon_accuracy,win_percentage
GENJI#15897,2991,1030,0,0,0,0,184,6,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,1,0,8,480,0,0,0,0
PVP#11223,1529,2649,306,0,0,0,1103,1,0,9,0,4,0,0,0,0,0,2340,0,0,0,0,0,0,4,15,0,5,1,0,5,0,0,1,0,115,240,19,0,0,1.0
MrStelpan1#2307,1942,3715,0,0,0,0,140,2,0,11,0,6,0,1,0,1,0,0,2,0,1,2,0,0,9,39,0,6,0,0,5,0,0,2,0,103,240,170,0,0,1.0
REAT1VEONE#2852,2197,8914,1191,0,0,0,1462,14,0,20,0,7,1,1,0,0,0,7722,3,1,0,1,0,1,11,50,0,3,1,0,11,168,0,3,0,41,720,59,0,0,0.39
hobbyspieler#21280,1447,3669,757,0,0,0,1733,7,0,9,0,5,0,1,0,0,0,2784,1,0,0,0,0,0,5,63,0,6,0,0,7,0,0,1,0,57,360,116,3,0,0.16
Hawxkz#21667,2303,1963,437,0,0,0,1077,2,0,0,0,0,0,0,0,0,0,1525,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,12,60,0,0,0,0
Ebene#21787,2441,5061,716,1,0,0,491,5,0,20,0,12,0,1,0,1,0,4343,1,1,0,1,0,0,11,22,0,8,1,0,7,0,0,1,0,116,360,204,0,0,1.0
PepsiColaSux#1316,1974,34051,5226,1,0,0,8632,25,0,99,0,37,2,3,0,1,0,28107,10,4,3,3,0,1,36,130,0,13,1,0,58,553,0,7,0,468,2340,456,0,0,0.39
Krokodeilaki#2234,2497,2847,815,0,0,0,1194,3,0,6,0,3,0,0,0,0,0,2031,0,0,0,0,0,0,4,7,0,0,0,0,4,13,0,0,0,14,180,0,0,0,0.45
Hana9so#11780,3018,5889,1231,0,0,0,575,5,0,11,0,6,0,0,0,0,0,4657,2,1,1,0,0,0,3,15,0,6,1,0,5,0,0,0,0,142,300,71,0,0,0
Hobbledehoy#2781,2194,12353,1429,1,0,0,4075,9,0,39,0,18,1,2,0,1,0,10882,7,2,1,4,0,2,13,57,0,22,1,0,24,12,0,2,0,394,900,178,0,0,0.52
Ohhitzghost1#2816,3662,4365,879,0,0,0,861,3,0,8,0,5,0,0,0,0,0,3461,1,0,1,0,1,0,3,22,0,1,0,0,7,0,0,0,0,25,300,0,0,0,0
tryhard420#11197,2772,3568,159,0,0,0,1397,5,0,6,0,0,1,1,0,0,0,3378,2,0,1,0,0,0,4,34,0,12,1,0,5,0,0,0,0,88,240,0,0,0,0
Zekro#2784,1909,2753,360,0,0,0,410,4,0,2,0,2,0,0,0,0,0,2377,1,0,0,1,0,0,0,0,0,3,1,0,1,0,0,0,0,88,180,0,0,0,0.78
Oswin#11986,3525,10783,2847,1,0,0,2370,8,0,26,0,10,0,1,1,0,0,7797,2,0,0,2,0,0,15,34,0,11,1,0,20,138,0,2,0,140,780,56,3,0,0.58
juicymangoes#11321,2770,83497,16047,1,0,0,30156,84,0,231,0,81,3,10,1,6,0,66462,22,11,5,6,0,2,103,367,0,62,1,0,145,1178,0,12,0,1216,3600,173,0,0,0.65
Apple#14680,1834,0,0,0,0,0,356,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0
Doomfist#21984,2988,1809,405,0,0,0,0,1,0,7,0,5,0,0,0,0,0,1393,0,0,0,0,0,0,2,9,0,4,1,0,3,0,0,0,0,65,120,0,0,0,1.0
StopTrying#11819,2818,16705,4780,0,0,0,3510,16,0,32,0,12,1,2,0,0,0,11848,2,1,0,1,0,0,12,53,0,19,1,0,19,13,0,2,0,382,1020,46,0,0,0.32
Babo#22986,3043,119562,26237,1,0,0,27715,97,0,301,0,120,5,12,1,6,0,91663,26,14,3,9,0,4,104,378,0,113,1,0,180,2755,0,29,0,1990,7200,322,0,0,0.54
KevinDinkel#1643,2465,6053,197,0,0,0,2330,9,0,21,0,9,1,1,0,0,0,4384,2,0,1,1,0,0,2,0,0,9,0,0,12,0,0,1,0,252,540,58,0,0,0
DVA#21359,3528,7219,0,0,0,0,807,20,0,16,0,9,2,2,0,0,0,0,2,1,1,1,0,0,6,13,0,2,0,0,8,0,0,1,0,23,1020,0,0,0,0.01
YOURMOMSD#1360,2330,5634,855,1,0,0,1984,3,0,19,0,8,0,1,0,1,0,4637,3,1,1,0,0,0,8,17,0,2,0,0,12,8,0,2,0,98,420,0,0,0,0.62
Noncadia#2659,1707,5057,1380,0,0,0,2589,6,0,19,0,7,0,1,0,1,0,3532,2,1,0,1,0,3,3,10,0,4,0,0,10,39,0,0,0,120,420,0,0,0,1.0
ZGRaz0rBlade#2654,2515,2095,163,0,0,0,729,5,0,5,0,2,1,1,0,0,0,1933,1,1,1,0,0,0,3,9,0,5,1,0,1,48,0,1,0,41,300,0,0,0,0
wulfdora#1379,1871,1987,30,0,0,0,282,2,0,4,0,1,0,0,0,0,0,1957,2,1,0,1,0,0,1,2,0,1,1,0,3,0,0,0,0,8,120,0,0,0,0
GorillaJelly#1771,2201,71853,12285,3,0,0,13067,85,0,201,0,100,3,11,0,7,0,58550,18,9,3,7,0,3,48,162,0,51,1,0,95,1172,0,31,0,1512,3600,280,1,0,0.7
HentaiFlex#1965,4046,3421,1081,0,0,0,1608,8,0,14,0,4,0,1,0,0,0,2299,2,2,0,0,0,0,4,9,0,0,0,0,6,0,0,1,0,0,360,0,0,0,0.73
Ronzalpha#1840,2173,2374,616,0,0,0,1389,2,0,12,0,3,0,1,1,0,0,1657,1,1,0,0,0,0,1,2,0,6,0,0,9,0,0,0,0,102,240,0,0,0,0
RattleSnake#2652,1919,87130,9280,3,0,0,26772,97,0,284,0,141,6,10,2,3,0,76323,25,10,5,10,0,4,127,446,0,119,1,0,168,763,0,32,0,1741,7200,1259,0,0,0.33
Cryzy#2427,2559,756,165,0,0,0,103,1,0,2,0,1,0,0,0,0,0,591,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,60,0,0,0,0
Sexypancake#2756,2153,303,59,0,0,0,508,2,0,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0
jigglysmu#1376,2891,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,0,0,0,0
CosmicReaper#11528,2856,3694,202,0,0,0,676,3,0,9,0,3,0,0,0,0,0,3492,1,0,0,0,0,0,4,0,0,5,1,0,9,0,0,0,0,123,180,19,0,0,0
LeDawson#1988,2900,13891,347,0,0,0,11399,17,0,27,0,15,1,2,1,0,0,7230,3,1,1,1,0,0,9,52,0,6,0,0,9,0,0,2,0,163,1320,103,0,0,0.22
Spanky#2630,2655,9291,1268,0,0,0,3441,10,0,22,0,10,0,1,0,0,0,7947,2,0,1,0,0,0,6,27,0,21,1,0,7,17,0,1,0,184,600,123,0,0,0.37
Toxic#2232,2655,17070,3590,0,0,0,4393,8,0,38,0,14,0,2,0,2,0,13350,5,1,2,2,0,0,11,52,0,22,1,0,20,22,0,3,0,315,1080,122,0,0,0.91
MaGiCdAkInG#1458,3149,21477,3106,1,0,0,6185,13,0,65,0,34,1,1,0,1,0,18175,5,1,3,1,0,0,27,57,0,19,1,0,26,152,0,11,0,370,1320,408,0,0,0.6
Veplys#2747,2209,6570,1166,0,0,0,4381,9,0,16,0,8,1,1,0,1,0,5261,4,2,1,1,0,0,9,40,0,0,1,0,9,325,0,4,0,0,720,5,1,0,0.61
John749#1749,2303,291,50,0,0,0,673,1,0,2,0,1,0,0,0,0,0,242,0,0,0,0,0,0,2,4,0,0,0,0,2,0,0,0,0,0,49,0,0,0,0
Suttin#1773,2216,506,0,0,0,0,314,1,0,5,0,1,0,0,0,0,0,506,1,0,0,1,0,0,3,2,0,2,0,0,3,0,0,0,0,45,180,0,0,0,1.0
imdeadinside#21547,4051,1662,524,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1137,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60,0,0,0,0
Stats#31177,3332,2629,719,0,0,0,828,3,0,5,0,1,0,0,0,0,0,1866,1,1,0,0,0,0,1,8,0,6,0,0,3,0,0,0,0,101,120,0,0,0,1.0
HiImCalder#1869,2345,3413,0,0,0,0,725,4,0,8,0,6,0,0,0,0,0,0,2,0,1,1,0,0,2,9,0,6,0,0,4,0,0,1,0,67,240,11,0,0,0
Shadow#114778,1787,13886,1051,0,0,0,5778,26,0,30,0,19,2,3,0,1,0,12543,4,1,1,2,0,0,13,130,0,17,1,0,14,0,0,3,0,218,1740,8,0,0,0.21
uNBreLLaELLa#1998,2419,17390,3363,2,0,0,6934,10,0,56,0,22,1,2,0,1,0,13824,5,1,2,2,0,2,9,16,0,18,1,0,42,29,0,4,0,488,1140,93,4,0,0.63
TeamMarco#1650,2516,1825,915,0,0,0,1000,2,0,1,0,0,0,0,0,0,0,910,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0
NixoKnight#2121,1849,7870,36,0,0,0,2781,19,0,22,0,10,1,1,0,0,0,7680,4,2,0,1,0,0,4,41,0,7,0,0,8,0,0,3,0,150,720,0,0,0,0
FallenLuck#1703,2631,4789,837,0,0,0,2044,9,0,13,0,5,0,1,0,0,0,3952,2,1,0,1,0,0,2,10,0,0,1,0,11,0,0,1,0,85,480,0,0,0,0.34
Respektwamen#2648,3203,24552,4451,0,0,0,7117,32,0,45,0,24,1,2,0,2,0,19608,4,2,1,2,1,1,15,90,0,34,1,0,12,291,0,6,0,611,1860,68,0,0,0.71
tridium#1759,2112,13405,3725,0,0,0,4314,9,0,18,0,7,1,2,0,1,0,9593,2,1,0,0,0,0,0,20,0,23,1,0,12,0,0,1,0,311,660,0,0,0,0.5
darkmanmkd#2663,2078,33202,8236,1,0,0,5490,37,0,83,0,22,3,5,0,3,0,24590,18,8,2,7,0,1,37,132,0,39,0,0,50,133,0,4,0,682,2880,138,0,0,0.47
FrostyDog#213669,2194,8095,903,0,0,0,4244,14,0,26,0,14,0,1,0,0,0,7059,1,0,0,1,0,0,7,28,0,8,0,0,12,51,0,4,0,168,840,0,0,0,0.61
NoGenjiPlz#1289,2362,3599,1423,0,0,0,417,2,0,9,0,2,0,0,0,0,0,2174,1,0,0,0,0,0,2,0,0,6,1,0,3,0,0,1,0,74,120,19,0,0,0
ceekay#1587,2334,863,111,0,0,0,162,2,0,1,0,0,0,0,0,0,0,752,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,6,60,0,0,0,0
Thuzzu#2436,2102,1454,512,0,0,0,716,3,0,2,0,2,0,0,0,0,0,942,1,0,0,0,0,0,1,3,0,6,0,0,0,0,0,0,0,77,180,0,0,0,0
Rianto#11604,2009,1838,354,0,0,0,120,2,0,10,0,4,0,0,0,0,0,1188,1,1,0,0,0,0,3,9,0,6,0,0,3,0,0,0,0,90,180,0,0,0,1.0
DanyGJ#2601,2129,16805,4484,0,0,0,2708,11,0,39,0,18,0,2,0,1,0,12320,7,3,2,2,0,0,12,29,0,27,1,0,21,0,0,3,0,430,1020,169,0,0,0.77
LeGuardian#1911,2391,44047,10755,1,0,0,22243,40,0,92,0,26,2,5,0,4,0,33129,11,4,3,4,1,1,32,119,0,33,1,0,64,432,0,6,0,808,3360,61,0,0,0.72
Starmelon#11807,2859,19133,2221,1,0,0,3848,19,0,50,0,22,0,2,0,2,0,16725,7,3,1,3,0,0,23,47,0,26,1,0,29,44,0,2,0,404,1320,270,0,0,0.83
MarthaCox#1233,3032,55603,13503,0,0,0,19948,47,0,102,0,45,2,5,1,2,0,42081,9,6,0,3,0,0,32,177,0,19,1,0,51,1182,0,9,0,229,3420,171,0,0,0.51
ChillSauce#11691,2573,32151,5565,1,0,0,14770,46,0,86,0,32,4,5,0,2,0,26170,9,3,4,2,0,1,38,170,0,16,1,0,30,534,0,10,0,244,2760,116,3,0,0.29
doudstark#2353,2060,713,0,0,0,0,186,1,0,3,0,2,0,0,0,0,0,713,0,0,0,0,0,0,1,5,0,2,1,0,1,0,0,0,0,2,60,0,0,0,0
Kiershar#2932,2612,12386,0,0,0,0,1142,6,0,42,0,19,0,1,1,0,0,0,2,1,0,1,0,1,10,4,0,14,0,0,32,0,0,7,0,236,720,36,0,0,0
Yukii#2246,3049,2800,1634,0,0,0,1363,3,0,6,0,1,0,0,0,0,0,1135,1,1,0,0,0,0,2,0,0,3,0,0,6,0,0,0,0,86,120,0,0,0,1.0
SwankyPants#112579,2174,5572,1185,1,0,0,826,3,0,15,0,8,1,1,0,0,0,3986,2,0,1,1,0,0,10,23,0,5,1,0,4,0,0,1,0,172,300,103,1,0,0
Carnage#2388,2035,83645,0,7,0,0,26665,134,0,338,0,184,3,15,0,12,0,0,29,10,6,12,0,3,115,730,0,95,0,0,149,0,0,71,0,1541,7200,1559,19,0,0.82
HeXibitt#1534,2118,8931,2473,0,0,0,2992,5,0,22,0,8,0,1,0,1,0,6353,2,1,0,1,0,0,11,41,0,11,1,0,14,0,0,3,0,224,480,65,0,0,1.0
Aidan#12384,2028,6475,1222,1,0,0,2353,8,0,23,0,9,0,1,0,0,0,5172,3,1,1,1,0,1,1,21,0,7,1,0,15,9,0,1,0,183,540,14,0,0,1.0
Chepsii#1239,2594,1945,454,0,0,0,850,1,0,7,0,5,0,1,0,1,0,1490,1,1,0,1,0,0,4,3,0,1,1,0,2,0,0,1,0,135,240,0,0,0,1.0
Sixer#11592,2856,14671,2203,1,0,0,8251,11,0,42,0,20,0,2,0,2,0,12322,4,0,2,2,0,0,14,45,0,18,1,0,25,0,0,7,0,538,1200,42,0,0,0.89
Mccree#11256,2972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Cat#11169,2867,10965,2303,0,0,0,4986,8,0,23,0,5,1,2,0,0,0,8453,3,1,1,1,0,1,15,84,0,13,1,0,11,22,0,1,0,188,840,23,0,0,0.27
Sarcasm#2705,2427,19570,3713,0,0,0,8569,21,0,28,0,12,1,2,0,0,0,15421,4,1,1,2,1,0,7,30,0,6,1,0,16,345,0,1,0,124,1260,63,0,0,0.2
LiQUiDHeX#1206,2159,3359,472,0,0,0,794,3,0,14,0,6,0,1,1,0,0,2887,2,1,1,1,0,0,9,21,0,4,1,0,8,0,0,2,0,113,240,77,0,0,0
DeGoryGlory#1451,2532,14347,3101,0,0,0,5545,18,0,19,0,12,1,2,0,1,0,11116,4,3,0,1,0,0,4,46,0,3,1,0,4,330,0,4,0,40,960,27,2,0,0.31
BUCKSY#2674,2186,921,0,0,0,0,428,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,8,120,0,0,0,0
NinjaSteve#1446,2329,15448,0,1,0,0,2803,20,0,41,0,22,1,3,0,1,0,0,4,3,0,1,0,0,15,102,0,27,0,0,20,0,0,5,0,429,1380,209,1,0,0.4
bitingDOG#1842,2298,4634,1584,0,0,0,1783,6,0,8,0,4,0,0,0,0,0,2965,1,0,0,0,0,0,3,7,0,9,1,0,4,0,0,0,0,71,240,51,0,0,0
Fanti#1889,3748,209,4,0,0,0,46,1,0,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0
Legitimate#11830,3297,8040,2991,1,0,0,2727,0,0,20,0,12,0,1,0,1,0,5046,2,1,0,1,0,0,14,61,0,5,0,0,9,0,0,1,0,172,360,70,3,0,1.0
EGGS#11831,3111,14463,4006,0,0,0,6827,16,0,30,0,15,1,2,0,1,0,10367,3,2,1,0,2,0,5,36,0,9,1,0,13,271,0,5,0,118,1200,68,0,0,0.54
BfoR#21190,1139,2525,202,1,0,0,957,2,0,7,0,2,0,1,0,1,0,2314,2,2,0,0,0,0,1,11,0,9,1,0,5,0,0,0,0,57,240,0,0,0,1.0
Offsett#1733,1106,38750,5429,3,0,0,22789,50,0,124,0,51,2,7,0,5,0,32575,15,5,4,6,0,0,37,133,0,82,1,0,75,37,0,10,0,1361,3600,171,0,0,0.71
kevin#19320,1073,970,125,0,0,0,22,2,0,1,0,1,0,0,0,0,0,845,1,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,2,180,0,0,0,0
Namo#12486,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
Thomsen#2974,2599,3406,708,0,0,0,507,6,0,10,0,4,1,1,0,0,0,2699,2,1,0,0,0,0,3,33,0,3,1,0,1,0,0,0,0,47,360,0,0,0,0
Coconut#11664,1861,1886,5,1,0,0,913,4,0,12,0,3,0,1,0,1,0,1882,2,1,1,0,0,0,7,8,0,2,0,0,11,0,0,2,0,88,300,0,0,0,1.0
tZaine#1549,2548,4165,784,0,0,0,1064,3,0,12,0,3,1,1,0,0,0,3381,2,1,0,1,0,1,1,0,0,1,0,0,8,0,0,1,0,34,300,0,0,0,0
Rukwan#2107,1638,47323,0,1,0,0,16499,53,0,147,0,68,3,6,0,3,0,0,15,7,2,5,0,0,60,188,0,46,0,0,61,0,0,21,0,937,3600,735,6,0,0.45
CSacc#1400,4062,687,125,0,0,0,24,2,0,3,0,1,0,0,0,0,0,562,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,60,0,0,0,0
Junkdogg#6195,1834,2273,337,0,0,0,63,2,0,7,0,3,0,0,0,0,0,1937,1,1,0,0,0,0,1,9,0,3,0,0,5,0,0,0,0,44,120,0,0,0,0
Meiday#21815,2379,622,0,0,0,0,0,1,0,3,0,3,0,0,0,0,0,622,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,2,0,0,60,0,0,0,0
Reynolds2323#1179,3153,7476,2264,0,0,0,1378,5,0,20,0,7,0,1,0,0,0,5212,2,1,0,1,0,0,7,11,0,11,1,0,10,0,0,1,0,92,600,10,0,0,0.38
Fr0stygrawr#1595,2405,5141,1122,0,0,0,1324,3,0,13,0,7,0,0,0,0,0,3993,1,0,0,0,0,0,6,7,0,0,1,0,7,0,0,0,0,56,180,9,0,0,0
RafiGinat#2126,2442,20678,4078,0,0,0,7264,20,0,39,0,21,1,2,0,0,0,16343,4,2,1,2,0,0,9,36,0,27,1,0,17,107,0,5,0,298,1260,20,0,0,0.21
CrazyStairs#1563,3291,1663,0,0,0,0,2924,2,0,1,0,0,1,1,0,0,0,1462,0,0,0,0,0,0,0,8,0,0,1,0,1,0,0,0,0,9,240,0,0,0,0
Ray007#21321,1918,41,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0
johnenvy#21205,3490,24233,7850,0,0,0,13707,36,0,40,0,14,2,4,1,1,0,16311,5,2,1,1,0,1,18,97,0,23,1,0,18,153,0,1,0,408,2460,9,5,0,0.24
SoooHorny#2647,2511,4679,0,0,0,0,0,2,0,12,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0,5,0,0,5,0,0,0,0,180,240,0,0,0,0
Macarize#1687,3107,6244,1582,0,0,0,5640,5,0,17,0,7,0,1,0,1,0,4661,1,1,0,0,0,0,1,7,0,11,0,0,10,0,0,0,0,220,600,0,0,0,0.99
Blazian#11257,2997,2840,951,0,0,0,1177,3,0,2,0,2,0,0,0,0,0,1889,0,0,0,0,0,0,1,6,0,0,1,0,1,54,0,1,0,0,120,0,0,0,0
NateTheGreat#11774,1617,2422,0,0,0,0,826,1,0,10,0,3,0,0,0,0,0,2421,1,0,0,0,0,0,3,19,0,6,1,0,7,0,0,0,0,100,180,57,0,0,0
MrKaplan#21837,2893,1691,219,0,0,0,1266,4,0,7,0,1,0,0,0,0,0,1472,1,0,0,0,0,0,1,10,0,0,0,0,4,0,0,0,0,5,180,0,0,0,0.48
oman0#1358,810,2609,0,0,0,0,81,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,14,0,4,0,0,2,0,0,0,0,35,180,0,0,0,0
Juber#11366,2803,439592,76092,10,0,0,147082,584,0,1104,0,503,23,57,4,31,0,359803,115,53,21,40,0,11,395,2672,0,586,1,0,474,2519,0,117,0,9316,36000,2440,39,0,0.57
BaFuSs#2948,2940,14670,2510,1,0,0,4713,7,0,41,0,20,0,2,0,1,0,12119,4,1,1,2,0,0,17,32,0,6,1,0,20,87,0,4,0,412,900,39,0,0,0.83
OcelotBabou#1145,2610,14869,2851,0,0,0,3205,15,0,48,0,19,1,2,0,1,0,11960,4,2,1,2,0,3,17,30,0,20,0,0,27,0,0,5,0,393,1020,123,0,0,0.4
LowKeyNerd#1752,1154,17165,2921,2,0,0,6842,15,0,72,0,40,0,3,1,2,0,14241,8,1,3,3,0,1,45,124,0,5,1,0,48,0,0,9,0,265,1620,167,0,0,0.83
Drenzema#1873,3853,3839,1257,0,0,0,3196,5,0,9,0,2,0,0,0,0,0,2582,1,0,0,1,0,0,2,8,0,1,0,0,3,76,0,0,0,12,300,0,0,0,0
MoonBlue#11172,4147,12492,2978,0,0,0,2888,11,0,30,0,11,1,2,0,1,0,9059,5,2,2,1,0,1,12,24,0,8,1,0,16,61,0,5,0,274,1140,27,2,0,0.64
OriginalCopy#1350,2661,1983,292,0,0,0,0,4,0,6,0,2,0,0,0,0,0,1680,1,0,0,1,0,0,3,12,0,6,0,0,5,0,0,0,0,118,240,0,0,0,1.0
Saelia#1595,2526,3337,1864,0,0,0,395,4,0,2,0,1,0,0,0,0,0,1473,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,37,180,0,0,0,1.0
Lighty#21623,2807,7659,638,0,0,0,2700,5,0,18,0,10,0,1,0,0,0,6756,2,0,1,1,0,0,5,15,0,13,1,0,6,37,0,1,0,198,540,125,0,0,0.46
Colin#12342,2222,19,15,0,0,0,315,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,1.0
fisherluck#2117,3020,995834,238042,25,0,0,343728,1151,0,2311,0,956,60,128,3,64,0,735011,236,120,41,75,0,32,835,4578,0,640,1,0,1086,9779,1,206,1,9351,79200,3089,64,0,0.51
Razpburry#1374,754,2814,853,0,0,0,823,1,0,10,0,5,0,0,0,0,0,1961,1,0,0,0,0,0,8,33,0,3,1,0,10,0,0,0,0,126,240,23,0,0,1.0
TheBicBoi#2859,2795,32343,4662,1,0,0,10798,31,0,72,0,31,2,4,0,3,0,27324,11,4,3,4,0,1,27,106,0,47,1,0,39,0,0,4,0,603,2340,45,3,0,0.6
amitop28#2406,2428,635,55,0,0,0,214,1,0,2,0,0,0,0,0,0,0,400,0,0,0,0,0,0,2,6,0,0,0,0,2,0,0,0,0,0,60,0,0,0,0
Vapenkill#1561,2447,13000,3143,0,0,0,4076,19,0,25,0,10,2,2,0,0,0,9853,5,2,1,2,0,1,4,24,0,25,1,0,14,0,0,0,0,508,1080,37,0,0,0.16
Exzarion#1345,3447,5558,1325,0,0,0,1591,3,0,9,0,2,0,1,0,0,0,4233,1,1,0,0,0,0,3,5,0,2,1,0,6,0,0,0,0,140,360,0,0,0,0
Forwards#11556,3910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Bloodshakes#2253,1758,1350,126,0,0,0,2140,4,0,4,0,1,1,1,0,0,0,1190,2,0,0,1,0,0,2,3,0,0,0,0,4,0,0,1,0,0,300,0,0,0,0.14
lucaasftw#1663,2732,2736,414,0,0,0,1150,2,0,7,0,2,0,0,0,0,0,2322,1,0,0,0,0,0,3,18,0,0,1,0,3,0,0,0,0,48,180,18,0,0,0
Panjeet#1740,2598,54119,9437,1,0,0,29814,47,0,154,0,57,2,8,0,6,0,44091,18,6,5,7,0,2,57,192,0,72,1,0,113,670,0,10,0,1352,3600,205,1,0,0.69
Nicolejuicy#1419,2189,423,15,0,0,0,38,0,0,3,0,1,0,0,0,0,0,408,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,58,0,0,0,1.0
StarBoy#11636,2326,1262,41,0,0,0,408,3,0,2,0,2,0,0,0,0,0,1145,0,0,0,0,0,0,1,2,0,0,1,0,0,7,0,1,0,0,60,0,1,0,1.0
Marvest#21846,2788,673,36,0,0,0,121,1,0,2,0,1,0,0,0,0,0,636,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,60,0,0,0,0
leBastiii#2112,2218,4531,1072,0,0,0,1281,7,0,10,0,2,0,1,0,0,0,3366,1,0,1,0,0,0,5,7,0,6,1,0,7,10,0,0,0,74,360,40,0,0,0.64
Ctrl4K#2850,3342,1428,0,0,0,0,108,2,0,2,0,1,0,0,0,0,0,1428,1,1,0,0,0,0,1,8,0,3,1,0,1,0,0,0,0,24,120,0,0,0,0
Simplicity18#1248,2748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1.0
Draesch#2884,2631,5942,965,0,0,0,2546,5,0,14,0,5,0,1,0,1,0,4977,1,0,0,0,0,1,8,22,0,9,0,0,8,0,0,1,0,172,540,18,0,0,0.66
BouncyBear#16306,2011,94974,10039,1,0,0,26659,103,0,282,0,145,3,13,1,9,0,84092,35,11,11,12,0,3,112,589,0,82,0,0,120,0,0,26,0,1887,7200,896,0,0,0.73
DukeR3#1162,2903,40612,8232,1,0,0,10103,34,0,120,0,38,0,4,0,3,0,32273,11,4,3,3,0,1,44,158,0,55,1,0,89,113,0,7,0,932,2820,321,0,0,0.85
LoLiam#21147,2394,3064,241,0,0,0,1249,3,0,9,0,3,0,0,0,0,0,2701,1,0,0,0,0,0,2,5,0,3,1,0,3,32,0,0,0,52,180,0,0,0,0
SamuDeep#2641,2174,24432,2313,5,0,0,7845,32,0,86,0,41,1,4,0,3,0,21583,14,6,6,3,0,2,28,87,0,22,1,0,47,207,0,14,0,537,1860,410,0,0,0.86
SilentCaay#2103,2258,5763,1353,0,0,0,2322,9,0,9,0,1,1,1,0,0,0,4395,2,1,1,0,0,0,3,61,0,0,1,0,6,25,0,0,0,28,540,0,7,0,0
Ctqrsx2#2564,1988,235,93,0,0,0,798,2,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0
Draenoch#6435,2448,23574,2848,0,0,0,6694,29,0,64,0,24,1,4,1,2,0,20476,10,4,1,4,0,2,21,91,0,30,1,0,34,191,0,7,0,531,1980,70,0,0,0.59
ITAhighnoon#2950,2010,3762,425,0,0,0,167,7,0,10,0,5,0,1,0,0,0,3187,2,2,0,0,0,0,2,11,0,6,1,0,8,45,0,2,0,22,300,0,0,0,0.75
Mk4Sergal#1797,2963,1488,398,0,0,0,233,3,0,3,0,1,0,0,0,0,0,1090,1,0,0,0,0,0,2,5,0,0,0,0,2,0,0,0,0,0,120,0,0,0,0
