battletag,SR,ability_damage_done,all_damage_done,barrier_damage_done,cards,critical_hit_accuracy,critical_hits,deaths,defensive_assists,eliminations,environmental_kills,final_blows,games_lost,games_played,games_tied,games_won,healing_done,hero_damage_done,medals,medals_-_bronze,medals_-_gold,medals_-_silver,melee_final_blows,meteor_strike_kills,multikills,objective_kills,objective_time_seconds,offensive_assists,quick_melee_accuracy,shield_generators_destroyed,shields_created,solo_kills,teleporter_pads_destroyed,time_played_seconds,time_spent_on_fire_seconds,turrets_destroyed,weapon_accuracy,win_percentage
TheLAW#12991,2301,95,250,0,0,0,0,1,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,16,0,0,0,30,0,0,60,0,0,0.13,1.0
Whisperio#2901,2128,9717.54,20227,4958,0,0,0,49,0,31,0,20,3,3,0,1,0,14986,6,4,1,1,0,7,0,8,132,0,1,0,3960.63,9,0,2160,38,3,0.26,0.27
Lund#1992,2635,3629.38,9065,1463,0,0,0,18,0,19,0,13,1,1,0,0,0,7590,4,1,1,1,0,5,0,4,55,0,1,0,1230,2,0,1080,82,0,0.22,0.17
Aerotank#11921,3321,4220.42,8815,1576,0,0,0,11,0,23,0,15,0,1,0,1,0,6839,3,1,1,1,0,2,0,11,75,0,0,1,1635,4,0,660,23,0,0.36,0.63
WhereIsMyDad#11911,3407,204.73,392,0,0,0,0,3,0,0,0,0,0,0,0,0,0,392,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,60,0,0,0.46,0
djack#21571,3480,1579.33,3469,524,0,0,0,12,0,7,0,2,0,0,0,0,0,2945,1,1,0,0,0,0,0,5,31,0,0,0,570,0,0,360,52,0,0.36,0.16
Mataleo#2811,2780,818.43,1300,0,0,0,0,4,0,6,0,1,0,0,0,0,0,1165,0,0,0,0,0,0,0,4,2,0,0,0,430.03,0,0,120,0,0,0.18,1.0
hahagoodmeme#1662,3011,64185.93,114111,16440,2,0,0,177,0,296,0,196,6,13,0,6,0,95906,32,7,12,13,4,32,3,97,755,0,0,0,22216.94,52,0,7200,739,9,0.26,0.51
feruskas#1265,2395,60705.44,115342,19491,1,0,0,149,0,207,1,128,3,11,1,7,0,93833,21,8,4,9,5,40,2,72,661,0,0,0,25280.98,31,0,7200,389,7,0.3,0.66
Gerdy#11378,2320,3693.43,5744,772,1,0,0,11,0,16,0,10,1,1,0,0,0,4972,3,0,2,1,1,1,0,7,45,0,1,0,1275,6,0,600,48,0,0.13,0.35
FrankiPaoki#2219,1587,802.93,3214,1254,0,0,0,10,0,8,0,3,1,1,0,0,0,1959,3,0,0,3,0,1,0,3,26,0,0,0,390,1,0,420,0,1,0.31,0
Raftel#2980,1976,325.74,545,0,0,0,0,3,0,1,0,1,0,0,0,0,0,545,1,0,0,0,0,0,0,0,7,0,0,0,60,0,0,120,0,0,0.15,0
Legend#32883,2714,1178.95,1914,132,0,0,0,5,0,3,0,3,0,0,0,0,0,1690,1,0,0,0,0,0,0,0,6,0,0,0,360,2,0,180,0,0,0.27,0
Frost#14307,2549,1357.35,2902,836,0,0,0,4,0,9,0,5,0,0,0,0,0,2065,0,0,0,0,0,0,0,3,34,0,0,0,450,2,0,300,0,0,0.14,1.0
Siegwardu#2327,3483,1311.32,2182,341,0,0,0,5,0,6,0,5,0,0,0,0,0,1839,1,1,0,0,0,0,0,4,21,0,1,0,420,2,0,120,0,2,0.25,0.72
NemeSis#14610,1891,1494.65,2404,115,0,0,0,8,0,5,0,4,1,1,0,0,0,2256,0,0,0,0,0,2,0,3,35,0,0,0,692.2,1,0,300,0,0,0.29,0
Dee#12603,2762,255.07,1076,656,0,0,0,5,0,3,0,2,0,0,0,0,0,420,0,0,0,0,0,0,0,0,5,0,0,0,120,0,0,60,0,0,0.17,0
FlashWhisky#21311,1886,48.69,720,671,0,0,0,1,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,3,0,0,0,30,0,0,60,24,0,0,0
Nate#14754,2647,82.29,82,0,0,0,0,1,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,37,0,0,0,1.0
Papouse#1148,2912,3418.41,5286,731,0,0,0,11,0,7,0,6,0,1,0,1,0,4535,3,1,1,1,0,0,0,5,63,0,1,0,1215,1,0,540,0,0,0.31,0.9
fartingpine#1593,2056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1.0
Akatsuki#12127,2837,1995.92,2782,216,0,0,0,1,0,9,0,5,0,0,0,0,0,2566,1,0,0,0,0,3,0,3,15,0,0,0,705,0,0,180,33,0,0.18,0.81
Noots#2992,2151,589.87,843,66,0,0,0,1,0,1,0,1,0,0,0,0,0,777,1,0,0,0,0,0,0,1,17,0,0,0,120,1,0,60,0,0,0.12,0
Sm0KeY#2545,1768,5775.79,11381,2372,0,0,0,32,0,27,0,17,2,2,0,0,0,9007,4,2,1,1,0,5,0,6,59,0,0,0,1981.05,4,0,1260,0,0,0.19,0.04
Kash#12694,2389,244.79,526,0,0,0,0,3,0,0,0,0,0,0,0,0,0,526,1,0,0,0,0,0,0,0,6,0,0,0,90,0,0,120,0,0,0.16,0
ForgottenCr#1973,2760,495.05,983,121,0,0,0,3,0,1,0,1,0,0,0,0,0,730,1,0,0,1,0,0,0,0,2,0,0,0,225,1,0,180,0,0,0.29,0
nowAy#21864,2499,61277.67,112745,15778,0,0,0,181,0,264,2,165,6,10,0,4,0,96345,22,12,5,5,3,45,2,93,745,0,1,0,24393.67,47,0,7200,597,4,0.34,0.38
MushiSushi#11305,2563,4052.08,7654,1097,0,0,0,12,0,13,0,7,1,1,0,0,0,6557,3,1,1,1,1,2,0,5,34,0,1,0,1365,4,0,540,0,0,0.24,0.08
Lexie63#2722,3051,448.29,1042,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1042,1,0,0,0,0,0,0,1,13,0,0,0,150,0,0,60,0,0,0.39,0.67
SpeedingWolf#2255,3073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,1.0
Honey#11504,2041,4092.91,7930,1202,0,0,0,9,0,17,0,12,1,1,0,0,0,6428,4,1,1,2,0,4,1,12,76,0,0,0,1510.44,3,0,540,26,1,0.35,0
Rychex#21500,2425,10798.15,19063,2960,0,0,0,30,0,42,0,33,1,2,0,0,0,15553,2,2,0,0,1,4,0,11,135,0,0,0,3825,12,0,1440,36,1,0.19,0.08
Portal#11970,2373,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
kai#12829,2934,324.97,1631,451,0,0,0,1,0,5,0,3,0,0,0,0,0,1180,0,0,0,0,0,0,0,1,18,0,1,0,120,0,0,60,0,0,0.32,1.0
Bushido#11941,2808,65,519,200,0,0,0,6,0,0,0,0,0,0,0,0,0,319,1,0,0,0,0,0,0,0,3,0,0,0,60,0,0,180,0,0,0.29,0
Orbulant#1706,2660,1.08,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,30,0,0,15,0,0,0,1.0
tylersfren#2770,2857,216.06,414,132,0,0,0,1,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,4,0,0,0,30,0,0,40,0,0,0.14,1.0
KantProp#1708,2513,337.61,943,33,0,0,0,2,0,0,0,0,0,0,0,0,0,819,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,60,0,0,0.35,0
Grifflet#21949,3116,1141.51,2175,413,0,0,0,8,0,5,0,2,1,1,0,0,0,1762,0,0,0,0,0,1,0,1,8,0,0,0,405,2,0,240,0,0,0.14,0
Nyndelol#21874,4041,423.91,676,66,0,0,0,2,0,1,0,1,0,0,0,0,0,610,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,60,0,0,0.46,0
margarinUSA#2899,2920,13187.12,23443,1580,1,0,0,26,0,78,0,56,0,2,0,2,0,21266,6,2,2,2,3,12,0,17,88,0,0,0,5098.94,26,0,1800,133,1,0.38,0.93
R3AP3R#21719,1574,100,311,0,0,0,0,2,0,0,0,0,0,0,0,0,0,311,0,0,0,0,0,0,0,0,7,0,0,0,60,0,0,60,0,0,0.72,0
chaft#6583,2109,877.64,1664,165,0,0,0,8,0,3,0,2,1,1,0,0,0,1499,0,0,0,0,0,0,0,1,12,0,1,0,375,0,0,300,0,0,0.18,0
NonneTrapue#2257,4102,11046.61,24464,4294,0,0,0,36,0,57,1,41,2,3,0,1,0,19841,8,4,2,2,3,4,0,15,156,0,0,0,4382.08,10,0,1740,159,0,0.32,0.47
F3ARLESS#11719,2952,4553.04,7944,977,0,0,0,16,0,22,0,13,1,1,0,0,0,6351,1,1,0,0,1,4,0,13,105,0,0,0,1305,2,0,660,0,2,0.38,0
Winston#11311,2823,1094.92,1764,297,0,0,0,5,0,6,0,4,0,0,0,0,0,1462,1,1,0,0,0,0,0,2,10,0,0,0,285,0,0,180,0,5,0.15,0
DaveGusta#1313,2209,1000.59,1775,137,0,0,0,7,0,4,0,1,0,1,0,0,0,1639,1,1,0,0,0,0,0,3,28,0,1,0,300,0,0,300,0,0,0.27,0.24
Stigma#11874,2728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1.0
ByTheSystem#2403,3037,9913.54,16575,1394,0,0,0,24,0,44,0,27,2,2,0,0,0,14723,6,1,1,3,0,4,2,11,147,0,0,0,4027.96,7,0,1320,54,4,0.4,0.17
KiwiArms#1644,1571,1542.47,3060,417,0,0,0,14,0,8,0,5,1,1,0,0,0,2554,2,1,0,1,0,1,0,5,45,0,0,0,645,1,0,540,0,6,0.18,0.37
EFFECT#31923,2043,8747.74,14509,1527,0,0,0,21,0,41,2,22,1,1,0,0,0,12769,5,3,1,2,3,3,0,14,61,0,1,0,3075,11,0,1020,135,0,0.22,0
Magpie#2112,2720,38,671,50,0,0,0,0,0,1,0,1,0,0,0,0,0,621,1,0,1,0,0,0,0,0,0,0,0,0,30,0,0,180,0,0,0.24,1.0
Sazan#1781,2114,3978.99,7596,0,0,0,0,8,0,15,0,8,0,1,0,1,0,7594,4,1,1,2,0,1,0,12,84,0,1,0,1575,0,0,540,5,0,0.45,1.0
Resch#11336,2748,16003.45,37699,6162,0,0,0,35,0,83,0,53,0,4,0,4,0,31391,10,7,2,1,4,14,0,13,240,0,0,0,5790.91,13,0,2880,205,0,0.28,0.88
Undefined#1451,2803,240.66,604,0,0,0,0,2,0,2,0,2,0,0,0,0,0,604,0,0,0,0,0,0,0,1,9,0,0,0,120,0,0,60,0,0,0.27,0
OrneryBrush#1832,2808,354.91,641,0,0,0,0,2,0,2,0,2,0,0,0,0,0,641,0,0,0,0,0,0,0,0,8,0,0,0,120,0,0,60,0,0,0.21,0
BattleTag#14502874,2069,6401.13,10332,1131,0,0,0,19,0,25,0,21,1,1,0,1,0,9014,2,1,1,1,0,4,0,11,54,0,0,0,2383.71,9,0,960,41,0,0.38,0.56
Shovinus#2677,1775,1796.28,2825,264,0,0,0,6,0,10,0,8,0,0,0,0,0,2530,1,1,0,1,1,1,0,5,22,0,1,0,495,3,0,240,0,0,0.19,0.54
Pandacolypse#2996,2644,1171.01,1743,208,0,0,0,5,0,4,0,2,1,1,0,0,0,1535,1,0,0,0,0,0,0,1,16,0,0,0,360,1,0,180,0,0,0.27,0
Meshal#21644,2575,6855.75,10998,1299,0,0,0,20,0,22,0,11,1,2,0,1,0,9517,1,1,0,0,1,4,0,4,74,0,0,0,2365.12,3,0,1080,19,1,0.21,0.46
blank#22796,2965,1666.69,3259,514,0,0,0,9,0,8,0,6,1,1,0,0,0,2745,2,1,0,1,0,1,0,0,5,0,0,0,615,2,0,360,0,0,0.24,0
Joona#2930,3529,481.31,888,379,0,0,0,3,0,0,0,0,0,0,0,0,0,509,0,0,0,0,0,0,0,0,1,0,0,0,180,0,0,60,0,0,0.4,0.54
Seraphim#1777,2248,201.91,537,131,0,0,0,3,0,1,0,1,0,0,0,0,0,405,0,0,0,0,0,0,0,1,2,0,0,0,120,0,0,60,0,0,0.52,1.0
Orangecake#11481,3101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
Wyplosz#1823,2078,2447.26,3925,622,0,0,0,7,0,5,0,2,0,0,0,0,0,3067,0,0,0,0,0,0,0,2,34,0,0,0,885,0,0,300,0,0,0.18,0
blud#1177,2451,4104.95,4993,0,0,0,0,7,0,8,0,6,1,1,0,0,0,4914,3,1,1,1,0,1,0,4,69,0,1,0,1804.12,1,0,360,0,0,0.32,0
Defterous#3993,3454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
IRENE#31806,2127,5690.54,8927,379,0,0,0,11,0,22,0,16,1,1,0,0,0,8254,3,2,1,1,1,3,0,14,79,0,0,0,1908.72,5,0,840,57,0,0.28,0.26
skateboardp#1302,1334,3719.89,6285,1065,0,0,0,15,0,10,1,6,0,1,0,1,0,5221,3,1,1,1,0,2,0,5,32,0,0,0,1230,3,0,600,0,0,0.15,0.7
Xzombieman1X#1946,1056,15128.08,22776,1357,0,0,0,31,0,72,2,50,2,3,0,2,0,20839,7,2,1,3,5,6,1,24,185,0,0,0,5808.5,23,1,2280,217,1,0.24,0.53
natuJp#1815,3450,233.69,498,0,0,0,0,2,0,3,0,1,0,0,0,0,0,498,0,0,0,0,0,0,0,2,2,0,0,0,120,0,0,52,20,0,0.43,0.64
rubengar98#2230,2940,2473.89,3691,384,0,0,0,5,0,13,1,6,0,1,0,0,0,3307,1,0,1,0,1,2,0,5,42,0,1,0,999.38,3,0,240,13,0,0.2,0.35
Fertumio#2860,2856,2123.67,3853,528,0,0,0,8,0,5,0,2,1,1,0,0,0,3187,2,1,1,0,0,0,0,2,20,0,0,0,855,1,0,300,0,2,0.4,0
BMase#11852,2881,3948.49,5739,715,0,0,0,8,0,16,0,8,0,1,0,1,0,4757,2,1,0,0,2,0,0,7,49,0,0,0,1380,2,0,660,0,1,0.16,0.68
Vandit#11839,2920,10587.11,16668,1999,0,0,0,25,0,42,1,26,0,2,0,1,0,13968,4,2,0,1,0,5,0,15,151,0,0,0,3214.06,8,0,1380,52,4,0.27,0.79
Ace#15964,2120,816.85,1000,0,0,0,0,5,0,2,0,1,0,0,0,0,0,1000,1,0,0,0,0,0,0,2,27,0,0,0,180,1,0,180,0,0,0.15,0.17
yukari#31964,1917,12532.39,18530,2865,1,0,0,23,0,36,1,26,0,2,0,1,0,15477,4,1,2,0,0,6,0,8,86,0,0,0,3848.97,7,0,1080,192,6,0.25,0.82
Firestorm#2159,2616,16212.91,24700,3417,0,0,0,35,0,73,3,42,1,2,0,1,0,21139,4,2,0,2,0,7,1,33,195,0,0,0,6118.82,7,0,1680,179,0,0.32,0.73
JackLin#3444,1885,1531.92,2820,511,0,0,0,7,0,4,0,3,0,0,0,0,0,2268,1,0,0,0,0,1,0,2,39,0,0,0,570,0,0,300,0,1,0.18,0.82
Spud#2441,2007,52.09,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,19,0,0,0,0
IndigoM#2905,3334,12937.72,20657,2303,0,0,0,39,0,47,0,37,2,2,0,0,0,18334,4,2,0,2,0,8,0,9,250,0,0,0,4515,8,0,1860,0,0,0.37,0.04
Flux#11202,1590,3582.08,5662,167,0,0,0,16,0,15,0,12,1,1,0,0,0,5443,3,0,1,2,0,2,0,7,66,0,0,0,1260,4,0,600,62,2,0.32,0
FatButler#1536,2130,171.3,260,0,0,0,0,3,0,1,0,1,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,60,1,0,60,0,0,0.15,0.01
Code#1659,2286,166.49,386,132,0,0,0,1,0,1,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,1,6,0,0,0,60,0,0,36,0,0,0.47,0
borscht#21166,2926,37612.8,68335,7976,0,0,0,131,0,133,0,87,5,9,0,4,0,58824,8,7,0,1,1,22,0,39,426,0,1,0,14802.27,27,0,3600,71,11,0.25,0.44
ElitesAcid#1916,2901,434.87,1222,193,0,0,0,3,0,3,0,1,0,0,0,0,0,1029,0,0,0,0,0,0,0,1,41,0,0,0,180,1,0,120,0,0,0.25,1.0
mrcanadaman#1462,3984,0,110,0,0,0,0,1,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0.5,0
Isghars#2437,3070,10174.11,20640,2294,2,0,0,15,0,57,3,38,1,2,0,1,0,17966,7,2,5,1,2,7,0,26,145,0,0,0,3655.45,12,0,1080,176,0,0.31,0.53
AKAZaytoun#1110,3028,12531.16,26917,4657,0,0,0,38,0,68,2,42,2,4,0,2,0,21948,8,4,3,1,2,11,1,21,174,0,0,0,4685.66,7,0,1860,201,2,0.31,0.46
Kn4v3#11967,2279,1473.1,1935,0,0,0,0,5,0,7,0,2,0,0,0,0,0,1935,1,1,0,0,0,0,0,5,42,0,0,0,495,1,0,240,0,0,0.16,1.0
p0ni#21213,3492,291.89,1366,802,0,0,0,2,0,2,0,2,0,0,0,0,0,564,0,0,0,0,0,0,0,2,16,0,0,0,180,0,0,60,0,0,0.3,0
Aurora#12367,2361,13507.04,22178,2026,0,0,0,25,0,69,1,40,1,2,0,1,0,19826,8,2,2,4,0,10,1,33,197,0,0,0,4547.55,15,0,1620,462,0,0.31,0.27
Murlocmonero#2352,3332,1764.31,3268,769,0,0,0,11,0,6,0,5,1,1,0,0,0,2413,1,1,0,0,0,1,0,4,21,0,0,0,510,1,0,420,0,0,0.17,0
MyLitleBrony#2199,1772,1961.39,5630,2283,0,0,0,7,0,7,0,3,1,1,0,0,0,3348,2,1,0,0,0,0,0,1,24,0,0,0,660,0,0,480,0,0,0.27,0.17
ItsCharlieC#2391,2157,2008.2,4855,943,0,0,0,11,0,10,0,4,1,1,0,0,0,3812,1,1,0,0,0,2,0,4,50,0,0,0,833.99,2,0,480,0,0,0.33,0.09
iTzFALLEN#1450,1774,7052.78,13575,1859,0,0,0,40,0,30,0,19,1,3,1,2,0,11154,6,2,2,2,0,6,0,11,109,0,0,0,2641.05,2,0,1860,0,2,0.24,0.62
YRNDollaSign#1943,2709,3489.8,6290,1516,0,0,0,13,0,11,0,5,0,1,0,0,0,4724,1,0,0,0,0,1,0,3,37,0,0,0,1200,2,0,480,0,0,0.17,0.59
JimBobCooter#2971,2986,1594.01,2483,316,0,0,0,4,0,8,0,8,0,0,0,0,0,2157,2,0,1,0,0,1,0,3,19,0,0,0,630,2,0,120,37,0,0.31,0
WeebHanzo#1156,1406,450,516,44,0,0,0,1,0,1,0,1,0,0,0,0,0,472,0,0,0,0,0,0,0,0,0,0,0,0,60,1,0,60,0,0,0.03,0
DarylLWR#1552,2147,1971.25,3195,340,0,0,0,10,0,7,0,5,0,0,0,0,0,2780,1,1,0,0,0,2,0,3,18,0,0,0,840,2,0,360,0,0,0.22,0
Biscerdini#1701,2088,6637.6,11370,566,1,0,0,7,0,29,0,27,0,1,0,1,0,10744,2,0,2,0,2,6,0,2,42,0,0,0,2131.57,11,0,540,201,0,0.37,1.0
iAmWhiss#1702,2485,9810.89,19794,3978,0,0,0,33,0,46,1,26,1,2,1,1,0,15314,6,2,1,3,0,5,0,20,198,0,0,0,3174.46,6,1,1740,93,5,0.22,0.64
VicVinegar#1557,2663,6340.22,12502,2305,0,0,0,21,0,24,0,15,1,1,0,1,0,10197,3,0,1,1,0,2,0,11,103,0,0,0,1905,3,0,960,18,0,0.25,0.49
Otaibi187#2774,2081,74.79,207,0,0,0,0,4,0,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0,0,2,0,0,0,30,0,0,120,0,0,0.25,0
xXSTARXx#11969,3033,3259.05,5755,1310,0,0,0,13,0,11,0,4,0,0,0,0,0,4446,0,0,0,0,0,1,0,3,44,0,0,0,1232.2,1,0,480,0,0,0.41,0
Xeno#1256,2168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Leftoverz#11834,3090,240,527,0,0,0,0,1,0,0,0,0,0,0,0,0,0,527,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,32,0,0,0.35,0
WaltDilinger#1591,2779,90838.35,169451,25091,0,0,0,280,0,395,4,209,13,25,1,11,0,141278,53,26,9,18,9,49,2,155,1612,0,0,0,33472.57,50,0,14400,498,10,0.29,0.47
hmd#21807,3176,102.29,377,0,0,0,0,1,0,0,0,0,0,0,0,0,0,377,0,0,0,0,0,0,0,0,7,0,0,0,60,0,0,60,0,0,0.53,0
Soaxs#1544,3026,1090.96,2079,318,0,0,0,7,0,4,0,3,1,1,0,0,0,1761,2,1,1,0,0,0,0,1,26,0,0,0,525,2,0,240,0,0,0.3,0.34
Jhoetz#2365,1991,554.48,922,264,0,0,0,6,0,1,0,0,0,0,0,0,0,658,1,0,0,0,0,0,0,1,30,0,0,0,240,0,0,180,43,0,0.26,0.83
PanDaP0W#2287,3420,5522.17,12741,3291,0,0,0,12,0,20,0,13,0,1,0,0,0,9362,2,1,1,1,1,4,1,11,148,0,0,0,2169.11,2,0,660,4,0,0.26,0.42
yufled#11972,2755,155243.66,272964,32219,4,0,0,363,0,733,4,508,14,31,2,16,0,237631,80,32,20,28,6,93,1,220,1490,0,0,0,54704.7,149,0,21600,1932,21,0.34,0.53
Spunelli#1163,1931,50,83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,40,0,0,0.25,0
Marcintosh#2957,2590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
scuttlebug#11901,2790,1409.75,3811,1083,0,0,0,13,0,4,0,1,1,1,0,0,0,2641,3,1,0,2,0,0,0,1,43,0,0,0,705,0,0,480,0,0,0.31,0
OGK#2700,2962,1993.78,4766,426,0,0,0,12,0,11,0,4,0,1,0,1,0,4340,0,0,0,0,0,1,0,4,49,0,1,0,720,1,0,540,0,0,0.22,1.0
Mercury#11567,2527,345.77,964,374,0,0,0,5,0,1,0,0,0,0,0,0,0,590,1,1,0,0,0,0,0,0,5,0,0,0,150,0,0,180,0,0,0.15,0
Jaimeeislame#1571,2615,4495.87,6502,690,0,0,0,12,0,20,0,15,1,1,0,0,0,5752,1,1,0,0,0,1,0,3,27,0,0,0,1592.73,6,0,660,68,3,0.22,0
K1llr0yale#2125,1797,1392.73,2039,0,0,0,0,7,0,5,0,3,0,0,0,0,0,1900,1,1,0,0,0,1,0,3,17,0,0,0,675,1,0,180,0,0,0.13,0.49
Remedy#21239,2007,15393.53,31011,5193,0,0,0,53,0,64,0,43,3,4,0,1,0,25305,8,4,1,3,1,10,0,15,192,0,0,0,5621.08,18,0,2580,99,2,0.36,0.26
Bleach#12357,2521,6926.69,12663,2243,0,0,0,20,0,22,0,10,1,2,0,1,0,10420,5,3,1,1,0,0,0,8,73,0,0,0,2415,3,0,900,11,0,0.24,0.34
oPuTo#1727,4120,1508.91,3117,248,0,0,0,7,0,6,0,4,0,0,0,0,0,2870,1,0,0,0,0,0,0,2,24,0,0,0,765,0,0,240,15,0,0.45,0.99
Smiley#22304,3092,9331.04,16876,2129,0,0,0,30,0,45,0,22,1,2,0,1,0,14572,6,2,2,2,0,5,1,10,136,0,0,0,3525,5,0,1620,104,0,0.32,0.5
Omega786#1199,2648,3128.92,5943,755,0,0,0,5,0,16,0,11,0,0,0,0,0,5106,1,0,1,0,0,2,0,9,61,0,0,0,975,5,0,360,54,0,0.24,1.0
JANGHOTAEK#3569,4321,453.3,838,0,0,0,0,1,0,3,0,2,0,1,0,0,0,838,2,2,0,0,0,0,0,0,0,0,0,0,180,1,0,240,0,0,0.14,1.0
ilmastro#21629,2804,1436.11,2544,447,0,0,0,10,0,1,0,0,0,0,0,0,0,2097,0,0,0,0,0,0,0,0,25,0,0,0,540,0,0,300,0,0,0.26,0
sKor#1180,1847,844.97,1081,13,0,0,0,2,0,3,0,3,0,0,0,0,0,1024,0,0,0,0,0,0,0,1,3,0,0,0,210,1,0,60,0,0,0.24,1.0
RobiCRO#21860,3000,3206.59,5144,841,0,0,0,9,0,8,0,7,0,1,0,0,0,4303,1,0,0,0,2,0,0,3,43,0,0,0,900,1,0,360,0,0,0.22,0.46
Healing#3243,2779,2995.28,10013,3610,0,0,0,15,0,11,0,6,1,1,0,0,0,6244,3,0,1,1,0,0,0,3,105,0,0,0,1410,0,0,720,0,0,0.29,0
TviQ#1503,4346,19858.03,40018,4020,0,0,0,70,0,91,0,53,2,4,1,1,0,35489,11,3,4,4,0,4,1,25,243,0,0,0,8259.12,11,0,2940,261,0,0.38,0.43
Ahri#12104,2318,1850.73,3859,440,0,0,0,4,0,14,0,8,0,0,0,0,0,3419,1,0,0,0,0,2,0,12,60,0,0,0,660,2,0,300,32,0,0.18,0.32
BlackHawk#12503,1560,1135.81,2845,379,0,0,0,7,0,8,0,6,0,1,0,0,0,2433,1,0,0,0,0,0,0,0,6,0,0,0,405,3,0,420,0,0,0.2,0.56
QXC#21942,2630,5120.14,8821,1169,0,0,0,11,0,17,0,8,1,1,0,0,0,7640,3,1,1,1,0,4,0,8,78,0,0,0,1965,3,0,480,6,0,0.34,0
Advant#21694,2711,9893.41,19529,2524,0,0,0,34,0,43,3,26,1,2,0,1,0,16729,4,1,1,2,0,4,0,8,83,0,0,0,3609.77,10,0,1440,21,3,0.26,0.26
Tantrika#2602,2335,163.29,461,195,0,0,0,1,0,0,0,0,0,0,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,26,0,0,0.5,0
Witty#21643,3952,7990.61,16060,1760,1,0,0,19,0,45,1,28,1,2,0,1,0,14096,4,1,2,2,0,2,0,13,92,0,0,0,2866.09,6,0,1020,137,1,0.32,0.39
MIRO#31527,4116,617.53,1157,198,0,0,0,8,0,0,0,0,0,0,0,0,0,904,1,1,0,0,0,0,0,0,9,0,0,0,210,0,0,240,0,0,0.18,0
Dissolve#31692,1451,1241.88,2898,697,0,0,0,8,0,7,0,6,1,1,0,0,0,2152,1,1,0,1,0,1,0,3,18,0,1,0,405,2,0,300,0,0,0.24,0.1
Schnappi#11969,2255,216.39,376,154,0,0,0,2,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,7,0,0,0,90,0,0,60,0,0,0.06,1.0
PickledPanda#1595,2261,1598.5,3703,1111,0,0,0,7,0,4,0,3,0,0,0,0,0,2495,1,1,0,0,0,0,0,2,34,0,0,0,630,2,0,300,0,4,0.2,0.17
toots#11529,3090,1188.62,1919,0,0,0,0,7,0,2,0,1,1,1,0,0,0,1919,1,1,0,0,0,1,0,0,2,0,0,0,405,1,0,300,0,0,0.19,0
Nevix#2877,4506,17614.33,37654,3489,1,0,0,42,0,103,1,63,2,3,0,1,0,33348,9,2,4,2,2,12,1,27,200,0,0,0,7342.5,14,0,2220,339,5,0.42,0.29
Enoxium#1436,2755,2222.23,4311,1009,0,0,0,7,0,15,0,10,0,0,0,0,0,3298,1,1,0,0,0,3,0,5,86,0,0,0,887.2,2,0,300,2,0,0.31,1.0
bakery#11205,3168,1995.12,3938,787,0,0,0,10,0,7,0,6,0,0,0,0,0,3150,1,1,0,0,0,1,0,1,24,0,0,0,795,3,0,300,0,0,0.35,0.45
