battletag,SR,ability_damage_done,all_damage_done,barrier_damage_done,cards,critical_hit_accuracy,critical_hits,deaths,defensive_assists,eliminations,environmental_kills,final_blows,games_lost,games_played,games_tied,games_won,healing_done,hero_damage_done,medals,medals_-_bronze,medals_-_gold,medals_-_silver,melee_final_blows,meteor_strike_kills,multikills,objective_kills,objective_time_seconds,offensive_assists,quick_melee_accuracy,shield_generators_destroyed,shields_created,solo_kills,teleporter_pads_destroyed,time_played_seconds,time_spent_on_fire_seconds,turrets_destroyed,weapon_accuracy,win_percentage
Derpentine#1533,3146,3546.06,6082,740,0,0,0,16,0,17,0,12,1,1,0,1,0,5341,3,2,1,1,1,2,0,3,33,0,0,0,1320,4,0,660,38,0,0.34,0.58
Zoom#21359,3367,768.44,1578,78,0,0,0,7,0,3,0,2,1,1,0,0,0,1500,0,0,0,0,0,0,0,1,19,0,0,0,210,0,0,240,0,0,0.27,0.0
IgNite#21479,3191,28289.61,51927,4475,0,0,0,99,0,123,0,74,5,7,0,2,0,46973,14,6,4,4,5,19,1,37,363,0,1,0,11307.85,25,0,3600,87,2,0.31,0.26
Fry#11386,1796,0,44,0,0,0,0,2,0,0,0,0,1,1,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0.02,0
BONGWATER#11482,2573,45,377,187,0,0,0,2,0,1,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,60,0,0,0.16,0
Icy#12306,3817,239.09,275,0,0,0,0,2,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,60,0,0,0.1,0.11
Jaco#11286,2789,1465.26,2232,177,0,0,0,2,0,3,0,3,0,0,0,0,0,2055,1,0,0,1,0,0,0,2,26,0,0,0,435,1,0,120,0,0,0.22,0
manufails#1938,2755,2217.85,5018,425,0,0,0,13,0,8,0,8,1,1,0,0,0,4417,4,1,2,1,0,0,0,3,36,0,0,0,960,2,0,540,0,0,0.39,0
Ollytobblez#2740,2064,3079.64,7775,2666,0,0,0,9,0,10,0,5,0,1,0,1,0,5099,1,1,1,0,1,3,1,3,67,0,1,0,960,1,0,540,0,0,0.22,0.76
Silver#24416,2818,2745.58,5292,1271,0,0,0,8,0,10,0,7,0,0,0,0,0,3900,1,1,0,0,0,0,0,3,50,0,0,0,855,0,0,360,4,0,0.34,0.79
hotgamer69#1115,4023,153791.53,281246,30816,2,0,0,495,0,802,5,525,19,35,0,15,0,247802,59,26,12,21,15,96,8,201,1538,0,0,0,59746.33,137,0,21600,2612,2,0.38,0.44
slestro#2532,1131,3375.76,5787,129,0,0,0,18,0,13,0,6,2,2,0,0,0,5643,1,1,0,0,0,1,0,4,40,0,0,0,1369.56,1,0,840,0,4,0.28,0
Goober#2296,2320,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0
Robixh#2230,1724,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0
Brandaun#1754,2930,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0.03,0
Nen#11434,2743,17621.71,30137,4999,1,0,0,32,0,74,0,47,1,2,0,1,0,24520,5,1,2,2,1,13,0,29,365,0,0,0,5869.46,14,0,1920,593,1,0.24,0.43
TOMiiSLAV#2658,2827,3737.28,8074,1213,0,0,0,12,0,12,1,7,0,1,0,0,0,6861,1,0,0,0,0,5,1,4,53,0,0,0,1144.46,3,0,540,0,0,0.31,0.53
Melstrim#11271,2228,13388.68,24589,2686,0,0,0,54,0,85,0,47,2,4,0,2,0,21496,8,5,1,2,2,12,0,27,201,0,0,0,5145,14,0,2520,323,8,0.26,0.52
Fazed#21137,2654,1038.25,2046,469,0,0,0,3,0,4,0,3,0,0,0,0,0,1577,0,0,0,0,0,1,0,3,25,0,0,0,375,0,0,60,0,0,0.4,0
Benji#12842,2812,73771.46,125378,11971,4,0,0,191,0,348,2,254,7,15,0,9,0,112490,35,13,10,12,8,38,0,108,717,0,0,0,29567.52,87,0,7200,945,6,0.3,0.57
iKyru#21766,3278,6843.12,14292,2426,0,0,0,16,0,33,0,21,1,1,0,1,0,11805,3,2,0,0,0,4,0,6,113,0,0,0,2505.73,6,0,960,58,2,0.33,0.45
Kat#13897,2260,4915.18,7953,1098,0,0,0,20,0,24,0,16,1,1,0,0,0,6855,2,1,0,1,0,7,1,10,49,0,0,0,2168.8,1,0,900,9,0,0.28,0.26
Anubis#12798,2455,76.43,275,198,0,0,0,4,0,0,0,0,1,1,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,60,0,1,0,0
Daydream#3655,1883,1341.2,2446,599,0,0,0,8,0,2,0,1,1,1,0,0,0,1846,1,1,0,0,0,0,0,1,15,0,0,0,540,0,0,240,0,0,0.2,0
gamerkyle64#1990,1350,1190.63,1560,258,0,0,0,3,0,1,0,1,0,0,0,0,0,1302,1,0,0,1,0,0,0,0,20,0,0,0,405,1,0,120,0,0,0.09,0
Guillex10xd#1141,2483,1372.68,2933,1254,0,0,0,6,0,0,0,0,1,1,0,0,0,1679,2,1,0,1,0,0,0,0,7,0,0,0,555,0,0,240,0,0,0.14,0
NightRocker#11737,3249,50,360,66,0,0,0,0,0,2,0,1,0,0,0,0,0,294,0,0,0,0,0,0,0,2,6,0,0,0,30,0,0,30,0,0,0.8,0
Dopa#21240,3090,0,69,0,0,0,0,1,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0.21,1.0
BigDirty#1206,1474,1234.82,2260,724,0,0,0,7,0,6,0,3,0,1,0,0,0,1535,1,0,0,0,0,0,0,6,27,0,0,0,495,1,0,360,0,0,0.19,0.47
Nate#13289,3502,478.17,688,66,0,0,0,1,0,3,0,3,0,0,0,0,0,622,0,0,0,0,0,0,0,2,11,0,0,0,120,0,0,54,0,0,0.21,1.0
Cogig#11120,2556,4506.36,9660,2259,0,0,0,4,0,15,0,10,0,0,0,0,0,7401,1,0,1,0,0,2,0,3,35,0,0,0,1530,3,0,360,0,0,0.44,1.0
Derezzer#1796,2372,2537.12,5330,1407,0,0,0,7,0,12,0,4,1,1,0,0,0,3923,4,3,0,1,0,2,0,3,17,0,0,0,975,1,0,480,0,0,0.24,0.14
Bismillah#21180,3668,2467.14,4194,732,0,0,0,6,0,9,0,6,1,1,0,0,0,3461,2,0,1,1,0,1,0,5,21,0,0,0,825,0,0,240,0,0,0.27,0
corbear#1701,1794,3983.91,7655,1543,0,0,0,17,0,10,0,5,1,1,0,0,0,6018,2,1,0,1,0,0,0,4,65,0,0,0,1569.33,2,0,780,0,0,0.2,0.27
Tux#11811,1821,351.95,824,159,0,0,0,1,0,3,0,2,0,0,0,0,0,665,1,0,0,0,0,0,0,2,2,0,0,0,120,0,0,60,0,0,0.33,0
keldrix#1924,3187,31170.63,59263,7031,1,0,0,86,0,137,2,76,4,8,0,4,0,50740,19,7,6,6,2,19,1,52,431,0,0,1,10747.05,13,0,3600,462,1,0.31,0.46
Kairos#12231,3178,6609.82,14460,2924,0,0,0,21,0,36,0,23,1,1,0,0,0,11363,5,2,2,1,2,2,0,14,86,0,1,0,2715,3,0,1080,19,0,0.28,0.22
CaKeChoco#2935,3529,38160.33,76112,7618,0,0,0,96,0,197,3,132,6,11,1,4,0,67627,22,9,5,7,8,15,1,69,480,0,0,0,16416.11,27,0,3600,800,1,0.36,0.41
HyperHype#21425,2558,100,523,55,0,0,0,3,0,1,0,1,0,0,0,0,0,352,1,0,0,0,0,0,0,0,2,0,0,0,30,0,0,60,0,0,0.22,0.32
WhyNotNeko#1491,1687,27014.99,44940,7284,0,0,0,68,0,120,0,68,4,6,0,2,0,35441,9,4,2,3,0,20,0,55,564,0,0,2,10552.27,20,0,3600,168,11,0.26,0.37
Buffy#22388,2347,3989.18,7590,802,0,0,0,14,0,21,0,13,1,1,0,0,0,6342,2,1,1,0,0,4,0,3,21,0,0,0,1500,9,0,720,18,3,0.3,0.37
Kochy#21227,2935,18019.8,36598,5920,1,0,0,49,0,83,1,51,3,4,0,1,0,30335,8,2,4,1,2,10,1,24,262,0,0,0,6703.59,12,0,2580,274,1,0.29,0.21
Jezzibella#2596,1217,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,1.0
BestPlayer#21137,2592,180.77,311,0,0,0,0,1,0,0,0,0,0,0,0,0,0,311,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,40,0,0,0.2,0
DmonG#11318,3245,1014124.86,1965757,223371,30,0,0,2501,0,5348,28,3704,92,203,2,110,0,1715206,401,167,96,138,61,629,25,1440,11018,0,0,3,422751.02,1156,5,144000,20155,65,0.3,0.54
Kellth#1990,3973,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
Arkham#11838,2550,4550.97,9709,2001,0,0,0,8,0,19,0,9,1,1,0,0,0,7704,3,2,1,1,0,1,0,7,52,0,1,0,1455,1,0,600,28,3,0.24,0.28
SpookyPoops#11309,3965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
ItoI06#1356,4068,112689.64,224053,23080,3,0,0,258,0,605,5,396,10,24,1,13,0,198496,53,22,14,16,11,55,1,197,1571,0,0,0,47405.04,104,0,14400,2001,2,0.36,0.56
aaant#1592,3700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34,0,0,0,0
Auzzy#11631,2269,3206.14,7074,1839,0,0,0,6,0,12,1,11,0,1,0,0,0,5235,2,0,1,0,1,4,0,6,71,0,1,0,1230,2,0,360,18,1,0.31,0.61
YanSpire#3592,2582,6986.52,10515,1254,0,0,0,8,0,28,0,21,1,1,0,0,0,9205,3,1,0,2,0,8,0,18,146,0,0,0,2616.94,4,0,540,191,0,0.27,0
NestorVive#11675,3059,755.42,1891,0,0,0,0,8,0,5,0,4,0,0,0,0,0,1891,1,1,0,0,0,1,0,3,31,0,0,0,255,0,0,240,0,0,0.22,0
Arikin#1857,1896,1359.8,1718,0,0,0,0,5,0,1,0,1,0,0,0,0,0,1718,1,0,0,1,0,0,0,0,15,0,0,0,360,0,0,180,0,0,0.08,0
BOLT#22116,2162,189.59,820,0,0,0,0,3,0,0,0,0,0,0,0,0,0,820,1,0,0,0,0,0,0,0,10,0,0,0,120,0,0,120,0,0,0.32,0
Jerry#14682,2516,1345.06,2251,399,0,0,0,7,0,4,0,2,0,0,0,0,0,1568,1,1,0,0,0,0,0,1,19,0,0,0,660,1,0,180,0,0,0.48,0.76
ThePantyRaid#11900,2239,423.77,1127,242,0,0,0,3,0,2,0,0,0,0,0,0,0,885,0,0,0,0,0,0,0,1,15,0,0,0,210,0,0,180,0,0,0.18,0.78
Run#11489,3084,758.72,2976,1008,0,0,0,9,0,6,0,4,1,1,0,0,0,1718,1,0,0,1,0,0,0,4,13,0,0,0,390,3,0,300,0,3,0.38,0
Andstuff#1350,1729,477.34,789,0,0,0,0,2,0,3,0,2,0,0,0,0,0,789,1,0,0,0,0,0,0,1,4,0,0,0,180,1,0,60,18,0,0.62,0
Ogerpinata#22166,3147,1167.91,1950,121,0,0,0,3,0,10,1,3,0,1,0,0,0,1829,1,0,0,0,0,0,0,3,18,0,0,0,411.5,1,0,240,0,0,0.23,0.33
Echo#12100,2579,29573.44,62362,13444,0,0,0,75,0,143,3,87,3,8,0,5,0,47961,18,5,9,5,2,16,2,69,702,0,0,0,11628.01,22,0,3600,429,5,0.25,0.63
MJazz#1286,1995,2987.87,5556,527,0,0,0,12,0,10,0,5,1,1,0,0,0,4838,2,1,0,1,0,2,0,5,60,0,0,0,1245,1,0,480,0,0,0.33,0.14
XQC#11406,2697,64593.13,118534,12337,0,0,0,177,0,309,1,208,6,14,0,8,0,104850,33,13,8,12,7,33,0,90,811,0,0,0,26280.92,61,0,7200,717,3,0.28,0.58
Mikkelek#2284,2778,8588.64,17479,3378,0,0,0,34,0,41,0,20,2,2,0,0,0,13807,5,2,0,2,0,1,0,25,208,0,0,0,3210,1,0,1620,30,0,0.19,0.08
Fissure#31436,4537,108807.16,203282,16568,4,0,0,312,0,545,7,386,12,22,1,10,0,184960,50,18,20,12,12,55,2,148,1042,0,0,0,45095.55,133,0,14400,1622,3,0.42,0.45
Costco#11313,3132,866.92,1438,176,0,0,0,5,0,4,0,1,0,0,0,0,0,1261,1,1,0,0,0,0,0,1,24,0,1,0,300,1,0,180,0,0,0.14,0.56
Klameros#2895,2865,1715.79,2881,198,0,0,0,7,0,4,0,2,1,1,0,0,0,2573,0,0,0,0,0,2,0,1,14,0,0,0,675,0,0,240,0,0,0.27,0
PaperHat#11795,3650,41937.72,83633,10898,3,0,0,135,0,229,0,146,5,9,0,4,0,72092,22,8,6,8,0,23,1,64,439,0,0,0,17006.29,35,0,3600,271,6,0.33,0.44
showstopper4#11130,1764,100,155,0,0,0,0,2,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,1,0,0,0,30,0,0,46,0,0,0.09,0
ScatterBrain#11536,1526,128.69,151,0,0,0,0,2,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,60,0,0,0.02,0
enzo#12151,1764,962.35,1684,164,0,0,0,2,0,2,0,1,0,0,0,0,0,1520,1,0,1,0,0,0,0,1,10,0,1,0,285,0,0,60,0,0,0.56,0
Enlex#11879,3699,3366.1,6192,612,0,0,0,11,0,14,0,8,0,1,0,0,0,5416,1,1,1,0,0,1,0,5,28,0,0,0,1230,3,0,480,6,0,0.28,0.78
kenkaniff5#1241,2953,6508.94,12305,1941,0,0,0,19,0,29,0,17,2,2,0,1,0,10284,2,0,1,0,1,3,0,13,110,0,0,0,2430,1,0,1140,43,0,0.18,0.3
Axror#21746,2173,881.2,1884,660,0,0,0,5,0,1,0,0,0,0,0,0,0,1225,0,0,0,0,0,0,0,1,21,0,0,0,390,0,0,180,0,0,0.25,0
Mitsniper#21957,2832,987.1,1719,226,0,0,0,7,0,1,0,1,0,0,0,0,0,1492,1,0,0,1,0,0,0,1,26,0,0,0,465,0,0,300,0,0,0.24,0
RockSalt#11507,2580,36112.54,64942,12246,1,0,0,96,0,119,0,77,4,7,0,3,0,51458,13,5,3,5,1,12,1,44,643,0,0,0,11748.52,23,0,3600,183,7,0.24,0.45
Ash49126#1636,2048,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,60,0,3,0.13,0
Pirunner#11464,2120,12865.64,22800,3337,0,0,0,45,0,50,0,31,3,3,0,0,0,18520,7,4,0,3,0,7,0,25,241,0,0,0,4845,6,0,2280,85,1,0.31,0.13
Interfere#11726,3980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
Smades#2509,4011,1026883.9,1996433,189969,28,0,0,2783,0,5728,60,3839,93,234,3,138,0,1779382,476,211,112,154,100,602,25,1660,10626,0,0,2,451897.61,1119,0,158400,18607,61,0.32,0.59
PappaShot#1411,2539,165.19,165,0,0,0,0,1,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,29,0,0,0,0
Bloodvane#1794,2813,24693.44,44332,6144,0,0,0,69,0,98,0,58,5,5,0,1,0,36987,13,5,4,4,1,11,0,35,347,0,0,1,9951.28,12,0,3600,187,9,0.29,0.13
cemakacu#2843,2589,1841.69,4232,565,0,0,0,10,0,12,0,8,0,1,0,1,0,3012,0,0,0,0,0,3,0,6,86,0,0,0,819.18,3,0,600,0,1,0.18,1.0
Hezixx#2676,1985,9593.84,18419,2826,0,0,0,39,0,39,0,22,2,2,0,1,0,15527,4,3,0,1,0,5,0,15,129,0,0,0,3650.95,7,0,1620,19,0,0.25,0.23
Bbrot#1104,2014,5042.08,9736,2940,0,0,0,13,0,17,0,12,1,1,0,0,0,6794,3,1,0,2,0,6,1,8,93,0,0,0,1878.36,4,0,660,18,0,0.44,0
jbas#6898,2118,3410.98,4440,133,0,0,0,6,0,13,0,7,1,1,0,0,0,4260,1,0,0,0,0,3,1,8,59,0,0,0,1455,1,0,360,58,0,0.21,0.01
Youome#1126,2385,0,51,0,0,0,0,1,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,0,0.16,1.0
SkyLine#22473,3722,79524.2,128284,11879,0,0,0,204,0,352,4,234,4,13,0,9,0,114090,15,12,0,3,8,34,0,102,833,0,0,2,28635.42,56,0,10800,845,13,0.39,0.68
Maicito#2312,2684,90.43,119,0,0,0,0,1,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,50,0,0,0.16,0
Stjerning#2279,3005,443.29,1363,0,0,0,0,5,0,2,0,1,0,0,0,0,0,1363,0,0,0,0,0,0,0,0,1,0,0,0,150,0,0,240,0,0,0.26,0
NovEclipse#1691,3007,0,282,165,0,0,0,3,0,1,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0.41,0
JoseLuisxv#1942,2053,1476.96,5268,1317,0,0,0,8,0,15,0,7,0,1,0,0,0,3822,1,0,0,0,1,0,0,8,94,0,1,0,630,2,0,480,0,0,0.31,0.92
Nabber#1957,2112,8271.17,14778,1960,1,0,0,16,0,36,1,15,1,2,0,1,0,12765,4,1,1,2,1,4,0,18,137,0,0,0,2685,3,0,1200,50,0,0.2,0.38
Funbags#2841,2236,105.39,556,352,0,0,0,2,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,6,0,0,0,60,0,0,60,0,0,0.08,0
RyeFye#1217,2469,2126.82,4947,521,0,0,0,4,0,12,0,7,1,1,0,0,0,4424,2,0,1,1,0,1,0,6,21,0,0,0,705,3,0,300,0,0,0.34,0
Voodoo#11718,2851,40650.25,78892,17632,0,0,0,126,0,167,4,101,9,11,0,2,0,60572,20,6,6,8,0,27,1,56,607,0,0,0,15625.45,29,0,3600,302,3,0.21,0.21
Vashramire#1202,1870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
Alavon#1955,2745,199.46,200,0,0,0,0,2,0,1,0,1,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,60,1,0,49,0,1,0.04,0
BONELESS#11240,2703,2486.89,4427,839,0,0,0,2,0,10,1,7,0,0,0,0,0,3588,1,0,0,0,0,1,0,4,57,0,0,0,855,2,0,180,35,0,0.37,1.0
Pennnel#2563,2618,2561.47,4882,816,0,0,0,7,0,7,0,4,1,1,0,0,0,4066,2,1,1,0,1,0,1,2,28,0,0,0,1052.11,1,0,300,0,0,0.24,0
zomb34n#1552,1571,1495.17,3209,277,0,0,0,6,0,3,0,2,1,1,0,0,0,2932,1,1,0,0,0,0,0,0,19,0,0,0,615,2,0,240,46,0,0.5,0
AbsolutZer0#1706,2676,1138.46,1924,610,0,0,0,2,0,6,0,4,0,0,0,0,0,1314,0,0,0,0,0,0,0,1,20,0,0,0,360,1,0,120,0,0,0.14,0.46
XDmaster#21725,2926,341515.15,677822,111220,8,0,0,871,0,1739,23,1108,32,74,2,41,0,556251,139,73,28,38,48,222,10,561,4663,0,0,1,142912.51,301,0,50400,3653,12,0.29,0.56
rearbones#1384,2988,1491.43,2697,775,0,0,0,5,0,10,0,6,0,1,0,1,0,1922,1,0,0,0,1,1,1,5,25,0,1,0,495,1,0,240,0,0,0.13,1.0
Gomii#2421,1272,8221.63,14311,2146,0,0,0,21,0,43,0,26,2,3,0,1,0,11989,8,4,0,4,1,3,0,17,151,0,0,0,2610,1,0,1320,18,1,0.25,0.34
Crumplehat#11777,2476,204070.02,365820,37601,4,0,0,419,0,935,10,564,15,42,1,26,0,321126,82,36,15,31,20,99,4,382,3513,0,0,0,82026.82,155,2,28800,2368,31,0.29,0.62
KoKoAss#1588,2128,1445.65,2465,230,0,0,0,3,0,4,0,2,0,0,0,0,0,2234,1,0,0,0,0,2,0,2,11,0,0,0,450,0,0,120,18,0,0.4,0
FireChicken#11136,2373,0,66,66,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0
SilverB0i#2644,3086,1171.6,2348,582,0,0,0,3,0,1,0,0,0,0,0,0,0,1718,1,0,0,0,0,0,0,0,9,0,0,0,345,0,0,120,0,0,0.32,1.0
TheGunner#21574,2991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1.0
DzianyDruid#22459,2853,650.86,838,47,0,0,0,2,0,1,0,1,0,0,0,0,0,791,1,0,0,1,0,0,0,0,1,0,0,0,150,0,0,60,0,0,0.94,0
LemonHead#21918,3331,77.43,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,36,0,0,0.44,0.48
OceanFlex#1686,1573,534.31,1063,0,0,0,0,5,0,1,0,1,0,0,0,0,0,1063,1,0,0,0,0,0,0,0,6,0,0,0,315,0,0,180,0,0,0.39,0
Alucard#15139,2160,11572.41,21736,2652,0,0,0,34,0,57,0,32,2,3,0,1,0,18377,3,1,1,1,1,6,1,17,146,0,1,0,3945,5,0,1920,33,0,0.28,0.23
drlol#2689,2051,2559.88,4502,330,0,0,0,8,0,14,0,7,1,1,0,0,0,4172,2,1,1,0,0,0,0,5,39,0,0,0,1005,3,0,360,0,0,0.24,0
Onloom2234#1375,1746,302.69,762,0,0,0,0,4,0,0,0,0,0,0,0,0,0,721,0,0,0,0,0,0,0,0,6,0,0,0,150,0,0,120,0,0,0.2,0
Drenog#2345,1845,1224.12,3530,363,0,0,0,10,0,8,1,3,1,1,0,0,0,2588,2,1,0,1,1,0,0,2,21,0,0,0,405,3,0,420,0,2,0.35,0
Momo#15884,2399,7598.12,12957,1564,1,0,0,19,0,33,0,24,0,1,0,1,0,10605,3,2,1,0,1,3,1,18,153,0,0,0,2492.83,2,0,900,231,3,0.25,0.59
ThePainTrain#11387,2655,202.39,1092,760,0,0,0,2,0,1,0,0,0,0,0,0,0,332,0,0,0,0,0,0,0,0,3,0,0,0,120,0,0,60,0,0,0.11,0.26
gypsym4gic#1683,1540,1231.82,2843,1003,0,0,0,9,0,4,0,4,1,1,0,0,0,1840,2,1,0,0,0,0,0,3,65,0,0,0,330,2,0,420,0,0,0.22,0
WildFireat92#1329,3215,349.15,703,198,0,0,0,1,0,2,0,2,0,0,0,0,0,505,0,0,0,0,0,0,0,1,10,0,1,0,150,0,0,60,0,0,0.44,1.0
Tantaror#1965,2398,530.13,1201,344,0,0,0,3,0,2,0,1,0,0,0,0,0,805,1,0,0,0,0,0,0,2,29,0,1,0,180,0,0,60,0,2,0.13,0
Lazlo#11475,3114,913.38,1185,106,0,0,0,4,0,1,0,1,0,0,0,0,0,1078,0,0,0,0,0,0,0,1,12,0,0,0,435.83,0,0,120,0,0,0.1,0.19
DorkKnight#11116,2275,9477.65,19724,6402,0,0,0,25,0,29,0,17,2,3,0,1,0,13264,4,1,1,2,0,3,0,10,116,0,1,0,3456.44,3,0,1560,19,0,0.16,0.18
VEGA#31392,500,8728.34,15616,2166,0,0,0,32,0,42,0,27,2,2,0,0,0,12726,4,1,0,3,0,9,0,15,112,0,0,0,3142.96,10,0,1620,18,2,0.26,0
omers82#2248,2084,0,23,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,50,0,1,0.02,1.0
MuskratD#21889,2378,3407.83,5081,654,0,0,0,8,0,9,0,5,1,1,0,0,0,4377,2,1,0,1,0,1,0,5,45,0,0,0,1065,3,0,420,0,0,0.32,0
Kampfkoloss#2386,2619,18484.03,31713,4074,1,0,0,29,0,79,0,53,0,3,0,2,0,26728,8,0,3,5,1,13,0,36,295,0,0,0,6635.71,17,0,1980,357,0,0.24,0.93
Voodoochief#1926,2059,3021.81,4820,220,0,0,0,10,0,11,1,7,0,1,0,0,0,4599,1,1,0,0,0,1,0,1,22,0,0,0,1140,4,0,480,0,0,0.31,0.73
ABadOtter#1353,2492,5162.84,12663,3196,0,0,0,20,0,24,0,17,1,1,0,0,0,8770,3,0,0,3,2,4,0,9,42,0,0,0,2071,3,0,1020,0,1,0.34,0
Aeon#1617,3471,88.43,165,66,0,0,0,1,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,39,0,0,0.23,1.0
DODO#2534,1774,1000.73,2382,483,0,0,0,5,0,5,0,3,1,1,0,0,0,1849,2,1,0,1,0,0,0,0,10,0,0,0,420,2,0,180,0,1,0.39,0
bamse#2183,2500,245,525,132,0,0,0,3,0,1,0,0,0,0,0,0,0,393,1,0,0,0,0,0,0,1,5,0,0,0,150,0,0,120,0,0,0.43,0
Nihongo#11538,1349,617.31,1167,130,0,0,0,3,0,1,0,1,0,0,0,0,0,980,0,0,0,0,0,0,0,0,15,0,0,0,165,0,0,120,0,0,0.32,0
aAvila#11979,2576,3224.8,6314,1018,0,0,0,12,0,18,0,12,1,1,0,0,0,5159,1,1,0,1,1,3,0,1,105,0,1,0,1200,2,0,600,0,0,0.18,0.11
Islr#2354,2259,255.18,870,461,0,0,0,3,0,2,0,0,0,0,0,0,0,409,0,0,0,0,0,0,0,1,38,0,0,0,120,0,0,120,0,0,0.07,1.0
DeadlyTom#2750,2716,12380.18,25817,5418,0,0,0,38,0,56,0,41,1,3,0,2,0,20219,6,4,0,2,0,8,0,21,231,0,0,0,4174.93,8,0,2040,79,0,0.34,0.61
krakkinn#11962,1747,128.43,762,533,0,0,0,2,0,1,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,1,0,0,0,60,0,0,120,0,1,0.3,0
CrystalLayer#2461,2398,7664.23,14481,3544,0,0,0,19,0,36,0,17,0,2,0,1,0,10675,4,2,1,2,0,2,0,15,179,0,0,0,3090,2,0,1200,0,1,0.25,0.78
Oreos#11771,2198,940.74,1840,539,0,0,0,6,0,4,0,3,0,0,0,0,0,1300,0,0,0,0,0,0,0,4,22,0,0,0,495,0,0,180,0,1,0.35,0.9
Hydrolisk#1680,3000,4199.75,6422,474,0,0,0,17,0,9,0,7,0,1,0,1,0,5948,1,1,0,0,0,1,0,3,33,0,0,0,1593.97,3,0,600,18,0,0.29,0.64
Dietodice#1515,2989,352.77,524,66,0,0,0,1,0,0,0,0,0,0,0,0,0,458,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,39,0,0,0.38,0
MedaTehief#1238,1331,3957.27,6723,1229,0,0,0,16,0,12,0,6,1,1,0,0,0,5449,2,0,0,2,0,3,0,5,50,0,1,0,1532.2,1,0,600,42,0,0.19,0
MandyMuse#1110,1927,0,132,66,0,0,0,1,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0.08,0
uJolf#11767,2410,569.46,1298,22,0,0,0,7,0,5,0,5,0,0,0,0,0,1276,1,0,0,0,1,0,0,1,8,0,0,0,180,0,0,180,0,0,0.41,0.64
